987706,LeXXington,2016-12-02 17:03:00,1928,Really Nice fish..  Congrats on your catch.
987840,aplumma,2016-12-04 20:59:00,6896,Tried the same spot yesterday. Caught 1.  It might be the new moon and few warm days that turned them on the first time. I think the warm spell had alot to do with it. We hit upper 60'sF for a few days and we had a great time jigging up some really nice Bass.  Art
987898,Freshtrax,2016-12-05 22:35:00,2215,"I'm a have to put up some more reports with dead fish in them to help those in shock with keeping fish.   I'm all for conservation  and sometimes that means shutting down a fishery , sometimes that means killing  some pike in the Kawarthas  so the other fish have a chance.....and sometimes that means keeping a limit of rainbows cuz there so freakin tasty   Like I said before nice going, and don't be ashamed."
987899,huzzsaba,2016-12-05 22:45:00,884,"I'm a have to put up some more reports with dead fish in them to help those in shock with keeping fish. I'm all for conservation and sometimes that means shutting down a fishery , sometimes that means killing some pike in the Kawarthas so the other fish have a chance.....and sometimes that means keeping a limit of rainbows cuz there so freakin tasty   Like I said before nice going, and don't be ashamed. Nice Bows Andrew!  Thanks for sharing the photo!  Please do share some more reports and photos. Always fun to see!"
987972,reelingMachine,2016-12-06 19:36:00,29," Thank you and everyone for supporting, and James and Chris for your comments too.  Some of us are C&R only, few will take as many as allowed all the time, but I believe the majority is somewhere in between and it can swing to any side all the time."
987974,jimmer,2016-12-06 19:47:00,2730,Nice of you to keep a cool head through this
988023,chris.brock,2016-12-07 00:57:00,4053,"  So what are you guys saying? You're all over the map.  A CnR guy is a tree hugging twink? but you guys CnR when nobodies looking?  I replied to this thread because a guy was getting castrated for mentioning CnR.  to help those in shock,  oh yeah, those pike in 17, they're here to stay, may as well embrace them"
988033,Freshtrax,2016-12-07 01:46:00,2215,"So what are you guys saying? You're all over the map.  A CnR guy is a tree hugging twink? but you guys CnR when nobodies looking?  I replied to this thread because a guy was getting castrated for mentioning CnR.  to help those in shock, f u  oh yeah, those pike in 17, they're here to stay, may as well embrace them   im just sticking up for a fellow fisherman keeping his legal limit of a delicious fish.     no hard feelings i hope Chris."
988035,chris.brock,2016-12-07 02:24:00,4053,I'm just sticking up for a guy who dared to mention CnR
988081,aplumma,2016-12-07 19:54:00,6896,I'm just locking this thread because we cant seem to keep it civil.Lets hope the next fishing report that we all seem to like does not go the same way.   Art
987653,irishfield,2016-12-02 00:53:00,26272,"Divide and conquer... I truly believe P&TA lives here some days. Let'm go or keep them, your limit is yours to decide while sticking to zone regulations. Any that think that C n R doesn't have a mortality rate is in dream land.  Nice feed there fella."
987654,misfish,2016-12-02 01:21:00,29133,"Divide and conquer... I truly believe P&TA lives here some days. Let'm go or keep them, your limit is yours to decide while sticking to zone regulations. Any that think that C n R doesn't have a mortality rate is in dream land.  Nice feed there fella.  Thats whay I keep all my white fish Wayne. If I let them go, someone else will catch them and eat them. Less for me. LOL"
987657,chris.brock,2016-12-02 01:45:00,4053," peta3a says CnR is harassing/ torturing wildlife, so that makes no sense.  4x4 on this board has caught the same laker from deeper water for 4 or 5 consecutive years so you might be in dream land.  If you don't think the busy cottage country lakes could use a little help from CnR you are in dream land"
987661,grimsbylander,2016-12-02 02:09:00,3016,"Great work! My bet is the OP is already regretting the post. It's just so damn hypocritical to look at one photograph and pass judgement on keep vs release. A guy could fish the whole summer while applying C & R and keep a limit of fish out the colder fall water just to get flack from the ""elitists"" on OFC. Unless someone is breaking a limit or possession law, please mind your own business. If the MNR wanted help, they'd ask.  Quick, someone start another ""Why doesn't everyone post fish reports?"" thread."
987662,Moosebunk,2016-12-02 02:12:00,3970,"Keep or no keep... the fishing must have been fun.  Used to love keeping me a few 34-36 inch range teeners caught through the ice.  Cedar planked then smothered with baby scallops in maple, garlic butter and it was a total gastrogasm!"
987665,manitoubass2,2016-12-02 02:50:00,11391,"Guy kept a limit of pike for frig sakes ???  Settle down OFC, you get angry when your hungry???"
987668,bigugli,2016-12-02 03:06:00,6138,Time to break out the violin
987670,chris.brock,2016-12-02 03:54:00,4053,"no reports = incognito windbag, like yourself"
987671,reelingMachine,2016-12-02 03:56:00,29,"Thank you guys.  No regrets about it and knew that few people would not be happy about keeping the limit. Finally was excited and had something to share, so few posts about fishing this year. Having a one year old to take care of and the wife back at work fished not more than 10 times since ice out, not much luck as well, probably got skunk 4 times including the last two outings, few weeks ago on Sturgeon and about a month ago on another lake targeting pike (from shore). Not a person who keeps the limit for freezer. Kept another limit of pike on the opening day on another lake this year.  This time gave two to friends, the rest mostly for perogies, which are really nice, hope some are left to freeze for another day. If somebody wants the recipe let me know or google. That was Zone 16, the last day of bass season, would love to have a bass on the line, obviously it did not happen, so why not take the limit of pike and give bass and other fish a chance  Fished from shore, initially slowly pulling a rapala flat rap perch. Got 3 pretty fast, the smallest ones, then nothing. Could cast it just few meters beyond high weeds, so mostly fished in a foot of water above the weeds. Fortunately prepared the rig using one of two huge bobbers I bought few years ago for some reason. A big jig head and another bell weight attached directly to the bottom of the bobber, looks ugly, but I could cast it 15-20m farther. This brought the last 4 that were more chunky."
987674,DanD,2016-12-02 12:53:00,2223,^^^ Classy response.  Dan.
987678,Headhunter,2016-12-02 14:05:00,5703,"Sometimes I kinda wish that this board had an ""ignore"" feature. OP - chunk up those pike, soak'em overnight in some hot sauce, wrap them in bacon and grill them. Thanks for the report! HH"
987679,grimsbylander,2016-12-02 14:24:00,3016,"no reports = incognito windbag, like yourself  Such a childish loudmouth bully. You can never make an post with an alternate opinion without adding a person attack. Good thing it's been seen so many times before that your antics are easy to ignore."
987681,blaque,2016-12-02 14:30:00,2419," OP - chunk up those pike, soak'em overnight in some hot sauce, wrap them in bacon and grill them.  Bang on.......Its been years, but the last time i ate northerns.........thats how i cooked them except with a hot bbq sauce. Amazing"
987683,AKRISONER,2016-12-02 14:34:00,5558,"Great response reel, we should all be practicing catching fish   Ill just leave this here     AKRISONER, on 24 Oct 2016 - 12:39 PM, said:  not sure if taking shots at me or not...lol     Sorry I was too ambiguous...yes, yes I was. "
987684,grimsbylander,2016-12-02 14:43:00,3016,Why not post the whole thread including the stupid comments about old guys?
987687,Old Ironmaker,2016-12-02 14:51:00,8243,"Boys,,,,,,,,,,,,,,,,,,It's that time of the year where we as good people are to live with peace on Earth and good will to man. After the New Year go nuts and attack each other.  Every time I go out here on Erie I am hunting for food, no Walleye is getting released here by anyone I know. Smaller Perch, yes, the odd Smallmouth, yes. But I will not be ashamed to take my fish home including a Rainbow.  Nice catch reelingmachine. You go man.  Years ago I was shown how to take out the Y bones. Then one of the Yanks at the camp said ""We eat the Y bones."" Say what Buddy? The strip of meat with the Y bone is added to some fillets and done in the food processor to make fish cakes. Once emaciated with the crumbs, cheese, eggs and spices there isn't a Y bone to be found. My former Father in Law wouldn't let you put a Pike in the boat. Then one day my BIL and I kept a nice Northern for the weekly fish fry. Fed Dad the Pike and he never knew the difference and swore it was a Walleye and we were full of it."
987688,leaf4,2016-12-02 14:55:00,2466,"If you catch 7 a day and eat 7 a day you can go out each and every day legally and take 7.   He's caught two limits this year, not even a drop in the bucket lol. Guys need to relax"
987689,grimsbylander,2016-12-02 14:56:00,3016,"If you catch 7 a day and eat 7 a day you can go out each and every day legally and take 7.   He's caught two limits this year, not even a drop in the bucket lol. Guys need to relax  Exactly!!!"
987690,lew,2016-12-02 15:03:00,12766,Sad when a simple fishing report turns into a pi$$ing match but unfortunately it happens all too frequently around here lately.  No wonder  so many of the long time regulars are no longer here anymore.
987691,AKRISONER,2016-12-02 15:06:00,5558,calling a spade a spade    amazing how a 1 photo fishing report has now easily gotten more replies than all of manitou's 15 reports combined in 1 day.  And way way more than my report where I had 20+ photos and that took me 5 hours to make. Lets get back to  fishing people.
987694,grimsbylander,2016-12-02 15:24:00,3016,"Yeah, most of us have been doing that for months. You're a hot topic. LOL"
987697,pics,2016-12-02 16:00:00,1268,Those are great eaters... pike are very prolific when the conditions are right .. often to the detriment of other species..
987701,Sinker,2016-12-02 16:21:00,8692,"Ok, so telling the OP that you aren't a fan of keeping fish on his photo of a limit he kept is friendly then? Sorry, I guess I misunderstood that comment.....I'm sure he will be excited to post his next report now...    S."
987703,Old Ironmaker,2016-12-02 16:26:00,8243,"7? Isn't it 6 in most zones.  Yep nothing like a nice Pike out of cold water, even warm water they are pure solid meat. Never a worm and a sore on them is rare. Talking to my kid brother just now and he reminded me we just cut the entire back off and then used that piece for the Pike Cakes. Cut into 2"" chunks and into the food processor. A few pulses and added salt, pepper, garlic, paprika, dried oregano, Italian bread crumbs, eggs, and Parmasiano cheese. If too dry added 1/2 and 1/2. Made burger size patties and then egg wash, bread crumbs and fried or baked to a golden brown. I remember old Walt Adams who was a Dock Foreman always had a pocket full of warm pike cakes wrapped in tin foil in his pocket on the job."
987705,grimsbylander,2016-12-02 16:58:00,3016,"7? Isn't it 6 in most zones.  Yep nothing like a nice Pike out of cold water, even warm water they are pure solid meat. Never a worm and a sore on them is rare. Talking to my kid brother just now and he reminded me we just cut the entire back off and then used that piece for the Pike Cakes. Cut into 2"" chunks and into the food processor. A few pulses and added salt, pepper, garlic, paprika, dried oregano, Italian bread crumbs, eggs, and Parmasiano cheese. If too dry added 1/2 and 1/2. Made burger size patties and then egg wash, bread crumbs and fried or baked to a golden brown. I remember old Walt Adams who was a Dock Foreman always had a pocket full of warm pike cakes wrapped in tin foil in his pocket on the job.  Used to keep a few when ice fishing too. It was fantastic...you'd never know you were eating pike if you'd only eaten pike caught in July/August."
987572,reelingMachine,2016-12-01 03:00:00,29,"A lovely rainy morning, but they were active. Caught 7. "
987577,Tjames09,2016-12-01 11:35:00,664,Nice fish. Might take flak for this but I'm not a fan of filling the sport limit.
987579,dave524,2016-12-01 11:53:00,4508,"Nothing wrong with keeping  a limit of jackfish for the table/freezer, especially from the Kawarthas."
987586,AKRISONER,2016-12-01 13:52:00,5558,Nice fish. Might take flak for this but I'm not a fan of filling the sport limit.  theres many of us in this group...but as long as guys are fishing within the law more power to them.  I will say that there is a reason limits are so high in the kawarthas. A pike limit on GB is 2 fish.
987590,DanD,2016-12-01 14:06:00,2223,Then we wonder why people don't post reports. Man I'd love a batch of beer battered deep fried pike. Nice haul.  Dan.
987591,Joeytier,2016-12-01 14:11:00,3990,"Nice fish. Might take flak for this but I'm not a fan of filling the sport limit. Then  don't do it.  Nice pike, enjoy your meals!"
987594,NANUK,2016-12-01 14:43:00,797,"Ditto ^ Nice haul, Pike is delicious."
987596,Jds63,2016-12-01 14:47:00,1365,nothing wrong with that !!! if you are abiding by the regs ....  anyone had Pickled pike ?
987601,jimmer,2016-12-01 15:21:00,2730,"^^^^ I pickled walleye one year and it was gone in a flash, so I'm sure pike is the same.  I try not to judge people when they are within the regs.  It's is tough at times though.  So, it's best to look at it from many points of view."
987602,Sinker,2016-12-01 15:24:00,8692,"I'm not fan of people who aren't a fan of people who fill their limit. Its none of your business what I, or anyone else do.  S."
987603,Gallie,2016-12-01 15:29:00,1215,Nice gators!
987605,manitoubass2,2016-12-01 15:55:00,11391,Perfect size for eats by the look of it!  Nice haul dood!  Im keeping more and more pike these days
987610,Freshtrax,2016-12-01 17:00:00,2215,Nothin better than a pike and cheddar sandwich .   Good job.
987612,PUMP KNOWS,2016-12-01 17:11:00,937,"Yummy, I just wish they didn't have the Y bones"
987617,Locnar,2016-12-01 19:02:00,645,"Right on bud! Good catch, were you fishin from shore? I'm gettin' hungry lookin' at the picture"
987623,Tjames09,2016-12-01 20:38:00,664,"I'm not fan of people who aren't a fan of people who fill their limit. Its none of your business what I, or anyone else do.  S.  Just prefer catch and release so there's fish for the next guy, that's all. I'm allowed an opinion as are you, no need to be abrasive it's a friendly forum."
987625,jimmer,2016-12-01 20:50:00,2730,"Yummy, I just wish they didn't have the Y bones There are some great videos if you google to see how to clean and remove Y bones. I never have bones in the pike fillets I eat.  My wife would have my head if she found a bone."
987626,jimmer,2016-12-01 20:51:00,2730," Just prefer catch and release so there's fish for the next guy, that's all. I'm allowed an opinion as are you, no need to be abrasive it's a friendly forum. Maybe he's having a bad day?????"
987638,manitoubass2,2016-12-01 22:55:00,11391,Youtube pike 5 fillet method  Easy way no bones and lotsa meat
987642,bigugli,2016-12-01 23:03:00,6138,4 fillet pike  
987643,leaf4,2016-12-01 23:06:00,2466,Out of the kawarthas... Take as many as you like lol they mess with the muskie population so imo have at 'er
987648,manitoubass2,2016-12-01 23:39:00,11391,^^^^ missing the back fillet
987649,misfish,2016-12-01 23:54:00,29133,"4 fillet pike     Same way I do white fish Bruce. The bigger ones any ways. The small ones, You dont even know thier there.  Im not a pike eater, never liked the taste.  Nice haul."
987650,chris.brock,2016-12-02 00:27:00,4053,"You won't get flack from me.  As far as I know, catch and release is still legal too, and beneficial."
987651,kuhaman,2016-12-02 00:42:00,503,"You won't get flack from me.  As far as I know, catch and release is still legal too, and beneficial. To each his own"
