523228,Spiel,2010-11-27 13:38:00,9065,"Brrrrr, feels like winternet......"
522843,Guest Johnny Bass,2010-11-26 00:23:00,0,"In the meantime, I hear prices will still double within the next 20 years!!! Something like 3.8% every 3 years for residential and 2.7% for businesses. I guess we are subsidizing the commercial industries, electricity at the expense of residential??  As they supposedly are converting from pollution producing energy to green energy........Still, double sounds a little to much! When they are built and payed off, do prices ever come down? Has anyone ever seen prices go down???"
522844,mercman,2010-11-26 00:30:00,7054,nope and they never will.AND they will probably continue rising.and not a bloody thing you or me or anyone else is gonna do about it.
522856,Guest Johnny Bass,2010-11-26 00:54:00,0, Wheres my pitch fork!!!!!
522860,mercman,2010-11-26 01:00:00,7054,  Thats better.Gas is 118.9 here today i almosted crapped my knickers
522892,Carp,2010-11-26 02:35:00,1488,  
522908,POLLIWOGG,2010-11-26 03:10:00,835,"New nukes have been on the books for a long time but they're held up by the feds trying to sell the co. that makes them and the province wants the feds to cover cost overruns.  The only way we will have clean air in Ont. is to build enough nukers to sell cheap power to the states and undercut their coal plants. Or we could use our new stealth fighters and bomb the US coal plants, if we get caught, they weren't stealth enough and we should get our money back."
522916,mercman,2010-11-26 03:34:00,7054,  i cant believe what i just read  i am bloodywell speechless.
523045,Billy Bob,2010-11-26 17:55:00,5865, I'm pretty sure he's just having a little fun with that statement.......  everyone here in the USA knows we didn't really sell you guys the good stealths....  BTW that was my job for years....making sure the trains came and went with coal for the NRG Plant (formally Niagara Mohawk) on the Niagara River....I don't see any coal plants disappearing anytime in the near future throughout the country....but we should be investing in Nuke Plants but the liberals have killed that industry here.  Bob
523083,Guest Johnny Bass,2010-11-26 20:46:00,0," I don't get it? Bush was saying he was going to invest in nuclear energy. Obama and the liberals are complaining about global warming and pollution. Why would the liberals be against Nuclear energy?? Its all bull. They cater to big business and big business makes a killing off fossil fuels.....  But polliwog is 1/2 right. As long as America and everyone else are burning coal, the impact we will have may be minor, but at least its something. Hopefully other nations will follow our lead. Their are many countries wanting to switch to nuclear power....  If there is one thing where the McGuinty government screwed up?? Its the H.S.T. !!!! For this alone he should be thrown out of office. But remember the idiot who started the G.S.T. It was a conservative Mulrooney!  If any politician can remove the G.S.T/H.S.T. I would vote for him/her in a blink of an eye!  When they steal, no one ever rectifies the thievery!! They are all in on it. Conservative or Liberal!"
523093,irishfield,2010-11-26 21:19:00,26272,"Johnny.. I just gotta ask after all these threads, has your mother ever let you even look at the hydro bill????"
523096,mercman,2010-11-26 21:42:00,7054, SIGH.....we never learn....just like the heicopters we bought from the Brits that keep crashing Just as well i guess.We'd probably use the stealths for duck hunting anyways.
523141,POLLIWOGG,2010-11-26 23:57:00,835,"Yeah Billy Bob, Why do you sell us first strike stealth attack planes when the only country in range of us is yours? You guys must plan on borrowing them back or something."
523219,Billy Bob,2010-11-27 12:57:00,5865," Actually the question should be ""why did you government buy them"" not why we sold them. And BTW, with in flight fueling these planes can probably reach any part of the world.  Lets all carefully watch what happens in Korea......they are taunting us and that's not a good thing..."
523224,Guest Johnny Bass,2010-11-27 13:28:00,0," Yes she has. I remember her complaining that one of those idiots that come to your door and promise you a better rate, caused her bills to sky rocket. She waited for it to expire and never went with them again. The same whing happened to a friend of mine recently with direct energy. SHe was paying over $300 every 2 months for a 1 bedroom apartment the size of my washroom. Its either the hydro company or the land lord, but thats not right. She tried to cancel and they gave her a hard time. She sent a paper requesting cancelation, they supposedly didnt get it. Then she sent a chequ and they said that the cheque has to go to another address. Then she sent it again and they took 3 months to ""process"" and cancel. Thats bull.  If you look at how expensive utilities have gotten? Its all as a result of too many middlemen and unions......"
523226,Guest Johnny Bass,2010-11-27 13:36:00,0," Probably because Russians have been flying in our northern territories.........At least that is how they justified the purchase. The planes were bought and then all of a sudden we hear about Russians entering our airspace. Its all bull. What a coincidence hey? Those planes bring in massive profits, as does the entire arms industry .Enough to go around....."
