1000366,irishfield,2017-04-14 17:08:00,26272,"Still a good 40"" on Kesagami as of yesterday!!"
1001516,Joeytier,2017-04-23 18:31:00,3990,"Thx Simon.  I drove a couple hrs south to find that open water.  Just went ona tour of my local lakes and everything is 95% iced up.  My local opener is next Friday and Ill be on open water, but itll be real cold."
1001517,misfish,2017-04-23 18:36:00,29133,Lots of open water in Hali.    Beauty fish.
1001518,Freshtrax,2017-04-23 18:38:00,2215,"How's the snow in the bush north of Huntsville, planning a trip for Thursday but the road in is a snowmobile trail in the winter."
1001535,Joeytier,2017-04-23 21:07:00,3990,There is no snow left man
1001536,misfish,2017-04-23 21:22:00,29133,"How's the snow in the bush north of Huntsville, planning a trip for Thursday but the road in is a snowmobile trail in the winter.  There is no snow left man   Southern Ontario,,,,,,,,,,,,,,,Go figure,,,,,,,,"
1001578,Freshtrax,2017-04-24 02:37:00,2215,"Thanks, just making sure before the 3 hour drive"
1001582,OhioFisherman,2017-04-24 03:18:00,6623,"No ice, no snow, got our annual tree seedling purchase from the county soil and conservation league Friday and 40 seedlings in the ground. My son spotted a nesting female mallard in our field with eggs in the nest."
1001593,limeyangler,2017-04-24 13:24:00,5204,I'd say as of today ice out has happened on Wabigoon.
1001756,muskymatt,2017-04-26 02:22:00,2608,Ice out is upon us!!! Booyah  https://www.facebook.com/TheFriendsofAlgonquinPark/photos/a.288896466567.153335.169395331567/10154260107326568/?type=3&comment_id=10154260710271568&notif_t=like&notif_id=1493173108495944
1001808,Joeytier,2017-04-26 19:19:00,3990,My wish came true.  I will have open water for (qc) trout opener this friday
998947,Sinker,2017-04-03 01:21:00,8692,Went for the first boat ride of the year this afternoon. Got a nice feed of crappies to boot!
998960,boombap,2017-04-03 02:49:00,310,Anyone know how Dalrymple is looking? Usually the first lake I dump my boat into every year.
998981,AKRISONER,2017-04-03 13:10:00,5558,was up in PAB this past weekend and things are finally starting to open up.  The areas where the ice is traditionally questionable are wide open and the areas that are good are starting to get very rotten. I walked out 50 yards to tie a rope off on the dock and the ice is very very rotten. I imagine over the next couple of days its going to start breaking up. A good wind and it will be done for.  We also did a hike to a back lake called Bird lake..it was still locked right up with a good 8 inches of ice. I imagine this rain though would make it totally unsafe for passing. I give it two weeks and everything south of sudbury will be wide open.
998989,OhioFisherman,2017-04-03 14:44:00,6623,http://www.cleveland19.com/story/35007359/2017-northeast-ohio-fishing-forecast-expect-a-lot-of-larger-walleye-and-perch  You would have had to have been half crazy or half drunk to have tried walking on any ice we had this year!
999256,misfish,2017-04-05 15:45:00,29133,":DThe toon will be float,n soon. K BAY wide open . Ice is all goneeeeeeeeeee/"
999267,kickingfrog,2017-04-05 16:25:00,8333,Ice covered yesterday.  Today:   
999269,Acountdeleted,2017-04-05 16:37:00,2562,Ooooh. That is exciting!
999284,ccmtcanada,2017-04-05 17:36:00,7971,Wow....Simcoe really opened up a lot since the weekend!  
999312,misfish,2017-04-05 20:32:00,29133,Ooooh. That is exciting!   Get that yak top side.
999425,Acountdeleted,2017-04-06 14:13:00,2562,  Get that yak top side.   Yes sir!
999461,GBW,2017-04-06 18:30:00,8460,Went from Lindsay to Burnt River then to Curve Lake and then back to Lindsay.  The bigger lakes were all wide open with no ice to see from the roadway and some even had mild whitecaps.  The smaller lakes like the one my folks are on is still ice BUT breaking up.
999555,ccmtcanada,2017-04-07 14:27:00,7971,Thanks for the updates everyone!  Cant wait for warmer weather to get the boat back in the water!
999653,Acountdeleted,2017-04-08 13:31:00,2562,Any news on Dalrymple and area? My dad is asking if it's worth going to the cottage.
999665,GBW,2017-04-08 18:17:00,8460,Had to head to my folks again today to check on the place due to a power outage (check the genny) and 4 mile is starting to open up mid lake.  I'd guess other smaller lakes like it will be ice free soon too.
999876,ccmtcanada,2017-04-10 15:55:00,7971,Looks like the Kawarthas and most of Lake Simcoe has opened right up!  
999878,AKRISONER,2017-04-10 16:03:00,5558,pointe au baril opened up yesterday afternoon. There is still bits of ice floating around but everywhere except tight back bays are 100% accessible now.
1000270,Sinker,2017-04-13 17:20:00,8692,"Anyone been up haliburton/bancroft way? I'm assuming there is still too much ice to boat on, but maybe not??  S."
1000281,oldphart,2017-04-13 19:00:00,665,"~~~Sinker 2 weeks ago Grass was breaking up from the river on the east end almost over to the outlet, Maple was getting soft, and Halliburton was open at Fort Irwin, but water levels were too low to launch drops about a foot of the ramp"
1000282,ccmtcanada,2017-04-13 19:06:00,7971,Southern Ontario looks pretty much wide open now....happy boating everyone!!  
1000322,4x4bassin,2017-04-14 03:30:00,1025,I received a couple reports today on ice conditions in central Ontario . Lakes in the Parry Sound area are 75-90%% ice free and what remains is very soft and melting fast . Lakes in this area should be 100% ice free over this weekend with the warm temps. and rain . Lakes in the Algonquin Park area are still mostly ice covered and I'm being told they will probably remain ice covered for at least another week . As of today all back country permits for Algonquin have been cancelled till April 28th due to the winter/ice conditions in the area thus putting a hold on plans for anyone going into the park for trout opener .
1000323,Old Ironmaker,2017-04-14 03:41:00,8243,"Had last ice out on Erie in 2014. Not good for the perch hunters. The boats are starting to show up on the lower Grand and Port Maitland, finally."
1000350,Locnar,2017-04-14 15:17:00,645,Any ides on how well the ice is disappearing in the bancroft region?
1000354,4x4bassin,2017-04-14 15:48:00,1025,"^^^ No info. from Bancroft Locnar but by just looking at the above sat. images and from what I have heard from the Algonquin Park area I would say the lakes are still ice covered and are going to be for at least a week in the Bancroft area . It is amazing how that area still has as much snow and ice still today , take a look at sat. images of the Algonquin area and you will see . Not sure what lakes you are talking about but Bancroft is not that far from Algonquin so the closer you are to that area the longer the ice will be on the lakes ."
1000355,Locnar,2017-04-14 16:02:00,645,"I'm thinking of heading up there for the first weekend in May, I'm looking a small lake south east of Bancroft. I was thinking of doing a scouting trip, but if the ice is still there I'll wait. Thanks for the heads up."
1000357,4x4bassin,2017-04-14 16:13:00,1025,^^^ First weekend in May won't be a problem I can guarantee that . The ice conditions were a lot thicker last year in that area and the ice was off the lakes around May 1st so May won't be a problem this year .
997771,misfish,2017-03-23 15:50:00,29133,"There was a report the west side was starting to go. Even with the 2 over night colder temps.  Im done. Packing winter away, bringing out the spring and summer gear. Now where did I put that toon of mine,,,,,,,,,,,,"
997776,Acountdeleted,2017-03-23 16:47:00,2562,Talked me into it. I'll watch movies with the missus.  Let me know when you get the toon out. I'll join ya in the Yak.
997789,misfish,2017-03-23 20:17:00,29133,Buddy posted this pic and said ok to share.  Cooks bay  
997791,Dara,2017-03-23 20:25:00,3052,You guys have no snow down there  Base on our trails right now is 5-6 feet  Ice out is still way off
997801,turtle,2017-03-23 22:02:00,274,"I was on Simcoe at Sibbald Point March 17th -est. 12 inches but looked like ice particle board.  Best trip out of 6 this year. Also Haliburton small bay of large lake March 21st -est 12-24 inches.  On the way back a large part of Grass Lake (West Guilford) is open, same for Moore Lake.  Still huts at Miners Bay."
997822,Tjames09,2017-03-24 01:27:00,664,"I was planning on going out one more time this weekend at a small lake up north. Last time I was there two weeks ago it had way over 12"" of ice, and its been cold every night since, daytime is a bit above 0, but nights are all below."
997839,Bernie,2017-03-24 11:06:00,3190,I like the NASA site. It allows a wider picture. Punch in the date and zoom in where you want to see.  https://worldview.earthdata.nasa.gov
997850,ccmtcanada,2017-03-24 12:24:00,7971,That's a cool site Bernie!
997872,AKRISONER,2017-03-24 15:42:00,5558,I like the NASA site. It allows a wider picture. Punch in the date and zoom in where you want to see.  https://worldview.earthdata.nasa.gov  ive been trying to find this site forever!
997874,BillM,2017-03-24 15:48:00,17367,"Now that most of the ice is gone (At least in the places I fish), it's time to keep an eye on those water temps"
997876,misfish,2017-03-24 16:00:00,29133,^^^^^^^^^^^^^^ EXACTLY ^^^^^^^^^^^^^^^^^^^^
997879,BillM,2017-03-24 16:08:00,17367,I really wish the water from the Niagara came west instead of going east
997904,Sinker,2017-03-24 18:35:00,8692,I like the NASA site. It allows a wider picture. Punch in the date and zoom in where you want to see.  https://worldview.earthdata.nasa.gov Thanks for sharing that!  S.
997921,misfish,2017-03-24 20:19:00,29133,I like the NASA site. It allows a wider picture. Punch in the date and zoom in where you want to see.  https://worldview.earthdata.nasa.gov  Thanks Bernie  Way to much cloud cover to see anything today.
997953,lickmyarmpit,2017-03-25 01:47:00,359,Lots of ice still in Timmins were on more than 2 feet still here's a couple shots from the last couple weeks.
998297,4x4bassin,2017-03-28 15:28:00,1025,"Just got an ice report from some inland lakes in the Parry Sound area . Still 10"" of ice on most lakes with some areas being less due to incoming streams and sun angles . Still a ways to go before ice out in this area but it is melting fast and will soon be unsafe for travel. I will post more updates for this area as I get them ."
998458,fishboy,2017-03-30 02:17:00,550,Thanks-would appreciate any updates on the Minden Haliburton area
998468,Tjames09,2017-03-30 05:44:00,664,"Thanks-would appreciate any updates on the Minden Haliburton area  Was out in Minden on Sunday, lots of ice, easily 12"". Top 3"" is definitely very soft, spud bar goes through easy 3-4"" but then its hard."
998499,myot,2017-03-30 14:40:00,131,standing at the boat launch at my house on Scugog you can't see ice in either direction  Dan
998764,buckhorn250,2017-04-01 15:39:00,85,"Ok. Quick update based on my drive to Buckhorn last night.  Scugog...no ice visible from Hwy 7 Lower Pigeon ...completely open, some ice one the west shore, but not much Gagnon Narrows...completely open, can see some ice on the far south shore Upper Buckhorn...bays still iced up , water level is still low.  "
998769,misfish,2017-04-01 16:46:00,29133,"Little lake in Barrie, the normal center channel from the river inlet, is opening up through the lake.  The bay here is still locked up tight. It takes for ever for this bay to get open it seems. Yet, it,s been taken for ever it seems, to freeze up at the start of the ice season the past few years. Go figure."
998809,fishboy,2017-04-01 22:17:00,550," Was out in Minden on Sunday, lots of ice, easily 12"". Top 3"" is definitely very soft, spud bar goes through easy 3-4"" but then its hard. Thanks..counting down to ice out lakers"
998868,Acountdeleted,2017-04-02 16:41:00,2562,Parents just took a photo of the cottage near Midland. Still lots of ice.
998912,Dara,2017-04-02 21:28:00,3052,We lost a guy here Friday. Be careful   Condolences to family and friends
998914,GBW,2017-04-02 21:36:00,8460,https://coastwatch.glerl.noaa.gov/modis/modis.php?region=o&page=1&template=sub&image=t1.17092.1631.LakeOntario.143.250m.jpg
997422,ccmtcanada,2017-03-20 15:37:00,7971,"It's that time of year, where ice can become unsafe pretty quickly.  Modis captures come pretty awesome pictures of the lakes and I thought I'd start posting them here once again.  This image was taken yesterday.    Part of Scugog and Rice seem to be breaking up now....and many of the areas in the Kawarthas.  Be safe out there!!!"
997427,GBW,2017-03-20 16:26:00,8460,I was looking at that same pic last night also.  Wondering what's going on in the area ice wise as my parents lake is all white weak ice now.  Not real thick either.
997434,Acountdeleted,2017-03-20 18:54:00,2562,On Thursday or Friday can someone let me know if Simcoe is safe? Looking for one more outing in the Muskokas.
997443,Sinker,2017-03-20 20:00:00,8692,"The ice will be fine for a couple weeks yet, no worries. As long as you can get on it from shore, you will be fine. The ice on simcoe is in the best shape its been in all year right now. I plan to be drilling holes into april no problem. Maybe not simcoe, but it could very well happen.  The kawartha lakes have opened up due to current/ springs during the warm spell, and very high winds when we had the cold snap so they didn't tighten back up.   S."
997447,Sterling,2017-03-20 20:12:00,477,Over 2ft of ice on nip and season's closed =(.
997449,CRAPPIE,2017-03-20 20:22:00,213,Where can I find the link for This map view?  Thanks
997450,misfish,2017-03-20 20:31:00,29133,"The ice will be fine for a couple weeks yet, no worries. As long as you can get on it from shore, you will be fine. The ice on simcoe is in the best shape its been in all year right now. I plan to be drilling holes into april no problem. Maybe not simcoe, but it could very well happen.  The kawartha lakes have opened up due to current/ springs during the warm spell, and very high winds when we had the cold snap so they didn't tighten back up.   S.   Shane  We found anywhere from 8""-10""-even 12"" on the west side here on the weekend. You are right about the shore. I had to spud some chunks down to size so I could get on,but the ice IS the best it,s been all year. Need me another couple perch feasts,then ok. Enough with the ice then.LOL"
997451,Acountdeleted,2017-03-20 20:45:00,2562,Thanks buds. Thinking morning in my Muskoka lake then evening perchin in up.
997454,myot,2017-03-20 21:00:00,131,huge chunk of open water at the north end of Lake Scugog I've watched it move south 300 yards or more per day all weekend long  Dan
997455,misfish,2017-03-20 21:49:00,29133,"Thanks buds. Thinking morning in my Muskoka lake then evening perchin in up.   Im not fishing those well known perch areas Jer, so dont go by my post here. Be safe bud."
997456,Acountdeleted,2017-03-20 21:55:00,2562,"Thanks. This time of the year, spud and float coat are maditory regardless of what everyone says.  But if you or the other locals say the ice isn't safe, I'm not even going to make the drive."
997460,Kawartha Kev,2017-03-20 22:30:00,281,Here is a link to a webcam I post every year from my lake Lower Buckhorn in the Kawartha's from reach Harbour located about half way down the lake. Unfortunately the other webcam I usually post from Sunrise Resort at the base of the locks in Buckhorn seems to be no longer active it hasn't been working since about last fall not sure what happened to it. Here's the link for Reach Harbour lots of open water out in the main channel http://www.reachharbour.com/just click on webcam at the top. They will probably have a second camera up soon from the back part of the property.  Kawartha Kev
997464,misfish,2017-03-20 23:02:00,29133,"Found this interesting when doing some search on the marina.  Boat rental,,,,,,,,,,2009? Not updated in awhile I guess. But great deal for $90 a day LOL  http://www.reachharbour.com/   "
997466,Kawartha Kev,2017-03-20 23:09:00,281,Ya they haven't updated things in a while but they do continue to have the webcams up and running its a busy marina in the summer.  Kawartha Kev
997469,misfish,2017-03-20 23:42:00,29133,Heres the one for Barries Kempenfelt bay. Updated every 15 minutes.  http://www.barrie.ca/City%20Hall/Webcams/Pages/default.aspx
997472,Joeytier,2017-03-20 23:59:00,3990,"Hoping to be able to be out in the boat before May this year, hasn't been possible the last 2 yrs.  Definitely far less snow in the bush this yr compared to last 2, but more ice due to the lakes having zero snow on the ice for a big portion of the winter.  More thaws = more ice unfortunately."
997498,Chuck Enwinde,2017-03-21 04:21:00,247,Where can I find the link for This map view?  Thanks  Here: https://coastwatch.glerl.noaa.gov/modis/region_map.html
997499,Tjames09,2017-03-21 06:37:00,664,South portion of Sturgeon was open water a week ago. I dont think it ever gets to thick from the trent severn waterway though.
997506,oldphart,2017-03-21 12:42:00,665,"~~~Ramp in Newcastle been open for a while for the Big O, browns are in tight"
997525,dave524,2017-03-21 16:09:00,4508,Saw a boat out around the mudline off the Grimsby pier this morning. Maybe a quarter mile offshore.
997530,GBW,2017-03-21 16:51:00,8460,South portion of Sturgeon was open water a week ago. I dont think it ever gets to thick from the trent severn waterway though. With all the water coming down Fenelon from Cameron that whole 'flow' area should be open soon if not already.
997583,ccmtcanada,2017-03-22 01:45:00,7971,Updated image from March 21st.  
997714,ccmtcanada,2017-03-23 12:30:00,7971,"Updated image from March 22nd.  Despite the cold weather, the wind seemed to keep things open in areas that have current.  Be safe everyone!  "
997731,Acountdeleted,2017-03-23 13:18:00,2562,Update on Simcoe?
997761,Sinker,2017-03-23 14:55:00,8692,"Update on Simcoe? Depends where you go I guess. The east side is still good, but I know nothing about the west side.  S."
