970896,Tom McCutcheon,2016-05-24 17:51:00,627,Gone from noisy boats to cleaning up Smokey's Toilet Tissues......LOL
970866,manitoubass2,2016-05-24 16:32:00,11391,"Well its been mentioned, now I have to ask.  Why on earth would anybody, ever, ever ever ever, buy a leaf blower?"
970872,Mister G,2016-05-24 16:58:00,1429,"Because it makes noise while the old rake doesn't............you know, MORE POWER.......  BTW it takes me half the time to rake then it would be blow the leaves away.......MORONS ! ! !"
970874,DRIFTER_016,2016-05-24 16:58:00,10439,"Well its been mentioned, now I have to ask.  Why on earth would anybody, ever, ever ever ever, buy a leaf blower?  To blow leaves you silly goose!!!!"
970875,Mister G,2016-05-24 17:01:00,1429, To blow leaves you silly goose!!!! I have a NUTCASE woman neighbor that uses her blower to dry the driveway after she washes it down WEEKLY ! ! !
970876,Old Ironmaker,2016-05-24 17:03:00,8243,"I have a neighbour here on the lake that cuts some of his firewood up with a Skill Saw. I guess it's quitter then a chainsaw. His wife was saying the noise of the Wind Turbines bothered her, I replied "" More than Paul's Skill Saw singing all day long?"".  Rick, a gas powered leaf blower is just an extension of ones appendage."
970877,manitoubass2,2016-05-24 17:08:00,11391,Where do you blow them? In the neighbors yard? Or into the bush where the wind picks up and blows them right back?  Now if it had a bag attaent and sucked leaves up I could see some use at least(for disabled folk etc)  Come on man'  Grab a freakin rake. Or just mow over it lol
970879,AKRISONER,2016-05-24 17:14:00,5558,"when you are Portuguese, even the remnants of a pine cone thats been run over with a lawn mower on your perfectly manicured grass is a problem.  ahaha just visit fairbank in toronto and you will know what I am saying."
970880,Mister G,2016-05-24 17:16:00,1429,Now if it had a bag attaent and sucked leaves up I could see some use at least(for disabled folk etc)  The NUTCASE woman has one of them and it was fun to watch her use it.........the thing would always clog up and take her a LOT longer to Get R Done....
970882,manitoubass2,2016-05-24 17:18:00,11391,"Hahah, didnt even know they existed?"
970883,manitoubass2,2016-05-24 17:19:00,11391,
970884,Mister G,2016-05-24 17:19:00,1429,"Hahah, didnt even know they existed manitoubass2, your a shelter child...........LOL"
970886,Mister G,2016-05-24 17:22:00,1429,Leaf Vacuums for NUTCASES..........  http://www.homedepot.com/p/BLACK-DECKER-120-MPH-90-CFM-40-Volt-Lithium-Ion-Cordless-Electric-Blower-LSWV36/203190225
970887,manitoubass2,2016-05-24 17:22:00,11391,"Lol, no I just live in the bush were a leaf is a leaf. I dont feel the urge to clean up the forest lol"
970888,Mister G,2016-05-24 17:24:00,1429,"Lol, no I just live in the bush were a leaf is a leaf. I dont feel the urge to clean up the forest lol Now how would Smokey the Bear feel about not doing your part to keep the forest clean.......maybe if you did that, people could find the forest thru all those dirty trees."
970892,BillM,2016-05-24 17:33:00,17367,"Well its been mentioned, now I have to ask.  Why on earth would anybody, ever, ever ever ever, buy a leaf blower?  Blower/Vacs are the best.  You ever try to rake up 1 billion of these things? (I've got 2 maple trees on my property, lol!).   The vac sucks them up and mulches them, basically turns them into dust.   One of my fav yard tools for sure.  "
970895,manitoubass2,2016-05-24 17:46:00,11391,"No ive never tried to rake them up bill. My lawn get cut thats it.  The only thing I rake is pine needles for fires. The rest doesnt bother me one bit, its a fricken lawn. It doesnt need one hair cut and about 33 shape ups lol"
970508,captpierre,2016-05-21 01:48:00,2521,Does anybody know if there are laws regarding noisy boats? Saw a large speedboat at the Fenlon locks today. Rediclously loud exhaust. Tonight fishing a smaller speedboat flies by. The car engine behind the driver was taller than he was sitting. Crazy loud. I had just been stopped by OPP at 7 pm. Next to Boyd Island. All good. No issues. Should have asked them.
970511,irishfield,2016-05-21 02:00:00,26272,"Age is creeping up with you...  That said, it is supposed to be illegal to run open transom exhaust within 5 miles of shore. Tell that to any one of the 100+ scarabs running around the Sound on Gbay... yet they complain about my airplane taking off. Even had one of them show up in my yard, but he won't ever be back after I told him exactly where he lived and how short a swim it was from my f-in-laws dock to sink his boat."
970512,manitoubass2,2016-05-21 02:05:00,11391,Angler jihad???
970513,DRIFTER_016,2016-05-21 02:16:00,10439,Yeah..............uh.............no!! If there is anything sweeter sounding than a multi engine blown big block off shore racer I don't know what it is.  I must admit that I do love the sound of radial plane engines too.  And the sound of a full after burner CF-18 on takeoff.
970514,manitoubass2,2016-05-21 02:25:00,11391,The wife appreciates a good motorboat???
970515,Dutch01,2016-05-21 02:54:00,1431,LMAO!
970646,kickingfrog,2016-05-22 15:02:00,8333,CTV News Barrie did a piece on Saturday about noisy boats and mention the law that Irish referred to.  Here's the 2 minute clip:  http://barrie.ctvnews.ca/video?clipId=875507
970648,Terry,2016-05-22 15:14:00,14456,"yup sometimes you hear them coming for 20 minutes before you can see them , might be a touch loud for those sleeping waterfront home owners...lol"
970650,dave524,2016-05-22 15:52:00,4508,"I get them here as well, them and being next to the lake there is frequent helicopters overhead, something to do with them not allowed over open water so they skirt the lakeshore."
970664,aplumma,2016-05-22 18:41:00,6896,I will tell what is loud an airboat on the river. I have no issues with noise it is part of the freedom and enjoyment we have on the water.  Art
970667,misfish,2016-05-22 18:56:00,29133,"yup sometimes you hear them coming for 20 minutes before you can see them , might be a touch loud for those sleeping waterfront home owners...lol   I love watching that guy zip up the bay, when were out on the toon.  I count 1 gallon a minute.LOL Sweet music."
970668,kickingfrog,2016-05-22 19:02:00,8333,"Sounds great, but when someone's freedom encroaches on another's? Where does my freedom start, and their's ends? Where is the ""line"" drawn? There is a law in place. What if someone felt that their freedom was to dump their garbage on my lawn? This isn't going to be solved here but these are some of the questions that come up and it can't just be shrugged off by a slogan."
970669,Tybo,2016-05-22 19:02:00,1373,Any engine that uses 40+ gallons an hour on the water is good by me. An I want two of them.
970672,aplumma,2016-05-22 19:14:00,6896,"Sounds great, but when someone's freedom encroaches on another's? Where does my freedom start, and their's ends? Where is the ""line"" drawn? There is a law in place. What if someone felt that their freedom was to dump their garbage on my lawn? This isn't going to be solved here but these are some of the questions that come up and it can't just be shrugged off by a slogan. I have found once we start limiting anyone's rights it usually gets broader and broader until it consumes more than it was intended. If a little noise is made on a body of water sometimes it turns into an all electric lake when it does not warrent that.  Just thoughs.  Art"
970673,manitoubass2,2016-05-22 19:18:00,11391,"At least im not alone???  I enjoy the sound. I mean not constantly but you know, every here and there.  But im mental and the train that cruises by our house luls me to sleep ???"
970690,kickingfrog,2016-05-22 22:10:00,8333,"Again where does one person's freedom end, and another's start?  Does my freedom allow me to render someone's boat silent? That would be absurd. There is a line. To suggest there isn't is equally absurd. Where the line is is the difficulty. The notion of freedom relies on an awareness of someone else's equal entitlement to freedom and then respect for it.  And again, there is a law that does govern this particular question here. Maybe the law needs to be reevaluated and/or modified but that's not what is being discussed."
970691,kickingfrog,2016-05-22 22:13:00,8333,"At least im not alone  I enjoy the sound. I mean not constantly but you know, every here and there.  But im mental and the train that cruises by our house luls me to sleep  I love the sound and the feel of them as well, but I don't have to listen to them at 6 in the morning when I'm sleeping either."
970697,Garnet,2016-05-22 22:31:00,2056,Somebody running a scarab will likely pay the fine and laugh at the idoit.  396 big block with nice cam. Sweet
970702,Fisherman,2016-05-23 00:52:00,7201,Someone once said lots of noise is the sign of a small set of ________.
970707,Steelheadphycho,2016-05-23 02:38:00,470,Lack of testicular fortitude?
970711,manitoubass2,2016-05-23 03:24:00,11391,I was gonna go with hands???  ?
970726,Mister G,2016-05-23 12:24:00,1429,"If  you want peace and quiet, never buy a lakefront home because you will either have speed boats, water skiers or jet bikes once the water warms up. And don't forget the nutty neighbor cutting his grass 3 times a week and weed wacking plus the leave blowers, my god the leave blowers....once one guy starts it's non stop till it's too dark to make noise....haven't any of these nut cases ever heard of a RAKE ! ! !  And what about the motorcycles that have taken out their exhaust baffles to make their hog sound more like a noisy pig.......if your car has a hole in the muffler you get pulled over, but the police never bothers with Hell's Angles on his hog......are they afraid of them ...  Now get off my grass..........I'm trying to take a nap........them dam kids......... LOL"
970735,KLINKER,2016-05-23 14:12:00,256,Tire noise has become more irritating than just about anything else.
970736,glen,2016-05-23 14:40:00,2641,Hey old timers turn off your hearing aid.
970737,Mister G,2016-05-23 15:34:00,1429,"Hey you whipper snappers.......if you can't hear that annoying noise, maybe you should invest in a hearing aid."
