999500,misfish,2017-04-06 22:55:00,29133,Squirrel is some good eats. One of my fav.
999354,Joeytier,2017-04-06 00:25:00,3990,"Snappers are nowhere near being a threatened species...  I see hundreds of them a year without even looking, and I've never met a single person in my life that ever actually harvests them.  Doesn't seem so ridiculous to me.  I'd be happy to try it actually."
999356,manitoubass2,2017-04-06 00:42:00,11391,In NW Ontario there are millions. It's rediculous really.  But im not losing sleep on a ban.  Harvesting them here is still super rare
999398,pics,2017-04-06 11:45:00,1268,I don't think you would like to know just how many contaminants are in a snapping turtle. The government tested some in a lake close to me with alarming results...
999405,AKRISONER,2017-04-06 12:40:00,5558,sorry. not threatened...species of special concern as populations are on decline.  and go ahead try slap me...a hunter with an anti hunting label lol.
999406,dave524,2017-04-06 12:44:00,4508,I don't think you would like to know just how many contaminants are in a snapping turtle. The government tested some in a lake close to me with alarming results...   Are you talking about Lake Niapenco ?? that is a one of deal with that fire fighting foam from the Hamilton Airport training. It and the Welland River are the only spots where that is a factor.
999421,manitoubass2,2017-04-06 13:40:00,11391,I'd imagine you are correct.  300 year old meat probably picks up a lil of this and a lil of that along the way
999426,Dara,2017-04-06 14:24:00,3052,I got a notice from OFAH last Friday saying the MNRF is closing rabbit season on April 1  I actually thought it was an April fools joke instead of another Kathleen move
999438,BillM,2017-04-06 15:41:00,17367,"I'd rather eat 50 year old lake trout, lol."
999442,Dara,2017-04-06 16:03:00,3052,"Some people don't like moose, some bear, some even rabbits. But for the government to just randomly prohibit hunting like they did with spring bear a few years back is just wrong. The government works for the people. To just impose anything without an explanation is wrong."
999445,manitoubass2,2017-04-06 16:18:00,11391,Agreed
999486,wkrp,2017-04-06 21:28:00,656,Personally I would rather chew leather than one of those bacteria  riddled creatures.
999487,manitoubass2,2017-04-06 21:29:00,11391,"Leather is more tender, that's for sure lol"
999491,ch312,2017-04-06 21:36:00,1590,"Man I wanted to like it so bad lol. I've ate some crazy foods and snapping turtle just isn't good.  If you like it im assuming it's just cooking technique, but holy man I'd rather eat raw beaver, if it's cleaned properly it doesn't taste like fish  I've ate it a few times (one time fried, in soup other 2 times) and it was great every time. That said, harvest methods and preparation make a huge difference with the final outcome of pretty much any animal we'd consider eating. Just look at how many people claim moose or deer is disgusting, when in fact it is delicious. How about fish that wasn't handled properly and tastes/smells fishy? You just ate some turtle that was prepared by someone who didn't have a clue what they were doing, that's all.  Seems to me like their harvest has been stopped due to emotional reasons and people who don't have a clue, much like the spring bear hunt was.   As for being endangered in Ontario, nope.  https://www.ontario.ca/page/snapping-turtle  Status Special Concern “Special Concern” means the species lives in the wild in Ontario, is not endangered or threatened, but may become threatened or endangered due to a combination of biological characteristics and identified threats."
999499,aplumma,2017-04-06 22:46:00,6896,"Turtle meat is a treat that you either like or not. The amount of work to clean and the cooking time makes it easy to take a pass on. I bet we could get the same reaction to people who eat squirrel  and rabbit because it is a food we have to work for. I bet that chicken would not be eaten nearly as much if it needed to be killed, cleaned and cooked at  your house.  Art"
