348412,otter649,2009-06-04 21:00:00,118,I wonder what the laid off workers in the forestry industries out west think of this......not much.
348706,bullybass,2009-06-05 17:32:00,144,"I never understand the disdain that people have towards these unionized employees and their ""above average wages"".  I have seen so many times that the labour costs associated with cars produced to be around 7-10% of the cost of said car. Do you really think that if the union decided that they would take a huge pay cut that the consumer would see any benefit to this. The fat cat upper management would just end up sucking this saving in via enormous bonuses... likely associated with getting the union to take the cut in the first place. Would the cost of the cars go down because of this? I don't think so. The only thing that is going to make the cost go down is competition with all the other companies out there... along with desperation with the current situation. Just my 2 cents but last time I checked houses still cost on average $200,000 + for anything decent. How does one afford that working for $12/hr at a manufacturing facility where things like pension and safety take a back seat to the owner getting rich? Not to mention having to pay the $100+/month for any health benefits... ever been to the dentist without benefits... not to mention going with your whole family!!! bullybass"
348774,ch312,2009-06-05 22:01:00,1590," it would sound better if GM got $0. it doesnt matter to me is GM screwed over its workers or not. why should the money i worked hard for go to these people? exactly, it shouldnt. if the company i work for goes teats up tomorrow, would you be happy if your tax dollars were handed to me?  im all for people making good money and a lot of people deserve more money than they make. everyone who relies on a company pension should have enough brains to realize that the money they are counting on may not be there. what makes GM workers so special while others have lost their company pensions? the point you are missing here is our tax dollars are going to these pensioners when it could be used for education, healthcare, roads, etc. but instead it is going to pay for someones vacation to vegas while kids in school are denied computers because there is no money.  explain to me how that is right..."
348782,Jonny,2009-06-05 22:20:00,1380,"I`m all for letting a company go teats up if they mess up.  But the US gov`t and the Canadian gov`t decided that this just couldn`t be allowed to happen to GM. They had their reasons, and I don`t think it all had to do with being in big business`s pocket. Call me gullible, but I buy some of those reasons, much as I dislike seeing public money bail out private enterprise.  Kids in the classroom DO have computers, by the way. I know that first-hand, and you should see what they can do with the help of a good computer teacher. Things that most of us, even as adults, took years to learn, or never learned, just scratching the surface with internet, word pro, and email."
348883,ch312,2009-06-06 12:08:00,1590," im 23 so im part of the computer age  i went to a catholic school and that school board has a lot more money. many of my friends went to public high schools and they still cant believe how much better i had it in a catholic high school. there were enough mountain bikes, roller blades, skies, bow and arrows, tennis rackets, etc for 2 full classes. there were also great computer rooms.  now you look at all of the public high schools here in brantford, none of them have any of that equipment for gym class and the computers are junk. money like this would be much better for education"
348888,Moosebunk,2009-06-06 12:27:00,3970,"EVERYTHING ASIDE.  Companies should be responsible to themselves and their own... especially ones with millions and billions in assets.  The global economy upon which they feast or famine has seen highs and lows throughout the century and from the beginning of the auto industries time... it was, has and should always be their top priority to prepare themselves for changes in the tide.  The money they make and have made should have ensured this... regardless of Union, pension, work-force, administration and even product issues.  Their internal plans and actions didn't make the grade... so they fail.  And fail means... start over next year from the bottom and do it again to get it right... NOT, push 'em through to the next grade because ego is more important than foundation.  This ""me"" generation we somtimes talk of today does not just involve the children around us.  In 20-30-40 years time, the actions of the governments today will come back and bite many people in the buttocks.  And my bet is, it will happen over and over and over again... perpetuating the ideal that a failing grade is OK... someone will still give us an ""A"" and pull us through anyways.  Just my $0.02 before the morning cup."
348897,Jonny,2009-06-06 13:16:00,1380,"Yes, Catholic high schools have more money from the general tax pool than public schools. In Northern Ontario with the extra French grants some of them have a lot more.  Yet in the public schools I am familiar with, they're doing fine. In one particular middle school the computer lab gets new computers every 2 or 3 years, there's a dedicated computer teacher and you'd be amazed what Grade 7's and 8's can do - they can navigate Excel spreadsheets, turn out polished Power Point presentations, etc. etc. All places are not the same - it depends on the local base and the allocation of resources.  But back to car manufacture and the basic question... The federal and Ontario governments had little choice but to ante up some bail-out money after the US government did so. You might note that the German government threw money at the problem too, afraid to let its auto industry take a big hit.  Again, I am not happy about tax money going to corporations, but I can't see that there was much choice in Canada once the American government committed to that course. A lot of people feel that it was necessary, and the better of two unpleasant choices."
349434,holdfast,2009-06-08 00:28:00,1813," No, why dont we complain about Arts Funding to make Quebec and Liberals  Happy instead of monies to victims of Crime in the next election..  Like I said.  Tax cuts and Let ME RESTORE THE ECONOMY with MY MONEY  Edit: I've taken the liberty of correcting the spelling of one of Canada's provinces. I hope it doesn't hurt anyone's feelings. Roy"
349444,mikeh,2009-06-08 00:53:00,824,Does anybody know where the US or Canada is going to come up with this money initially?   . From what I understand the Federal Reserve in the US is owned by private companies and I think the US has to borrow the money from the Federal Reserve.  Please correct me if I'm wrong.
349545,Chris,2009-06-08 10:46:00,405,"Anyone notice that every year there is new crisis that the gov't. of the day lays on us. A few years ago the crisis was our health care system. Dalton taxed us to the tune of $600/year and wait times didn't get any shorter, in fact they increased. You don't hear much about health care anymore. Then it was west nile virus. Studies, task forces, etc. the bills added up. What happened to that? No word about west nile deaths anywhere anymore. Then it was the millions and millions for the SARS outbreak. Has SARS been eliminated? You never hear about it anymore. Then it was the immenent threat of a pandemic, that never happened. A lot of taxpayer money went into so-called preventative measures. The yearly flu shots allow doctors to charge a flat fee to taxpayers for each shot given, yet the shot are only good for flus that already happened, not any new pandemic. You don't hear much about that anymore, except that they still want you to get flu shots every year. Now it's the global economy. My guess is after they bilk us for billions more things will carry on as normal, as they usually do. Except that over 10 billion dollars has been removed from the taxpayer wealth base.  All of these crisis' cost taxpayers dearly. I read once that were a few ways that gov't. control the masses. One is to preoccupy our minds through the age old ""divide and conquer"" routine which is played out at each election. Actually the three major parties policies differ very little in the grand sceme of things, but there we are at election time, fighting for ""our"" party and calling the other side names like children in a sand box (actually children are better behaved....). The other is through fear. They know people will cough up money when threatened with a crisis. I predict it will take a while for the masses to come around, it always does. But eventually, living in the age of technical communications, people will wise up to gov't and start to react. All these crisis' are govt made. Yeah there's always some basis of truth to them, but you know how the media (the govt's lap dog) blows everything out of proportion.  My rant for Monday morning."
349581,holdfast,2009-06-08 12:50:00,1813,"The Environment Tax grab.  Lets see, I goes to Walmart and Buys a TV plus environmental Fees.  I take my old TVs to the Dumps and they charge me Dump fees to Bury it.  Ok, how come I just paid an Environmental fee.  Where did it go, to Whom, To What?  Ah maybe the Arts!"
349582,Jonny,2009-06-08 12:51:00,1380,"Don't get me started on the ways our system doesn't work. But it's the best we've got. I think human nature prevents us from getting anything better.  People are just too happy to think that a Stanley Cup playoff game is important. They're too happy doing their own little thing. They're too preoccupied with their own lives. They're too prone to carp to a circle of friends and co-workers and leave it at that. They're too complacent. They're too apathetic. They're too insular and opinionated. They're too gullible. They're too happy to let others do the work and take the responsibility unless they screw up bigtime. They're too eager to jump on bandwagons, and then jump off them again, thinking they have made a difference.  Big government and big business know how to play on those things. And people who rise into the ranks of those who have the power to make a difference forget where they came from and become part of a circle of entitlement as long as they have that short memory. They lose their honesty and integrity because they see what politics and knowing the right people can get them.  Latest case in point - that woman who was CEO of ""eHealth Ontario"" (whatever the hell that is) - feather-bedding, corrupt, and now kicked out because she was too stupid about it, and now eligible for a severance package (despite the fact that she was caught red-handed with her fingers in the cookie jar) to the tune of some $300,000+ !!!  Now that paints a pretty black picture. We do have honest people with integrity, and we do have enough openness to catch the dumbest and or greediest criminals. We do have a media that can be effective in exposing things. But I get the feeling that we just see the tip of the iceberg, maybe just enough to feel that the system really does work well enough, while underneath that, in the big picture,  things are being arranged to benefit people who stay as invisible as they can.  My Monday morning rant."
349682,Chris,2009-06-08 17:17:00,405," Thanks HF, I forgot about that one!  Well said JPJ"
347986,Dusky,2009-06-03 21:02:00,310,"Yes he had a choice but he does not have the courage to go that route.  Your argument that they can pull other business, well they are already eliminating Canadian businesses by including “Buy American” clause in stimulus package. Also, if history teaches us anything, they don’t care about Canadian interest e.g. lumber war, rejection of Canadian beef and so on… so we as Canadian need to stand up to safe guard our own interest. Question is, is it our interest to bailout GM?  Secondly, if other auto manufactures go for bankruptcies down the road, are we going to bail them out as well? E.g. Honda has a very big operation in Canada, if they go bankrupt and Japanese government decide to bail them out, are we going to chip in our share there as well just because of the fear that other Japanese companies can pull their operation out from Canada?  In capitalist economy businesses work to make money. If they are not making money, they simply vanish, GM is not going to be the first one. As long as it’s viable for Coca Cola or any other company per say to do manufacturing in Canada, no government can make them move their operations.  I think right now he is doing all it takes to please Obama administration, as conservative started with him on a bad note during the US democratic primaries where they leak some conversation to please Hilary. Now conservative government and Canadian taxpayers are paying the price for stupid move conservatives made not so long ago."
347989,bbog,2009-06-03 21:28:00,665,Did he have a choice? Yes Did he follow voter sentiment? No Would the US start a war if we turned off the oil tap? ABSOLUTELY!!  The second GM US has any future difficulty you can bet the pain will be experienced in Canada. The dumbest thing you can do is pump money into an entity outside of your control or jurisdiction. Kiss your money goodbye and all the good things it could have done if our Government had a backbone.
348071,Jonny,2009-06-04 00:54:00,1380,"Like Bushart said above, a LOT more depends on GM Canada's survival than just the plant workers.  Did Harper have a choice? No.  Did he do the right thing? In the circumstances, yes.  Hell, the Liberals have forced us to waste (so far) about $2 BN on a useless gun registry. Where did that get us? This at least is money that should have some tangible result. And it's a ""loan"" (granted not likely to be re-paid) but we now will OWN about 12% of GM. Assuming that the company changes course and survives (and I think it will... there are already steps committed to), and now that it's out from under the crushing burden of high labour and benefit costs, we'll be owning an asset that's worth something.  We can't sit around while viable companies  pull out of the country (and GM is still viable, to think otherwise is probably kidding yourself), and hope that Frank Stronach's Magna dreams come true. Did you know that the Opel deal isn't even final? The German gov't says they're still open to a better offer until September, and Italy's Berlusconi has said he would support another Fiat bid for Opel.  I feel for Sudbury nickel workers. I was one once myself, and my father spent most of his adult life working for INCO. We need to pull out of this world-wide recession before the demand for nickel will go back up. In the meantime it would be a good idea to keep companies in Canada that use nickel."
348072,ch312,2009-06-04 01:02:00,1590,whats not to like about this? you mean you guys dont love the thought that your hard earned money that is stolen from our pay checks is paying for some retired union worker to go on vacations?  i hate the idiots running this country into the ground and they should be replaced by those who are in touch with reality.
348085,Jonny,2009-06-04 01:32:00,1380, You've got the Liberals and the NDP to choose from. That's going to make you feel better?
348089,solopaddler,2009-06-04 01:38:00,8605, Perhaps it's time for a Mennonite party? Ahhh....a return to simpler times.  
348094,Burtess,2009-06-04 01:49:00,901, LMAO
348095,Jonny,2009-06-04 01:50:00,1380,"Aha, trying to sneak a zinger in there!  We'd have to call it the Libertarian Party...  ... since they believe that gov't should leave people alone.  Bail out GM? Only if they started producing (er, breeding) new-model GMC's... Galloping Mennonite Critters."
348127,shoemaker,2009-06-04 02:49:00,12,"Whats done is done. I believe market forces will always prevail. My question is does this bailout potentially turn off many buyers because it is viewed as being unfair to the taxpayers and to other struggling/failed industries? I'll buy a Ford or an import before considering a GM or Chrysler. In the long run, consumers will determine if GM/Chryler dies or survives and not the government."
348151,holdfast,2009-06-04 04:06:00,1813,"Again Harpo had no choice in the matter.  This is Totally Political to Throw a Stimulus Package into GM.  Political suicide if he didn't.  You got the two Leaches waiting and crying more money into their Ridings or , lets say Southern Ontario.  Its all Politics that this money is going into GM or any other Car manufacturer.  Remember when there was a problem with the Cattle Industry.  That is big Business out West and affected a lot more than employment.  It affected the Livelihood of Hard working Westerner Canadians who cattled for Generations.  If you compare the two, the Stimulus package should of went to the Cattlemen.  But NO, who cares, It wasn't political suicide or Ontario/Quebec."
348158,Fishnwire,2009-06-04 05:16:00,983,"I find it a little odd that some people have zero sympathy for people on pension.  These people were promised a certain pension after a certain amount of service.  They fulfilled their part of the deal...you want to see them screwed now?  That guy who mentioned pensioners ""being on vacation"" is talking total nonsense.  They're retired.  What does vacation have to do with being pensioned off?  I can only assume whoever said that has less than 5 years service with whoever he works for now.  Maybe I'm wrong.  If so, I apolagize in advance.  You put in 25 or 30 years loyal service (to a company that made buckets of money for 28 of those years) with certain promises made to you, see them evaporate and we'll see how quick you change your tune.  I'm really sorry to whom I possibly offend, but I can't help but think that begrudging retiries is a little shameful.  I'm only in my 30's but I'd hate like heck to see the plans I have for my retirement go to crap...and I'd also hate to see someone else jammed up that way."
348159,Jonny,2009-06-04 05:41:00,1380,"There seems to be this predisposition for some people to think that somebody who worked for good wages and benefits thanks to a strong union doesn't deserve what they got. It's not like they didn't work - they put in their time and they were productive, day after day, week after week, year after year. They didn't get what they got for nothing... and don't forget, they contributed a lot of their own earnings too.  I'm retired, but for the 32 years of my career, I contributed roughly 10% of my salary every year.  I've seen people lose chunks of a pension they were counting on, and it's not pretty, not before they retire and especially not after. If they fulfilled the conditions for getting it, they shouldn't be deprived of it."
348190,cambo,2009-06-04 11:32:00,62,"This is a hard one, at first i was feeling give them nothing they did this to themselves. Having a lot of family live in Windsor my mind is changing as my father hasn't worked in four months (Car hauler),my brother has been laid off twice in one year and is currently out of work(X-Ray engine blocks) my best friends wife was laid off last year (auto worker) and wifes two uncles have been laid off(auto workers) thats a lot of people in my family"
348208,Stoty,2009-06-04 12:11:00,2910,Ya...well...I've been laid off twice in 4 months and dont have work.... and I have 2 degrees! Where's my bailout money?
348214,Chris,2009-06-04 12:32:00,405," I'll answer your question Rob. No Harper has no say....he has no say in anything. It's only made to appear like he has a say. He is merely a puppet just like all the other puppets. He'll be gone when we vote him out and then we'll vote in a new puppet to lay all the blame on, all the while feeling proud that we made a difference.....meanwhile big business will still be here dictating what goes on. IMHO Canadians should give the middle finger to GM and drive the final nail in the coffin. They just ripped us off for a million dollars 10,500 times.  Please don't ask me to feel sorry for auto workers. Their union leaders pushed for wages that were substantially higher than the status quo for assembly line workers and the workers bought into it thinking that GM's coffers were a bottomless pit of cash. They backed their union and made their own bed for themselves. When will people understand that the pot isn't endless just because you have a strong union?  Why not let them fold and let the viable auto makers enjoy picking up the slack. What's wrong with that? Isn't that how the capitalism that these big businesses subscribe to works?? I guess they only want to play that game when it works in their favour.  This whole thing is just another govt. backed smokescreen with plenty of mirrors to scam the taxpayer out of more of their money. Things like this have been going on for years......ever notice how every 7 to 10  years or so the gov't and big business ""creates"" a recession to beat us back down. They let us get ahead, get ahead, get ahead, and then bam....recession....let's peel back some of the equity that taxpayers have been creating for themselves. I've been watching it go on for the past 35 years. Anybody that thinks this is wise use of our taxpayer's dollars is part of the problem. These big businesses know that some Canadians will be gullible enough to believe this is all in their best interests and throw their support behind this Bull.  End of Rant"
348215,Headhunter,2009-06-04 12:32:00,5703,"Stoty, your bailout money is sitting on a trailer on your driveway. HH"
348223,holdfast,2009-06-04 12:58:00,1813," That is why I think that they should cut Taxes and give us that money to Spend on the Economy.  More Pocket money, more chance you may spend it on Clothes, TVs, maybe even a car.  (by the way, people have stopped buying cars that the Car Companies keep pushing out).  lets see, Ill take my money back from, Unemployment( Parts of it) Insurance I payed 25 years for in the Military but was not allowed to Draw from it,  The Arts, Immigration( Parts of it), CBC, Equalization/Health Care to a Province that does not want to stay in Canada or be a part of, Salaries to a Party that sits in Parliament for no re3ason but to Separate and only work on behalf of their Province, oh and Stimulus Packages, especially for certain Companies in Certain Provinces."
348227,cambo,2009-06-04 13:03:00,62,"My brother also has two degrees, electrical engineering and mechanical engineering, he won't see a dime of this money his plant shut right down, I really don't see your point here  Many jobs down the line are affected such as car haulers for an example that don't work for the big car compainies ,they won't see any of that money either but if they can get up and running it will help a lot of the other jobs that people are losing.Again, I'm kind of a fence sitter here,i realize that the miners and forestry workers butcher shops etc didn't get a bail out but i know for sure that the more car companies around the more competative they are and that makes car prices cheaper Sorry your laid off, I don't like to see anyone out of work"
348231,Stoty,2009-06-04 13:11:00,2910," You dont see my point??  Why is GM so special? They are no better than anyone else. They dont deserve special treatment, and it ticks me off to see them getting it. They've been spoiled for a very long time now, so suck it up. It's their own fault they are in the situation, so why the heck should WE pay for their mistakes??!?!    HAHA!"
348295,Fishnwire,2009-06-04 15:28:00,983," I guess you've never belonged to a union.  If you had, you'd realize that the average union member has about as much power in what decisions their leaders make as you and I do in what decisions Harper makes.  It's entirely impossible for a rank and file union member to make any change to union policy without an overwhelming majority of support from the rest of the workers.  Expecting the membership to ask for and vote in lower wages is like asking the Canadian people to ask for higher taxes.  Do you actually think that it's Joe Lunchbox's fault because he never decided on his own that the money he and his neighbours were paid (from one of the world's biggest and most profitable corporations) was too generous?  Is that normally how human nature works?  I bet most of us feel that we deserve every penny we earn, some of us may even have days when we think we're underpaid.  I read somwhere that upper level CEOs can expect to be compensated at a rate of around 1000 times what the average production worker earns...and they're the ones who were at the helm when the company ran aground.  One of those plants they shut down won awards year after year for producing the best quality vehicles, so we know the production workers were doing their jobs extremely well.  After you're done blaming Canadian workers for the the state of the economy, let's blame Canadian soldiers for the how bad it is in Afghanistan.   On this point, I could not agree with you more.  Big business is forever lamenting that the government constrains the free market.  They claim to want smaller, ""hands-off"" government.  To be able to operate without all those pesky hang-ups, like minimum wage, environmental controls, health and safety regulations, etc, etc.  But hold on!  They'll take the tax breaks, the subsidies, the governmental assistance and ""stimulus"" packages.  They didn't hesitate to run to mommy when they screwed up royally.  And the real kick in the pants is this; Every one of these guys is still living in a mansion and driving a Bentley."
348351,Jonny,2009-06-04 17:52:00,1380,"Well put, Fishnwire.  ---  One thing for everyone to keep in mind is that industrial jobs are hard to come by, and there's a multiplier effect... every industrial job spins off many jobs in other industries and in the service sector. So you're not talking, say, 10K jobs at GM, you're talking a whole lot more (i.e. like those car haulers mentioned above). The impact of losing whole factories (for good!) would be devastating in the short term and hard to overcome in the long term.  I wouldn't expect Frank Stronach to come riding to the rescue just yet by buying moth-balled factories."
348355,Troit,2009-06-04 18:04:00,19,"1st there are thouseands of people out of work, im sure if GM even went beyound the wages and went as low as 12$ a hr, nobody would be complaining about it, besides employes themselves, im sure lots of money would be saved and GM wouldnt be sqaucking about losing money....  Get this over with and ill hand in my resume"
348372,misfish,2009-06-04 19:13:00,29133,"On a positive note,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,    WERE BACK TO 5 DAYS AND RUNNING AT 90% CAPACITY.   That move by Volkswagon to North America and Crysler getting back on line sooner then many thought,has just put us back on track again.  As for GM,we made a part for the Hummer,but just one.LOL"
348380,Chris,2009-06-04 19:29:00,405," Do the members not vote in their executive? Doesn't each member have a vote at strike time?   I don't think anybody disagrees that auto workers have one helluva nice compensation package compared to other manufacturing jobs. Maybe they wouldn't be asked to give up so much if they hadn't been so greedy in the first place. They are assembly line workers, not lawyers.   If it's one of the world's biggest and most profitable corporations then why are we even having this conversation?   Please don't put words in other people's mouths."
348402,POLLIWOGG,2009-06-04 20:29:00,835,A couple million would have kept the local hospital open ......sigh....
347508,holdfast,2009-06-02 22:23:00,1813,"This is a hard one.  The Candy-man (Obama) puts in Billions into GM an American Company.  Harper says he has no choice.  If he doesnt there will definately be closures in Canada to the USA.  For good reason I may add. Also if he doesn't it could lead to other repercussions.  When you look at the big picture, what he put into GM was Aproximately $400,000 per working Canadian GM worker.  As a side note, there were more layoffs in the Gas and Oil industry in Canada than the Auto Industry.  Question, Was he right putting in the 10.5 Billion on Behalf of Canada."
347511,Guest gbfisher,2009-06-02 22:27:00,0,since when has Harper been right with anything................
347513,siwash,2009-06-02 22:31:00,683,"Well, if you're a fan of socialism, he was right... if this proves anything it shows that government is actually controlled by greater forces... unions and welfare capitalist conspired to see that their interests were served...  How can you bail out a floundering company that has been spinning its wheel since the 1990's be justified? It would have made more senses to let it sink and pay out EI for an extended period..."
347515,Stoty,2009-06-02 22:33:00,2910,"No way!  Why is GM different than anyone else?? They made their own bed, and are complaining about sleeping in it now. Sure they are big..employ a lot of people...blah blah blah...but I know A LOT of people who have lost their jobs due to companies folding, but the government doesn't give a rats bum about them/us.  I realize this ISN'T the fault of the employees, but they aren't helping matters either. Take your pay cut, and make $19/hr. You've been spoiled long enough. Plus...you're still making more than MOST Canadians. Heck...at least you'll still have a job! I have 2 degrees, which is 2 more than 99% of GM employees...and I cant find work!  This whole thing is just sickening."
347519,DRIFTER_016,2009-06-02 22:42:00,10439,"Here's a question, Where the heck is going to find 10 billion dollars to give GM?? Instead of giving away money we don't have try paying down our debt instead."
347523,outllaw,2009-06-02 22:46:00,1232,on the short end folks say no. on the long term it will help. . showing all manufactures canada is open for business is whats needed.
347524,danbouck,2009-06-02 22:47:00,4380,I rather they do that than sit back and say it is what it is
347529,holdfast,2009-06-02 22:53:00,1813,"You Guys are missing my point completely.  The USA is Obviously doing their share, and putting their share into the Company.  Its a done Deal.  If Harper Doesnt, Dont Kid yourself, the USA will pull every GM Plant out of Canada.  Yup and they are good at other things as Payback.  Maybe Ford plants, CocaCola etc, Etc  How about this then, Did he have a Choice, Was it the right choice? under the circumstances  Lets not try to make this an election issue, as others also want to Spend, Spend."
347533,jediangler,2009-06-02 22:58:00,1923,"Won't matter anyway, they are still going to go under. Quality will now go down due to workers wages being cut and senior workers will have to do jobs previously done by younger workers so injuries will go up. All that money didn't help my job in the auto industry. Lowest seniority worker at my old plant started there in 1979."
347546,POLLIWOGG,2009-06-02 23:40:00,835,"They are already paying the senior guys to stay home so a new guy can do the job cheaper.  Like the accountant up the road said why should I pay for a GM workers divorce lawyer when I buy a car.  They should have spent the money backing new technology, or just split the money up between laid off auto sector workers, at least that way the money stays in Ca.  This will be a going away gift to GM."
347547,Cookslav,2009-06-02 23:42:00,1457," Tough question, but a good one..... I'd be inclined to say politicaly speaking he did not have much of a choice. Damage to our trade relationship would not help our soaring dollar, or do much good for any spin off industry that is only now stabalizing, and adjusting to the new Cut back levels of commerce in the market.  Also, The opposition parties are pushing it as well, so it then becomes fuel in the election proccess, and is another area to be poked at by the other parties.  So no... I don't think he had a choice. But regardless I don't think its the right decision for the long term. Let the peices fall, and re-build on solid ground...this patch work bull pucky is the equivelent of fixing the Titanic with silicone and duct tape."
347553,ohhenrygsr,2009-06-02 23:57:00,947,And now GM has sold Hummer to China.  Great they can start to build there Army woot woot
347559,tschirk,2009-06-03 00:09:00,261,"The real concern I have now that they are getting my hard tax dollars (against my wishes), how do we get it back? Who in their right mind is going to buy a GM vehicle when you know their demise is inevitable and getting parts & service is only going to worse and more expensive...sure buy Canadian but from someone that at least has a future. And don't get me started on the $3,000,000,000 for their pension when most Canadians don't even have one!  They should have liquidated and let a NEW company buy the assets and build Canadian cars that we WANT to buy. Free markets do work, socialism sucks..."
347588,bullybass,2009-06-03 01:19:00,144,With the American government holding a 60% share of the American company that controls GM Canada... how on earth would the American government let any jobs go to Canadians instead of Americans. Just my .02 cents but I think GM is going to be done in Canada by the end of 2010... other than trying to sell us cars.
347617,cram,2009-06-03 02:24:00,1733,"Its definitely a sour pickle.....but i'm not sure Harper had much of a choice.   Pretty substantial part of our economy (even if its shrinking).   New US president to start a relationship with (on a potentially very bad note).  PLus, to try to keep it afloat is going to cost WAY less than the pensions (that we're going to have to pick up on GMs behalf), so it was a risk worth taking (however small the likelihood of success)."
347620,Greencoachdog,2009-06-03 02:27:00,8163,Blah Blah woof woof!  ... what're you going to do aboot it???  Go buy a 2010 Camaro... you'll score some leg with that thing for sure!!!
347687,Chris,2009-06-03 10:09:00,405,Up until now I thought we really had something good going in Canada. Too bad Harper's Conservatives turned out to be just another bunch of bottom feeding puppets. Disgusting on two counts. Throwing away our tax dollars to a bankrupt company and supoporting the provincial idiots with their harmonized tax grab. Too bad voting won't change a thing.  They may be able to force us to give money to GM but they can't make us buy their junk....at least not yet.....nothing is beyond these scumbags.  
