511224,aniceguy,2010-10-12 12:11:00,1094,thanks Wayne those were enjoyable
511072,Terry,2010-10-11 18:42:00,14456, sorry there are no walleye in Temagami  LOL  at lest not with my name on them
511073,Guest gbfisher,2010-10-11 18:44:00,0,  We didnt catch any walleye. Only yellow pickerel. lol
511076,Terry,2010-10-11 18:55:00,14456,"I can't catch yellow, blue or green pickerel either on Temagami"
511077,irishfield,2010-10-11 19:00:00,26272,Final Video is up... heading for home to face reality!!
511103,bigfish1965,2010-10-11 22:32:00,3382, Thats the rolling shutter effect that CMOS sensors have when shooting video. They take each image int he video from left to right. CCD sensors do not have that problem but they are bad at low light.
510567,irishfield,2010-10-09 05:41:00,26272,"Here's the first one... leaving home to head North for the Summer. If you are epileptic.. please don't watch!! If you have a good internet connection and a good video card click it up to 1080HD ! This video gives some good vistas of both Midland and Penetang Harbours for those that fish the area. Snake and Present Islands as well as Beausoleil Island National Park.  <object width=""640"" height=""385""><param name=""movie"" value=""http://www.youtube.com/watch?v=P5ohFwavVh0?fs=1&hl=en_US""></param><param'>http://www.youtube.com/watch?v=P5ohFwavVh0?fs=1&hl=en_US""></param><param name=""allowFullScreen"" value=""true""></param><param name=""allowscriptaccess"" value=""always""></param><embed src=""http://www.youtube.com/watch?v=P5ohFwavVh0?fs=1&hl=en_US"" type=""application/x-shockwave-flash"" allowscriptaccess=""always"" allowfullscreen=""true"" width=""640"" height=""385""></embed></object>  Arriving in Temagami about and hour and a half later to an unforecast 30K gusting 50 wind that didn't favour the main channel direction.  <object width=""640"" height=""385""><param name=""movie"" value=""http://www.youtube.com/watch?v=6qckIill8rc?fs=1&hl=en_US""></param><param'>http://www.youtube.com/watch?v=6qckIill8rc?fs=1&hl=en_US""></param><param name=""allowFullScreen"" value=""true""></param><param name=""allowscriptaccess"" value=""always""></param><embed src=""http://www.youtube.com/watch?v=6qckIill8rc?fs=1&hl=en_US"" type=""application/x-shockwave-flash"" allowscriptaccess=""always"" allowfullscreen=""true"" width=""640"" height=""385""></embed></object>  Departing from Fry Lake, after a one pike and two bass day, for town. I rowed my Sportspal the entire perimeter of the lake. 6 hours of (push) rowing my sportspal. About 2 hours shy of getting back to the airplane, rowing against a 15k wind, I thought I wasn't gonna make it back to the airplane. And yes I owe someone a case of beer. The pilots will know what I'm talking about...  <object width=""640"" height=""385""><param name=""movie"" value=""http://www.youtube.com/watch?v=2rgRGpFg8hk?fs=1&hl=en_US""></param><param'>http://www.youtube.com/watch?v=2rgRGpFg8hk?fs=1&hl=en_US""></param><param name=""allowFullScreen"" value=""true""></param><param name=""allowscriptaccess"" value=""always""></param><embed src=""http://www.youtube.com/watch?v=2rgRGpFg8hk?fs=1&hl=en_US"" type=""application/x-shockwave-flash"" allowscriptaccess=""always"" allowfullscreen=""true"" width=""640"" height=""385""></embed></object>  Landing back on Lake Temagami with the camera facing rearward. Gives a nice vista view of the NEast Arm of Lake Temagami, Strathcona Landing, Caribou Mountain and Lake.  <object width=""640"" height=""385""><param name=""movie"" value=""http://www.youtube.com/watch?v=j5bEJVO9Srg?fs=1&hl=en_US""></param><param'>http://www.youtube.com/watch?v=j5bEJVO9Srg?fs=1&hl=en_US""></param><param name=""allowFullScreen"" value=""true""></param><param name=""allowscriptaccess"" value=""always""></param><embed src=""http://www.youtube.com/watch?v=j5bEJVO9Srg?fs=1&hl=en_US"" type=""application/x-shockwave-flash"" allowscriptaccess=""always"" allowfullscreen=""true"" width=""640"" height=""385""></embed></object>  Take off East Bound towards Caribou Mountain, with the canoe on, heading for a back lake to fish.  <object width=""640"" height=""385""><param name=""movie"" value=""http://www.youtube.com/watch?v=rtZxv7-5vHE?fs=1&hl=en_US""></param><param'>http://www.youtube.com/watch?v=rtZxv7-5vHE?fs=1&hl=en_US""></param><param name=""allowFullScreen"" value=""true""></param><param name=""allowscriptaccess"" value=""always""></param><embed src=""http://www.youtube.com/watch?v=rtZxv7-5vHE?fs=1&hl=en_US"" type=""application/x-shockwave-flash"" allowscriptaccess=""always"" allowfullscreen=""true"" width=""640"" height=""385""></embed></object>  Nice scenery West of Lake Temagami showing the very end of the North West Arm.. Obabika Lake, Fry and Clearwater lakes.  <object width=""640"" height=""385""><param name=""movie"" value=""http://www.youtube.com/watch?v=8L8fDtRZLkw?fs=1&hl=en_US""></param><param'>http://www.youtube.com/watch?v=8L8fDtRZLkw?fs=1&hl=en_US""></param><param name=""allowFullScreen"" value=""true""></param><param name=""allowscriptaccess"" value=""always""></param><embed src=""http://www.youtube.com/watch?v=8L8fDtRZLkw?fs=1&hl=en_US"" type=""application/x-shockwave-flash"" allowscriptaccess=""always"" allowfullscreen=""true"" width=""640"" height=""385""></embed></object>  Take off from Clearwater Lake. Nice view again of the sandbar on Obabika Lake and the Obabika Inlet of Lake Temagami.  <object width=""640"" height=""385""><param name=""movie"" value=""http://www.youtube.com/watch?v=aMBHw_ucA5E?fs=1&hl=en_US""></param><param'>http://www.youtube.com/watch?v=aMBHw_ucA5E?fs=1&hl=en_US""></param><param name=""allowFullScreen"" value=""true""></param><param name=""allowscriptaccess"" value=""always""></param><embed src=""http://www.youtube.com/watch?v=aMBHw_ucA5E?fs=1&hl=en_US"" type=""application/x-shockwave-flash"" allowscriptaccess=""always"" allowfullscreen=""true"" width=""640"" height=""385""></embed></object>  Flight over the East end of the North East arm of Lake Temagami.. landing Lake Temagami. Shows Tetepaga Creek, Caribou Mountain, the Townsite, Finlayson Provincial Park, etc.  <object width=""640"" height=""385""><param name=""movie"" value=""http://www.youtube.com/watch?v=UNqDzBdhtGA?fs=1&hl=en_US""></param><param'>http://www.youtube.com/watch?v=UNqDzBdhtGA?fs=1&hl=en_US""></param><param name=""allowFullScreen"" value=""true""></param><param name=""allowscriptaccess"" value=""always""></param><embed src=""http://www.youtube.com/watch?v=UNqDzBdhtGA?fs=1&hl=en_US"" type=""application/x-shockwave-flash"" allowscriptaccess=""always"" allowfullscreen=""true"" width=""640"" height=""385""></embed></object>  Last Lake Temagami take off for the year.. heading for home to face reality!  <object width=""640"" height=""385""><param name=""movie"" value=""http://www.youtube.com/watch?v=zFkD2Kaf5cM?fs=1&hl=en_US""></param><param'>http://www.youtube.com/watch?v=zFkD2Kaf5cM?fs=1&hl=en_US""></param><param name=""allowFullScreen"" value=""true""></param><param name=""allowscriptaccess"" value=""always""></param><embed src=""http://www.youtube.com/watch?v=zFkD2Kaf5cM?fs=1&hl=en_US"" type=""application/x-shockwave-flash"" allowscriptaccess=""always"" allowfullscreen=""true"" width=""640"" height=""385""></embed></object>  Unfortunate that I never shot any video when I had Lloyd off to another back lake 2 days in a row. Wish we had of had video of the constant ""There's one"" .. ""Got it""!! as we hammered lake trout after lake trout."
510573,Spiel,2010-10-09 10:19:00,9065,"That's pretty cool Wayne. Funny, like other clips I've watched from the plane I found myself leaning left and right as the plane banked....LOL  Question, is the video cam mounted outside of the plane?  I also noticed right at the end of the clip that the plane appeared to bounce a bit, turbulence?"
510574,Guest gbfisher,2010-10-09 10:56:00,0,Nice view of the creek. Looks very smooth up there for summer flying.
510575,Terry,2010-10-09 11:19:00,14456,very cool
510589,kickingfrog,2010-10-09 12:46:00,8333, Weren't you payin' attention? He's got Lloyd mounted on the outside of the plane.  Lloyd sure does have a steady hand though.   Thanks for taking the time Wayne.
510611,Terry,2010-10-09 15:44:00,14456,so is that the gopro camera or whatever it's called  and somehow I thought it didn't have sound when we were on the U & Me trip......?
510612,irishfield,2010-10-09 15:59:00,26272," Yes Chris, I have it mounted out on the wings strut... as for the ""turbulence"".. it takes some work to stick your arm out 3 feet at 80 MPH and push a shutter button!! lol     Yes Terry, the Gopro Hero HD. On the boat trip I had the waterproof cover on and sound is definitely there you just have to turn it way up. Same cover on for flying... it's just a tad louder than people talking on a boat!"
510615,Spiel,2010-10-09 16:52:00,9065," Well that would explain the ""turbulence"".  Thank you.   "
510629,Jds63,2010-10-09 18:48:00,1365,"love the video , that camera gives you the birds eye view for sure , the 1080 looks awesome on the Mac LED screen"
510649,misfish,2010-10-09 20:27:00,29133,Sure beats fighting through traffic.  Great vid Wayne.  How far a walk to the swamp?
510659,Guest gbfisher,2010-10-09 21:32:00,0,Some Area forecast.  .30 to 50 is plain nuts for the start of a trip.  Nice final.
510661,Bernie,2010-10-09 21:40:00,3190,"Hiya Wayne, good to see you on again. I will have to wait to get home before I load those videos. Looking forward to seeing them."
510665,irishfield,2010-10-09 21:50:00,26272," Forecast was 10K wind from the SW. There was no wind at all when I left home Andy. Great thing about float flying, there is usually somewhere to get the nose into the wind. Funny part was docking... I shut the engine down and drifted back to my neighbours dock. Fired back up and drove up to mine.. got out the passenger door and tied the airplane to the dock and then got back in and shut the engine down!"
510668,walleyejack,2010-10-09 22:11:00,358,Nice videos !! thanks for sharing.
510669,Joey,2010-10-09 22:13:00,9122,Very cool Wayne.  Seeing that I might not be so scared next time if we were to go up in it.  Too bad the winds kept us grounded last time.  Joey
510697,Guest gbfisher,2010-10-10 00:15:00,0,  I wasn't saying anything against your flight. Not your fault the forecasters got it wrong. You could really see your drift and the cloud shadows racing over the ground.  Looking backwards gives me motion sickness....
510698,irishfield,2010-10-10 00:17:00,26272,Third video is up... do you know why I own someone a case of beer Andy?
510700,Guest gbfisher,2010-10-10 00:29:00,0,  With two more hours and the fact you already did 6 hours of rowing....running out of light by chance?....
510703,irishfield,2010-10-10 00:34:00,26272,Na.. I wasn't sure my heart was gonna last the final 2 hours.. but I guess I passed my stress test. Case of beer... I didn't retract the water rudders until half way thru the take off..
510745,irishfield,2010-10-10 02:56:00,26272,Video 4 added. 5 more to come later.  And Andy I love the rearward shots... it's a view I never get to see!
510753,kickingfrog,2010-10-10 03:13:00,8333, Lets hope not!  Did I mention that if I sit backward on the subway and try to read I get a little motion sick?
510756,irishfield,2010-10-10 03:31:00,26272,"The next 4 are shot viewing forward Rob, with less propellor ""chatter""... so you can straighten yourself out tomorrow! lol"
510757,Leecher,2010-10-10 03:34:00,7832,Thanks for the tour Wayne That was absolutely awesome Looking forward to the others Again thanks for taking the time and sharing Leechman
510758,kickingfrog,2010-10-10 03:35:00,8333,"  No worries, this is better than watchin' monkeys smell their fingers."
510771,Terry,2010-10-10 10:41:00,14456,I love the videos  but on my computer or with my eyes I ready don't see much difference between the different resolutions
