510489,Roy,2010-10-08 22:39:00,13728, Times TWO!
510156,OhioFisherman,2010-10-07 21:09:00,6623,"most likely rural we would agree? if a structure fire has progressed enough to threaten/ignite adjacent properties its toast. especially with 3 ff's working off a 30 year old firetruck.( in a town whose 2500 residents, lets say own 500 homes, each contributing 75$ = 37500 not enough to cover one ffs wage for the year by the way not to mention half million dollar appparauts). almost ALL rural properties will be destroyed by fire in a rural situation, even in wealthy areas with serious volunteer or composite firefighters. 400 in taxes wont get you fire protection even with a 75 levy.  Not sure exactly how much our volunteer  firemen make, but it isn`t much more than minimum wage, and they only get it for training and when they are fighting a fire. They don`t hang around the station and get paid.  There are some decent size small cities in the area here that still use a volunteer fire department. Instead of paying to have a full time fire crew it allows the mayor to make 100k a year or more. Them civil servants aren`t to civil when they run the town.  If the people won`t pass  tax increase for fire and police protection? It has to be passed to be included in the property taxes.  My property taxes are half of what Medina Ohio`s are 10 miles away, but we don`t pay to support a mayor, city council, law director, chief cook and bottle washer and family and friends jobs of all. 3 trustee`s making 15-20 k a year part-time handle everything."
510190,mbosh1980,2010-10-07 22:44:00,349,"""most likely rural we would agree? "" Agreed. And by the time they were able to respond the place was probably a complete defensive attack anyway. Best just to protect exposures."
510199,HTHM,2010-10-07 23:14:00,4082,"As the original poster, what I was commenting on was the fact that one has to pay an additional amount over and above one's taxes in order to get the services of one's local fire department."
510212,Guest Johnny Bass,2010-10-07 23:45:00,0," All I have to say is WOW!  Certain things should be covered by your property taxes. And two big ones being police and firefighters. Firefighters are a very important part of a community. They do more then fight fires.When lives are at stake, there should be no risks. Same as wearing a seatbelt or lifejacket.  Oh, today I seen someone drowning. I know CPR but I decided not to try to save them because I might get sued."
510225,mbosh1980,2010-10-08 00:19:00,349,When was it said lives were at stake?
510230,mercman,2010-10-08 00:31:00,7054,"  hummm, i read and re read the post, but dont see a comment at all.you put the topic in and like all controversial posts, we ran with it HTHM."
510256,HTHM,2010-10-08 01:34:00,4082,
510259,Boulton90,2010-10-08 01:50:00,7,"  What do you mean ""in Toronto they always ask you for your insurance info so they can bill them""?  Are you talking about car fires? Structure fires? Rescues? Please explain."
510269,mercman,2010-10-08 02:13:00,7054,  to beggar belief   
510296,scuro2,2010-10-08 09:47:00,904,
510300,Billy Bob,2010-10-08 10:38:00,5865,"Who said ANYTHING about ""teaching a lesson"" not me ONLY you !  !  !  It's about responsibility to finance a fire department....my point is if everyone only wants to pay after they have a fire how can a fire department even be formed, yet maintained.  I have been a volunteer firefighter for over 35 years and I believe I have some knowledge on the cost of running a fire department. If everyone was like the folks that had this fire there would be no trucks to send to the fire in the first place. Stop being a    and think before you type."
510317,lew,2010-10-08 12:27:00,12766," Paul, my brother was a volunteer fireman    and if I recall correctly they were payed $3000 per year and recieved it in one lump sum payment once every year. He left the job about 17 years ago so I don't know what type of salary they recieve now.  I have a friend who's a volunteer in this area but I have no idea what their payed but I'll ask him next time I see him."
510321,bigugli,2010-10-08 12:48:00,6138,"Out our way, it was $10 an hour for duty calls only, a few years back. Had a few VFF friends who retired out now."
510350,I'mHooked,2010-10-08 14:27:00,525," Oh Billy, Billy, Billy Bob, I guess you're having trouble seeing the swing & hit, been to the optometrist lately? Gotta get that tunnel vision checked!  Let's assume that you really don't know what I'm thinking, and you're just reading the words I've typed. I know, I know, it's so easy to jump to conclusions and warp things to your advantage, however I don't THINK I made any reference to it being 'fine & dandy' that no one pays the protection fee.  Boy, I can only imagine who's crew they'd rather see pull up to their house fire...Mr. ""gotta get paid 1st"" BillyBob   , or Mr. ""I'm Hooked"" on saving the place.  I would think a small town service who is cash strapped might actually look forward to the opportunity to be ""hired for service"" and paid actual cost coverage. But hey, what do I know about small town finances & mindset, I just do what I can for the 160,000 people who rely on us to act.  Getting car insurance after an accident? Now you're just being silly. But wait, if you're stupid enough to not have car insurance...will the fire dept still not come to your collision? You see, in our neck of the woods the fire dept responds as needed, to even those out of town motorists who haven't directly contributed to the city bank account ahead of time.  Anywho, for those interested, here's a link to the news site with a video clip of the incident:  http://www.wpsdlocal6.com/news/local/Firefighters-watch-as-home-burns-to-the-ground-104052668.html  ...and a Happy Thanksgiving weekend to everyone! Gotta go find some Trout with my name on it!"
510353,The Urban Fisherman,2010-10-08 14:54:00,2050," I was looking into it out my way as I'd like to help and figured it'd be a good way to get involved with the community.  They make $20 an hour here while fighting fires and get paid for training as well.  But the guys agree'd to pool the 2 or 3 grand a year that everybody is ""supposed"" to get and keep tabs of who show's up to clean and maintain the trucks and property of the station, and who comes to fundraisers and kids events and such and the more you show up to do that stuff the more money you get from the pool at the end of the year.  I'm hoping to get involved if I can!  Cheers, Ryan"
510359,TennesseeGuy,2010-10-08 15:17:00,957,Does anyone else think Gene Cranick should have observed the burn ban that was in force and not have started the fire that destroyed his shed and mobile home?  Or at least tend to the illegal fire instead of leaving the scene and going inside for a shower while the blaze was ripping and roaring beside the shed?
510361,Chance,2010-10-08 15:22:00,420,"I suppose the answer would be to take away the non payment option and add this to their taxes.Funding must come from somewhere and a ""pay per incident ""way of thinking does not even come close to the amount needed.If there were no funding then there would be no argument over who they would rather see pull up to their house fire as NOBODY would be pulling up!"
510365,Billy Bob,2010-10-08 15:32:00,5865," Now there you go again.....  My eye sight is FINE and I'll match it with anyone since I had Lasik Surgery about 10 years ago from Canadain Dr Andrew Taylor that now moved his office to NF, Ontario.....I was there yesterday with my wife as she just had her eyes done 1 month ago and had a check up. Mine eye sight is 20/15 how's yours.  I live a in small town and have belonged to the fire department for over 35 years....I'm not just pulling Bull out of the thin air...  Our department gets it equipment and trucks from the town (taxes) but the companies themselves have to do fund raisers to finance their companies.  We go thru HUNDREDS of hours of training and drilling EACH YEAR to be qualified to be a firefighter, truck driver/operator, fire police, etc.... Not to mention meetings and fundraisers. And here's what we get paid....ZERO...we are a fully volunteer department as almost all are here EXCEPT in cities.  Bob"
510396,doubleheader,2010-10-08 17:43:00,497,Billy Bob you are to be commended. It's guys like you that help keep the rest of us safe. Thank you.
510398,Guest Johnny Bass,2010-10-08 17:56:00,0, You think?
510400,Kwan,2010-10-08 18:00:00,132,can they like put out the fire and then ask for the fee after?
510402,Guest Johnny Bass,2010-10-08 18:07:00,0, No because then everyone wouldn't pay until their house got burned down.
510473,Billy Bob,2010-10-08 22:10:00,5865," Johnny Ole Boy you got that one right......maybe we can bond yet....  PEACE, Bob"
510474,Billy Bob,2010-10-08 22:13:00,5865," Thanks, but the real hero's are over seas serving us well !  !  !  SORRY if I was defensive, but when a fellow firefighter is under the gun, the rest of us naturally come to their defense.  Bob"
510031,Chance,2010-10-07 16:45:00,420,"Far too many unknowns involved to start judging the firefighters.How far along was the fire,was there anything to save?What threat to life for the firefighters was involved?Hazardous materials,propane etc???Were they fully equiped at that time to fight that fire?Easy for many to sit back and judge without being in their shoes.I am sure each and every one of them would of reacted differently if life were involved.  I can tell you that if you disobey a lawful order from your superior and do the complete opposite you better have a VERY good reason.If you get injured or injure or kill someone else in the process then forget your reasoning its too late."
510034,mercman,2010-10-07 16:55:00,7054," absolutely right. fire fighters are like soldiers. they work as a tight team, taking orders from superiors who have the experience and the knowledge to direct his men. I,m sure any of us would have tried to help, but when it comes to risking your comrades lives, we would think twice and look for direction from someone able to make the decisions."
510039,Guest Johnny Bass,2010-10-07 16:59:00,0," No one is judging the fire fighters. Just the fire department and politicians. To believe that people can just stand by and watch a person's house burn down without helping makes my stomach turn. For $70 they made a house burn down!  Then for someone that cant pay the premium, they are pretty much screwed! It should be included in the property tax. GOD KNOWS we pay enough of it!And the more people that are covered the less people will have to pay.  Capitalism at its worst. Profits before people."
510041,Billy Bob,2010-10-07 17:01:00,5865, Oh no....not your commie Bull again.
510044,bigbuck,2010-10-07 17:08:00,2449,"Protection racket!!Pay your insurance or there will be a fire......... Jeez, Mario Puzo could not have wrote this one better. That folks, is what the gov't is, it's legalized Mafia. Look at protection, ie. police and fire dept's. Look at gambling, ie. OLG and slots. Look at prostitution, soon to be taxed when they can figure out how to do it........."
510050,Chance,2010-10-07 17:19:00,420," Hmmm...I would say that statement is fairly judgemental AND directed towards the firefighters in attendance.They MADE their house burn down, c'mon now.  How do you know they could not pay,perhaps they defiantly decided not to pay,you dont know.Once again you cannot judge a situation without all the facts."
510051,Guest Johnny Bass,2010-10-07 17:21:00,0," That's what it is! A money grab! Canadians should recognize it right away since it is common practice in Canada!! Pretty soon the Americans will be charging a cop tax. Didn't pay your cop tax? We'll we will just watch as your being assaulted, your house broken into, and your property vandalized. Sorry! Should have paid your cop tax!"
510053,Headhunter,2010-10-07 17:23:00,5703,"Chance, when have facts actually had anything to do with a discussion around here! HH"
510054,Guest Johnny Bass,2010-10-07 17:23:00,0,"  They were following orders.  I'm just stating for people that cannot pay(in general) they are screwed.  The facts are the house was burning down, the firefighters were in a position to stop it and they didn't because the home owner didn't pay the money grab."
510055,Chance,2010-10-07 17:24:00,420,  Good point
510058,TC1OZ,2010-10-07 17:34:00,987," I usually like your posts Johnny... But its not a money grab... everything in this monetary system has a cost associated with it. And we all know money has real world value right?    HAHAHAHAHAHA  So you can't argue logic in a monetary system, because its not a part of the system.   And compassion... that's just plain absurd."
510060,Tybo,2010-10-07 17:40:00,1373,If you can't pay a $75 fire fighters fee.  IT'S TIME TO BUT DOWN THE BEER!!!
510063,TC1OZ,2010-10-07 17:43:00,987, LOOOOOOOL  I'm sure there were a few in the fridge that got fried....  Any story can be told from any perspective...  I bet if it were a grow house burning down that didn't pay their fee's people wouldn't be as heart felt for the family...
510080,I'mHooked,2010-10-07 18:34:00,525," I didn't miss any point.   Yes they were billed the $75 ahead of time, and if they paid it they MAYBE wouldn't have lost everything. My point was about still fighting the fire and THEN billing them the total cost of doing so AFTERWARDS. Just like if they didn't have fire insurance on the unit, they will have to PAY for the services to get rebuilt or what ever. So what'd the responding truck do, call & check on the surrounding exposures to see if they were paid up before deciding to protect them or not?...Ooops Mr. Neighbour, you're not paid up either, so if your house catches fire as a result of your neighbour, we're going to sit and watch it burn as well.  You're telling me that you'd stand & watch the initial fire spread to other houses and not REACT if it was known they hadn't paid the $75? I'd be more concerned about the ramifications of NOT acting. If someone from 'out of town' gets in a car accident, they will get a bill for the response. We don't check for valid car insurance 1st."
510085,smally21,2010-10-07 18:53:00,993,"most likely rural we would agree?  if a structure fire has progressed enough to threaten/ignite adjacent properties its toast.  especially with 3 ff's working off a 30 year old firetruck.( in a town whose 2500 residents, lets say own 500 homes, each contributing 75$ = 37500 not enough to cover one ffs wage for the year by the way not to mention half million dollar appparauts).  almost ALL rural properties will be destroyed by fire in a rural situation, even in wealthy areas with serious volunteer or composite firefighters.  400 in taxes wont get you fire protection even with a 75 levy.  as to this happening in ontario?  youd have to give me a good ezample, and not soemting you heard from uncle burt.  ontario has great funding for small communties and mutual aid agreements exist between communities as well.  the fireprotection act allows for ff's to enter and act on lands adjacent to their districts so there is no 'its not in our district'.  as an example hamilton responds regularlyy with burlington on the QEw,  and with grimsby, and with brantford."
510086,Chance,2010-10-07 18:58:00,420,Couldn't have said it better myself
510089,smally21,2010-10-07 19:01:00,993,"Couldn't have said it better myself  Chance, i now think you are the smartest guy on the board."
510093,Chance,2010-10-07 19:09:00,420," Dont worry that won't last  On another note your boat looks familiar,I am sure we have run into each other somwhere."
510097,smally21,2010-10-07 19:15:00,993,"its a stratos excursion series.  it haunts fishless bodies of water surrounding the hammer.  you could have seen it on lake erie from dover to lngpoint, at the bay, on simcoe, etc. or parked at a bar between here and there."
510100,Chance,2010-10-07 19:19:00,420, Wouldnt have a IAFF sticker on it by chance would it?
510112,mbosh1980,2010-10-07 19:36:00,349,"Thats a pretty different system down there... It actually sounds like how fire brigades used to be.  A city would have several brigades run by different insurance companies.  They would only protect buildings that had their companies fire mark (like a little plaque) on the outside which showed they had paid for fire protection.  Obviously cities eventually took over the responsibility to make sure everyone got equal protection. I'm not sure what the deal is down there, but I'm sure its much more complex than the article conveys."
510113,TennesseeGuy,2010-10-07 19:38:00,957,"I'm guessing the mobile home was totaled even before it caught fire.  Metal structures warp beyond repair and that baby had to be pretty hot from being next to the burning shed.  I checked the property on the property tax rolls and it didn't seem to be much of a prize.  Gene Cranick built a roaring trash fire near the shed, the shed caught fire when ol' Gene went inside to shower and then the mobile home ignited.  Burning mobile homes need to be located pretty close to the fire station if we expect firemen to save the structure.  Might have been better to have it burn competely than to tear down and haul off the remains.  Removal can be time consuming and costly.  Who would pay for that?"
510114,Chance,2010-10-07 19:42:00,420,Trucks only carry so much water and without a tanker present or a pond near by when its done its done.If the trailer was a right off then the thought process then turns to saving the exposures or trailers that are not yet involved fully.
510118,TC1OZ,2010-10-07 19:55:00,987,Those who wanted to go put this trailer out wouldn't last a month in today's business market.....   Sad but true.
510122,smally21,2010-10-07 20:00:00,993,thanks for fillin in the blanks tenessee guy.  the truth will likely spoil the mix.....
509862,HTHM,2010-10-07 01:32:00,4082,"This beggars belief!  http://ca.news.yahoo.com/s/capress/101006/world/us_house_left_to_burn  SOUTH FULTON, Tenn. - A woman in the southern state of Tennessee said Wednesday she doesn't blame the firefighters who watched while her house burned to the ground after her family failed to pay a $75 annual protection fee.   Paulette Cranic said the firefighters who came to the scene were just following orders. Her family had paid the fee in the past but simply forgot it recently. Cranic, 67, said she's just thankful no one was hurt in the fire last week that destroyed the doublewide trailer in rural northwest Tennessee.   ""You can't blame them if they have to do what the boss says to do,"" Cranic told The Associated Press. ""I've had firemen call and apologize.""   Firefighters did not try to save the burning structure because Cranic had not paid the subscription fee for fire protection. Firefighters went to the scene to keep flames from spreading to nearby property whose owners had paid. The county has no free fire service.   Her grandson, Lance Cranic, 21, who lived there with her and her husband, started the fire while burning trash in a barrel. He went inside to take a shower and upon returning saw a shed next to the house in flames. It spread despite his efforts to put it out with a garden hose.   Paulette Cranic said they had paid the fee in the past, although sometimes late, but it slipped their mind this year.   Lance Cranic said ""this is something I've got to live with the rest of my life.""   ""To see the house and everything you grew up in burning down before your eyes is kind of harsh,"" he said.   He recalled that he called the fire department and asked them to come but they declined.   ""I was in shock,"" he said.   Local officials did not immediately return phone calls Wednesday to The Associated Press for comment but have confirmed to local media that the family did not pay the fee."
509868,Dave Bailey,2010-10-07 01:37:00,1641,"What's worse is that the local authorities have apparently admitted that there was enough tax money in the accounts to pay for emergency services, but they made people pay extra anyway."
509875,mercman,2010-10-07 01:46:00,7054,this is a joke .........right  i've never heard of such Bull. Criminal charges should be laid against the chief who gave the order to watch it burn. sounds a bit like the mafia.Pay your protection money or else...........sheesh
509886,TC1OZ,2010-10-07 02:06:00,987,I bet they don't pay as much in taxes as we do.... Still pretty crappy
509887,knightfisher,2010-10-07 02:18:00,237,"This is sad and sickening. Everyone of those firefighters were afraid to lose their job so they just watched the place burn to the ground. Would of thought there was a least one man there with some integrity.  .....[in-teg-ri-tee]  –noun 1. adherence to moral and ethical principles; soundness of moral character; honesty.....  Now if one or all of the firemen there put out the fire, do you really think they would lose their job. No way. It would have made the papers, the same with it made the papers now."
509893,mercman,2010-10-07 02:28:00,7054,"  iits our moral duty as people, to help out.I think we are even obliged by law to help someone in danger to  the best of our ability."
509894,ontariofisherman,2010-10-07 02:32:00,52,don't laugh to much they do that up here. I know here in Toronto they always ask you for your insurance info so they can bill them. It's kind of funny we pay for the trucks and their salaries from our taxes and we still end up paying more.
509897,Carp,2010-10-07 02:35:00,1488,"So if there was someone inside, they would have stood by and watched them burn to death. Whoever is responsible for this stupidity should be dismissed immediately."
509946,sauce,2010-10-07 10:13:00,219,Its definitely a sad story. I'm sure this doesn't happen often. Especially when people hear about instances like this one. Don't want to pay for protection? Then you'd better be ready to find a new home IF something like this happens. Just imagine how many people would stop paying the protection fee if they found out that their neighbors didn't but were protected anyways. Its a moral dilema for everyone. I'm sure the firefighters on scene all wanted to do something. But you can't blame them for standing by and keeping the situation controlled. Its not like they sat at the hall and played cards waiting for a call that a second (protected) trailer was burning.
509948,sauce,2010-10-07 10:22:00,219,I'm not aware of the fine print involved with the protection fee. But I'm pretty sure it has nothing to do with rescuing people that are trapped inside. Fire rescue crew would have likely made an attempt to remove victims from the burning trailer and then let it burn. They do not stand by when lives are at risk. Never. A rescue attempt is made even when the chances of removing a survivor are low. Don't harp on the people that risk their lives to protect ours. No one was injured. No one died.
509949,smally21,2010-10-07 10:24:00,993,south fulton tenn has 2500 residents residential property tax average 409$ fire dept consists of 3 ff's nearest town over 50000 people is 60 miles away. that house was going to the ground anyway. a citizen has no legal duty to act. a firefighter has a legal duty to perform his job to the standards set by his dept. this is a crazy story. im just throwin in some factoids.
509951,splashhopper,2010-10-07 10:37:00,2931,something is very strange about this story as I just read a similar one ( almost verbatem) about a guy in Africa in the same situation....  I am looking for the article
