855884,big guy,2014-05-30 04:44:00,414,"A big hunk of fuuudddgggeeee  Damn right, fudge and fishing, does it get any better than that"
855883,Carp,2014-05-30 04:24:00,1488,"Exited about Cabelas coming to Barrie. I'm hoping the competition for business with Bass Pro, Sail, etc. means lower prices for all. Downside is mom and pop shops will suffer."
846270,misfish,2014-04-07 20:07:00,29133,Getting there   
846272,davey buoy,2014-04-07 20:12:00,5505,"It's coming along quite nice.Looking what I've bought over the last few months,and Cabelas coming to town.I may need a bigger boat? lol."
846276,misfish,2014-04-07 20:13:00,29133,"Do they sell boats like BPS? If so,what brands?"
846283,wkrp,2014-04-07 20:33:00,656,They have allready stopped taking applications for retail associates.
846284,misfish,2014-04-07 20:39:00,29133,"I have not heard back from them,Oh well.  Lets hope they hire people who know,not think they know."
846290,SmokestackLightnin,2014-04-07 21:07:00,390,"Do they sell boats like BPS? If so,what brands?  Some US stores have Boat Centres.  Each Boat Centre carries different brands but I have seen Ranger, Triton, Lowe, Alumacraft and Stratos"
846291,misfish,2014-04-07 21:09:00,29133," Some US stores have Boat Centres.  Each Boat Centre carries different brands but I have seen Ranger, Triton, Lowe, Alumacraft and Stratos   Nice.  Something different from Crackers and Nitros."
846293,SmokestackLightnin,2014-04-07 21:18:00,390,"But not all Cabelas have Boat Centres, not sure what is in the plan for Barrie."
846377,Stoty,2014-04-08 11:37:00,2910," That's the exact issue with the ""big outdoors store"" in Oshawa. Management know next to nothing about the outdoors...then hire people just like them."
846410,misfish,2014-04-08 13:10:00,29133,"I,ll have no problem pointing that out to their management if this arises Stoty."
846418,BillM,2014-04-08 13:31:00,17367,"Who cares though?  Are you guys actually going into stores like BPS/Sail/whatever and asking for advice from the guys behind the counter?  Stoty is upset because he didn't realize he was seasonal staff and got canned, lol.   Life in the retail world, it hasn't changed."
846426,Sinker,2014-04-08 13:47:00,8692," My thoughts exactly.  I don't go in looking for advice. I may ask where something is, then tell the guy/girl to beat it.  Stoty does seem a little sour.....lol....I don't mind Sail actually. I go there over the other guys across the road every time.  S."
846431,Moosebunk,2014-04-08 13:56:00,3970,Stopped in a Gander Mountain yesterday... Lordy that place is the Zellers of 'em all.  This Cabelas will be cool to check out sometime if down that way.
846447,misfish,2014-04-08 15:47:00,29133,"So what yer saying Bill, they might as well hire monkeys? I get the I don't need to ask but, there has to be some knowledge of what your selling. As for Stoty, not my issue here.  I am still going to ask questions just to see what the answers are going to be."
846463,pairofgreenhorns,2014-04-08 16:53:00,133,"Who cares though?  Are you guys actually going into stores like BPS/Sail/whatever and asking for advice from the guys behind the counter?  Stoty is upset because he didn't realize he was seasonal staff and got canned, lol.   Life in the retail world, it hasn't changed.  As someone new to fishing I often go into Sail and ask questions to the knowledgeable staff behind the counter (sherway gardens sail).  I have been in sales my whole life so it is very easy for me to tell when I am being sold, and I never felt that way.  They were genuinely telling me why I may or may not need certain things for my application and they made sense to me.  Its the same reason I joined this community, to learn as much as possible because I don't have anyone to teach me.  So although to someone very knowledgeable like you Bill, it may seem silly to ask someone behind a counter advice since they may  very well not have as much knowledge as you do, for my girlfriend and I it can be very helpful."
846502,davey buoy,2014-04-08 19:08:00,5505," As someone new to fishing I often go into Sail and ask questions to the knowledgeable staff behind the counter (sherway gardens sail).  I have been in sales my whole life so it is very easy for me to tell when I am being sold, and I never felt that way.  They were genuinely telling me why I may or may not need certain things for my application and they made sense to me.  Its the same reason I joined this community, to learn as much as possible because I don't have anyone to teach me.  So although to someone very knowledgeable like you Bill, it may seem silly to ask someone behind a counter advice since they may  very well not have as much knowledge as you do, for my girlfriend and I it can be very helpful. Very seldome I ask,but,most of my info is from this site so I have a real good idea when I get in what I want.Agree some times you would like some educated help."
846522,BillM,2014-04-08 21:10:00,17367," As someone new to fishing I often go into Sail and ask questions to the knowledgeable staff behind the counter (sherway gardens sail).  I have been in sales my whole life so it is very easy for me to tell when I am being sold, and I never felt that way.  They were genuinely telling me why I may or may not need certain things for my application and they made sense to me.  Its the same reason I joined this community, to learn as much as possible because I don't have anyone to teach me.  So although to someone very knowledgeable like you Bill, it may seem silly to ask someone behind a counter advice since they may  very well not have as much knowledge as you do, for my girlfriend and I it can be very helpful.  I guess we do things differently.  I do all my research beforehand (especially if I'm buying a bigger ticket item)  All I'm looking for is the lowest price, my mind is made up well before I even step foot into the store.  Make sure you ask around here before venturing into a big box store and start dropping $100's on fishing gear"
846538,JoshS,2014-04-08 22:48:00,729,"I agree do your research before... don't always count on the fishing store staff. I have a fishing buddy that always says ""the guys at lebaron... the guys at sail... the guys at bps said this would be good, etc....""  Drives me nuts lol. Unless it's a shop that caters to a specific body of water, then they most likely know a few things about the area."
846628,Stoty,2014-04-09 10:59:00,2910,"Actually BillM, it has nothing to do with that...but there is a problem when the fishing manager doesn't know the difference between mono and braid or doesn't even know how to tell the size of a spinning reel. That's pathetic. But, I guess when your sleeping with the store manager....you get the job."
846633,BillM,2014-04-09 11:41:00,17367,"Actually BillM, it has nothing to do with that...but there is a problem when the fishing manager doesn't know the difference between mono and braid or doesn't even know how to tell the size of a spinning reel. That's pathetic. But, I guess when your sleeping with the store manager....you get the job.  Sounds like you should have slept with the manager, I hope he wasn't too much of a bear!"
846635,Stoty,2014-04-09 11:53:00,2910, He is actually a SHE.... but the difference is bear's know a thing or two about the outdoors. 
846639,BillM,2014-04-09 11:59:00,17367,"I think we should stop this right here before it gets too weird, lol!"
846641,Stoty,2014-04-09 12:04:00,2910,LMAO! Agreed!
846676,Headhunter,2014-04-09 15:22:00,5703,  HH
846706,aplumma,2014-04-09 18:25:00,6896,I'm not sure I should have read the last few posts they are making me feel yuckky.   Art
827955,lew,2014-01-01 19:54:00,12766,"I've never been to a Cabelas but everyone always says how great they are. I'll wait and see what everyone says when it opens and if the reviews are good, I'll  definitely make the drive over for a look-see."
827986,kickingfrog,2014-01-01 20:53:00,8333,"I've never been to a Cabelas but everyone always says how great they are. I'll wait and see what everyone says when it opens and if the reviews are good, I'll  definitely make the drive over for a look-see. Bring your boat and you can park it in my drive.  I might need two cars to tow it though."
828092,JorgeCarlos,2014-01-02 12:54:00,109,Where  in  Barrie will  be?
828096,Fisherman,2014-01-02 13:29:00,7201,At the plaza across from Costco.
828098,BillM,2014-01-02 13:56:00,17367,Park Place.
828101,Fish Farmer,2014-01-02 14:04:00,2234,I may do a walk through and check things out but I'll be buying from my local tackle shop.
828114,mike rousseau,2014-01-02 16:11:00,4661,"That's their business model... Higher prices to pay for more workers for ""better"" customer service... And to ""thin the herd"" so to speak.... It's like a grocery store... Same box of cereal in 2 stores have 2 different prices.... Some will pay more for shorter lines at the cash and less shoppers.... Not this guy..."
828120,slightlyhuman,2014-01-02 17:41:00,29," Funny you say that. The useless Target store started after this one did,and is farther ahead.  Quality takes time. I can wait,,,,,,,,,,,,,,,,,,I think.LOL   Steve,I no believe.LOL   didnt they have that target mapped out with those red poles more than like 2 years ago too? My uncle was the foreman on the first building that went in (Best Buy, Golf Town, etc) and then came back to finish up Marshalls a bit later. that was the start of 2011 and he had heard they were mapping out the target then. he's now coming back up to start on the centre plazas. still no target lol"
828334,bare foot wader,2014-01-03 21:27:00,1354,cabelas US = great store  cabelas Edmonton and Winnipeg = disappointment  looking forward to the grand opening reviews LOL
837998,NAW,2014-02-23 18:36:00,4022,Slow and steady!  
838095,OhioFisherman,2014-02-24 04:05:00,6623,"What I found cool,was the outer structure is made of that  concrete filled foam.blocks.  I saw a video of a company constructing a home foundation and basement with those. The foam acts as a mold and adds an insulation value. Not that it ever gets cold up there. LOL If you can reduce heating and cooling costs? It's best to do it with the initial construction?  Never had a problem with BPS or Cabelas's both were on the trip list and both had certain advantages, having one close by is one of the biggest advantages. At the time I had to travel to Auburn Hills or Dundee Michigan for them."
838285,Stoty,2014-02-25 10:57:00,2910, Well...that def won't be hard to do!    Can't wait for a Cabela's that's within driving distance!
838306,BowSlayer101,2014-02-25 15:04:00,296,"cabelas in the states compared to a canadian bass pro location is like haven, i hope this one will be somewhat like the ones in the states but who knows, the bass pro in vaughn def. won't be hard to beat of them, pure disappointments at the BPS in vaughn, now the states stores on the other hand.....lol"
838314,JoshS,2014-02-25 15:19:00,729,I'm pretty pumped to see what Cabela's brings. Let's hope it's comparable to the stores down south.
838319,bare foot wader,2014-02-25 15:27:00,1354,"we won't ever get the same caliber of store as in the US with selection and price points, but we'll get some impressive animal mounts at least....and with the depreciating Canadian dollar the price gap will widen again.....didn't harper's budget announce something about tackling ""country pricing"" with major retailers?  but as for Cabelas, they still suck in Canada....Edmonton just the other day, ""where is the prism tape for spoons?""....salesman, ""nah, we don't carry that, go to fishin hole, that's where I get mine""  they didn't even have a single pack of white tubes of any brand  next at the gun counter, ""do you have a loopy vx6 I can look through?""....salesman, ""sure, but you'll save a couple hundred elsewhere""  I'll likely visit the Ontario Cabela's but it's only good for the clearance stuff, guidewear clothing line and small stuff"
838321,BillM,2014-02-25 15:30:00,17367,We should probably wait and see what this new Cabelas is like before condemning it.
838332,Headhunter,2014-02-25 15:45:00,5703,Aint no sport in that Bill! HH
838338,BillM,2014-02-25 16:02:00,17367,"Aint no sport in that Bill! HH  I guess not, lol!"
838341,Raf,2014-02-25 16:09:00,3495,"clearance stuff, guidewear clothing line  ding ding. combine the two and it's a big reason why i'll spend some $$$ there."
838349,bare foot wader,2014-02-25 17:03:00,1354," ding ding. combine the two and it's a big reason why i'll spend some $$$ there.   agreed, I've noticed regular retail price is often 20-30% over BPS/wholesale sports on some items, be careful buying regular priced stuff....HT polar fire UL ice combo that is 25.99 or 29.99 at competitors was priced at 41.99 the other week  but their guidewear clothing is nice, gotta give em credit for that much, and I bought a primaloft puffy jacket at 40% off  competition is a good thing, so maybe the ON store will be priced more competitively....maybe I'm just being overly pessimistic, aka ""early onset old man syndrome"""
838376,kickingfrog,2014-02-25 19:07:00,8333,Setting reasonable expectations is also fair. Comparing retail stores across the boarder is often a recipe for disappointment.
838380,JoshS,2014-02-25 19:27:00,729,"Cabela's sales, especially on clearance items, are great.. better than other big retailers. Hope the mark up on items in Canada isn't crazy and they keep the good thing going with their clearance and sales."
838389,davey buoy,2014-02-25 20:34:00,5505,"I can't see them doing better than BPS.Love that store,but the pricing is no where near that of the states(so we've heard).I wonder how much wiggle room  they have to pass on to the customer?Can't wait to at least check it out!."
838391,grimsbylander,2014-02-25 21:00:00,3016,"The slumping Canadian dollar should bode well for retail sales at home. Unfortunately, they bump the prices up quickly citing foreign exchange whereas back when the dollar went par, it took a year and a bunch of consumer complaining to get pricing corrected. Kind of like gas prices...when the price of oil goes up, that somehow changes the price of the gas already delivered to a gas station a few days before."
838400,misfish,2014-02-25 22:00:00,29133," $1:32 HERE TODAY. WTH is that all about?  As for the store,I,ll be buying my big ticket items. All other I will support our local Bait Bucket."
826881,misfish,2013-12-27 19:30:00,29133,"Just an update.  The now have a sign saying opening in the summer instead of the spring of 2014.  Heres where they are so far.  I,ll try to keep this thread updated every couple of weeks or so.  "
826886,Steve,2013-12-27 19:44:00,2075,"look for christmas 2014.  the builder does great work, just not often completed on time."
826888,crappieperchhunter,2013-12-27 19:52:00,2582,Barrie is just far enough away that I will probably never make it in the store....but thx for the update anyway Brian. I'm sure many will appreciate it.
826889,misfish,2013-12-27 20:01:00,29133,"look for christmas 2014.  the builder does great work, just not often completed on time.  Funny you say that. The useless Target store started after this one did,and is farther ahead.  Quality takes time. I can wait,,,,,,,,,,,,,,,,,,I think.LOL   Steve,I no believe.LOL"
826894,RangerGuy,2013-12-27 21:06:00,564,Man I hope they do it right!  Good stock & reasonable prices... AND THE SERVICE LIKE IN THE STATES!!!!!!
826896,Steve,2013-12-27 21:10:00,2075,"well, they have to see if they can ""up"" sail.  bps is a joke among most, but sail is quite a good shop."
826900,misfish,2013-12-27 21:17:00,29133,"well, they have to see if they can ""up"" sail.  bps is a joke among most, but sail is quite a good shop.  I drive down from Barrie to Sail,cuz of their pricing. If I see that Cabelas is over pricing them.I,ll be sure to let them know..  BUT,on the other hand,maybe they will price match,and save me the travel."
826941,porkpie,2013-12-28 00:14:00,2521,"I live a fair distance away, but I love cabelas.  I will be making the trip every time I pass Barrie if its anything close to a US cabelas!"
826944,grt1,2013-12-28 00:40:00,638,the building could be slow because of all the timber and beam construction they have inside.
827074,Steve,2013-12-28 18:36:00,2075,"grt1, your correct.  not a ""standard"" building construction for sure.  the builder is known for this type of 'non standard' construction.  i'm sure it'll be purdy when complete."
827085,kickingfrog,2013-12-28 19:47:00,8333,Sure it's not the typical retail building but the design hasn't changed from when they first projected a late spring opening. This isn't the first  one Cabelas has built or even their first cold weather construction site. Maybe someone was too aggressive when they first announced the opening but there shouldn't be too many surprises.
827086,misfish,2013-12-28 19:59:00,29133,"What I found cool,was the outer structure is made of that  concrete filled foam.blocks."
827095,Marko,2013-12-28 20:58:00,854,"For some reason i dont think they are going to have American prices. If anything it will be very similar to one in Manitoba (price wise) Target didnt bring their prices from the south of the border, i doubt these guys will.I hope i am wrong though"
827098,leaf4,2013-12-28 21:14:00,2466,"very true, target is more expensive than walmart in most categories, I walked through once and haven't been in again"
827110,misfish,2013-12-28 22:04:00,29133,"very true, target is more expensive than walmart in most categories, I walked through once and haven't been in again  Targets a disgrace. I too did one walk in. No going back."
827116,Marko,2013-12-28 22:32:00,854,"As I walked through the stupid store one day with my gf i couldnt believe how expensive everything was. Zellers had much better prices, too bad they couldnt figure it out"
827529,GBW,2013-12-31 00:04:00,8460,I'm shocked that they didn't invite you in Brian for an OFC official photo shoot update!  I so need to place a call and or email to someone...  J/K! Its funny you posted this as my dad was asking me over the weekend when they are going to start building this location.  I said they broke ground last I knew.  So TKS B!
827567,BillM,2013-12-31 03:38:00,17367,"Their prices will be in line with BPS's, why would anyone think the prices would be in line with their American stores?"
827660,grimsbylander,2013-12-31 16:30:00,3016,"I'm waiting for the Cheektowaga, NY location. Closer and cheaper."
827661,misfish,2013-12-31 16:34:00,29133," Im going to ask,once they start the inside.  N/K"
827667,Raf,2013-12-31 17:02:00,3495,"the building could be slow because of all the timber and beam construction they have inside.  yes, all the locations i've been to in the states are fairly elaborate  i'll definately check them out in barrie.  if anyone has not been to one, it'll be worth your time and make bps look like walmart."
827908,Frank,2014-01-01 17:15:00,74,"I'm waiting for the Cheektowaga, NY location. Closer and cheaper.  Yeap, same here. as it stands, I buy quite a bit of stuff from Cabelas, but I have a USA mailing address, so I get great prices and cheap or sometimes free shipping to my USA mailbox. However, I am sure I will make use of the Barrie Cabela's too, I do a fair bit of fishing in the Almaguin Highlands area and Cabela's Barrie will be my new pitstop on the way through. I am pretty excited for the opening of both Cabela's in Cheetowaga, NY and Barrie, Ont. and the Bass Pro Shop opening in Niagara-On-The-Lake, Ontario."
827943,grimsbylander,2014-01-01 19:26:00,3016,"It will be a great convenience for anyone needing a last minute item or two or for those without easy access to the US. I will no doubt stop into the new BPS in Niagara for things not worth crossing the border for but no one should expect the pricing or selection to be anything close to their US counterparts. The Cabelas I've been to Stateside are in Pennsylvania and Michigan. Those stores are between 225,000 and 250,000 sqft and are amazing to check out. The new Barrie location will be 70,000sqft and while that's better than nothing, it's half the size of BPS in Vaughn."
827948,davey buoy,2014-01-01 19:40:00,5505,"For me it will be pricing.I drive the 400 south every day.BPS, Sail or Cabelas???6 of one /half dozen of the other. At least it should add more competiton!!!!"
827949,misfish,2014-01-01 19:42:00,29133,"Looking at the size of the building,Im thinking it,s going to be two levels. Something like sail."
