855882,NANUK,2014-05-30 04:09:00,797,Eat coarse fish
855766,limeyangler,2014-05-29 15:45:00,5204,"Many years ago I was taught to ignore the concept of ""rights"" and focus on what personal ""responsibilities"" I have.  I don't have the ""right"" to harvest game ..... I have the ""responsibility"" to be a good steward of the resources God gave us and to follow all the applicable rules and regulations put in place by the authorities.  I don't have the ""right"" to travel to Canada and fish .... I have the ""responsibility"" to be a well-behaved tourist who follows the rules and is a good representative of the U.S.  With all that said, certain responsibilities (such as feeding my family) will come above others (such as following game laws).  Frankly, I think the original question is silly ..... of course we would all illegally harvest game/fish in order to feed our starving children. balance is what is needed…both 'concepts'  need to be observed.  Sorry Rick, I'd have to agree  that the original question is kind of silly….a non question really."
855775,manitoubass2,2014-05-29 17:22:00,11391,Just a different idea for a thread that never gets brought up. The same old post get get boring. I liked reading the responses. It's not silly to me to create conversation of a different type. But if you find it silly no need to apologize lol. It's just a thread on a fishing board
855782,limeyangler,2014-05-29 18:12:00,5204,"Just a different idea for a thread that never gets brought up. The same old post get get boring. I liked reading the responses. It's not silly to me to create conversation of a different type. But if you find it silly no need to apologize lol. It's just a thread on a fishing board No, i have to disagree with you because i hate you and want to fight you to the death."
855783,Rod Caster,2014-05-29 18:13:00,5784,"No, i have to disagree with you because i hate you and want to fight you to the death. hahahaha  As long as you harvest his chops and tell the judge it was to 'feed your family' you'll be ok."
855784,limeyangler,2014-05-29 18:17:00,5204,hahahaha  As long as you harvest his chops and tell the judge it was to 'feed your family' you'll be ok.   Good one Chad.
855788,PitViper,2014-05-29 18:30:00,33,"and I say that with utmost respect.  If hungry...feed the family.  I truly believe conservation laws wouldn't be needed if most consumed game when needed... 100% AGREE with this statement. As needed is the key. its the palukas who get greedy that ruin it for everyone. I remember as a kid going to the marina fishing around the channels watching the old guys come in with cooler(S) full of walleye and perch. sure they were saving some money not going to the grocery store to get meat but that is shear greed. Even then I knew there was something wrong with that.My grandad and dad use to take me fishing and they wold pack things to prepare a shore meal. and that was our supper. catch a fish or 2 fry some chips with some fresh fish.  Keep Just enough for a nice meal, throw the rest back."
855797,manitoubass2,2014-05-29 19:09:00,11391,
855799,limeyangler,2014-05-29 19:28:00,5204,wouldn't be much but a two hit fight. Me hitting you and you hitting the ground. Hahaha 
855804,jimmer,2014-05-29 20:01:00,2730,People will always do what they have to do to survive. I would never blame anyone in that situation. Now some healthy looking guy claiming he was starving while keeping oos fish is another story.
855806,outllaw,2014-05-29 20:10:00,1232,heres a twist. and its very common. how many harvest and then toss cause its been in  the freezer to long. betcha that's got everyones attention eh.
855808,jimmer,2014-05-29 20:15:00,2730,"That drives me crazy outlaw!!!!!! Just plain laziness,. Fish should be cleaned asap and frozen in a way that they will last. Frozen in water if you're planning on keeping it for awhile. I believe that one of the bigger lakes in southern Ontario has this problem in a huge way."
855819,manitoubass2,2014-05-29 21:13:00,11391,"I'd NEVER allow that outlaw. In fact i quit freezing fish along long time ago. Only eat fresh a few times per year. But yeah i bet lots of people do that and thats just brutal. If that ever did happen id at least feed my dogs. Big no no to waste. In our house no food, fish or not, goes to waste. Utilize every thing you can. It's just common sense really."
855832,outllaw,2014-05-29 22:27:00,1232,"exactly. waste not want not.,but its common... re-purpose things and all."
855836,bushart,2014-05-29 23:12:00,2628,"wouldn't be much but a two hit fight. Me hitting you and you hitting the ground. Hahaha   Hey!..Hey!...what's the Vegas Odds on this match....is it on TSN?  Can You see it?  OFC...Molson Breweries...Ced-Art....& Uncle Josh....""Proudly Presents'  RUMBLE IN THE RAINFOREST!!!  In the red corner......The Christie Island Crusher.......The Mile Lake Maurader...................""JOHNNY WABIGOON""  In the blue Corner...The Slasher of Sawbill........The Rainy Lake Rampager............................""The Fort Frances Fishkiller""  OK boys...lets have a fair fight....No live bait ....and go to a neutral lake if Skunked"
855838,manitoubass2,2014-05-29 23:22:00,11391,
855853,spincast,2014-05-30 00:55:00,3279,"No, i have to disagree with you because i hate you and want to fight you to the death. perfect!"
855854,manitoubass2,2014-05-30 01:05:00,11391,
855875,limeyangler,2014-05-30 02:39:00,5204,"thishad me in stitches:) I'm game. Well pick a lake and go at er. We both have go pros too:) this would be fun!!! Simon, you listening???   That is Hilahriosso!  It would give us the excuse to meet up …long overdue!  Great idea Bushy!"
855877,manitoubass2,2014-05-30 03:14:00,11391,
855880,moxie,2014-05-30 03:40:00,1566,"Family first, regulations second. Without question."
855567,manitoubass2,2014-05-28 03:26:00,11391,"As anglers, fisherman, mothers, fathers, uncles ect.  We have a very strong moral stand on fishing and hunting regulations. This is demonstrated by the vast majority of this board. Now, my question to the board members here. What would you do, if these regulations came in the way of feeding yourself or your family? I'm talking dire need. What would be your take or your stance?"
855568,BillM,2014-05-28 03:32:00,17367,"Family first, regulations second."
855569,manitoubass2,2014-05-28 03:38:00,11391,
855570,ctdd2006,2014-05-28 03:39:00,531,eat.  I'm gonna guess you're opening a can of worms though.  I only keep fish if I feel like eating it that night or family/friends or neighbors request a filet.
855571,BillM,2014-05-28 03:40:00,17367,"bill, i always value your input, your a great member here. Could you expand on that?  Sure... If we are talking about the kids going to bed with rumbling stomachs or me possibly facing a fine for whatever (out of season fishing, poaching, spearing, you name it) the kids are going to be well fed every single time.  Assuming this wasn't a permanent situation (aka dire need like you stated above), I really wouldn't even think twice about it."
855572,manitoubass2,2014-05-28 03:41:00,11391,
855573,manitoubass2,2014-05-28 03:42:00,11391,
855574,ctdd2006,2014-05-28 03:43:00,531,and I say that with utmost respect.  If hungry...feed the family.  I truly believe conservation laws wouldn't be needed if most consumed game when needed...
855575,cram,2014-05-28 05:58:00,1733,Eat rock bass. :-)
855585,manitoubass2,2014-05-28 11:40:00,11391,
855594,bushart,2014-05-28 12:41:00,2628,"As evolved as mankind thinks he is--we are still animals and will do what we have to ---to survive  Fortunately we're not at this place you mention----Now if the price of Beef and bacon keeps goin thru the roof  One sidenote just as an observation---everyone here on this board has a skillset to ""Acquire"" food---I'm thinking more and more people on the city streets would go hungry"
855610,Carp,2014-05-28 14:12:00,1488,"Starve to death or break the rules ? Rules go out the door. This is extreme case scenario, not "" we forgot the cooler with the sandwiches, so we're gonna have to kill anything we can to survive """
855616,outllaw,2014-05-28 14:39:00,1232,"I knew a dnr agent in arkansa. he regulary saw folks taking a deer,outa regulations. knowing the harvest went to hungry folks,he walked away. I feel the same way. unfortuatly theres many that have money and break the rules. sustinence before law."
855625,Rod Caster,2014-05-28 16:16:00,5784,"Depends what it is. If I saw someone eating protected/endangered species I wouldn't be happy. Same for moose. I hate hearing of people taking a non-tagged moose. Deer?...giver, I know lots of people who take a few deer each year. Those things are like pollution in some areas. Same for squirrels, rabbits etc.  Before someone goes shooting animals for 'survival', they should look into other harvests like mushrooms, berries, plants etc. Taking animals should be in addition to gathering stuff."
855628,Tybo,2014-05-28 16:37:00,1373,"For survival,their is no rules.For everything else theres Welfare."
855683,bigugli,2014-05-28 23:19:00,6138,"First responsibility is to your family. During the depression, there were family members who poached to make ends meet and ensure the family was fed. I would readily do the same without hesitation."
855702,Nipfisher,2014-05-29 01:37:00,2449,Eat. Don't think/worry.
855709,manitoubass2,2014-05-29 01:49:00,11391,"So after a few responses all aiming in the same direction, at what point do we realize the resource is just applicable to us as it is to other wildlife? And I'm not talking poaching or profiting at all. I mean the basic right to feed ones self and or their family"
855713,gino,2014-05-29 02:12:00,400,"as many other said before, family comes first...no doubt about it, in a very difficult  situation you have to do it"
855715,Muskieman,2014-05-29 02:16:00,2472,"Interesting topic. In 1995 I was working for an Ontario based brushing company near Revelstoke BC on the Incompalleux River with another 7 guys . Our bi-monthly food delivery never made it into camp ( 4 canvas tents ) because of a collapsed bridge.. we barely had any food and no way out. I had a telescopic South Bend rod and a few lures , so I poached the hell out of the local Brookie and Inconnu population , we still needed to work on the mountain , one afternoon my Bud had the bright idea to lasoo a Whitetail Doe with an extension cord .. "" that'll never work ! "" Guess what ? First friggin' try ! We were 5 guys reeling in the beast and the other 3 were clubbing the tar out of her with our "" weed whackers "" a golf club type of deal with a 12"" serrated blade ... WE WON !!     Did I poach ? yes . Was I starving ? darn near .. Would I do it again if I had to ?... hell yes !!   Randy"
855718,Rich Nelson,2014-05-29 02:24:00,332," . ""Rights"" and sense of self entitlement these days is getting absolutely ridiculous. Of course every single person on here would break the rules if their family was starving. But that isn't the case, so why pretend. The rules are set in place to protect our country's resources, otherwise many fisheries would be destroyed from over harvest. I don't understand the mentality of having to keep everything that is caught ( within the limit) I enjoy eating fish as much as the next guy, but I am 95% catch and release. Take a look at what native "" rights"" are doing to Nipissing..."
855719,manitoubass2,2014-05-29 02:28:00,11391,
855721,Gerritt,2014-05-29 03:17:00,6129,You gotta do what you gotta do sometimes..  G
855722,chris.brock,2014-05-29 06:26:00,4053,"I heard this a few years ago, I don't know if it's true  It's legal in Canada to not have a SIN #, no birth certificate etc., you receive nothing from the gov't, no health care, no EI, no education etc., and old laws still allow you to safely travel on roadways by whatever means you have, build a homestead on crown land (no permits etc.) and farm, forage, hunt and fish without being subject to regulations  there was a name for living that way, I can't remember what it was   now that we have millions of people and buy our food in grocery stores, I think we definitely need regulation and harvest limits, in a survival situation, you do what you have to, I hope a CO or judge has enough sense to distinguish poaching from survival"
855724,bigugli,2014-05-29 09:54:00,6138,"I heard this a few years ago, I don't know if it's true  It's legal in Canada to not have a SIN #, no birth certificate etc., you receive nothing from the gov't, no health care, no EI, no education etc., and old laws still allow you to safely travel on roadways by whatever means you have, build a homestead on crown land (no permits etc.) and farm, forage, hunt and fish without being subject to regulations  there was a name for living that way, I can't remember what it was  The old laws regarding squatters rights/adverse possession on Crown land were repealed several years back. Under the old law you needed to occupy the patch of land for upward of 7 years before the courts would recognize entitlement. At any time during those 7 years,  you were subject to eviction for trespass and any home you built torn down."
