711882,johnnyb,2012-07-05 12:56:00,3413,"Wow.   I never read that thread.  But now I have, and I'm impressed!"
511370,HTHM,2010-10-12 21:28:00,4082,"No it did not, I cannot speak to the motor as the deal has not been resolved. When people find out where the motor came from, it should be fun....  Coming from you, Hirk....that means a lot. Thanks. Now about the Ally, trade????? Hulls only, of course."
511513,bigbuck,2010-10-13 13:38:00,2449,"Be proud of yourself.You did a good job and you know your boat inside and out, literally, there won't be any surprises with it. But like I said earlier, get it slimed will ya!!"
511580,discophish,2010-10-13 18:54:00,392,"Wow.  Awesome job!  Great effort put into this project, for sure.  You seemed to have made some friends along the way, and created that terrific opportunity.  The experience that you gain during a project like this sets you aside from most of us boat owners who just try to maintain a tidy boat.  It takes a lot of mental endurance to keep up and overtake the work.  I'm sure you can go back to the first day that you took a step back from its original state, and remember when you doubted yourself ... as others did.  Now look!  That's priceless!"
511583,fishnsled,2010-10-13 19:09:00,3520,Looks great Albert!
511665,vinnimon,2010-10-14 00:26:00,2593,"Nice job indeed , Albert! My boats partially there!It sure is a great feeling that youve done the work yourself! "
511796,Sinker,2010-10-14 15:18:00,8692,Nice job for sure. I can't wait to hear the motor story now LOL.  S.
711738,UglyBug,2012-07-04 23:08:00,148,Those older Rangers where great boats and tuff as nails looks good
711796,danbouck,2012-07-05 01:25:00,4380,I can't believe it took 2 years for us to go fishing together in it!
434208,aniceguy,2010-02-17 13:52:00,1094, Usually I would agree but a total restoration to a bass boat is like a car these days...take apeek at these HTHM its inspirational for sure  http://bbcboards.zeroforum.com/zerothread/...tera-ii-project
434228,CLofchik,2010-02-17 14:53:00,854," You're confusing two different hull problems.  Osmosis (water blistering) and a moisture meter is only something you need to worry about if the hull is constantly submersed for long periods, like a sailboat.  Aniceguy was talking about the wooden structure rotting, in your hull there's a lattice work of wood ribs.  The glass itself can be fine, but if water is left in the bilge for awhile those will rot out, and if they're done so is your hull.  You'd be doing body work on a car with a rotten frame.   I'll leave the hull crack for somebody else..."
434478,ecmilley,2010-02-18 14:17:00,2163,"Hirk helped my with my 363 ranger and is worth talking to on any issues, bbc boards have some very skilled people into restorations bookmark that site! Any help with your livewells bilges ect and electrical issues shoot me a pm have done most of these issues on my ranger already and there pretty straightfoward"
434535,Uncle Buck,2010-02-18 18:56:00,1000,bummer...  factor cost and time required to do the work. then factor in how much fishing time you'll lose and you'll see it's not worth it...  buy something that is water ready...  although no boat is ever water ready... sonar/downriggers/rodholders/etc....  you'll be much happier that way in the end...  here's what i opened up and found on my boat...      in 5 years it seen water once and still isn't ready...  it's a long/slow process and to do it right will cost you $$  my advice put it back together as is and get rid of it ASAP
434563,aplumma,2010-02-18 21:06:00,6896,You can price out the needed material to do the jobs and then the labor you can't do yourself. Add 30% to the number and then you will have an idea if you want to proceed. Most rebuilds of a mechanical nature exceed the resale value of the original item. If this is not the perfect boat for you and does not have sentimental value and the rebuild is not enjoyable then you might decide to look for a different donor.   Art
434564,Gerritt,2010-02-18 21:09:00,6129,Albert did you not just purchase this boat? did you not check it out before forking over the $$? Looks like you have ALOT of work ahead of you brother. Hope you did not put out too much for it.  I wish you all the best..  G.
434567,JohnF,2010-02-18 21:36:00,3494,"Sometimes these restoration jobs are about the fun, the satisfaction of resurrecting something nice. The nicest sled I ever had was also one of the slowest and took the most work. It was a '70 292 Blizzard that I reconstructed after a few years hard track years. It was my favourite of all the sleds I owned, I think mainly because of the work I put into it. And any of you who've done frame up car builds understand the feeling. I helped put a '28 Chev body on a Ford frame with a 283 driveline. It took us all winter and a lot of work but were we ever proud of it.  I think that if we only look at the dollars we'd just buy what we want but what fun is that?  JF"
434592,HTHM,2010-02-18 23:20:00,4082,"I was waiting for someone to articulate just that sentiment. When I took posession of my current home I was literally ankle deep in used cat food....Anyone who has been in my home would not know that fact unless I told them. This house is much more my home because ""I"" rebuilt it. It took a long time, I am still not done, but the sense of ownership and pride is much greater than if I had ""written a cheque"". As to selling it off to some unsuspecting buyer, you guys don't know me. I could not do that and sleep at night.  Not to promote another board, here is a link to the same thread. http://bbcboards.zeroforum.com/zerothread/...985-ranger-370v"
434612,DRIFTER_016,2010-02-19 00:54:00,10439,"  Here's another great resource for you.  IBOAT's Resto Forum  FYI, if I was doing the resto on this boat I would strip it and do a complete job. When I look at the condition of this boat I would swear it had been sunk. I would spend the time and do it properly. Remember to take lots of pictures as you're stripping it so you know what goes where when you go to reassemble it. Also label all the parts you take off, again to make it easier when you go to put it all back together. It's going to take a lot of time and effort to bring it back to it's former glory, but at least it will keep you out of trouble!!!"
434614,Sinker,2010-02-19 00:57:00,8692,"As long as your not expecting to launch this boat in the spring, I say have fun. I wouldn't count on launching it for a couple of springs to be honest. You've got a big job on your hands. An old aluminum would be so much less work. Glass sucks.  S."
435117,HTHM,2010-02-21 01:24:00,4082,My brother and I fired up the motor and found out that it runs really well on 5 out of the 6 cylinders.... 0 pounds compression in the #5 cylinder. So I decided to pull the head to find out what was going on.  Well I pulled the head and here are the results.....    The piston in question This one looks different than the others.      
435120,danbouck,2010-02-21 01:28:00,4380,  3 beers/hour
435140,Sinker,2010-02-21 02:01:00,8692,"Man, you must REALLY like that boat!! Either that, or someone is paying you to fix it up for them?  IMO, its a great anchor!! I hope ya didn't pay anything for that??  S."
435148,vinnimon,2010-02-21 02:31:00,2593,"PM me HTHM,If you decide to pull the piston head and repalce the rings etc etc etc.Ive got the tools that you will need to do the job.Also there is a good engine guy intown that I use to have the head done at a really good price.Probably even get you a discount for gaskets too.let me know."
435222,hirk,2010-02-21 15:09:00,571,"It looks like it broke a reed or has a broken ring Albert,1 new piston and a head minimum,likely a sleeve and re-ring em all.Your looking at a few $'s bud."
507502,HTHM,2010-09-28 00:27:00,4082,Update coming soon....... Here is a tease:
507503,danbouck,2010-09-28 00:29:00,4380,ALBERT - Take this down now!!!
507504,HTHM,2010-09-28 00:29:00,4082,OOPS< You're right.
507505,danbouck,2010-09-28 00:33:00,4380,"lol - I said 2 beers an hour, I need a raise"
507508,HTHM,2010-09-28 00:37:00,4082,You need a raise??? Let me get my foot wound up.
507510,danbouck,2010-09-28 00:39:00,4380,lol
510950,HTHM,2010-10-11 01:29:00,4082,"Back on January 1 2010, I finally fulfilled a lifelong dream. To get a go-fast fishing boat. As I did not have a passport, my wife went over the border to pick it up, I waited by Sarnia customs office for her to arrive and when she did, I said to myself, Oh feces. It was too late, the deal was done, and as my mother would say, sometimes you just have to row with the oars you've got. We pulled it home, and here is where the fun started, I went to back it into the shop, and it turned out that my door measured 89"" and the boat measures 93"". That delayed the work until I installed another roll-up door in the shop. A month passed before I found a door at a price I could afford, (free), and installed it. First job, thorough inspection of the hull, I found this:  And this:  And this:  And when that was not enough, I found this:  Ok, so I have some fibreglass work to do. On to the engine, which the seller assured me was fine. I expected to do some work to the hull, but the motor was OK. My brother came over and we fired it up, started no problem, and ran great, on FIVE out of the SIX cylinders. Pulled the heads and this is what I found:   The inside of the head:  The cylinder and piston:  This was starting to turn into a big job. Well, the way to get big jobs done is the same way a small job gets done, one step at a time. The first step, strip the interior and carpet. Then de-rig the hull. That was done by others, as I had made a deal for another motor, much newer, much nicer. More on that later. Then I had to flip the hull, I took it off the trailer using the tried and true, tie 'er to a tree and pull the trailer out from under method. To flip it I was stumped, until we finally just flipped it over with 6 men and a lot of care.  Then came the fibreglass repair, grind out the poor work, lay resin and roving, lay mat and resin, grind to shape, apply fairing compound, and sand, and sand, and sand, and sand, and sand, and sand, and sand, and when that is done, more sanding. I was using a 5"" random orbit sander that is meant for finishing wood.     There is not one square inch of that hull that has not been rubbed by my hands at least four times. I have to say that at this point I was getting a bit overwhelmed, and Dan Bouck came over to help for a night. We did not get a lot done, but we established a friendship, and I was encouraged to carry on. The next week, I bought a large compressor off of Kijiji, and an air sander that is meant for bodywork. What a difference!  Well all of the sanding on the bottom of the hull was finally done, and I called my older brother to come by and spray it. He came by, and we had to sand, and sand, and sand, and sand, and sand, and sand, and sand, and sand, and sand, and sand, and sand, until it was up to his standards. I glad we did. However, twenty minutes after the paint flashed over, it rained! This caused a series of craters in the paint that was applied, so after it dried, I had to sand, and sand, and sand, and sand, and sand, and sand, and sand, and sand, and sand, and sand, and sand, and sand, and sand, and sand, and sand, and sand, in order to get the hull ready again. Once again, he came over and sprayed the hull.           Finished:    The weather cooperated, the paint cured for four days, six guys came over and we flipped the hull right side up. With incredible care! Now, to get it in the trailer…..The bow eye having been reinstalled, and tightened very well……OH THE TRAILER!  While I was working on the bottom of the boat, I also redid the trailer. The fibreglass fenders had been shredded by a blowout, and the lights did not work very well. Also, the paint looked like crap, the carpet needed to be replaced on the bunks, the tongue jack was on the side rail causing the rail to twist, and the bearings were shot. I took the fenders off and had them re-done at a local fibreglass shop, faired the repairs, and then I had to sand, and sand, and sand, and sand, and sand, and sand, and sand, and sand, and sand, and sand, and sand, them until they were ready for paint. They were painted at the same time as the hull. Then the frame was wire brushed with a wire wheel on a grinder, (note to self – remove lighting wire before wire brushing or you may get your grinder caught up in the wire and ruin your grinder…), sprayed with tremclad, and the bunks wrapped with carpet and re-installed. The bearings, I had to have help with, Vinnimon came over and helped me with that. I was not sure what I needed and he took one look, ran to the parts store and had them done in a jiffy. Thanks again! Now back to the narrative…. Being nervous about ruining the paint and having to sand, and sand, and sand, and sand, and sand, and sand, and sand, and sand, and sand, and sand, and sand, and sand, and sand, and sand again, I decided to pull the trailer under the boat rather than pull the boat on the trailer. Dry carpet??????not with our happy lube, dish soap. It slid under lickety split! Well, now I have a nice hull, but a unpleasant top cap, so guess what needs to be done to the top cap? You guessed it I had to sand, and sand, and sand, and sand, and sand, and sand, and sand, and sand, and sand, and sand, and sand, and sand, and sand, and sand, and sand, and sand, and sand, and sand, and sand, and sand, and sand, and sand, and sand, and sand, and sand, and sand, and sand, and sand, and sand, and sand, and sand, and sand, and sand, and the sand some more! There was more sanding and fairing involved with the top cap than with the hull. Off to the paint shop, (no rain on this one), three coats of primer, HAND sanded between coats, and it was ready for paint. I gave my brother complete freedom in the paint and striping details so I was not around to tell that story, however I heard it involved a 3 am finish time….. Then it was time to build the deck extension, pics will speak for me:        Now for re-assembly, make a new dash panel, install the mechanicals, and look at the wiring. I looked at the wiring, threw up my hands in holy horror and took the TV route.    I phoned a friend. Dan Bouck, saddled up his white stallion, and came riding to the rescue. He took a full Saturday to help me out with the wiring, and when he left, everything was working fine.  That day would be another post on its' own. Time for the carpet, it went in a lot easier than I though it would. A lot like doing sod, but your cutting errors do not grow in, they stay and you only lay one roll to prevent seams.    Finally ready for the motor. I had made a deal for a 2004 Optimax, 150 HP where I paid $ X for the motor and traded the blown Yamaha for rigging. The motor portion of this [project is still being worked out so I will remain silent on that for now. So it has gone from this:   To this: "
510951,SRT8 smoker craft,2010-10-11 01:40:00,1107,nice rig good job on the resto I'm sure that Dan guy drank lots of your beer and didn't help much at all
510963,danbouck,2010-10-11 02:44:00,4380, Trust me I should have drank a lot more while wiring lol  Albert - Your craftsmanship is amazing and the boat turned out amazing. Can't wait to get on the water in it!
510964,Crazy Ivan,2010-10-11 02:49:00,184,"So, how does it run?"
433136,HTHM,2010-02-14 04:52:00,4082,Take a look at these pics and feel free to make suggestions as to what can be done. Battery compartment     Rear deck     Helm      Consol      Bow controls (What do these do?)      Rear Livewell      Shifter and livewell controls (How do these operate?)     I am starting on stripping out the carpet and I am thinking about a deck extension as well. Any and all advice is welcome! How do I remove the shifter from the sidewall? I was test-fitting my seats and found it need to be moved up an inch or 2.
433139,DRIFTER_016,2010-02-14 05:03:00,10439,"  Shifter should be held on with 2 or 3 bolts. Reach in behind the gunnel and you should be able to get at them.  As for the helm, this is what I did with the helm on my Fisher SV-18 GT.  Before    After      The Bow panel is for the trolling motor and there may be an outboard tilt switch there."
433150,Terry,2010-02-14 11:29:00,14456,the bow controls left is for the trolling motor you can plug in a charger so you switch to charge up down is trim tilt for the main motor manual/auto is for the front livewell and  the last ones are lights
433152,mbac31,2010-02-14 11:47:00,904,Here is a good link for you resto project http://bbcboards.zeroforum.com/zeroforum?id=19
433161,solopaddler,2010-02-14 12:50:00,8605,You said you had some work ahead of you...you weren't kidding.  Keep us posted on the progress.
433164,danbouck,2010-02-14 13:00:00,4380,She'll be a beaut when your done.
433174,aniceguy,2010-02-14 14:18:00,1094,"First thing I would do is give the entire boat a cleaning and good degreasing, it makes looking at everything somewhat easier. IMO"
433607,HTHM,2010-02-15 23:29:00,4082,"Here are some more pics. I ghave stripped the carpet and wire brushed the bow and helm decks. In the helm deck I found evidence of a prior repair, On the bow deck I noticed that the deck appears to be swelled on one side. Is this a concern? As well, I went under the boat and found this crack: It si just ahead of the pad.         This is about the mid point of the hull      Here is the keel at the bow    Now on to the wiring.... I pulled the bow controls out to see what was going on there and also to access the bow hook bolt. It is a little loose. When I pulled it out here is what I found.  cut wires on the run and charge switch... CAn these be restored and or used to control an aftermarket on-board charger?        And a coiled up wire that appers to be from a depth sounder. ANy idea what brand that is from? Thanks for any and all advice.  "
433638,solopaddler,2010-02-16 00:14:00,8605,Was this boat free?
433686,aniceguy,2010-02-16 01:50:00,1094,"the coiled up wire is more then likely from a 1240 lowrance flasher, that glass work need attention asap. Dont knwo how to say it so here it goes  Are you on a ( as little as possible ) budget or a I l spend ??? to get the boat restored"
433725,HTHM,2010-02-16 02:55:00,4082,"I am torn about that right now, I would like to do it up right, that is the way I try to do things, but I also do not want to throw good money after bad."
433972,cityfisher,2010-02-16 20:37:00,959,ouch...maybe one day id have the free time to tackle a job like that!
433989,aniceguy,2010-02-16 21:46:00,1094,"hthm  I think the first task is a good cleaning, then a equally through inspection of the transom and potentially a peak at the stringers....I know some have put an aqua view down to peak dunno if its applicable there.  If the stringers and transom are rot free....then off you can go and for about 3k you should have a nice restore."
434010,Radnine,2010-02-16 22:39:00,1538,"  Never mind the boat, how about that manicure!! That new job has done wonders for your nails. Well done! Jim"
434012,danbouck,2010-02-16 22:47:00,4380, I believe he hired a hand model
434034,HTHM,2010-02-16 23:31:00,4082,Apparently there is a way of checking the transom for rot with a multimeter something to do with the conductivity of water. I have taken the motor and reefed on it with no flex seen. However I was by myself and may not of had the best perspective to check as I worked it. Does anyone here know the multimeter procedure?
434040,greenfshrmn,2010-02-16 23:52:00,65,"Hi HTHM, I don't want to sound pessimistic here but I would be concerned about that crack in front of the pad.  All the carpet, wiring etc  is straight forward to repair.  However, I learned the hard way that it is very difficult to repair cracks in gel coat and not have them return soon again afterwards.  That one on the pad looks like it even has rust coming through it from the interior."
434042,greenfshrmn,2010-02-17 00:03:00,65,"Hi HTHM, carpets, wiring, even gel coat chips etc can be relatively straight-forward to repair, but I would be very concerned about that crack in the hull ahead of the pad.  I learned the hard way that it is very difficult to repair cracks and not have them return again soon afterwards.  That crack in the hull looks really bad and even seems to have rust showing through it from the insides, which makes me wonder how long the boat was in the water allowing the fibreglass to soak up the water.  You also haven't mentioned about the work required on the motor, steering cables, steering helm etc.  They are all very expensive parts.  Personally I would be looking for another project.  I don't doubt that you have the determination to get it done, I just wonder if you will see the rewards at the end.  Best of luck."
434043,greenfshrmn,2010-02-17 00:04:00,65,"OOps, sorry about the double post!"
434069,danbouck,2010-02-17 01:06:00,4380,"I don't think it's anything that you can't handle and like aniceguy stated, put $3000 into her and you'll have a sweet ride!"
434075,aniceguy,2010-02-17 01:20:00,1094,put another 1000 in beer and I ll come help
434076,hirk,2010-02-17 01:22:00,571,"Albert as much as you want a nice setup,if it was mine I'd be looking at taking care of the basics like carpet,seats,wiring, steering cable,GC seals and do the glass work myself (don't worry about it being factory perfect) while spending as little as possible (under 1k for above if do it yourself) and enjoy the boat.It's not worth putting anymore into it as your investment would far exceed it's value when done.Just use it till the bugs bites for a bigger boat cause it will lol."
434077,danbouck,2010-02-17 01:23:00,4380,I'll help for 2 beers/hr
434099,HTHM,2010-02-17 02:07:00,4082,"Mechanically the boat is fine, except for the lower unit seals. Steering is excellent, I do not know about the wiring yet, but I am confident it will be relatively easy to toubleshoot if there is a problem. The glass work will be done to the best of my ability, heck if I can tape drywall, I should be able to smooth fiberglass. Only trouble is getting the boat upside down. Good thing my neighbour has a mini ex and a skidsteer. The seats I am going to get done by a local shop, depending on the cost."
434100,HTHM,2010-02-17 02:08:00,4082,"Careful, I may take you up on that...."
