846081,chefboi17,2014-04-06 23:49:00,128,"I'm so down, it would be something else to hook into a steelhead on one of those setups lol"
378720,bigugli,2009-09-01 03:24:00,6138,"Well I gave one more kick at the can. I cannibalized the cane pole and still had a 44"" pole to work with. So I strapped the reel onto it and headed to my little honey hole for some more jigging.  the bass and blue gills really like the D'rama micro jigs. Lost a lot more using the short stick with absolutely no bend or flex. Pulled the hook out a few times.   My biggie of the evening  Shortly after, my reel collapsed. The Plastic holding the bail wire snapped off, ending my D'rama adventure for good this time. Certainly a neat challenge.  So I ended up with 3 bass: 10"", 12 1/2"" , and another 12"" tonight"
378723,Jonny,2009-09-01 03:35:00,1380,"I was planning one more shot with the crap gear but it was too windy to get the boat out today.  So the reel gets thrown in the trash, the rod gets emergency status or given away, the baits I'll continue to use once in a while."
378747,Fish Farmer,2009-09-01 11:43:00,2234,"Don't matter if it's over, still going to rigger fish this excellent tackle  and will post results. That is the fun part. With any luck it'll make Quinte Cudz When will the second annual Dollarama be held Cudz, maybe you should get yourself some Dallorama Crazzzy Glue"
378768,Cudz,2009-09-01 12:44:00,2652,I am going to get another reel.  I am going to get another lure as well.  I want to catch a 4+ bass on the rig.  I love the rigger pics.  Youhave to ctch something.  Be prepared to hand line it in though.
378781,Cudz,2009-09-01 13:01:00,2652,"Here are the official unofficial result of the Dollarama Derby.  It was a cut-throat tournament that went down to the wire.  One agler ros above all others to claim the title.  Congrats to Bigugli with a total of 34.5""!!!  Congrats to T.J. Quesnel with the Big fish of the tournament a 15.5"" smallmouth! Lots of broken equipment and lots of should have could stories.  Good job to those who actually participated and tried to catch fish on such qualiyt equpment. Here are the results: Fisherman - number of fish - total length 1. Bigugli          3 fish   34.5"" 2. T.J. Quesnel  2 fish   25.5"" 3. Fish Farmer   1 fish   13"" 4. Cudz            1 fish   12.9"" 5. Jocko           1 fish   12""  PS if there are any results I have missed or miscalculated let me know."
378787,JohnF,2009-09-01 13:13:00,3494, Weren't you worried about the tape invalidating the lifetime warrantee?  JF
378801,bigugli,2009-09-01 13:52:00,6138,  You owe me a new screen
379002,Jonny,2009-09-02 03:15:00,1380," Thanks for a great idea, Cudz. It generated a lot of interest and amusing comment. I thought it would generate a lot more entries as people rose to the sporting challenge, but maybe it wasn't so easy to forsake good equipment even for a little while (I know for me it wasn't). Or maybe the timing just wasn't right for some reason.  I wouldn't be surprised if the Dollarama Derby is tried again next summer. I've had second thoughts about chucking out that awful reel; I think I might just store it away in case another opportunity comes up to use it."
379046,bigugli,2009-09-02 11:56:00,6138, It was fun. I'd certainly be up for another kick of the can.
379048,Fish Farmer,2009-09-02 12:17:00,2234,"I had more laughs at this Derby, Even my buds shook there heads at me. Best derby I fished all year. Thanks Cudz for a great idea and time  . Can't wait till the next one"
383813,chandru,2009-09-16 13:48:00,63,is this competetion only for bass??? i cought a 2 and half foot pike at mountsberg conservation area on a dollarama popper... i dont have the rod and reel in the shot though if i cannot be entered no problem but can i still post the pic? please pm me thankyou.
384444,Cudz,2009-09-18 02:24:00,2652,Hey Chandru The tourney is over for this year. You had to be using the whole dollarama kit including the rod and reel. Maybe next year.  Those poppers are good though.
385108,chandru,2009-09-20 08:29:00,63,i see cool thanks for the reply and yeh i've caught so many pike on those things! cheap and effective! dosen't get any better!
846044,akaShag,2014-04-06 20:15:00,2073,This thread deserves to come back from the dead...............what a hoot!  Doug
846074,pairofgreenhorns,2014-04-06 23:11:00,133,i feel this should occur again this August in Barrie. Anyone else on board?!
846075,akaShag,2014-04-06 23:13:00,2073,"Make it province-wide, why not?Doug"
369251,TJQ,2009-08-03 22:55:00,7806,"A summary for everyone.   Post your picture entries here as well.  Rules and Dates   Rules .. sort of.   Prizes.  I'm gonna throw in a jacket and a hat, and Ill likely be bale to come up with some 2nd and 3rd prizes as well.  Cudz is the judge and has the final say.  Rules can be modified at will, its a friendly tourney, so have fun."
369253,TJQ,2009-08-03 22:59:00,7806,My Two Entries  #1            #2     Thats 25 /12 inches!!  I'M WINNING!!!!!
369285,Paully,2009-08-04 01:50:00,712,Looks like you got a good start!
369377,throne7,2009-08-04 13:23:00,15,I am amazed that you caught anything with stuffs bought from a dollar store.  I guess that means I will stock up on dollar store lures from now on.
369457,TC1OZ,2009-08-04 16:54:00,987,I'm going to get started tonight  Who's down for organizing a Hamilton/Niagara Region g2g?
370989,Jonny,2009-08-09 20:52:00,1380,OK set to go.  Rod and reel - $4  Steel wire - $1.25  4 lures selected - $4 
370990,bigugli,2009-08-09 20:55:00,6138,"Nearby dollaramas don't have the pole, just the reel. Can I bodge one from natural materials, wire and duct tape( purchased at dollarama)?"
371112,Jonny,2009-08-10 02:40:00,1380,"OK, I have an entry --- such as it is! It was a calm evening on Nipissing so I figured I'd give it a try.  That $rama reel is a screamin' piece of crap - even for a small bass. The rod is OK, and the baits are pretty good --- for a buck.  Fish and lure photo...    Fish and tape photo...    That little bass coughed up three large shiners before got him in the boat. He must have liked the ""tinfoil"" lure.  Another fisherman out at dusk...  "
372195,Jonny,2009-08-13 01:30:00,1380,"Well, so far we've got 1st, 2nd and 3rd place sewn up, TJ!  I thought there would be a slew of entries by now, but it's off to a slow start."
372836,bigugli,2009-08-15 01:54:00,6138,"I searched high and low clear across Niagara looking for the Grail. been to 6 different stores.  Finally, after fending off bus loads of dollarama frenzied migrants who just got paid, I finally found a Dollerama bamboo pole. Here is the swag:  Here is the armoured version of the pole with a woven wrap of dollarama duct tape to compensate for certain weaknesses in the cane.   We now be ready, Aaargh!, to do battle with the mighty Leviathans of the deeps"
372911,Cudz,2009-08-15 18:26:00,2652,Still early boys.  Those are good entries but one pike will crush them.
373175,TJQ,2009-08-16 20:35:00,7806,LOL.. Im heading back to camp shortly...   you may as well pack it in!!
373196,bigugli,2009-08-16 21:24:00,6138,Are you trying to tell us that Monique is gonna give us all a run for the glory?
375233,Fish Farmer,2009-08-22 12:37:00,2234,How long does this derby run? I haven't had a chance on using my stuff. The line is to short for trolling  . I've got to get some casting in.
375294,jaydub,2009-08-22 18:03:00,145, The derby's running for the whole month of August as far as I know.
375504,bassman87,2009-08-23 14:21:00,586,What happened to all the eager participants and all the people who started this derby. Did they all flop?
375744,Cudz,2009-08-24 02:56:00,2652,I am going out tomorrow.  And probably tues and sat.
375945,GBW,2009-08-24 20:39:00,8460,"work has gotten in the way for me...  that and my ""honey do list""..."
375947,Bondar,2009-08-24 20:44:00,817,"  Niagara Square has it all there , Rods reels tackle , leaders"
376294,Fish Farmer,2009-08-25 14:52:00,2234,"Finely got to use my dollar tackle on Erie, My buddy thought you got to be kidding, I even bought that stuff. We had a laugh.    This is all the time I put in, got me 1 entrée.  Don't laugh, I even tried for an Erie Walleye. Theres only 50ft. of line on the reel. looks like about 20 LB. test. I had 5 ft. behind the ball 40ft down and only a couple raps on the reel. My buddy said this is going to be interesting. If I caught anything on that rod, LOOK OUT. May get out one more time before it's over. "
376344,MCTFisher9120,2009-08-25 16:44:00,3761, haha that's awesome dude!
376725,Stein,2009-08-26 12:53:00,22,That HAS to be the first time a Drama rod has EVER been on a downrigger.
376752,Jonny,2009-08-26 14:14:00,1380,"Way to go, Mike!  It sure is a novel experience, isn't it? Kind of like living a cartoon.  Who would have thought that weeks into the derby some small bass would hold the top three places?"
376754,Spiel,2009-08-26 14:16:00,9065,  My Hero.....
376757,Jonny,2009-08-26 14:19:00,1380,"I think he's looking over his shoulder, hoping no one is watching."
