979130,chessy,2016-08-11 02:00:00,610,with the emails that just were released she and her foundation have some explaining to do
979036,scuro2,2016-08-10 13:48:00,904,"I think a lot of Americans need to educate themselves on the Clinton's starting about 1978. A few documentaries out there that are several years old about Bill and Hiliary.  ...or you could educate yourself with another ""documentary-  "" titled,  ""This documentary will get Donald Trump elected"". https://www.youtube.com/watch?v=OCabT_O0YSM  Something does not compute, in the video Trump over the years laments the ever rising deficit yet as soon as he is in a position of power he makes promises that will create massive new debt with tax cuts mainly for the rich, huge tax cuts for big corporations, and 1/2 trillion dollars of spending on a giant infrastructure program.  George Bush called that sort of reasoning Voodoo Economics."
979038,jedimaster,2016-08-10 14:01:00,3472,It got our Prime Minister elected.
979049,Dutch01,2016-08-10 16:15:00,1431,"Optimism, and a thorough rejection of the negativity of Harper, got our PM elected."
979051,AKRISONER,2016-08-10 16:42:00,5558,you arent seriously trying to compare trump and trudeau are you?  and im not trying to defend trudeau at all...but son...
979060,glen,2016-08-10 18:17:00,2641,"Yoko Ono: I Had an Affair with Hillary Clinton in the 70s Aug 3, 2016  I wonder who Hillary would pick as an intern."
979065,Dutch01,2016-08-10 18:33:00,1431," Trump on the other hand, had been accused of raping a 13 year old at a home owned by his good friend Jeffrey Epstein.  You know, the convicted child  pornographer Jeffrey Epstein.  Here's how Trump sees his molester buddy (direct quote):  ""Ive known Jeff for 15 years"", Trump told New York Magazine in 2002. Calling him ""a terrific guy"", Trump continued, ""Hes a lot of fun to be with. It is even said that he likes beautiful women as much as I do, and many of them are on the younger side. No doubt about itJeffrey enjoys his social life.""  Now, the Clintons have some connections to this guy too, I'm not gonna lie. But to say Hillary is unfit because she slept with a woman 40 years ago while giving Trump a free pass on his past is a joke."
979066,AKRISONER,2016-08-10 18:36:00,5558,"I don't think it should matter, in 2016, if someone had a same sex relationship in the past. That should not disqualify someone from running for office. lol  the good ol boys sure are here in effect! wow!"
979068,SirCranksalot,2016-08-10 19:17:00,3291,"It doesn't matter how 'unqualified' or 'unfit' Hillary may be, Trump is wuinning that race to the bottom by a country mile!!"
979086,fishing n autograph,2016-08-10 20:56:00,2540,She just covered up two sexual assaults committed by her husband
979089,Dutch01,2016-08-10 21:10:00,1431,"Oh, in that case nevermind anything I wrote about Trump. I'm sure he's a good guy.  Classic defection."
979091,fishing n autograph,2016-08-10 21:32:00,2540,"Just the left lol... Both sides lie, deflect, point fingers... Face it the U.S. Is doomed lol"
979094,Canuck,2016-08-10 21:38:00,491,"Donald Trump represents the worst aspects of the USA.  His businesses are built on Bull and snake oil promises and have no substance.  He licenses his name, but puts very little of his own money at risk in any/all of his business ventures.  He has somehow conned the American people that Trump means luxury and success. In reality, the Trump brand  is like K-Tel.  But I guess that is the land of Honey-Boo Boo and Duck Dynasty. I guess if you keep telling stupid people the same thing over and over again, they start to believe it as fact.    Do Americans realize that their entire political system is becoming the laughing stock of the rest of the world?  The cruel irony may be that Donald Trump is complaining that the political system is broken in the US, and yet that is the reason he has been able to get to where he is.  Here is a prediction for you:  Donald Trump loses in November and then immediately blames everyone else around him and launches a lawsuit against the GOP to recover the money he invested in the election."
979099,Dutch01,2016-08-10 22:26:00,1431,Agreed!
979100,Dutch01,2016-08-10 22:29:00,1431,
979107,fishing n autograph,2016-08-10 23:10:00,2540,Anyone that jumps in as an independent would win
979108,Dutch01,2016-08-10 23:24:00,1431,"I think that Hillary cut a deal last time, she wouldn't fight Obama for the nomination, but she got to be next. It's obvious from the leaked emails that they were never going to let Bernie be their candidate. I think that's a huge mistake. He's not perfect, but I think he'd do better than Clinton against Trump. One possible ""silver lining""; maybe the DNC cut the same deal with Bernie (ie. he's next) in order to get his endorsement for Hillary (and avoid a big lawsuit I'm sure).  Pure conjecture on my part but it's at least plausible, and you can't say that about almost anything that Trumps says ?"
979111,John Bacon,2016-08-10 23:47:00,3277,"Anyone that jumps in as an independent would win  There are alternatives.  Gary Johnson seems like a reasonable candidate; he is technically a third party candidate rather than an independent.  He is polling much better than most third party candidates, which is probably a reflection of Trump and Hillary.  The Green party is also running a candidate.  There may be others.  If there was ever was a year to vote for an independant or third party candidate, this is it."
978629,miami,2016-08-05 12:27:00,29,well Clint sort of disagree's with some of you............lmao  http://www.vox.com/2016/8/4/12375512/clint-eastwood-donald-trump-racism
978630,grimsbylander,2016-08-05 12:30:00,3016,I hate this thread...so far I'm in agreement with lookinforwalleye(Montreal Canadiens) and muskymatt(Ottawa Senators)!! These US politics are tearing us apart!!!! hehehe
978631,SirCranksalot,2016-08-05 12:41:00,3291,"Im just sick of threads that go nowhere but divide people.   That's a bit Rich. You engage in vigorous discussion in all sorts of non-fishing topics! Here we have a thread where your opinion is in the minority---for reasons far too numerous to mention----and you suddenly are turned off.  As for dividing people, I guess you are right. I agree with a lot of what you have said on many other threads but not on this Trump 'debate'"
978636,Sterling,2016-08-05 13:26:00,477,"Problem isn't with politics/religion. It's with people not being able to keep those conversations civil. Just sayin'.  Where I'm from, there are 3 things you don't talk about; politics, religion, and netting on lake Nipissing.  I have a hard time keeping my civility with the latter!"
978639,AKRISONER,2016-08-05 13:58:00,5558," x2. def agree.. i thought we were all here to brag and exploit our common interest of landing lunkers! ...or in my case, day dreaming about it anyway!  There have been some solid fishing reports lately (have to admit, i've been enthralled with the 56"" musky caught by Mike Rousseau - time to move on to wahoo, marlin and tuna?) , lets keep em coming!   (I would contribute but I recently moved to Edmonton, I catch more shopping carts than fish  - on another note, any tips for the Edm area would be appreciated haha!)  Time to buy a fly rod my friend...  Trout are your new friend."
978644,scuro2,2016-08-05 14:29:00,904,"Was it not the liberals that said if Great Britain votes against staying with EU that the stock market would crash and ""THE DONALD"" said no it wouldn't.........  MYTH BUSTING Regardless of what the Donald possibly predicted...did any of you believe that someone said that Britain could crash the world economy with a no vote? No one else did. http://www.ft.com/cms/s/2/70d0bfd8-d1b3-11e5-831d-09f7778e7377.html#axzz4GT3NNXfG  And what do you make of that no-vote? First thing after the vote all the no-vote leaders fall on their swords and the new leadership states there is no possible way it can even think of filing the divorce papers until well into 2017. That's hardly taking a bold step to independence and more like, ooops we may have made a mistake...err what do we do now?  Finally key economic indicators released yesterday paint a bleak picture short term future for a Britain that can't even file the divorce papers: ...financial conditions going forward that look worse then after 2009 stock market crash, helicopter cash infusions, and an interest rate of 1/4 of 1%."
978691,SirCranksalot,2016-08-05 21:19:00,3291,"I find this funny in a weird sort of way!  The problem for Trump, noted the source, is that “at some point there’s just not enough people to keep insulting to be successful”."
978694,Steve,2016-08-05 22:17:00,2075,Trump doesn't stand a chance...not even a close one...  So....  I've bookmarked this thread...and we'll revisit this fall....  I'm sure by then even those in this thread who defended trump will have changed their mind.....
978700,grimsbylander,2016-08-05 22:29:00,3016,"Trump doesn't stand a chance...not even a close one...  So....  I've bookmarked this thread...and we'll revisit this fall....  I'm sure by then even those in this thread who defended trump will have changed their mind.....  Might not take that long...Watch him bail out before the election. He'd rather quit than lose, so he'll make up some lame excuse and try to be a martyr."
978723,Old Ironmaker,2016-08-06 01:59:00,8243,"I agree with Grimsby, I don't think he will be on their ballot in November for one reason or another, lets see. He is being touted as a security risk now, how much of a security risk will he be if elected. The Bildiburgs won't let it happen."
978740,pics,2016-08-06 04:08:00,1268,I just can't see how anyone could support a guy who mocked a disabled reporter... he's running for president for gods sake.. imagine if you had a disabled child who fought their whole life to fit in and succeed only to be made fun of by the presidential candidate.... even if he loses he's already convinced his supporters that the election is rigged so he can't win... either way I see chaos..
978757,scuro2,2016-08-06 11:46:00,904,.... even if he loses he's already convinced his supporters that the election is rigged so he can't win... either way I see chaos..    I'll miss the intelligence of Obama....blowing up one myth at a time.
978758,scuro2,2016-08-06 11:55:00,904,"http://www.nytimes.com/2016/08/05/opinion/campaign-stops/i-ran-the-cia-now-im-endorsing-hillary-clinton.html?_r=0Former Bush CIA head said this about Trump: ""...the character traits he has exhibited during the primary season suggest he would be a poor, even dangerous, commander in chief.  These traits include his obvious need for self-aggrandizement, his overreaction to perceived slights, his tendency to make decisions based on intuition, his refusal to change his views based on new information, his routine carelessness with the facts, his unwillingness to listen to others and his lack of respect for the rule of law.  The dangers that flow from Mr. Trump’s character are not just risks that would emerge if he became president. It is already damaging our national security. President Vladimir V. Putin of Russia was a career intelligence officer, trained to identify vulnerabilities in an individual and to exploit them. That is exactly what he did early in the primaries. Mr. Putin played upon Mr. Trump’s vulnerabilities by complimenting him. He responded just as Mr. Putin had calculated"".  That combination of blowhard ignorance and self absorption has seduced a few here. What word did they use to describe Trump's bigoted and boorish remarks?...""refreshing"""
978769,glen,2016-08-06 15:16:00,2641,The more they don't want trump the more I want him.   Time for a change.
978772,muskymatt,2016-08-06 15:48:00,2608,The more they don't want trump the more I want him. Time for a change. That's perfect rational for electing a nations leader lol !
978773,Old Ironmaker,2016-08-06 16:00:00,8243,I respect your opinion Greg but come on man. Like saying I need a change in my life so I think I'll start smoking crack and see what happens.
978776,glen,2016-08-06 17:18:00,2641,"""When the interviewer asked Clint Eastwood who he would support, Trump or Clinton, the answer was logical: if Clinton is planning to do the same agenda as Obama, then hed go with Trump.  Which brings me to the point: Clinton is an Obama clone. Like him, she lies, is on a power trip, and will continue to spend our hard-earned money for jihadists and crooks. She is a taker, the ultimate hypocrite.  Sure, Donald Trump says stupid stuff sometimes, but its off the cuff and non-politically correct.  Hillary, on the other hand, is cold, calculating and choreographs her words to make you think one thing when the opposite is true. The Democrats are the party of haters and anti-American sentiments. At least the Republicans were pro-America at their convention.  Ill take Trump. The alternative is terrifying."""
978782,landry,2016-08-06 19:32:00,1005,"The way I see it Glen is that both sides sling rumours and hypocritical half truths or lies at each other.  What you hear from politicians or on Facebook may appear to be true and accurate but is often biased or complete Bull.  Hilary is either a liar and self-serving politician or a superb person/leader - depends who u listen to. But all negative reports about her come from Republican based sources or are conversely matched by people who state the exact opposite about her. It's all so confusing and hard to filter for the common person. I'm not saying she's THE answer. However, she at least projects positivity and forward thinking.  Donald, however, constantly spews negativity and fear mongering.  Unfortunately, he gives us firsthand and filmed instances of racism, hate, inaccuracies, lies and a serious lack of understanding of trade, security and basic American constitutional law. He himself gives anyone who is willing to listen with a critical ear all the information one needs to see that he would be an embarrassing stupid, narcissistic, dishonest, arrogant and dangerous world leader.  A good chunk of the world already resents, mistrusts or hates America. Trump would only exacerbate that problem.  Do we need change in North America - dam right! These politicians are out of control, spoiled and unaccountable. Big business is the puppet master. It's sad.  But if you think Trump is the common man's answer - my god - It may be too late for you."
978785,ecmilley,2016-08-06 19:52:00,2163,"I watch it with some amusement, and cant help but think whats really gonna change with either in power"
978787,muskymatt,2016-08-06 20:14:00,2608,https://www.facebook.com/whatever/videos/864287163716028/  Looks like there is hope for The Donald after all bahahhahaha 
978788,leaf4,2016-08-06 21:30:00,2466,http://forward.com/culture/344558/meet-donald-trumps-jewish-architect-whos-now-helping-hillary-clinton/  This is the kind of guy they allow to have as a presidential candidate? They need all the help they can get.
978789,dave524,2016-08-06 21:50:00,4508," This is the kind of guy they allow to have as a presidential candidate? They need all the help they can get.  seems Hillary has a few loose screws as well, she is nothing more than Bill's ticket back to the White House.  "
978815,scuro2,2016-08-07 16:17:00,904,"Sure, Donald Trump says stupid stuff sometimes, but its off the cuff and non-politically correct. Hillary, on the other hand, is cold, calculating and choreographs her words to make you think one thing when the opposite is true    Here is the Donald not speaking off the cuff. It is scripted, he is reading a statement he did not write. Someone has choreographed his words to make you think one thing when the opposite is true. Donald used Ryan's own words to snub him but didn't have the balls to follow through. They told him to dance like a puppet and he said how high? Ryan didn't come to the rally. All the important Wisconsin Republicans snubbed him and none showed up. Establishment Republicans are distancing themselves from him and he is dangling in the wind.  He has only his white people who hopelessly believe that he is a maverick prophet of truth who will lead them back to a pure America. That crowd is good for background filler at his rallies but no where close enough to get him even one swing state. If the election were held today he would be crushed.  So how does Trump win Glen?...does Trump go diplomatic and continue kissing up to his established Republican cousins like a twoface?..or does he go on another rouge bashing bender? No one wants to see the boring Trump and Trump wants his ratings so you know where this is going. He's going to blow up his party."
978821,aplumma,2016-08-07 17:27:00,6896,Is this really what you want to discuss on a fishing thread? It reads like a pack of trolls talking about something that you have no say in. I am really close to locking all political threads since they seem to bring out the worst in people on this forum. Here is fair warning 2 people on this thread are going to be on modQ if they continue trolling members and fanning the flames of debate.  Hopefully this is all I need to say  Be CIVIL post FACTS not dribble from the internet and agree to disagree before typing an insult.   Art
978873,SirCranksalot,2016-08-08 02:19:00,3291,like rats from a sinking ship!  http://www.nytimes.com/2016/08/07/us/politics/donald-trump-gop.html
978561,Pigeontroller,2016-08-04 18:35:00,2793,Lots of tinfoil hats in this one...lol
978564,scuro2,2016-08-04 19:42:00,904,"Interesting, the Trump fanboys see Trump as just another normal candidate who has done some wrong no worse then any other politician. They see this as a normal presidential election."
978567,Old Ironmaker,2016-08-04 20:01:00,8243,"I just can't believe with over 300 million citizens in the US these 2 duffuses were picked amongst them all to become the next President. I may vote Libertarian. I have not registered for a US election but am told since I hold dual citizenship I am eligible to vote, I might look into it. I personally think I shouldn't have a right to vote since I no longer own property there and do not reside there at all now.  I predict that the RNC with impeach or somehow replace Trump before the general election. The RNC needs to get him in line and that isn't going to happen as long as he can hear his own voice. I would be embarrassed to have him as the CEO of a company I worked for, he is not stable, not in the least. I just can not believe good, intelligent, stable people genuinely endorse that guy. It is reported this morning his foreign policy advisors can not get through to him that Nuclear Weapons are there ""not"" to ever be used. What are you thinking I ask those that endorse him? All they do is explain why Clinton is a disaster with passionate rhetoric, never with logic as to why Trump is best to hold office amongst millions of Americans."
978569,fishing n autograph,2016-08-04 20:21:00,2540,I trust an elevator ride with Ray Rice or a drink made by Bill Cosby more than Hillary Clinton lol. Hell i would gladly take  Trudeau and wynn over her lol
978570,manitoubass2,2016-08-04 20:24:00,11391,What I see is an effective lil' troll.
978574,GBW,2016-08-04 20:41:00,8460,What I see is an effective lil' troll. 
978575,Canuck2fan,2016-08-04 20:50:00,1444,"Trump does have a very good chance of winning. I personally can't understand the appeal of electing a person who HAS by deed and speech always been a bully. He always been too afraid to fight anyone straight up over anything who stands a chance of beating him.  He has defaulted on BILLIONS of dollars owed, never paid anyone what they are truly owed except perhaps his lawyers. He has personally NOT won at anything he has ever done, except get the nomination, and picking good lawyers.  He does however tell a great pack of lies. For anyone who thinks he is a successful rich self made man, they should ask themselves why no tax returns? It has been proven time and time again he INFLATES the value and his percentage of any pie he gets his tiny little hands into. Not to mention he has CONSISTENTLY peed away more than he has been able to hang onto over the years. Also he would probably be worth a lot more if he had of just passively invested the money his daddy gave him. There is a reason the only place he can borrow money from now is from the Russian oligarchs....  As for HIllary, what can be said that hasn't already been smeared across Internets.... She is allegedly a crook whitewater etc etc etc. Allegedly a heartless stone cold killer for not spending money the republican congress wouldn't give her for MORE security at the embassy in Benghazi...  Allegedly a treasonous idiot who is bad with email accounts. Yet after the FBI has just spent an estimated 7 MILLION investigating her, the very republican director of said agency didn't find any thing to lay charges against her over....  The only real thing Hillary has going for her is a vote for her is NOT a vote for a certifiable madman.  Hollywood and Bollywood together couldn't pick more dysfunctional candidates in a fantasy election from hell...  Popcorn INDEED!!!!!"
978577,Sterling,2016-08-04 21:10:00,477,Lots of tinfoil hats in this one...lol  Who is this remark directed toward?
978581,manitoubass2,2016-08-04 21:25:00,11391,Best post in this turd of a thread???
978582,Fish Farmer,2016-08-04 21:27:00,2234,"Trump all the way, he calls a spade a spade, and I bet he'd sooner catch a Sheephead over a Walleye and eats Muskie fillets, and centre pin Steelhead while in full spawn, My Man. Remember the senate pulls the strings."
978583,AKRISONER,2016-08-04 21:30:00,5558,"I trust an elevator ride with Ray Rice or a drink made by Bill Cosby more than Hillary Clinton lol. Hell i would gladly take Trudeau and wynn over her lol  come on son...now you are going too far  That one hurt the most cause they actually stole money straight outta my pockets, at least with the american election i can afford the popcorn to sit back and watch with.   Trump all the way, he calls a spade a spade, and I bet he'd sooner catch a Sheephead over a Walleye and eats Muskie fillets. My Man. Remember the senate pulls the strings.   He also calls mexicans rapists and criminals"
978590,John Bacon,2016-08-04 21:46:00,3277,Maybe... But if I had a say I'd vote for the creature from the black lagoon before I'd vote for Trump.   Is that where Hillary is from...
978594,muskymatt,2016-08-04 22:33:00,2608,Trump is a lunatic and anyone who votes for him should seriously step back and look at this clown and the damage he could do globally if elected. Would anyone seriously trust this bozo with nuclear arms? 
978595,landry,2016-08-04 23:13:00,1005,I don't think k I could spend a day in a boat with a Trump supporter. I would have a hard time getting past that.
978596,Steve,2016-08-04 23:17:00,2075,"that's why its best not to ask political, or religious questions, while fishing."
978599,scuro2,2016-08-04 23:39:00,904,"Best post in this turd of a thread  Wasn't it you who had one of the initial posts telling us that this thread should be closed as soon as it was opened?  So we can blather on about climate change being a hoax for pages and pages and you gladly take part, but when we examine Trump who is openly being questioned about being mentally unhinged, this makes you feel uncomfortable? Just saying"
978600,Mister G,2016-08-05 00:05:00,1429,"Was it not the liberals that said if Great Britain votes against staying with EU that the stock market would crash and ""THE DONALD"" said no it wouldn't........."
978607,tb4me,2016-08-05 01:16:00,3295,"Was it not the liberals that said if Great Britain votes against staying with EU that the stock market would crash and ""THE DONALD"" said no it wouldn't......... its funny as I didn't hear Trump say that but we did do quite impressive in the last quarter our investments were shockingly well off considering Brexit was going to make the sky fall..Can they do it again somehow, cause our investors made good money.."
978610,manitoubass2,2016-08-05 01:54:00,11391,Im just sick of threads that go nowhere but divide people.  Your post is as ignorant as trump.  Your climate change thread was a nother beauty troll post.  Only reason I regretfully took part is that it gets boring sitting in a work truck.  Now things at work have picked up so I can now avoid your threads and save a few brain cells.  Kudos to you for voicing your opinions though?. Ill kindly pass from now on
978614,NANUK,2016-08-05 02:36:00,797,Best policy ! ?
978618,jbailey,2016-08-05 07:39:00,866,"Im just sick of threads that go nowhere but divide people.  x2. def agree.. i thought we were all here to brag and exploit our common interest of landing lunkers! ...or in my case, day dreaming about it anyway!  There have been some solid fishing reports lately (have to admit, i've been enthralled with the 56"" musky caught by Mike Rousseau - time to move on to wahoo, marlin and tuna?) , lets keep em coming!   (I would contribute but I recently moved to Edmonton, I catch more shopping carts than fish  - on another note, any tips for the Edm area would be appreciated haha!)"
978619,leaf4,2016-08-05 09:44:00,2466,Another gift from my favourite Australianhttps://youtu.be/CceQISThDYQ
978621,scuro2,2016-08-05 10:49:00,904,"Im just sick of threads that go nowhere but divide people.  Your post is as ignorant as trump.  Your climate change thread was a nother beauty troll post.  Only reason I regretfully took part is that it gets boring sitting in a work truck.  Now things at work have picked up so I can now avoid your threads and save a few brain cells.  Kudos to you for voicing your opinions though. Ill kindly pass from now on  You're a funny guy. That denier climate change thread was certainly not my thread but you must of posted like 50 times on it, did you start that one? Work must have been INCREDIBLY boring for you!!!!! ...as for you avoiding this thread, Bwahahahahha  Meanwhile my initial statement on this thread has come true...latest polling has come out and Trump is cratering. I guess you can't attack the military and your own party and not take a hit.  Have you noticed that Trump has been relatively silent for a day after he attacked his own speaker of the house? That won't last.  As I predicted previously my bet is that he gets back to his ""normal"" and attacks new targets like the super rich and continues torching establishment Republicans. He will lose running a straight election and 70% of his base are angry white people who like a good bonfire. It's the only way he can keep his TV ratings up, he loves his ratings."
978626,lookinforwalleye,2016-08-05 11:25:00,4399, I always wondered who in their right mind would actually cast a vote in favour of making Donald Trump the President.  Ultra right wing middle aged white folk....here is your bed sheet and pointy hat sir!!!
978627,lookinforwalleye,2016-08-05 11:29:00,4399," x2. def agree.. i thought we were all here to brag and exploit our common interest of landing lunkers! ...or in my case, day dreaming about it anyway!  There have been some solid fishing reports lately (have to admit, i've been enthralled with the 56"" musky caught by Mike Rousseau - time to move on to wahoo, marlin and tuna?) , lets keep em coming!   (I would contribute but I recently moved to Edmonton, I catch more shopping carts than fish  - on another note, any tips for the Edm area would be appreciated haha!)   Nice thought but if you took away the the non fishing component there would not be much left...."
978509,scuro2,2016-08-04 02:34:00,904,"Did Donald Trump blow up his campaign? Does he intend to blow up the Republican party and become a martyr/messiah anti-establishment god?  Or does he simply want to blow up the world? In reference to the US nuclear arsenal he stated, ""Three times he asked. At one point, 'If we have them, why can't we use them?'""http://www.abc.net.au/news/2016-08-04/donald-trump-nuclear-weapons-national-security-expert-critical/7688522"
978510,Steve,2016-08-04 02:45:00,2075,he'z nuts.  truly has no chance....  but sure is fun to watch.
978512,manitoubass2,2016-08-04 04:36:00,11391," The media is as reliable as trump is stupid.  Funny they report it 3 months after it ""apperently"" happened.  Trumps an idiot, hillary is a criminal.  End thread"
978516,fishing n autograph,2016-08-04 11:15:00,2540,"Could be worse, Hillary in the past has threatened to target Russia Iran and China with military action. Then she turned around and sold 20% of the country's uranium to Russia"
978517,Sterling,2016-08-04 11:38:00,477,"Trumps an idiot, hillary is a criminal.  Nail on head. Both candidates are awful, and you can't polish a turd. It drives me nuts when I hear women voting for Hillary because she's a woman. Since when is it a good idea to vote based on gender, religion, or anything of the sort?  Sanders is the only one whose heart is in the right place and he was cheated out of the nomination by the DNC."
978518,dave524,2016-08-04 12:05:00,4508," Nail on head. Both candidates are awful, and you can't polish a turd. It drives me nuts when I hear women voting for Hillary because she's a woman. Since when is it a good idea to vote based on gender, religion, or anything of the sort?   Heard it said "" If you voted in 2008 to prove you are not a racist, you need to vote for some one else in 2012 to prove you are not an idiot "" looks like the same idiots are going to vote again in 2016 to prove they are not sexist."
978519,netminder,2016-08-04 12:17:00,514," Heard it said "" If you voted in 2008 to prove you are not a racist, you need to vote for some one else in 2012 to prove you are not an idiot "" looks like the same idiots are going to vote again in 2016 to prove they are not sexist. Maybe... But if I had a say I'd vote for the creature from the black lagoon before I'd vote for Trump.  edit to add: Actually, it has nothing to do with the gender of the candidate to prove you're not sexist, racist, homophobic, etc. You just have to not vote for the candidate that is sexist, racist, homophobic..."
978522,fishing n autograph,2016-08-04 12:41:00,2540,"The only difference between the two is that trump isn't hiding his true feelings and Hillary is just as racist, sexist and homophobic. She's just pandering for votes and if you go back and listen to everything she's said over the last 10 years you will see"
978523,grimsbylander,2016-08-04 12:50:00,3016,"The only difference between the two is that trump isn't hiding his true feelings and Hillary is just as racist, sexist and homophobic. She's just pandering for votes and if you go back and listen to everything she's said over the last 10 years you will see  I always wondered who in their right mind would actually cast a vote in favour of making Donald Trump the President."
978525,OhioFisherman,2016-08-04 13:01:00,6623,"Not a fan of either party or their candidates, and even Sanders left too many questions unanswered, another hold my nose and vote election year."
978527,SirCranksalot,2016-08-04 13:21:00,3291, I always wondered who in their right mind would actually cast a vote in favour of making Donald Trump the President. I'm afraid you are grossly underestimating the number of crazy people out there!
