977898,Freshtrax,2016-07-28 15:10:00,2215,Wireings  not complicated.   Just replace one wire at a time till your done.
918457,tb4me,2015-06-04 01:04:00,3295,Ok here's something new..I called Monaghan lumber about marine grade plywood. They say that they have a 3/4 inch pine marine grade ply for $70 a sheet.I have never heard of this..Anyone have experience with marine grade pine plywood?
918460,HTHM,2015-06-04 01:25:00,4082,"Marine grade, by definition, has no voids, and is glued with a waterproof adhesive. So, I think pine could work as well. Those who know more, please correct me."
918461,Kerry,2015-06-04 01:35:00,383,"The plywood I got at Home Hardware in Orillia was 3/4 "" Marine Grade maple. It was stamped marine grade. I think at the time I payed 110 + for a sheet but that was a few years ago.It was 7ply if i remember right. Kerry"
918478,Tim Mills,2015-06-04 02:53:00,476,"I bought marine ply at Robert Bury in Mississauga.  not all marine ply is the same, some species are more dense and rigid than others. if you are in the Etobicoke area, Kipling and Dundas stop by Noah's Marine Supply, knowledgable staff and a good selection of products."
918520,MrSimon,2015-06-04 15:43:00,217,"At those prices, you could almost get a custom cut sheet of aluminum.  Might be worth looking into."
918634,Sinker,2015-06-05 13:02:00,8692,"Call a sign shop and get a price on sign board. Its almost the same as marine grade plywood. Basically good quality plywood, with a different glue that resists water.   I used PT in mine.  S."
918656,dave524,2015-06-05 14:42:00,4508,"The big difference between marine grade plywood and exterior is not in the glue but in the integrity of the plys as far as voids and knots, seriously unless you are building an actual hull out of plywood you are wasting money springing for the extra bucks for a floor that you're going to cover with carpet anyway, seal it well though."
976936,tb4me,2016-07-18 16:03:00,3295,"So I was finally able to get back to work on the Smoker Craft...Yikes having friends that let you use their boat is both good and bad. Good is I haven't missed a beat..She is a smaller boat but I have spent the last 7 months in it on and off. We finally got back to the Smoker Craft though..Saturday was a big day..Finished the gutting, drilling of the rivets and started with sanding scraping and using the Goof Off on the heavy residue..I decided to go with Marine grade 3/4 inch ply..$500 for 4 sheets...Yikes. The sheets are cut and ready for sealing..Do you all think I should use primer or resin, or both?  As you can see I got lazy and didn't bother to remove the center console..It is completely rotten on the bottom where that soft floor was so im going to  try to rebuild it in place..Height of laziness I know...lol. I was able to get 90% of the carpet residue off with a orbital sander and a scraper. The rest had to be rubbed off. I went with Goof Off over acetone only because that's what I had on hand yesterday...lol Here are some pics..Ill try to do better at keeping this thread alive until i'm finished the boat..Oh any good places to get marine grade vinyl at a reasonable price? I'm also looking for a good used fish finder as I cant afford to spend a ton on this thing right now.."
977211,pics,2016-07-21 03:07:00,1268,Check out Lens mill store for Marine Vinyl.. they have it for $19 a yard and I think it's 72 inches wide
977367,2 tone z71,2016-07-23 02:38:00,1311,That's looking great ..keep it up she will be a fine vessel in no time
977383,Mister G,2016-07-23 10:48:00,1429,"3/4"" plywood seems a bit on the HEAVY side for this project."
977405,Steve,2016-07-23 14:45:00,2075,"3/4"" is standard."
977412,NANUK,2016-07-23 16:41:00,797,What are you doing with flotation foam ?
977415,tb4me,2016-07-23 16:50:00,3295,"What are you doing with flotation foam ? Not a thing I did a test on the foam and all is well..There are foam blocks in the bow, that are hurting a little. They pop right out so i was thinking I may make some new ones with some polystyrene foam from home depot.. Under the plywood floor for the rest of the boat the foam was 100% intact"
977416,tb4me,2016-07-23 16:52:00,3295,"3/4"" plywood seems a bit on the HEAVY side for this project. There was 1/2 in the boat that I pulled out in tiny pieces. I decided to go with 3/4 inch pine marine grade plywood. Its actually lighter then maple 1/2 inch marine ply."
977417,tb4me,2016-07-23 16:54:00,3295,Check out Lens mill store for Marine Vinyl.. they have it for $19 a yard and I think it's 72 inches wide crap.. now you tell me..lmao always the way..I literally just picked up my flooring at Proctor marine in Simcoe. $350 for 21 feet. I think I may have got some drool on the new E-TEC 90 HO ....I see a credit application in the near future..That and a transom swap...lol
977418,dave524,2016-07-23 16:57:00,4508,"I think the stuff at Len's is for upholstery , seats and cushions, not flooring."
977420,Mister G,2016-07-23 17:12:00,1429,"crap.. now you tell me..lmao always the way..I literally just picked up my flooring at Proctor marine in Simcoe. $350 for 21 feet. I think I may have got some drool on the new E-TEC 90 HO ....I see a credit application in the near future..That and a transom swap...lol I thought 3/4"" seemed heavy and would of went with 5/8"" if available........but I would rather have the 3/4"" then the cheap 1/2"" they put in boats....  I have the  a new (2015) E-TEC 90 HO on my boat and everyone I take out is really impressed with the outright power it has. So far it's GREAT.......did use a bit of oil during the break-in period, but now it sips it....  If you decide to get any E-TEC buy it during the winter when Evinrude extends their 3 year warranty to 7 years......it's 5 years if purchased in the fall.....  And the NO MAINTENANCE for 3 full years or 300 hours is a dream come true...  If you get a E-TEC let me know and I'll turn you onto a discount oil place that will save you about $10 per gallon if you buy 6 gallons or more.."
977866,tb4me,2016-07-28 01:57:00,3295,So.... any marine electrical guys here? Sigh....I got looking under the dash of the boat to see whats involved with just removing the whole console. Much to my suprise I found this....Wires burnt and stuck together..Dont ask me what happened..When I first got the boat all the gauges worked. One day they just quit. all except for the amp meter. None of the gauges light up anymore either. I'm at a loss here..can anyone help? im willing to pay..This is not what I was looking for when I went up under there...Yikes
977872,DRIFTER_016,2016-07-28 03:08:00,10439,"If I  wasn't 6,000 kms away I would do it for you. You cna always road trip up here.  Pretty easy wiring in boats. When I redid my helm I put in a quick disconnect plug so I can easily remove the whole cluster by just removing the bolts that hold it in.      "
977876,tb4me,2016-07-28 04:51:00,3295,Nice.. 6000 kms eh...lol I wish I was as skilled as that..Good job..I love that compass..That's my last name...lolThere is an automotive electrical place here in town..I think I may take it to them..Im not comfortable taking on that task..
914905,Kerry,2015-05-12 23:15:00,383,No one else piped in about this so I thought I would. I redid the floor in my old Starcraft about 9yrs ago.I used normal 1/2 inch plywood for the flooring and covered it with the duradek vinyl floor and it was great. However you made a point of stating you were going to seal all the wood including the cuts.When i did mine I used varathane on the two sides of the plywood and left the sides of the wood open so it could breathe.I figured in a marine environment it may be better to allow the wood a chance to dry rather than hold water if the bilge was to flood to any point.Maybe someone else has a better answer for that.Anyway the floor was solid and the vinyl was still in great shape when I sold it so I figured it was OK to do that. Kerry
914907,aplumma,2015-05-12 23:26:00,6896,Acetone can be used safely but it needs to be well ventilated when used in large amounts. Here is the safety sheet for it   http://mfc.engr.arizona.edu/safety/MSDS%20FOLDER/Acetone.pdf  It is one chemical that I didn't treat  with enough respect and thankfully only got a blinding headache for 2 days as a penalty.  Art
914908,irishfield,2015-05-12 23:31:00,26272,I use it daily Art... surprised I still have kidneys.
914909,misfish,2015-05-12 23:35:00,29133,Cardboard is your friend for templates.
914911,DRIFTER_016,2015-05-12 23:38:00,10439,"I use it daily Art... surprised I still have kidneys.  You do realize yer not supposed to drink it, right?"
914920,tb4me,2015-05-13 00:20:00,3295,I was told that acetone can get into your blood via osmosis and is very damaging.. Always wear gloves..
914931,irishfield,2015-05-13 00:46:00,26272,"So they say.... Gloves just dissolve. I asked my Doctor and good friend about it one time and he knows I use it daily, bare handed, and he told me I had more important things to worry about. A one time deal doing your boat isn't going to hurt you if you at least have ""workers"" hands. I actually clean my hands with Acetone at the end of most days before going in the house to wash up.  Now MEK.. I won't touch unless I have to. One good splash in your eye and you'll be blind before you can find a tap to wash your eye out."
914947,tb4me,2015-05-13 01:40:00,3295,"So they say.... Gloves just dissolve. I asked my Doctor and good friend about it one time and he knows I use it daily, bare handed, and he told me I had more important things to worry about. A one time deal doing your boat isn't going to hurt you if you at least have ""workers"" hands.  Now MEK.. I won't touch unless I have to. One good splash in your eye and you'll be blind before you can find a tap to wash your eye out. Thats good to know..Ill give it a try this weekend for sure..What is MEK?"
914948,irishfield,2015-05-13 01:41:00,26272,Stuff you don't want to play with.. but it's another cleaning solvent and has many other uses.
914955,tb4me,2015-05-13 02:05:00,3295,"Stuff you don't want to play with.. but it's another cleaning solvent and has many other uses. Fair enough..lol  Anyway I said earlier I broke apart the trim switch when pulling the wires off the back. Im looking for  new one that will fit..Size doesnt seem to be an issue as they all look pretty much the same size..But all I can find are on off on switches. I need a trim switch that returns to neutral when not being used. On or off wont work, Does anyone know what that switch is called? I searched trim switch and rocker switch but cant come up with the right one does anyone know where I can find one..Here is the size and similar type I need but not on off on  http://www.ebay.ca/itm/Waterproof-Green-LED-Light-Rocker-Switch-On-Off-Boat-Marine-Electrical-3-Pins-/271418474541?hash=item3f31cd402d&vxp=mtr"
914956,DRIFTER_016,2015-05-13 02:13:00,10439,"Fair enough..lol  Anyway I said earlier I broke apart the trim switch when pulling the wires off the back. Im looking for  new one that will fit..Size doesnt seem to be an issue as they all look pretty much the same size..But all I can find are on off on switches. I need a trim switch that returns to neutral when not being used. On or off wont work, Does anyone know what that switch is called? I searched trim switch and rocker switch but cant come up with the right one does anyone know where I can find one..Here is the size and similar type I need but not on off on  http://www.ebay.ca/itm/Waterproof-Green-LED-Light-Rocker-Switch-On-Off-Boat-Marine-Electrical-3-Pins-/271418474541?hash=item3f31cd402d&vxp=mtr  The switch you want is a double pole, double throw, center off switch.  http://www.ebay.com/itm/30-Amp-Double-Pole-3-Position-On-Off-On-Rocker-Switch/400079076572?_trksid=p2047675.c100005.m1851&_trkparms=aid%3D222007%26algo%3DSIC.MBE%26ao%3D1%26asc%3D30542%26meid%3Deb28280fb0334deeac56b789c83f0a3a%26pid%3D100005%26rk%3D3%26rkt%3D6%26sd%3D7620487945&rt=nc"
914962,Gerritt,2015-05-13 02:43:00,6129,"Located in Brighton,work in Belleville. former licensed carpenter. (Changed careers for better pay ) Willing to lend a hand if your within a reasonable distance. I have also rebuilt a boat (my own! Mind you from the ground up)....  Willing to lend a hand, or offer a bit of advice.  G"
914981,DanD,2015-05-13 10:38:00,2223," The switch you want is a double pole, double throw, center off switch.  http://www.ebay.com/itm/30-Amp-Double-Pole-3-Position-On-Off-On-Rocker-Switch/400079076572?_trksid=p2047675.c100005.m1851&_trkparms=aid%3D222007%26algo%3DSIC.MBE%26ao%3D1%26asc%3D30542%26meid%3Deb28280fb0334deeac56b789c83f0a3a%26pid%3D100005%26rk%3D3%26rkt%3D6%26sd%3D7620487945&rt=nc  That one would work; but it's a click on and click off type switch. I think he'd be better off with a momentary switch; meaning you would have to hold the switch on in either the up or down position and shuts off when released. The catalogs usually list them with these abbreviations ""Mom On/Off/Mom On"" in their description. Something like this one; but water resistant.  http://www.grote.com/products/82-2110-momentary-toggle-switches-mom-onoffmom-on/  I would think most any marine parts counter can get you one; if you can't find one online?  Found this one on iBoats   http://www.iboats.com/Switch-Contura-MomOn-Off-On-SPDT-Black-Blue-Sea-Systems/dm/cart_id.079765413--session_id.689260029--view_id.1093194  Dan."
914987,dave524,2015-05-13 11:04:00,4508,"So they say.... Gloves just dissolve. I asked my Doctor and good friend about it one time and he knows I use it daily, bare handed, and he told me I had more important things to worry about. A one time deal doing your boat isn't going to hurt you if you at least have ""workers"" hands. I actually clean my hands with Acetone at the end of most days before going in the house to wash up.  Now MEK.. I won't touch unless I have to. One good splash in your eye and you'll be blind before you can find a tap to wash your eye out.  Most women use nail polish remover which is basically acetone regularly, so it could have some behavioral effects. Methyl Ethyl Ketone , we used it a lot as a solvent in the coil coating industry, not nice stuff."
915040,DRIFTER_016,2015-05-13 15:52:00,10439," That one would work; but it's a click on and click off type switch. I think he'd be better off with a momentary switch; meaning you would have to hold the switch on in either the up or down position and shuts off when released. The catalogs usually list them with these abbreviations ""Mom On/Off/Mom On"" in their description. Something like this one; but water resistant.  http://www.grote.com/products/82-2110-momentary-toggle-switches-mom-onoffmom-on/  I would think most any marine parts counter can get you one; if you can't find one online?  Found this one on iBoats   http://www.iboats.com/Switch-Contura-MomOn-Off-On-SPDT-Black-Blue-Sea-Systems/dm/cart_id.079765413--session_id.689260029--view_id.1093194  Dan.  You are correct Dan. Missed that it wasn't a momentary switch."
915057,irishfield,2015-05-13 17:41:00,26272,Well considering the fight I had this morning with some thick tape residue... you may want to tray a small can of Acetone first before you go out and buy any quantity to try on the glue! You may have to remove it mechanically..
915145,tb4me,2015-05-14 04:13:00,3295,What about goof off? would it hurt the aluminum? Thanks for the heads up on the switch! Im going to order one tomorrow..
915146,DRIFTER_016,2015-05-14 04:32:00,10439,"Depending on what glue they used you may be able to get by with just the scraper I suggested. That is all I used, but I did replace with carpet and any slight imperfections were not noticeable. I would go with the scraper and if you need to get it smoother try the acetone or other glue removing liquids or a wire wheel on a drill to get it smooth enough for your liking."
915150,DanD,2015-05-14 10:59:00,2223,"Scraper and a heat gun. Warm the glue up just enough to soften it and then scrape it off. Yes you have to be careful not to overheat the area, you're working on; but it works. I've removed glued on advertisement stickers from cars & trucks this way and haven't burnt any paint YET. LOL I would work on small areas at a time; then move to a completely different area, allowing the first to cool. Too much heat in a large area could warp the metal. The wife's hair dryer is not hot enough or you'll burn it out. Get a proper heat gun for this and I'll bet you'll find 100's of uses for it even after this project.  Dan."
915165,Sinker,2015-05-14 12:57:00,8692,"Scrape off what you can, and re-glue carpet back on. Can't see it in my boat either.  S."
915177,MrSimon,2015-05-14 14:23:00,217,"I've had good luck with big disk sanders ... or even a small palm sander.  Like the others guys said, it doesn't have to be perfect.  Just knock down all the big ridges and smooth everything out."
915241,tb4me,2015-05-14 21:09:00,3295,I wanted to paint the aluminum where its on a side wall type spot and glue vinyl everywhere else..No more carpet..I want to be able to wash this boat after every use.. I also wanted to maybe paint the aluminum everywhere but the floor.. I want clean ans simple..Nothing worse then getting hooks snagged into carpet..My daughter was a master at that..
915323,JoshS,2015-05-15 14:40:00,729,I got glue off easiest with a wire cup brush on the hull then a glue remover solution (http://reviews.canadiantire.ca/9045/0491051P/ds-super-ds-super-remover-paint-glue-and-varnish-remover-reviews/reviews.htm - worked better than acetone for me). Belt sander for the wood was the easiest.  It's a labour of love but rewarding!
915395,aplumma,2015-05-15 23:33:00,6896,here is what I use when I am cleaning aluminum  http://www.zoro.com/vortec-cup-brush-3-in-14-in-4-500-rpm-36452/i/G0724017/?utm_source=google_shopping&utm_medium=cpc&utm_campaign=Google_Shopping_Feed&gclid=CL-u65j0xMUCFQWRHwodzYEAvA&gclsrc=aw.ds     Art
915406,smitty55,2015-05-16 02:08:00,928,What is MEK?  Methyl Ethyl Ketone. Common in the airline maintenance industry. It removes stuff that other solvents don't touch. Seen it first hand and that's what the AME told me when he was cleaning some old adhesive off an aircraft panel.  Cheers
914580,tb4me,2015-05-11 03:38:00,3295,"So here's what I decided to start this weekend..I wanted to dive into this in April but the boat was in lock down in a barn.. I just got her out this weekend. The floors were soft the last 2 years so i milked it as long as possible.. Well I have to admit im in it up to my eyes..Its an 18 foot with 2 live wells and a walk thru window. The floor is so bad the only thing keeping me from falling thru is the carpet. The passenger console came right off, the screws holding it to the floor came right out effortlessly... All i had to do was drill out the side rivets and lift it out..Now the drivers side is where I need the advice..Its just a bad and rotten as the other side. My question is, is there any way to take that section of floor out without disconnecting all the cables, steering and wiring? Can it just be lifted a little to drill out the old rivets and slide new plywood under, or is this a major project now including ripping all that apart too?Also what about that monstrosity of a fuel tank.. I dont use it as its part full of water. I have never used it in the 3 years I have owned this boat.i want to get it out of there as there seems to be a way for water to get in it. If I drill out all the rivets that hold those 5 inch aluminum strips will that mess up the structural integrity of the vessel? Ill be replacing everything with aluminum rivets and stainless hardware. I will also be using 3/4 inch fur plywood coated with resin all over including the cuts. Is there any more advice you all want to lend? How about a hand? lol all the beer you can drink (after) and some awesome fishing  on the Trent River!Edited to add that ill be using marine grade vinyl flooring when its all done.. "
914583,DRIFTER_016,2015-05-11 04:44:00,10439,"Your in it far enough that you should do it right. The steering cable is easy to disconnect from the helm. The wiring, not so much but is not a big deal if you take your time and make good notes of where all the wires are supposed to go.  Looks like no issue removing and reinstalling the straps over the gas tank. Why not replace it with a plastic or fiberglass unit?   FYI, this is the kind of project you do in the garage in the winter."
914584,tb4me,2015-05-11 04:52:00,3295,I wont get back up there until Friday for the long weekend.. So I have a ton time to plan..I was thinking of installing a new smaller tank and adding in floor storage. Right now we just use a red marine fuel tank. Man i really dont want to tear all that wiring apart. When i took the front apart the switch broke for the motor trim when i was gently pulling the wires off the back of the switch. Good luck replacing that switch now..I hear ya Dave my gut tells me to rip it all out but im no electrician.
914585,tb4me,2015-05-11 05:01:00,3295,Would also love any tips for getting all the glued on carpet off the aluminum of the boat?  Its under the gunnel (SP) and everything..
914586,DRIFTER_016,2015-05-11 05:03:00,10439,"When I rebuilt the helm in my boat I put quick disconnects in the wiring harness for easy removal. I also installed a new power center and VHF as well as new gauges, steering wheel, steering wheel and helm......  This is what it looked like before.    And my wiring on the back side of the new helm.    And the after view. The cover on the switch plate comes off and there are fuses underneath it. Saves having to crawl under the dash to find out which one is dead if there is a problem.    "
914600,aplumma,2015-05-11 11:57:00,6896,"The fuel cell can be removed but make sure you replace it with one that is rated for being covered. You can not put a mobile cell in, The fiberglass cells are prone to dissolving in ethanol so plastic or aluminum is preferred. Wires are not scary  if you take your time. I usually replace all of the wiring and make my own loom but if that is not something you are comfortable with then you can get assorted wire connector blocks and cut them and install the disconnect as you go. The 2 plates that you remove to remove the fuel cell need to be reinstalled for support. Electronic shops or auto store sell the disconnects or on line is also a good option. The most important thing is to take your time it took me over 2 months to get a Ranger back together.   Art"
914601,dave524,2015-05-11 12:15:00,4508,"Smokercraft, Sylvan,  Starcraft I think they are related companies like Chev, Pontiac and Buick, anyway the Starcraft forum on iboats has some of the best rebuilds of tin boats out there with a lot of experienced people commenting and coaching along the way. Maybe start with the 3rd sticky on rebuilds and restorations .  http://forums.iboats.com/forum/owners-groups-by-manufacturer/s/starcraft-boats"
914603,porkpie,2015-05-11 12:31:00,2521,"No advice to offer, but that looks like an early 90's Phazer.  If so, great boat!  You'll be very happy once you've put the work into it!  Good luck, and look forward to seeing the finished product!"
914606,wkrp,2015-05-11 13:33:00,656,When you remove all the fasteners holding down the  the console you should be able to raise the console up and it should give you plenty of room to replace the floor section without disconnecting anything.
914622,tb4me,2015-05-11 15:12:00,3295,"No advice to offer, but that looks like an early 90's Phazer. If so, great boat! You'll be very happy once you've put the work into it! Good luck, and look forward to seeing the finished product! Good eye! Thats exactly what it is..Im reading in the manual its not an 18 footer at all...Its a 17.2 lol"
914623,tb4me,2015-05-11 15:14:00,3295,Thanks for all the advice and the link..Ill keep you all posted as to my progress..The boat is not here with me so ill only get to work on it when im at the trailer..Thats going to kill me softly...lol
914674,glen,2015-05-11 20:58:00,2641,Raise console a bit and replace wood under it. Get it done before summer is over.
914684,tb4me,2015-05-11 22:04:00,3295,Raise console a bit and replace wood under it. Get it done before summer is over. Lol thats what i was thinking too..However I just heard back from my good friends from Ohio.. They have given me use of their 14 footer for as long as they are not here in Canada! So knowing that now I may just take it completely apart and do it right.
914695,misfish,2015-05-11 22:33:00,29133,"Any chance you can convert it into a tiller,,,,,,,,,,,,,,,,,,,  Look forward to your end result. Looks like you have a boat load of work there."
