955221,Sinker,2016-01-28 13:24:00,8692,Nicv bike. A buddy of mine just got one too. He also bent part of the plow. What did you break?  S.
955105,limeyangler,2016-01-27 15:38:00,5204,"Hi all,   Brought my new toy home yesterday. Did not have much time to try her out, but will be putting some miles on soon enough. 2016 Yamaha Grizzly 700 EPS SE…..sweet ride!   Got a 60 plow with it, winch, hand and thumb warmers with  2 auxiliary for heated visor and heated seats.   Went and had it registered and insured this afternoon, tomorrow should be fun, especially with snow forecast!!   I have about 2 hours total riding experience of these machines, and ZERO plowing experience……both levels of experience about to show a steep upward curve!   Hopefully Yamaha's reputation for reliability is also part of my experience, as my technical/mechanical abilities are limited( although I'm getting a bit more knowledgable these days)   I have to also say thanks to all you guys that gave input a few months back when I posted about my impending purchase, all good info, once again OFC proves what a cool place it is. I also bumped into Ben Beattie this fall while out bird hunting/fishing….he was on a similar yamaha, sorry Ben…liked the colour….got the same .   Roloff has already given chase to it and shows no discernible preference between it and the snowmachine. My wife also realized she could take Jack for rides around our neighbourhood all year round, she is happy=I am happy   Back lakes I have only dreamed about will be visited also, can't wait. And all those little trails off to the side of the logging roads will be visited also.   Bird hunting next year? BRING IT!   Had good service from the dealership in Winnipeg, not so great in Dryden, why I travelled, so much for shop local….but I tried…again…their loss and my loss which is a shame…but I won't be lied to blatantly and held ransom to geography….principles. (sometimes it feels like cutting off my nose to spite my face though).   But that is history…….and all that is left to do is to go out and use this machine to enhance my love of the outdoors.    Its a short life….GRAB IT BY THE HEATED GRIPS AND GO!       2016 YAMAHA GRIZZLY 700 EPS SE                             "
955107,manitoubass2,2016-01-27 15:44:00,11391,Youll have a blast!  I bet money you basically plow your whole yard today just because lol.  She coming down hard their yet? It just started here and its heavy
955108,vance,2016-01-27 15:47:00,719,Sweet ride it will last you many many many years !!  vance
955111,limeyangler,2016-01-27 15:55:00,5204,"Youll have a blast!  I bet money you basically plow your whole yard today just because lol.  She coming down hard their yet? It just started here and its heavy  It is blowing a blizzard here as I type.   Gonna wait till later when it dies down to plow, will also be able to do around the ice shack for the boys who have been doing it for me for years…..will feel good to return the favour!   Sweet ride it will last you many many many years !!  vance   Thanks Vance, like I said, the reliability reputation went a long way to persuade me to go with the Grizz."
955112,davew3,2016-01-27 16:24:00,430,"Very nice,   looking for something similar myself.  Are you able to mount a two up seat on this?  From what I have seen of  your reports and where you live I see a lot of adventures coming you way.  Enjoy."
955113,limeyangler,2016-01-27 16:26:00,5204,"Very nice,   looking for something similar myself.  Are you able to mount a two up seat on this?  From what I have seen of  your reports and where you live I see a lot of adventures coming you way.  Enjoy.   Yes, you can mount 2 up seats, lots to choose from."
955117,Joey,2016-01-27 16:40:00,9122,"Sweet new ride, congrats Simon"
955119,Fisherman,2016-01-27 17:08:00,7201,I'll try to send you a couple of pics for your plow hook up so you don't stretch the brown out of the cable and snap the hook off.
955120,limeyangler,2016-01-27 17:20:00,5204,"I'll try to send you a couple of pics for your plow hook up so you don't stretch the brown out of the cable and snap the hook off.    That would be awesome, I have the front mount plow, seemed to lift way higher and easier to put on."
955127,wormdunker,2016-01-27 18:38:00,1711,"That's awesome Simon!  Looks sweet!  The fish are not safe any more!!  I'm eyeballing a 700 Grizz.  I had a new Polaris 500 in 2012, sold it after hearing of the cold starting issues while out in the middle of the lake.  I hear nothing but good reports for the 700 Grizzly.  Have fun!"
955143,manitoubass2,2016-01-27 20:18:00,11391,"What was the cost simon? If you dont mind me asking? And the difference between ON and MB?  I was eying this up 2 months ago but with all the trimmings shes 15,000. Not sure im ready to pull the trigger but im tempted  "
955144,Joeytier,2016-01-27 20:20:00,3990,"Awesome bike, Simon, would love to get one myself.  No excuses not to hit the back lakes now, that Yammy will pull your boat like its not even there."
955149,limeyangler,2016-01-27 21:15:00,5204,I JUST $#$%^ING BROKE THE PLOW!!!!!
955151,manitoubass2,2016-01-27 21:30:00,11391,What????
955153,manitoubass2,2016-01-27 21:46:00,11391,"How the heck?  There is like 5"" of snow on the ground"
955155,Old Ironmaker,2016-01-27 22:09:00,8243,"Good idea to get one of those beauties where you are, after you buy a home.  If I lived where you are Simon I'd have more than one or a side by side. The problem around here is too many citiots from Toronto coming out here calling 5/0 complaining about the noise and the OPP comply. Those fish in the back lakes and streams are now endangered. I bet the first aftermarket add on will be a top so you can have fun plowing in a blizzard. The young fellow that plows our 1KM common laneway here has a snowblower on one machine and a plow on his second. I love helping him do the laneway on the plow but it's not fun if the wind is blowing on shore at 50KPH or more. Have fun."
955156,chris.brock,2016-01-27 22:10:00,4053,I JUST $#$%^ING BROKE THE PLOW!!!!!  Oops. Should be warranty covered.  Trouble free riding for years now. Looking forward to your upcoming back lake reports.
955157,Weeds,2016-01-27 22:12:00,782,"Dude, I feel for you. I can almost guarantee that if I were in your shoes I too would have also found a way to break something. Hope it's not too bad."
955158,manitoubass2,2016-01-27 22:17:00,11391,Ive used gators for years now and for the extra 10 grand id probably go with a gator.  Ive done so much with them and they go anywhere.  But 25 grand for a side by side sounds silly lol  Althought i know it would indeed be worth it in the long haul
955160,Old Ironmaker,2016-01-27 22:25:00,8243,"I missed that, broke it what the hell. How? I would be sick to my stomach. Once you calm down access the situation and write down everything you did while it's fresh in your head. Then call the dealer tomorrow once you have cooled your jets."
955164,manitoubass2,2016-01-27 22:42:00,11391,???
955166,Fisherman,2016-01-27 22:56:00,7201,"Well, them pictures are somewhere in space, no fret, will get a couple from the ones at work tomorrow.  In essence, add a snatch block to where the winch hook normally goes on the plow.  Run the cable through the snatch block and then the winch hook will be pulled up to the center bar of your front carrier.   Get a 4.80 x 8 tire tube, fold it around the center front bar of the carrier, then take the winch hook and put it through both halves of the tire tube.   If you have a brain fart moment and hold the ""IN"" button too long, the tire tube will stretch enough to prevent breaking the winch hook off the cable.  At the same time, the snatch block reduces the electric power required by the winch by half."
955168,Woodsman,2016-01-27 23:08:00,1286,You should enjoy it. As for those add a seats in Ontario they are quite legal off-road but not on the roadways if carrying a passenger.
955170,wormdunker,2016-01-27 23:11:00,1711,"Fisherman has the right idea.  2 part line will double the power you are able to pull on a single line.  I'm a crane operator.  If my crane winch has a line pull of 30,000 lbs, install a single sheave block to now make a 2 part line the rigging now has the capacity of 60,000 lbs.  His idea of a huge rubber band is also good."
955191,Rod Caster,2016-01-28 03:25:00,5784,Me wantee!  I feel like OFC might have some stock in this machine
