6363936,jkretch,2019-10-10 06:29:00,80,What's the ;latest? Heading up to Vermilion Bay tomorrow. Thanks.
6342836,Pooch,2019-07-21 14:58:00,4618,That happened to wife and I about ten years ago. (Probably the last time they repaved 502.) Could not even see out the windows so stopped in Dryden and asked the car wash guy if it was OK to wash the mud off before we continued. He said that he was used to it so go ahead. Still took an hour and a bunch of quarters. It appeared that we were not the first that day to stop at the car wash.Headed back in a couple weeks so considering going around on 71. An extra hour or so of driving vs half a day cleaning when I get home? Even I can figure that one out.Pooch.
6343026,kevinvjacobs,2019-07-22 07:27:00,48,"We went from I Falls up to Sioux Lookout Saturday the 13th. Decided to take 71 instead of 502 due to all the reports on here. Really enjoyed that route. Yes, it is a bit longer, but good road and great scenery. Some of the guys needed cell service and had it most of the way. FWIW"
6343170,SterlingArcher,2019-07-22 12:47:00,92,"My crew came down the 502 on the 19th and found a fair bit of construction yet - two stretches of maybe 20 miles +/- where they are resurfacing and some stretches of it are down to one lane w/occasional stoppages. Added maybe 20 minutes to the drive time; nothing too serious. I think both projects are to last the duration of the summer and well into the fall, so if non-paved surfaces and potential delays bug ya, probably plan an alternate route."
6343502,'Taterguy,2019-07-23 18:04:00,33,"Just came through south bound on Sunday the 21st. Southern 1/3rd is culverts, middle third is paving in progress and northern third is smooth sailing. They had paved a lot during the week we went up. Saw a bear beside the road on the way up and what looked like a young wolf on the way down."
6344712,SimonHockey04,2019-07-27 17:13:00,25,Any updates on 502? We leave on Friday just wondering if it makes more sense to take 71.
6338390,team walleye,2019-07-07 09:10:00,336,Wild fires?
6338410,tv4fish,2019-07-07 10:22:00,2694,"Even here in mid central Minnesota - we are ""suffering"" from smoke from the fires up in Saskatchewan (at least that is what the news guys say)"
6338514,bearfvr13,2019-07-07 19:41:00,174,"Wild fires?[/QUOTE]Yep, they have been working on it for quite some time now."
6339152,bigwalleye1,2019-07-09 19:01:00,2632,Any more news on the 502? Heading up Friday and looking for road intel.
6339320,BornToFish,2019-07-10 09:06:00,1224,"Greetings, I provided an update on my 502 experience on this thread: dated 06 July. I wouldn't expect much of a change since that date. You will likely encounter more newly paved road for the northern stretch of road construction. You may find more work started on the southern stretch of road work. All in all, it won't be a major headache. Do be mindful of the short stretches of gravel where culverts were installed/replaced. Safe travels..."
6339414,bigwalleye1,2019-07-10 13:32:00,2632,"I did see that. Just getting antsy, I guess. When I was through there a month ago, they were doing culvert replacement and about 70% of them were pretty smooth for gravel. Unfortunately, the other 30% must have been filled in by day laborers.... Thanks for the update, and for the safe travel wishes!"
6339804,fisher_i_am,2019-07-11 20:47:00,498,"Just traveled up todayWe experienced exactly what chuck did.Trucks and boat were filthyWashed it off in Dryden at the car wash,"
6339806,mwh624,2019-07-11 20:48:00,183,"Drove north on the 502 today. 10 miles or so stretch of gravel plus lots of culvert work. Pay attention to the bump signs, most aren't terrible but there are a few that could bend an axel at highway speeds."
6340410,bearfvr13,2019-07-13 09:55:00,174,"Just came down 502,...if heading north, you should see the gravel road start right around 115 kilometers heading north, then it is back to pavement after roughly 11 kilometers. Plenty of patch work before you get to the gravel. No delay for us. (I was heading south, but I told it as if people are heading north) Chuck"
6340906,MOfish,2019-07-15 06:21:00,39,Just curious. How much longer is it to get to Vermillion Bay using 71? Is 71 in good shape?
6337452,law57,2019-07-03 19:04:00,1147,"I would not describe the 'stuff' on my boat as 'black goo'. That sounds like tar. The stuff on my boat is more like a light spotting of some petroleum product - but it looks very light weight. I was going to wash my boat/trailer today. But there were storms predicted for my area. Tomorrow doesn't sound too good either. If I don't get to washing my boat tomorrow I'll see if I can get a picture of it. I have a pretty good camera and should be able to show samples of the 'stuff'. As I posted before, I'm going to siphon dish soap/water thru my pressure washer and use a long handle brush - then rinse with the PW. I think it will come clean pretty easily. I wouldn't spend a lot of time and worry over the 'black goo'. Take the best route for your trip. Drive carefully and have a ton of fun!"
6337462,Pooch,2019-07-03 19:38:00,4618,Came up 502 this morning. Was a slow trip. Boat and trailer a mess. Will go home through Pigeon River just to avoid more mud and culvert installs. Will not add that much more time to our trip back through Duluth. Memory serves me that it adds about an hour and a half to the trip vs IF to Duluth.Pooch
6337472,team walleye,2019-07-03 19:52:00,336,"We picked it up a few years back heading west out of Dryden to Vermillion Bay, but never on 502."
6337528,tv4fish,2019-07-04 05:06:00,2694,"It may be calcium chloride ---- that is a common chemical that is used for dust control on gravel roadways. It IS kind of ""slimy"" and sticks pretty well to vehicles/boats when fresh."
6337558,law57,2019-07-04 08:42:00,1147,Yes tvrfish - I should have thought of that. It looks like an oil based product on your vehicle/boat. But it probably is calcium chloride. The gravel road I live on is sprayed with that yearly. In fact they just put it down this past week. There's a ton of traffic on my road. There's 85 cabins down-stream of me and a boat landing. So everyone that comes in has to leave the same way. I think it's probably the most traveled gravel road in St. Louis County.
6338268,BornToFish,2019-07-06 20:22:00,1224,"Greetings, My wife and I traveled south on 502 on Friday, 05 July. The work on 502 is in full swing. I saw a truck pulling a trailer/boat stopped in the middle of the south bound lane with emergency flashers on. He had just traveled past a rough section of road where apparently a culvert had recently been replaced. The driver was standing alongside his trailer trailer with his hat in his left hand. He was scratching/holding his head with his right hand. I could tell he was thinking some thing along this line: Now, what in the #$%@ do I do? Most of the road work was centered on the northern stretch of 502. Work was commencing on the southern stretch. Kindest regards....."
6338282,bearfvr13,2019-07-06 21:27:00,174,"Definitely in full swing!!! We got stopped about 3 times, with roughly a total of a 45 minute wait. One section was 20 kilometers long with no road, only gravel. They had water trucks watering the gravel/dirt to keep the dust level down. Despite the delay, no complaints from this guy!! Chuck"
6338302,BornToFish,2019-07-07 05:09:00,1224,"Greetings, Chuck: are you fishing this week? If so, why are you reading this when you could be fishing? Go get them!! The delays added about 15 minutes to our trip on Friday. The crews were doing a good job of keeping traffic moving. Despite saying this, I hope they have most of the work completed by the time of our next trip in the third week of August. Good fishing and tight lines!!"
6338312,bearfvr13,2019-07-07 05:45:00,174,"BFF,........Yep, we are fishin! The sun can't even penetrate the smoke and ash! Gonna be a weird week! And yes, the crews were doing a very good job at keeping traffic flowing! Chuck"
6338314,bearfvr13,2019-07-07 05:46:00,174,"Oops,.....BTF!!"
6336472,eyecatcher1,2019-07-01 08:34:00,323,"I guess that I was lucky then. My truck and boat got a little dusty, but nothing stuck to it. I hit the bridge in FF at 8:30 and there were three trucks ahead of me and all three lanes were open. I was through by 8:35. They only asked me three questions and let me go."
6336994,Bob/MN,2019-07-02 10:38:00,178,I have found if possible get behind a local driver. They seem to know where the bad bumps are and how to avoid them. We did this on our trip this year. There are always some holes that do not get filled where the new culverts are installed.
6337026,eyecatcher1,2019-07-02 11:42:00,323,Whenever possible I keep the center line in the middle of my hood. That way I miss most of the bad spots as they are usually on the side of the road.
6337110,eyecatcher1,2019-07-02 16:27:00,323,I just saw your post on another thread and you fish the west part of Lac Seul. You must be getting that stuff on your boat and vehicle west of 502. I have been running up 502 for 27 years and have never had the problem. My buddy follows me with one of those white Lund boats and has never had that problem either. It must be after you turn west off of 502 where you're getting it.
6337150,law57,2019-07-02 18:25:00,1147,I turn east into Dryden off of 502. On my return trip I come from Dryden west to 502. I had that gunk on my trailer and boat when I got home. I have not cleaned it yet - too busy with other stuff. Tomorrow is to be my boat cleanup day. I had forgotten about the gunk. I think it's probably some sort of oil based chemical for dust control. I don't remember seeing any water trucks at the 502 construction sites. I'll probably just use a little dish liquid/water mix in the siphons of my pressure washer and see how the stuff cleans up.
6337252,eyecatcher1,2019-07-03 07:12:00,323,"That's really weird! After reading about you guys I went out and checked my truck, boat and trailer again. I don't have any of that stuff on my rig. I go really slow over the dirt spots, but I imagine that you guys do too. I don't know why I didn't get any, but I'm sure happy that I didn't."
6337258,Jpat,2019-07-03 07:30:00,10,We got home yesterday. We took 71 instead of 502 for the first time this year. We encountered no construction. 71 is an easier drive in my opinion and didn’t add enough drive time to make a difference to us. I’ll probably take 71 from now on.
6337338,eyecatcher1,2019-07-03 11:40:00,323,Do you take 11 back to Fort Frances then?
6337346,x4flatfish,2019-07-03 12:11:00,319,"So where are you going to/coming from? Looks to me like that route is 2/3 hours longer if going to Sioux Lookout area. We go the end of August and may go through Pidgeon River if 502 is still a mess then. Please keep this thread updated. I had a similar situation as Law about 3 years ago. 502 was a real mess when we came home and we had that goo all over our truck and boat/trailer as well. I think they water it down to keep the dust down, but whatever is in the mixture sure made it more than just mud. The rock chips didn't make me very happy either..."
6337356,eyecatcher1,2019-07-03 12:35:00,323,"I am in the Twin Cities area and travel to Sioux Lookout. I just looked and going 71 rather than 502 is about 100 miles farther according to Mapquest. I've been going up 502 for 27 years now and I guess that I have been lucky to never have had to deal with the black goo problem that you guys are talking about. My old boat had a white bottom too, so I sure would have seen it. My friend follows me up there and back and has a white truck and a white Lund. He made it there clean too."
6336008,eyecatcher1,2019-06-30 06:57:00,323,"I came down 502 yesterday (6/29/19) and in addition to the culverts there was a 5 mile stretch of gravel just south of Dryden. Mostly dirt, but some gravel. Wasn't bad, I slowed down and rarely heard anything hit the truck."
6336136,Carnhzkr,2019-06-30 13:41:00,964,"I also drive south on 502 on 6/29 and I just got done scrapping 80 lbs of 502 off of my truck, trailer, & boat. With that 5 mile stretch, along with the numerous culvert bumps, if I were to go back today, I would definitely take the longer west route. No brainer."
6336146,team walleye,2019-06-30 14:12:00,336,502 is always a brutal stretch no matter the road condition in my opinion b
6336158,tate05,2019-06-30 14:57:00,99,I agree with Carnhzkr. I got up here yesterday (6/29) sans boat. I'll be pulling it back next weekend taking 71. Haven't been that way in years so it will be a nice change in scenery as well.Sent from my iPhone using Tapatalk
6336250,eyecatcher1,2019-06-30 18:56:00,323,What time did you go through? I headed down 502 a little before 6 and everything was nice and dry.
6336276,Carnhzkr,2019-06-30 19:44:00,964,"Due to a flat tire, I got a late start and hit 502 at about 9:30. Due to July 1 being a Canadian holiday and making for a 3-day weekend, there were no construction workers along that entire stretch. I assume they all had Saturday off."
6336284,team walleye,2019-06-30 19:59:00,336,Coming home on 502 about 5am-ish on the 29th I saw a moose for the first time on that road.
6336424,eyecatcher1,2019-07-01 07:21:00,323,I didn't see any workers either. Did it rain and wet the road between when I went through and you did? Was it mud stuck to your boat and truck? I was across the bridge and in Minnesota at 8:30.
6336458,Carnhzkr,2019-07-01 08:22:00,964,"It didn't rain on me. The stuff on the road that sticks to your vehicle is sort of a oily dirt crap that just grabs to anything it can get a hold of. I got it off with a couple of scrubbings. It wasn't as bad as I've experienced on Hwy 17 and 105 over the past few years, but bad enough to persuade me to go west if I had the option. I'll be going up again in August and heading to Sioux Lookout at that time, so I'll be hoping that part is finished by then because 502 is the only way to get from here to there."
6336466,Carnhzkr,2019-07-01 08:27:00,964,"And another thing. Not directly related to 502, but my later than planned start got me in to FF at 11:30 on Saturday. Definitely avoid trying to cross into USA at mid-day on a Saturday. Typically, I arrive at about 9:30 and have at most a 20 minute wait, but the line started almost back to the Copper River Inn before I could U-tun and get in line. I thought for sure it'd be close to 2 hours before I made it to the check point, but it only took a little over an hour. Plan ahead!"
6334800,Habitual Eyer,2019-06-26 11:33:00,144,Heading up to Red Lake next Monday (July 1). Looking for a HWY 502 update. Monday afternoon should be light traffic. I know there are some culverts getting replaced that you have to be on the alert for and slow way down. But wondered if there were any long stretches of gravel. If so I may opt for 71.
6334808,Ricky Spanish,2019-06-26 11:55:00,1298,"Just came back on the 502 on Sunday. Not too bad, in my opinion. There was a stretch of bumpy gravel patch jobs on the southern end, and more again closer to 594. The middle was pretty decent. Going up those same patches were less bumpy, so traffic seems to have eroded them. They were all well marked. Have fun on your trip and be safe."
6334810,billy weaver,2019-06-26 12:09:00,470,"I agree with Ricky, a few bumps where the culverts were put in but not that bad. Next week who knows."
6335030,bus33,2019-06-27 06:36:00,289,It was ok....if you are pulling a boat I would take 71.
6335036,rockape,2019-06-27 07:04:00,215,"I drove the 502 back to the states early Saturday morning. The crews were working in about 6-7 places where they are down to one lane, and stop traffic for 5+ minutes at a time. Not terrible, but some serious digging is going on here and there. It will take a little longer than normal if the crews are out working."
6335068,Habitual Eyer,2019-06-27 08:33:00,144,Thanks...how long are those stretches. If each is pretty short then no big deal...but if their pretty long then it maybe concerning.
6335140,Ricky Spanish,2019-06-27 11:31:00,1298,"Each zone was several miles long, one maybe 5 or 6, and the other seemed about 10 but they were just culvert patches about 8-10' wide and maybe about 20 culverts altogether. I only slowed down to less than 35 for one of them, and wished I had for one other one that I took at full speed."
6335200,Habitual Eyer,2019-06-27 13:47:00,144,so its just 40 ish feet of gravel where they installed new culverts (and lots of them it sounds like)....not several actual miles of gravel ?
6335204,Ricky Spanish,2019-06-27 13:52:00,1298,"Each one was going over about a car length of gravel, but, yeah, lots of them. BTW, funny handle."
6335762,hoosiercanadian,2019-06-29 07:49:00,104,71 is a much better highway and more scenic .
