848877,Basskicker,2014-04-19 21:06:00,421,"154.9 on the highway in Marathon,ON....unreal!!!"
848695,bushart,2014-04-18 23:39:00,2628,I think it's a plot to gouge the public in general Art----they don't seem to play favorites in inflated bottom lines  Without turning this thread sideways-----Today the Pope's Easter message was speaking against greedy businesses---seeing the affect on the world's poor (soon to be us)  So it seems to get noticed in many places  Again just a note and not turning this into a religious debate
848700,OhioFisherman,2014-04-18 23:53:00,6623,"Wow I am surprised at the price difference is it the taxes that make it so different ?  The healthcare system up North seems to drive the tax/cost of things that can have a negative  effect on peoples health up. I know that the cost of tobacco really jumped up down here in the US tax wise using that as an excuse.   Art  Art, as I recall fuel and other prices have always been much higher up north. Not sure of a logical reason, but I am sure with the distances involved transportation costs figure in? Our fuel prices here went up 25 cents in one week, LOL they are probably changing over to the summer blend?  I think my daughter that used to live in Rhode Island told me smokes there and in New York City are around 10 bucks a pack? It costs a lot of money to build billionaires sports stadiums? Sin taxes seem to be a method of choice?"
848735,Gerritt,2014-04-19 02:02:00,6129,I try and fill up at the reserve located 10minutes from where I work every chance I get. I average .10 to .40 in savings per litre.  G
848774,pics,2014-04-19 05:31:00,1268,I filled all my spare cans and my truck at 1.16 on the reserve.. I heat the house with scavenged firewood and light it with LED lights.. you have to do what you have to do... next up is arming myself better for the zombie apocalypse....
848795,Fish Farmer,2014-04-19 12:12:00,2234,If I could only talk the wife into moving to Bancroft
848807,aplumma,2014-04-19 12:40:00,6896,The big issues we are facing right now is that the refineries are switching to making gas and the diesel is being purged from the plants. The plants right now while the plant is down are repairing the damage that the cold winter did to the equipment this winter. Our two most Northern plants had more damage done than the Southern plants and are still off line. This is why we get a bump in the spring and fall because we do not have enough places and equipment to produce the refined products that we all use.  Art
848808,lookinforwalleye,2014-04-19 12:43:00,4399,I filled all my spare cans and my truck at 1.16 on the reserve.. I heat the house with scavenged firewood and light it with LED lights.. you have to do what you have to do... next up is arming myself better for the zombie apocalypse....  Get in touch with Moxie...he is gearing up for a apocalypse of some kind...strength in numbers!!!
848815,outllaw,2014-04-19 13:41:00,1232,bullying is supposed to be illegal. maybe the lampreys in Ottawa should read the bullying act.
848872,pics,2014-04-19 20:17:00,1268,
848072,lew,2014-04-15 19:03:00,12766,"You can't keep taking and taking when most people are lucky now to even get a raise.  I caught a bit on the news this morning about some study suggesting that Toronto City councilors should get a huge raise....I think they said $13,000....to bring them up to where they should be.  Unfortunately I wasn't paying attention till it was too late."
848074,davey buoy,2014-04-15 19:12:00,5505," I caught a bit on the news this morning about some study suggesting that Toronto City councilors should get a huge raise....I think they said $13,000....to bring them up to where they should be.  Unfortunately I wasn't paying attention till it was too late. Well that is very nice isn't it Lew ?.And we all know where that money came from? ."
848075,bushart,2014-04-15 19:12:00,2628,A little off topic from gas prices but in the same theme  Parenting is more career coaching now more than ever---when my kids were off to post secondary---I always stressed----find the job demand first and fit your studies accordingly  They still will be saddled with education debts unfortunately  I believe schooling is a for profit biz like anything else  And the wife and I----we get to go another 2 years for our OAS---fell right into our age bracket
848078,jimmer,2014-04-15 19:23:00,2730,"I can tell ya it`s not too bright for a 57 year old who found himself without a job after 35 years with the same company!!! Plenty of those situations in this area. I haven't had a raise in 5-6 years and there is just no other employer to move to for an increase. They just aren't interested in 56 year olds like you said. I however, still have a job and should look at it as being fortunate. I feel for you, it's not something any of us ever expected to go through after being with the same co. for 35 years. Going back to the original post. I am needing a newer vehicle soon and was hoping to go with a 4x4 of some kind. Guess I'll be sticking with a 2wd Ranger. I just don't know how I would be able to afford the gas for one of the larger trucks, while commuting daily. My wife wants me to get rid of the small truck I have; says it's too expensive on gas compared to her Echo. I'm fighting her tooth and nails!"
848079,glen,2014-04-15 19:27:00,2641,What's the gov doing with all our money anyway?
848080,bushart,2014-04-15 19:28:00,2628,And the more fuel efficient vehicles become----prices continue to skyrocket to maintain their margins  My last truck got half the mileage my newer one does (literally)  And prices have doubled from when my last one was new (literally)  So I guess for every action there is an equal and opposite reaction
848082,jimmer,2014-04-15 19:36:00,2730,You are right on with that bushart. The same thing happened with hydro. The more people conserved the faster the prices increased. It's always about the bottom line.
848097,grt1,2014-04-15 20:47:00,638,"got gas yesterday, in Red Lake, it was 147.9 for regular, 156.9 for premium"
848103,fishnsled,2014-04-15 20:59:00,3520,"You are right on with that bushart. The same thing happened with hydro. The more people conserved the faster the prices increased. It's always about the bottom line.  Same for the water as well in Durham Region.   http://www.durhamregion.com/news-story/3509973-durham-increasing-water-sewer-rates-in-2013/  We just can't win, plan and simple with any commodity."
848179,Entropy,2014-04-16 02:20:00,747,"Thanks for the reply fish farmer.  I agree 100%.  I am a father of 2 young kids, wife works, and at the end of every month we are very lucky to have $300 to put towards car repairs, house maintenance, retirement, saving for a down payment on a newer car, furnace problems, etc.  It won't take much for us to start operating in the 'red'.  I am down to driving a 1.6 L 4 cyl car, and paddling a canoe, oh, and a 14 ft alm with electric motor.  There is no money for fun, or toys anymore.  We supposedly make ok money, but I too fear for my children's well being when they are faced with finding a good job or career in 15 to 20 years.  As I sit here and type this I'm heating my house with scavenged firewood, and a 2 watt LED bulb.  lol, let the good times roll !!!  Entropy"
848190,Gerritt,2014-04-16 03:10:00,6129,I think this article sums it up nicely...  http://www.cbc.ca/news/business/gas-prices-expected-to-rise-in-canada-this-summer-1.2609380  G
848205,moxie,2014-04-16 08:52:00,1566,"whine it up folks and clip and quote articles cause like thats gonna help. Lets move our asses already. We will be too broke to fight back soon enough. What are we gonna do then  ? Oh ya, cut and paste more article links and whine a little more I bet. Great plan  . Or you can just  whine about my comment as usual."
848216,BillM,2014-04-16 11:42:00,17367,Where are we moving to?
848217,lookinforwalleye,2014-04-16 11:57:00,4399,Pay no attention to Moxie Bill he is insane!!!
848218,BassMan11,2014-04-16 12:10:00,583,"whine it up folks and clip and quote articles cause like thats gonna help. Lets move our asses already. We will be too broke to fight back soon enough. What are we gonna do then  ? Oh ya, cut and paste more article links and whine a little more I bet. Great plan  . Or you can just  whine about my comment as usual. You sound like you have a plan. We are all ears."
848219,BillM,2014-04-16 12:11:00,17367,Pay no attention to Moxie Bill he is insane!!!  I just wanna know what kind of clothes I need to bring...Shorts?  Floater suit?  Bug spray?  Lots of antibiotics?
848222,bushart,2014-04-16 12:33:00,2628,24 pops-----doz worms---roll of duct tape  You will be golden
848229,BillM,2014-04-16 12:50:00,17367,24 pops-----doz worms---roll of duct tape  You will be golden  I think you're on to something..   you can never have enough duct tape!
848234,bushart,2014-04-16 13:25:00,2628,Actually this is on topic  Gas buddy.com taint workin---I need to tank up before long wkd prices skyrocket  So I affix my tinny hat and sez----exxon mobile has shut em down----there goes that free market thingy
848241,lew,2014-04-16 14:34:00,12766,  Gas buddy.com taint workin---I need to tank up before long wkd prices skyrocket   Last week our prices jumped overnight from $1.19 to $1.27 and I was out this morning and see it's now up to $1.32 so it's easy to see their setting us up for the long weekend gouging.
848243,Sinker,2014-04-16 14:40:00,8692,Friggen wild eh? I filled up a few days ago....cost me $60. Filled last night....$78.   Why do we allow this to happen? All I can do is bang my head.  S.
848253,Fish Farmer,2014-04-16 15:21:00,2234,I head to the Rez to fill every chance I get.
848257,bushart,2014-04-16 15:33:00,2628,Yeah my f150 drinks 160 as well
848259,Sinker,2014-04-16 15:40:00,8692,"This is why I don't have a bigger boat, and drive a truck!  S."
848270,bushart,2014-04-16 16:23:00,2628,Noon news is saying-----higher prices are being falsely created by refinery shutdowns in US--to decrease supply  And we all know the theory bout supply and demand
847831,BillM,2014-04-14 19:16:00,17367,"anyway you slice it, those are excellent numbers for a full size truck!  Absolutely."
847834,glen,2014-04-14 19:27:00,2641,I have never reset one of the L per100 readouts on my car and it's at 12.1 Maybe I should buy a truck.
847840,jedimaster,2014-04-14 19:41:00,3472,"Seems odd I know but as I said, drive it gingerly and you will see good mileage. combined 10.2 is   I just spent 5 minutes on Google and can't find a single case where anyone with a comparable truck is getting MPG even close to his claims driving strictly highway with a 2x4, let alone a 4x4 in the city. It's not very often (never?) that someone gets better MPG than the manufacturers claim...  Ramtruck.ca lists the following for comparable 2014's:  HFE 4x4 - Up to 25 mpg (11.4 L/100 km) City and 36 mpg (7.8 L/100 km) Highway Non-HFE 4x4 - Up to 22 mpg (13.0 L/100 km) City and 33 mpg (8.5 L/100 km) Highway Non-HFE 2x4 - Up to 23 mpg (12.4 L/100 km) City and 35 mpg (8.0 L/100 km) Highway   I guess it's time to contact Ram and let them know that their inflated numbers are actually too low....    As for the ride height, a higher vehicle has more drag due to more are volume passing under the vehicles uneven undercarriage. This is why the Ram's with air suspension lower themselves when driving with the Aero mode.  I have the 4x4 Non HFE and I am getting at or slightly better than what they say in all conditions. This is much better than what I have seen from previous chryco vehicles. Almost all of them I used to get far worse.  Up to 22 mpg (13.0 L/100 km) City and 33 mpg (8.5 L/100 km) Highway  I seem to be averaging as I mentioned between 9.5 and 10.5  combined. I do the bulk in the Toronto on city streets or in traffic, I think the one thing dodge did was not to inflate the numbers like Ford did with the eco boost."
847869,moxie,2014-04-14 20:45:00,1566,"Fish Farmer.  How do you figure a Big Crash is coming?  Just out of curiosity, and perhaps to mitigate my own situation.  What are the 'red flags' for you?  Interested. Entropy Take a look around. More borrowed money across the globe than ever before and lots of it. Rising prices for everything, falling standards of living, dwindling wildlife and other food stocks, over population............ Take your pick."
847872,Fisherman,2014-04-14 20:57:00,7201,"I currently have a 13 eccoboost. Just ordered the new new Dodge Eco Diesel, crew cab 4x4 with 5.5' box. Hope to have it within the next few weeks. Only reason I traded was specifically for the gas savings. I mostly do hwy driving and my Ford averages 12l/100k hwy. The new eco diesel advertises 7.1l/100k but Ontario gov mileage website lists it at 8l/100k. Still gona be a savings. Doing the math I look to save about 1000$ a year on gas. Time will tell but I'm keeping my fingers crossed! Can I ask how much you paid for the Eco diesel?"
847873,DRIFTER_016,2014-04-14 21:06:00,10439, 23.5 but for a mix that includes a lot of city that's damn good given its a full size truck   23.06 actually.
847875,dracokaos,2014-04-14 21:11:00,116,"The EcoDiesel is a 4500$ option on the SLT and above trim lines. It seems like a bunch of money but they also had, not sure if its still on, a 8500$ rebate and 1500$ credit because I was switching brands of truck to theirs. So right off the bat there was 10grand off sticker.  They range anywhere from 34grand and north...."
847877,lookinforwalleye,2014-04-14 21:19:00,4399,"Take a look around. More borrowed money across the globe than ever before and lots of it. Rising prices for everything, falling standards of living, dwindling wildlife and other food stocks, over population............ Take your pick. Your such an up beat fellow, I bet your a barrel of laughs around a camp fire!!!"
847878,irishfield,2014-04-14 21:20:00,26272,I'd fish with him Gord!
847883,lookinforwalleye,2014-04-14 21:37:00,4399,I'd fish with him Gord!  Let me know how it goes Wayne...perhaps invite Premier Wynne along...I would imagine that would make for some interesting banter!!!
847889,moxie,2014-04-14 22:03:00,1566,"Your such an up beat fellow, I bet your a barrel of laughs around a camp fire!!! I have a rather wicked sense of humor and see good in most things but I am also a realist and make no apoligies for that point of view.  I can see where you would be skeptical concerning my state of mind and I understand and respect that. I am not fooled by mirages placed in front of me and see right through such clutter as I know most others do but not nearly enough find the nerve to question.  The world should and could be a better place but I'm afraid that as long as there are those who are in it for themselves and continue to lead others along that garden path the future is doomed for failure.  I'd fish with him Gord! Anytime Wayne and thanks. I'd also love the opportunity to fish with premier Wynne. If for nothing else but to use her as an anchor once we find a honey hole."
847890,Sinker,2014-04-14 22:03:00,8692,Ditto!  I got your back Moxie!  S.
847891,moxie,2014-04-14 22:08:00,1566,Ditto!  I got your back Moxie!  S. 
847915,lookinforwalleye,2014-04-14 23:25:00,4399,I have a rather wicked sense of humor and see good in most things but I am also a realist and make no apoligies for that point of view.  I can see where you would be skeptical concerning my state of mind and I understand and respect that. I am not fooled by mirages placed in front of me and see right through such clutter as I know most others do but not nearly enough find the nerve to question.  The world should and could be a better place but I'm afraid that as long as there are those who are in it for themselves and continue to lead others along that garden path the future is doomed for failure.  Anytime Wayne and thanks. I'd also love the opportunity to fish with premier Wynne. If for nothing else but to use her as an anchor once we find a honey hole. Your mental state never entered my mind....  :wacko:  Just pulling your leg I am sure your a fun loving guy and a barrel of laughs around the camp fire!!!
847922,Fisherman,2014-04-15 00:13:00,7201,"The EcoDiesel is a 4500$ option on the SLT and above trim lines. It seems like a bunch of money but they also had, not sure if its still on, a 8500$ rebate and 1500$ credit because I was switching brands of truck to theirs. So right off the bat there was 10grand off sticker.  They range anywhere from 34grand and north.... Ok, thanks very much."
847940,moxie,2014-04-15 01:46:00,1566,Your mental state never entered my mind....  :wacko:  Just pulling your leg I am sure your a fun loving guy and a barrel of laughs around the camp fire!!! Only if it were an electric campfire. Did I mention I am no longer allowed to be in possession of any combustible materials? Stipulated as part of my parole conditions.
848055,Fish Farmer,2014-04-15 17:39:00,2234,"When we start spending, costing, more money than we make, something has to give or brake. Just a couple examples: Gas jumping up 30 cents a gallon over night when years ago gas being 30 cents a gallon would jump 1/2 a cent. To carry a house,kids going to school, upkeep, car, food, etc. You and Wife both working and still can't keep up then our government tells you to save for a pension. Some may be able to, but most can't any more. Our government then turns around and says they want more out of your pocket when the company that you working for wants concessions. We are running a race to the edge of the cliff. Technology is moving to fast, things are out of date before you buy. I sit sometimes out fishing thinking about what is happening and it's scary. I have 11 grandkids, I think will they ever afford to retire. I'm on my way out, maybe that's a good thing for me. I don't think this generation can cope a depression. But Entropy, that's just my opinion. I hope I'm wrong."
848059,jimmer,2014-04-15 17:48:00,2730,"I sure as heck wouldn't want to be starting a career right out of school these days. It's has to be pretty bleak for some young ones, who end up working at a fast food joint while having a university degree. I agree with fish farmer, something is going to happen. Just don't know what that something is or when."
848060,Fish Farmer,2014-04-15 17:54:00,2234,"As I say, I hope I'm wrong for all of us."
848062,lookinforwalleye,2014-04-15 18:03:00,4399,"I sure as heck wouldn't want to be starting a career right out of school these days. It's has to be pretty bleak for some young ones, who end up working at a fast food joint while having a university degree. I agree with fish farmer, something is going to happen. Just don't know what that something is or when. I can tell ya it`s not too bright for a 57 year old who found himself without a job after 35 years with the same company!!!"
848063,knightfisher,2014-04-15 18:24:00,237,"Gas prices going up, home heating, hydro, water and property taxes putting a huge strain on family income, latest electronic products that everyone doesn't need but has to have, out sourcing of jobs, food prices et al.... it almost seems like the middle class is slowly being wiped out."
848067,Sinker,2014-04-15 18:48:00,8692,Its not happening slowly.   Try being a middle class single dad....  S.
848068,davey buoy,2014-04-15 18:50:00,5505,They are ruining the middle class.It's almost a daily conversation now.You can't keep taking and taking when most people are lucky now to even get a raise.I know so many companies I work for that have not had a raise in 2-7 years.How will this work out for you mister Harper when everyone / half can't pay their bills on time.
848069,knightfisher,2014-04-15 18:54:00,237,Its not happening slowly.   Try being a middle class single dad....  S. My daughter moved in with me back in 03. Have total reality what you are going through.
848071,adempsey,2014-04-15 19:02:00,1498,"Not to mention the natural gas hike =(  Just got my bill, 30% increase and that's not even the highest.  Some people are likely to get hit with a 40% increase.  The middle class is getting hit hard and saving for retirement is becoming incredibly difficult every year.   I guess the only thing to do is bike to work, bike home, eat a PB&J sandwich for dinner, read a book by candle light and go to bed.  Rinse and repeat until age of 75.    How fun."
847763,jedimaster,2014-04-14 15:11:00,3472,"The only reason I bought this was for the fuel economy. Combined with the mileage and the cheaper insurance I save nearly 2/3rd of cost of the vehicle just from owning my old jeep outright. Being a hunter, an fisherman and outdoors guy, I don't think I can drive a car, so this truck has been awesome for me. Of course, many people have it in for Dodge so I know its not for everyone. I would say though if you are in the market it is worth looking at even if you are a bowtie or ford guy.  Dodge did a lot to the RAM line, two years running truck of the year for a reason."
847764,jedimaster,2014-04-14 15:14:00,3472,"Oh yah, and one last thing, those Eco Boost guys, yah I was in a friends eco boost and I snuck a peak at his gauge yah, that thing ain't so eco."
847765,BillM,2014-04-14 15:18:00,17367,25MPG US in the city?  I find that extremely hard to believe.   Are you actually hand calculating this or going by what the MFA tells you?
847766,jedimaster,2014-04-14 15:29:00,3472,"This is calculated by hand as well as dash gauge averaged out. My day consists of a city drive to and from work no highway every day about 20km's round trip. Every other weekend I do make a round trip highway trip about 400km's(however the bulk of this is during rush hour across the city with rest of it on country road between 60-80kms), add in the usually tooling during the week to the gym, going out etc.. and I always fill up on my ever other weekend trip. I would say about 100 km's of my two week window are spent cruising at 100-110. The rest is far below. For gas I fill up part way into my two week trip at the same gas station. I have only rarely needed gas in between (just when I go ice fishing or towing)"
847767,lookinforwalleye,2014-04-14 15:34:00,4399,That is incredible MPG for any vehicle let alone a full size truck!!!
847768,jedimaster,2014-04-14 15:38:00,3472,Just for kicks I will walk out to my truck right now and take a snap of the dash with the fuel economy numbers. I am pretty sure its currently around 9.8 or something like that. The new Eco Diesle is supposed to be even better. I wish I had of waited a year and got that instead.
847769,jedimaster,2014-04-14 15:45:00,3472,Sitting a shade over 10 right now. Prpbably due to me driving around scouting turkey spots this weekend in 4 low.  
847770,jedimaster,2014-04-14 15:46:00,3472,I added a print out to keep in theme of the OFC tourney. haha
847771,bigugli,2014-04-14 15:47:00,6138,"I have to find myself new wheels this year, and these fuel prices create quite a problem. Really finding it hard to match load capacity, handicap accessibility and fuel efficiency."
847772,jedimaster,2014-04-14 15:51:00,3472,I will tell you that this truck sits very high off the ground. I think they have a version that has a suspension ride height thing. Not sure if that helps you out.
847773,fishnsled,2014-04-14 15:54:00,3520,Those are some impressive numbers.
847774,lookinforwalleye,2014-04-14 15:55:00,4399,Sitting a shade over 10 right now. Prpbably due to me driving around scouting turkey spots this weekend in 4 low.    Almost 28 mpg not bad at all!!!
847776,Raf,2014-04-14 16:00:00,3495,Almost 28 mpg not bad at all!!!  23.5 but for a mix that includes a lot of city that's damn good given its a full size truck
847778,lookinforwalleye,2014-04-14 16:12:00,4399,10.2 litres is 2.24 gallons...100 km is 62.5 miles...62.5 divide by 2.24 = 27.90 regardless that's good MPG no matter which way you calculate!
847780,dracokaos,2014-04-14 16:18:00,116,"I currently have a 13 eccoboost. Just ordered the new new Dodge Eco Diesel, crew cab 4x4 with 5.5' box. Hope to have it within the next few weeks. Only reason I traded was specifically for the gas savings. I mostly do hwy driving and my Ford averages 12l/100k hwy. The new eco diesel advertises 7.1l/100k but Ontario gov mileage website lists it at 8l/100k. Still gona be a savings. Doing the math I look to save about 1000$ a year on gas. Time will tell but I'm keeping my fingers crossed!"
847797,BassMan11,2014-04-14 16:59:00,583,"Very good fuel mileage for the Dodge. I just bought a 2008 Sierra 1500 All Terrain with the AFM 5.3L engine in it. I have read mixed reviews but overall seems like a better option than other trucks in the ""price range"". Regardless, I know I will be getting better mileage than my 2003 dakota... that thing was the worst."
847799,Squid,2014-04-14 17:06:00,1656,Typical rich getting richer taking more money out our pockets. This will kill the recovery for sure. Families are probably already making adjustments to their budgets to compensate for the high prices. The impact to the economy does not take too long to hit at these prices. Big Oil is once again testing the $$$ waters to see how foar they can drive the price up before impacting the economy.
847801,BillM,2014-04-14 17:09:00,17367,"jedimaster, that's just crazy, lol!   Can't wait to see the Ecodiesel numbers."
847802,irishfield,2014-04-14 17:15:00,26272,Guess we all need to back off on the pedals a bit... I did 800 km to the valley and back on Saturday and averaged 10.2l/100km with my 5.0 x F150. Cruise was set at 102.. yah in an 80.. don't worry I've had 52 years experience (36 driving.. 16 watching my dad do it) playing cat and mouse on hwy 7. My usual average is about 12.8 l / 100km and I just stayed out of the throttle leaving lights and such... either that or I was in no hurry to get to a funeral.
