1071557,bow slayer,2021-03-27 22:48:00,1074,16ft starcraft starfire owned it 13 years has been flawless 70hp johnson 4 stroke   
1062132,Old Ironmaker,2020-05-21 22:02:00,8243,"Brian is always happy to help a fellow fisherman. I have a few pals that own Princecrafts. The only thing that isn't great in my mind is that the transoms are low in some models. Water splashes into the water wells more than others. So much so that one guy I know installed a 2nd bilge pump under the water well just for that. Other than that great boats. That 91' 680T Ranger of Tomcats is a beauty. And Arts Bass boat looks showroom new, I wouldn't expect anything less."
1063104,LostAnotherOne,2020-06-11 19:10:00,956,Just got her today.  Brand new 20hp at a decent price tag of $3500 including tax.  Looking forward to a nice quiet troll now. 
1063288,CRUD150,2020-06-16 20:56:00,87,Another Great Lake transplant from the south. Hydra Sports 1800cc with a Mariner 150 both 1989 from Fla. Great little fishing boat that will handle more wave than most guests can take:) 
1063300,AKRISONER,2020-06-17 02:15:00,5558,Love love love me an offshore boat. If I was more of an open water guy that’s what I would buy too!
1063393,Rustic-Fisher,2020-06-18 21:39:00,826,"1650 Lund Rebel , great size for myself and son , Love the ETEC s RIP ... lol    "
1063394,misfish,2020-06-18 21:47:00,29133,"Dang, grew like a weed,,,,,,,,,  Life is treating ya,s well ."
1063395,Musky Plug,2020-06-18 23:19:00,398,What is your top speed with your 90hp etec?
1063397,Rustic-Fisher,2020-06-19 00:37:00,826,"An Honest 38mph... fully loaded 2ppl . I believe I could of pushed out 40mph but I baby her LOL.  Spit fire prop upgrade , and the hole shot is great !!"
1063399,Musky Plug,2020-06-19 01:01:00,398,Is it a 17 pitch ss or aluminum prop? I have the same motor but and 05. I’m only getting 30.5mph.
1063406,Old Ironmaker,2020-06-19 01:47:00,8243,"More divorces are due to boats not the other woman. "" "
1063412,Hack_Fisherman,2020-06-19 10:22:00,720,"I guess I'm lucky....she wants me to buy a newer, bigger boat. I just dont want the payments I guess alimony payments could be much worse!"
1063427,Seus,2020-06-19 14:28:00,3,
1063431,NAW,2020-06-19 17:24:00,4022,I just sold my boat yesterday..  14' tiner with a 25hp Johny.  Paid $800 for it about 15 years ago. Got $2600 for it!  Going to put it toward a fishing boat that's more cruizy and capable.   Something very similar to Rustic Fishers boat.
1063434,Old Ironmaker,2020-06-19 18:37:00,8243,"Exactly the boat I need. It would limit as to were I fish here on Erie, I wouldn't be going out to 100' water depths 10 miles out but I would be able to launch it solo without killing myself and with 2 of us it should take a few minutes to launch and retrieve."
1063435,misfish,2020-06-19 18:59:00,29133,"It is a sweet tiller,,,,,,,,,,,,,,,,,  Roys is nicer,,,,,,,,,,,,,,,,, LOL"
1059174,misfish,2020-04-07 17:59:00,29133,I have had the pleasure of filming him a number of times . Great guy and knows how to fish .  
1059175,Bill,2020-04-07 18:01:00,140,Found pictures of a 16 foot 1962 Crestliner I owned. It had a 1968 65 Mercury. I bought it for a project to do. Never did. Sold it a few years ago. I did have it on Lake St. Clair a few times and it handled well but was very warm under that roof. I don't know where it is now. I thought it was a cool looking little boat.  
1059342,Ron,2020-04-09 16:01:00,1683,Hmmm.... black pebble beach.... I wonder what spot of Albert's that was taken on LOL.
1059371,KawarthaAngler,2020-04-09 22:01:00,273,
1059402,DRIFTER_016,2020-04-10 01:48:00,10439,Looks a little like mine. 
1059407,Freshtrax,2020-04-10 04:22:00,2215,If I find you there I will gladly rock paper scissors you for the spot.   I'm gonna have to blur my beaches after this
1059568,Hack_Fisherman,2020-04-12 14:36:00,720,Very fitting for the current times.
1059614,Crimsongulf,2020-04-13 00:28:00,294,"I put up a pic of the flats boat so since we are dodging tornadoes today, I found a decent pic of the old 21 ft Proline near shore boat.  Re-powered it in 2015 and freshened it up with some paint and fiberglass work.  She is a 1989 model and still solid. I have always wondered why there aren't more center consoles around the Great Lakes. "
1059630,Bill,2020-04-13 09:58:00,140,I owned a 1976 Starcraft Mariner from 1979 to 2014. It is a center console. It was a great boat.
1059632,lew,2020-04-13 10:55:00,12766,This is a Crestliner with a 90 Merc 4 stroke I bought back in '99 and it was an excellent boat & motor. Drove this one for 10 trouble free years then sold it to my bud and he's still driving it today. Crestliner makes a good boat.  
1059646,dave524,2020-04-13 12:44:00,4508,"Ran an identical '82 centre console with a 90 Johnson for 20 years, actually if this is still available would make a great boat for someone fishing Great Lakes, the boat looks pristine for it's age and a newer motor 👍  http://www.centerpointeservice.com/boats-for-sale/1983-sylvan-18ft-center-console-pewaukee-wisconsin-5792742/?print=1&full=1"
1059710,KraTToR,2020-04-13 22:45:00,506,Beautiful Largie!  Here is mine (smaller than yours ) - Georgian Bay. 
1059789,Lake Erie Bait and Tackle,2020-04-14 20:26:00,25,Awesome Boats everyone! Thanks for Sharing!   Loved looking at these photos and hopefully we will get them all back out on the water soon!
1059797,dave524,2020-04-14 20:43:00,4508,"Back in the day I remember seeing Choronzey running a 24 foot Mako , very similar,  on the Erie and Ontario."
1059854,GBW,2020-04-15 03:51:00,8460,"He lives in the Kawartha's now and still has that Mako, it's 30 years old according to a post of his in Nov 2019"
1059857,Old Ironmaker,2020-04-15 04:40:00,8243,"They are getting more and more popular CG. here on Erie where I live. Up to a few years ago I helped reconfigure 3 early 19' 1990's era full wind screen StarCrafts into centre council ( center for you). Perfect for out here. The same 115 HP Mercs with the same hull and removing the front and rear casting platforms and the full windshields are getting 20 or more MPH at WOT. It's like going from fishing out of a phone booth* to being the only couple on the dance floor. The only downfall is for the other guys not ducking behind the small windshield going into the wind back to the north shore. 9.99 times the wind is out of the NW heading into shore on Erie. A local Marine dealer has brought in center council Key West glass boats a few years ago. I don't know how sales are. They sure ain't priced like Trackers. *For you yungins' here a phone booth had a telephone mounted on the wall, something called a ""phone book"" was hanging from a chain and that was basically an analogue manual 411 Google. The phone only worked if you put money in it. Things really got modern when you could use a ""Bell phone card."" Then you didn't need cash to operate it. I think they have one at The Smithsonian in Washington D.C. It is next to a 1st generation lap top that went for more than $3000.00 CDN. And that was when CDN was at par or more than USD."
1059858,Old Ironmaker,2020-04-15 04:44:00,8243,Here is the 1st centre council  20 foot StarCraft Heritage they did before I came along to help. Not too shabby I must say. It's something like an 1988'. I really enjoy seeing boats revived rather than at the scrap dealers. The cost was around 5 grand before it was repowered with a 150 Merc. 2 stroke. So about 10K all in. Try buying that boat for 10K. 
1059863,dave524,2020-04-15 12:22:00,4508,"Last I talked with him he was living at Point Abino, right next to the lighthouse, nice spot until the water comes up."
1059915,Crimsongulf,2020-04-15 18:47:00,294,"That's a fine, professional looking conversion.  You mentioned Key West in another post.  they are very popular along the Gulf and have a very good reputation.  They are built in SC and you can see that Carolina flare in the bow design."
1060199,Old Ironmaker,2020-04-18 09:10:00,8243,"Some guys are retired CEO's like my newest B-I-L. He sold his twin engine air plane, took up fishing and went out and bought himself a 52' offshore something or other. I have yet to see it, or be invited out on it. My wife has been invited out in it. She didn't even take a pic, she said it was cute, CUTE !!!!!!!???????"
1060210,dave524,2020-04-18 12:47:00,4508,"An old friend used to own and charter a 40 foot Post Sportfish in Port Credit, then he upgraded to a 42,  I though ""what only 2 feet ""  it was 2 foot wider too, big difference. His favourite saying  "" you don't own a real boat until you get to sleep in a real bed "" he lived year round on them."
1060261,dintymoore,2020-04-19 13:00:00,62,"We love our AC. It's a '17 Classic 16.5 Yamaha tiller. Works great, tough little boat. Can't wait to get back out there.   "
1060530,Alan from Texas,2020-04-22 14:15:00,4,My 2004 Tracker Targa V17. The 4 HP 4 stroke Suzuki kicker turned out to be a great trolling motor for this boat and is it ever good on gas!  
1060551,AKRISONER,2020-04-22 16:43:00,5558,"ughhh...great photos man, maybe im a weirdo but I can literally smell and feel them. Early summer warm but with a breeze and the bottom one i can feel the cold dew."
1060559,mikeh,2020-04-22 18:20:00,824,"I have never seen water color like that, is that a river?"
1058712,misfish,2020-04-02 18:47:00,29133,Purdy KraTToR .
1058714,Old Ironmaker,2020-04-02 19:04:00,8243,I would love to know how much $$ we have tied up in boats just by members of OFC? A lot. A few of the Rangers here is a cool 1/2  mil.
1058715,Old Ironmaker,2020-04-02 19:10:00,8243,"Yep, and the driver is a nut. My rig does 35 maybe, I for one have never got a drop on me out here pounding 4 footers. I can get real small tucked behind my full wind shield. I'll make you a promise because I like you. When I win the Lotto Max over 60 mil I'll buy you your new Bass boat. Let everyone here be witnesses."
1058733,camillj,2020-04-02 20:04:00,1988,"Can't decide which has given me more pleasure (beauty aka ""old faithful"" - 35+ years complete with boarding stairs to help my 94 year old mother in-law get in and out) ... or the beast (can't believe she's already almost 8 years ... only got out a couple times last year and this year is looking a little iffy too) The beast ... does have a 300 litre tank ... so I suppose I could self Isolate at sea    "
1058734,misfish,2020-04-02 20:13:00,29133,Nice steps into the boat .  Cool idea .
1058741,grimsbylander,2020-04-02 22:00:00,3016,"It's not the driver either...every boat has t's limits and NO bassboat runs smooth in 4 footers. Erie is probably worse because the rollers launch you when you crest them. Regardless, bassboats aren't for everyone. They have a unique purpose and for those that want it, nothing fishes better. Trolling isn't one of them. Multi-species boats do a lot of things well but give up performance in some areas to accomplish this. No biggie, pick your poison and spend your money where you see fit."
1058747,Spanky80,2020-04-02 22:34:00,152,"My 2019 Princecraft Resorter 160BT, 40 hp Merc 4-stroke tiller, with a Minn Kota Terrova iPilot 80 lb electric on the bow, and Humminbird graphs at the rear and bow.  Love the boat so far, lots of room and fantastic fish-ability.  The big Terrova with iPilot allows effortless trolling and anchoring. A couple of opening-weekend walleyes and a nice smallmouth caught in front of my place on the Ottawa River.       "
1058752,AKRISONER,2020-04-03 00:28:00,5558,"I’m holding you to that Johnny! Skeeter fxr all black, loaded...please and thank you Hahahaha!  grimsby, literally one of my favourite things is I’ve got a lil largemouth sloppy honey hole that I get my boats <12 inch draft into no problem while the guys in deep v’s are stuck watching me flip and punch"
1058759,grimsbylander,2020-04-03 01:38:00,3016,I hear you there! Love heavy cover largies!!
1058988,KraTToR,2020-04-05 13:56:00,506,"Thats why I went for a Multi Species boat, while I love the look and performance of a bass boat it doesn't do everything I want, far from it!  I have a removable rear deck on my 620fs and i've never had a guest complain.  And other than top end speed, my FS out performs a bass boat in every way (IMHO)."
1058989,KraTToR,2020-04-05 14:04:00,506,Lottery boat is a Skeeter?? Say it isn't so! Mine would be a Ranger 620 w/250HO  evinrude G2...etc etc... Blacked out would be nice but you want the top of your gunnels to be light in colour as they can get super hot in the sun. 
1059019,Dutch01,2020-04-05 18:09:00,1431,"I think we kayakers might have you beat for getting into hidden spots. That tree on the right was actually across the stream, we cut it with a folding saw. The work often pays off though (face is blocked cause it's my buddy's fish and I didn't clear it with him).   "
1059029,Bill,2020-04-05 19:18:00,140,If I was going to buy a bass boat it would be the Allison BasSport Pro Elite. I really like the appearance of this boat.
1059051,AKRISONER,2020-04-06 01:13:00,5558,"After watching the Johnston blow up their evinrudes 5 times in one BASS season I wonder if that will literally be the end of them. fished an all black triton down in South Carolina, they get a bit warm, but damn do they look incredible. I’d burn my feet for it lol. you kayakers are a different breed I tell ya! IMHO the most important way a bass boat outperforms any other boat every time is the front deck. Nothing simply can compete with fishing off of the front deck of a bass boat regardless of the brand "
1059132,misfish,2020-04-07 01:18:00,29133,"Like I said, dance floor. Care to dance fella ? LOL"
1059135,GBW,2020-04-07 01:53:00,8460,"Hey Mr B, got any pic's of Terry's Fisher with the 70 on it by chance?"
1059139,Terry,2020-04-07 10:32:00,14456,This is all I can find  of course kicker motor and downriggers will not be on it 
1059148,Bill,2020-04-07 13:24:00,140,Is that David Spade wearing the white shirt? Kind of looks like him.
1059150,Terry,2020-04-07 13:53:00,14456,Yup he’s a buddy of mine.
1059156,dave524,2020-04-07 15:13:00,4508,"Friend I have known 60 years out in BC got a 22' Proline hardtop last year, would be perfect here in Ontario as well"
1059157,misfish,2020-04-07 15:43:00,29133,Nope. Sorry
1059158,AKRISONER,2020-04-07 15:48:00,5558,i thought seth fieder took up downrigging
1059167,GBW,2020-04-07 16:41:00,8460,It's all good Terry.  May is still a little while away
1059172,Bill,2020-04-07 17:26:00,140,Yes. That is who it looks like.
1059173,Bill,2020-04-07 17:28:00,140,That is nice.
1058345,Bill,2020-03-29 23:39:00,140,"1961 Acecraft, 18 foot Replaced the 48 horse with a 60, new carpet, new lounge seats and repainted it    "
1058357,Bill,2020-03-30 01:49:00,140,"I also upgraded the steering from the clothesline to a cable system. I replaced the Lowrance X91 fishfinder with a Raymarine Dragonfly 7 Pro. Since it is a slightly older boat I installed dual bilge pumps thinking it might have leaking rivets. Found out it does not have any leaks. AceCraft boats were made for Ace Hardware. It looks like a Starcraft hull. It handles Lake Erie, Lake St. Clair, Charleston Lake and the St. Clair River perfectly."
1058393,Old Ironmaker,2020-03-30 20:05:00,8243,That old boat of yours is a real head turner Bill. I love it.
1058396,David Chong,2020-03-30 20:12:00,836,Sweet BUG Lew! 
1058397,Old Ironmaker,2020-03-30 20:16:00,8243,Thanks Bud. We took a core sample from the floor and the isostyrene foam was dry. I know we are going to tear it all out and find the leak in the future. We would probably turn her into a centre council if we tear it all out. We did that with 2 other identical Star Crafts of the same vintage a few years back. Amazing how much more room without the wind shield and rear casting platform. A lot of work for sure but it beats dropping 50 grand or more on a new 19'er. Plus the same boats get another 15 to 20  MPH with less weight at WOT. Maybe like this one. 
1058399,David Chong,2020-03-30 20:23:00,836,"Was hoping to be able to post my new boat for this year but in light of the state of the world today and the Canadian dollar, I'm not really sure what I'll run this summer! Here is my Skeeter ZX250 from last summer, beautiful boat and a great ride!"
1058406,misfish,2020-03-30 20:54:00,29133,That is a transformer boat . I see optimums prime waterbot . Really like the large DANCE floor in front .🤣
1058425,Old Ironmaker,2020-03-31 01:51:00,8243,David are you looking for a similar style boat when you pull the trigger? The reason I ask is earlier in the month I was in Proctor Marine's showroom and they had a Crestliner 195 on sale for the high 40's regular price was around 65K if I can recall correctly. 200 HP Merc. It must be a new 2019. A great deal for anyone looking for a new boat this year at last years prices. I think Dany Columbi took me out on his 20' Skeeter on a Musky charter out of Sturgeon Falls 5 years ago. It was more Walleye boat than a Bass boat. I think he has more electronics on it than NASA's Apollo missions had in the 60's. No I don't think I know. http://www.proctormarine.com/showroom/2019-crestliner-1850-super-hawk-simcoe-on-n3y4r5/
1058437,Tjames09,2020-03-31 12:19:00,664,"Man that’s a nice boat.  guys buying boats worth more than my truck. How people afford 70,000k payments? That’s CEO money."
1058451,AKRISONER,2020-03-31 15:44:00,5558,"Daves worked his ass off to get some quality sponsorship deals me thinks.  Ridiculous rig dave...my god what I would give to own that! Im a skeeter yamaha guy, and you are a garmin man...dream rig right there. Dave please tell me you were considering the FXR for 2021????😲 ive yet to see one in person but oh my god...i saw a picture of an all black one and i nearly fainted...a real life dream boat. Some day I will get my hands on a used one, i think its the best looking bass boat I have ever seen in my life. Maybe I will buy it from you If i won the lottery tomorrow Id call Chris Zaldain and tell him to sell me his boat cash up front lol"
1058472,SmokestackLightnin,2020-03-31 18:08:00,390,"A few years ago, had this boat for 11 years now: "
1058507,ecmilley,2020-04-01 02:39:00,2163,If a new 21ft ranger was $70k I would get 2!
1058530,Bill,2020-04-01 13:19:00,140,"Ranger would be around $100,000 I think. Probably more if optioned out. They are nice boats."
1058540,dave524,2020-04-01 14:14:00,4508,"guys are buying trucks worth more than my house  the boats are just plain crazy , I boat a 18 foot aluminum centre console with a v4 Johnson and trailer for under 10G including tax in '82."
1058559,Tjames09,2020-04-01 16:36:00,664, I was talking about the Crestliner Old Ironmaker posted in the link which is 70k.
1058607,ecmilley,2020-04-01 20:14:00,2163,Guy in club picked up a new z21 with twin poles 250g2 Garmin panoptix $123k
1058613,grimsbylander,2020-04-01 21:01:00,3016,Z521?? I believe the Z21 went out of production in around 2008/9. What's crazy now is you can add 20% of the total package price in accessories alone.
1058652,F7Firecat,2020-04-02 11:52:00,347,"Here is my ride after cleaning it up last fall, upgraded from a Lund Pro V and couldnt be happier. "
1058658,Bill,2020-04-02 12:17:00,140,How do you like the seat ride? Smooth Move Seat?
1058666,F7Firecat,2020-04-02 13:04:00,347,"Smooth moves are awesome, been running them for 5 years now."
1058668,HTHM,2020-04-02 13:16:00,4082,@F7Firecat *sigh* You're making me sin against the 10th commandment.
1058695,grimsbylander,2020-04-02 16:13:00,3016,"Very nice. My next Ranger will probably be a 621 or 620. The older I get, the smoother the ride my butt needs. 😁"
1058702,Old Ironmaker,2020-04-02 16:43:00,8243,"It's on sale for 49K. As far as paying more for a boat than a house my first house was 25K. Bass boats are specific, personally I wouldn't ever buy one. I can fish Bass in my 19' deep V StarCraft that has only about a 12"" draught but I can't go out and troll for Pics in a Bass boat unless the water is dead calm. I went out in a co workers Bass boat for perch here on Erie. When the wind picked up I got a nice shower heading into port. It was in April and it was freekin' freezing and thought I broke my spine hammering those 3' ers at 50MPH."
1058709,AKRISONER,2020-04-02 17:50:00,5558,Id like to see you stay dry in any boat doing 50mph in rollers thats the driver not the boat
1058711,KraTToR,2020-04-02 18:35:00,506,Glad to see a few Rangers show up.  Here's mine - its a 2015.  
1057650,Terry,2020-03-20 21:35:00,14456,Mine wouldn’t be on fishing either   it would be on the 80 bucks a mile on fuel
1057651,J Roelofsen,2020-03-20 21:55:00,84,"Those are both Dave Scadden 'toons. Far from heavy duty but they have proved quite durable. The blue one is bladderless and the red one has bladders. Kinda like the bladderless one tbh. There's been a few pinholes here and there but nothing that has ruined a trip. And believe me, I beat the snot out of them! Josh"
1057653,kuhaman,2020-03-20 22:05:00,503,2 1750hp ddc's about 4 litres per minute per engine 
1057665,misfish,2020-03-20 23:47:00,29133,"With all the chick and cash flow, whats the worry ?"
1057676,Old Ironmaker,2020-03-21 01:57:00,8243,"I brought the ""Bassassin"" in to my marine guy a few weeks ago to get her ready for the season. It didn't get the bottom wet for 2 years and wanted to make sure she was 110% ready to go. The main thing was to pump out all that old gas in the main tank and dump the 5 gallons in the kicker tank. I won't put 2 year old gas in any 2 stroke tool I have. Glad I did take her in as they found a few small things that could be huge on the water, like a bad bilge pump and the power pack was pooched on the kicker as well the power cable to the GPS combo had to be changed. My marine Guru Ted is using a walker now so I had to pay bigger. I've saved thousands over the years helping Ted work on my boat and learned plenty. Such is life.  Our trip to Georgina for Perch next month cancelled. No motels available and I'm not sure I would stay in a 5 star Marriot in this thing we are all trudging through today. The up part is traffic on the highways are nil. We might just commute or go to Burwell or Bruce."
1057712,Rattletrap2,2020-03-22 00:13:00,1652,"I was down and out for pretty much 4+ years after I sold my boat at the end of 2012. I never lost the desire, just the means to accomplish what I wanted to do. I made due to some extent with renting a boat on occasion, but you don't get things like trolling motors and electronics that you become accustomed to. In 2017, I purchased a new boat package.....and then promptly had a speeding dump truck try to eradicate me from this earth!! The last couple of years are seeing more and more outings, but I got to admit....if we ever get out of this isolation or ""social distancing"" crap, I am chomping at the bit to get back at it!! Here's to getting all of hose purty boats in the posts above, wet as often as possible this season!!"
