522096,Rod Caster,2010-11-21 23:15:00,5784, Plenty of rainforest in canada... take a look in BC. Get your chains and find  big tree to save.
521415,Afraz,2010-11-19 03:29:00,250,"We need to have a study done, with a control.  Very doable but i doubt it'll ever get done.  Its not the cormorants its the trawlers that net thousands of lb's of fish per session.  Ban commercial fishing then deal with the birds..  Make it like the good old days... if you wanted to eat fish you'd have to go out and catch one.. Least in Canada anyway..  I mean though suckers are considered coarse fish, you often find them in chinese markets labelled as ""Northern Canadian Mullet"" labeled wrong.. and how sustainable is a take and take fishery..  I doubt the MNR goes around stocking commercial fishing grounds with coarse fish fry.."
521417,Dave Bailey,2010-11-19 03:37:00,1641," There's no way I would go with a ban on Great Lakes commercial fishing unless the science says that it's unsustainable. It has been going on for years and a lot of people and communities depend on it. For sport fishers to say that it is bad for us is selfish. Let's concentrate on cleaning up the ecosystem and doing some proper studies, I'm certain that commercial fishing can carry on."
521524,Sinker,2010-11-19 18:15:00,8692,"I'm biting my tongue on this one.  First the cormies, then the seal hunt.........all in one thread.....biting harder!!!!  A lot of the replies here are VERY uneducated!!!  S."
521591,Gregoire,2010-11-19 21:58:00,1397,"A lot of the replies here are VERY uneducated!!!   I am wondering what an educated vs. an uneducated reply would constitute. I, for my part, am expressing an opinion. Uneducated and educated opinions can further discussion, and I believe discussion is worthwhile. I am not trying to change peoples minds, rather trying to make people think about something they may have not thought about before.  I agree that a controlled study may be the best way to go about finding out if the cormorants are the problem. Culling may indeed be an option. I just wanted to point out that the attitude of finding scapegoats rather than diagnosing the problem is dangerous and will not solve the problem. Please do not mistake me for a radical environmentalist. If it was proven that killing cormorants would improve fishing I would be all for it, as angling is a passion of mine. I just think we need to consider what we can do ourselves to change our behaviour before we look outside of ourselves.  If you read the article that introduced this topic it talks about how cormorants will eat larger fish than we would commonly believe (and I believe this article is from the uk). A previous post talked about how cormorants are dangerous because they feed on smaller juvenile fish. To me this indicates that people are looking to blame and find an easy answer outside of themselves.  I guess I am really sensitive towards this issue, and am not expressing myself clearly. I do appreciate most of the the opinions that are being expressed."
521595,Gregoire,2010-11-19 22:04:00,1397," People have come up with a lot of solutions, even final solutions. It is the solutions that are based of solid evidence, such as studies, that we should consider. If they are just expressing opinions or based on anecdotal evidence than they generally will probably will not solve the problem. I think I have expressed my opinion on this topic clearly."
521626,Guest Johnny Bass,2010-11-19 23:11:00,0," Here are a few things for you to consider.First, they were not here in big numbers. Now they are everywhere. Now would you say they are having a negative, positive, or neutral effect to our lakes and environment? Some person noted they are here because the forage can sustain them. FOR NOW! After they wipe out the forage they will start moving to a new place to rape and pillage. Do we wait for them to entirely decimate an area?  You said.""If it was proven that killing cormorants would improve fishing I would be all for it, as angling is a passion of mine."" Never mind angling, which it is clear they are an invasive species, since they did not exist in such large numbers or at all in the past. What about the trees? Have you seen what they do to trees? You dont need a PHD to know they are destroying the environment. Just look at some of the islands they have overun....  Those are the negatives, What are the positives?  The fact of the mater is the government doesn't like dishing out extra cash when they dont have to. That is why they have been dragging their feet. I say we make them nest? Torch the nesting grounds, and then its open season on cormorants(shot guns)!"
521647,Afraz,2010-11-19 23:51:00,250," According to your logic, everytime a species evolves or finds a niche that it can exploit it is considered invasive and thus must be destroyed. I wonder what the cormorants think of us lol.. As far as invasiveness is concerned we colonized every single part of the world because of our dominance. Now if a species is capable of doing something similar we disallow it because it threatens our superiroity ? comeon.. they are birds lol.. doin whats birds do.. feed and poop..  There weren't that many people in Canada in huge numbers, does that mean we should have put a ban on immigration and child birth thinking that our resources would be put under stress ?  As far as i am concerned its just natural selection.. let nature play itself out.. if we want to fashion the evolution of our planet and enviornemnt based on our own image and the like thereof than there is no stopping the inevitable.. but for the time being..leave the cormorants alone and worry more about the guys who haul 12000 Lbs of fish catch 10000 over their limit and get slapped with a  2000 dollar fine, still making tonnes of cash even after paying the fine (my numbers may be off but most of you have an idea what i am talking about)..."
521649,irishfield,2010-11-19 23:53:00,26272, YES !
521654,Whitespinnerbait,2010-11-20 00:08:00,2038,"Once a Beautiful Lush Green Island , has now become doo doo stained island         Kingston area"
521656,Afraz,2010-11-20 00:11:00,250,  LOOOOOOOOOOOOL !!   Bat Droppings ruining our beautiful natural resource - Our caves.. Lets destroy them next 
521658,Guest Johnny Bass,2010-11-20 00:15:00,0," Absolutely! If they are exploiting it at the expense of the existing population, then we have dibs! You said the key words. We are the superior species. If a species was able to conquer us, we would have no choice. Though the rule of any species, is cater to our own before any other species.  I'm surprised you and P3TA haven't started the ""lets save the Mosquito and Cockroach"" movement. After all, they are just insects.  If our resources were under stress and we brought in immigrants, we would have to have the dumbest leadership on the planet. And why do you keep comparing people to cormorants as if they were the same thing?LOLIts natural for them to come here and take our food, though its not natural for man to stand by and do nothing about it. They are an invasive species and all invaders should be dealt with.If waiting for them to deplete our fish life and destroy our trees is nature playing itself out? I am not interested.  Its like some pickerel fishermen kill Musky in lakes, so they don't compete with the walleye. If your a sport fishermen, you may have a beef, but if you eat fish, you'd be all for it no? Never mind let nature take its course. It makes sense to kill the competition. That is man's natural instinct, when there is depleted resources. They are depleting our resources, so my natural extinct is to wipe them out. Man over cormorant."
521659,Guest Johnny Bass,2010-11-20 00:16:00,0, Well at least they have the backdrop for the next horror film in Canada.  Do they look eco friendly to you?
521667,Afraz,2010-11-20 00:35:00,250,"  Take our food ? so you're telling me you're the guy whose been neeting all the dinky perch and frying em up.. i guess you'd be mad afterall.. you are in direct competition with them  LOL and Bun P3TA.. i am just saying.. its unfair to dictate that we should destory or control everything in the world that does not suite our tastes.. i mean these things will remain long after we're gone and they were here long before us..  Has nothing to do with mosquitoes or roaches lol..  EX: Zebra mussels invasive yes - But they have improved water clarity.. I dunno about you, i rather not swim in thick mossy green PHOSPHATE laden water.. everything balances out over time.. And these things provide sructure and habit at for fry.. not to mention food for many coarse fish such as fresh water drum...  I am not being an enviro freak.. But in a country like Canada that has been blessed with so many natural resources i'd hate to see it ruined because of some radical few who have a problem with limiting their influence on natural processes.."
521669,Afraz,2010-11-20 00:42:00,250,"  Is this worse than the thousands of acres of forest which is lost due to forest fires because some guy thinks its cool to flick his ciggy out of his moving truck ?  Or is this worse than the thousnads ofhectares of rainforest that is being lost, because we need more furniture for our homes..  Lol.. comeon man.. there are far more important issues we need to deal with..  Cormorants should be the least of our concern..  Anyway.. i am just gonna stop posting on this thread..  Because its either you love em or you hate em.. no middle ground here i reckon..  Cheers  P.s. Jhonny Bass i wasn't pickin on you or anything, i was just providing rebuttals to your arguments.. nothing personal.."
521700,Guest Johnny Bass,2010-11-20 04:19:00,0," Come on. If I could stop people from starting forest fires I would, and if there was a rainforest in Canada, I would do whatever it takes to protect it.  These cormorants are directly harming our eco system as far as I am concerned and I want them dealt with.   As a fisherman, cormorants are at the top of the list as a problem that is not being addressed.  I didn't take it personal at all. I'm just like you, very passionate in what I believe it.  Death to the Cormorants!!!"
521999,Billy Bob,2010-11-21 17:48:00,5865,"OK, Who's out there to save the zebra mussels and round gobies.....anyone, anyone....after all they don't belong even on this continent.  People get real, there are no benefits of having THOUSANDS of Cormorants in our area....but if you can name some I'm all ears...then what about the zebras and gobies.........."
522002,Billy Bob,2010-11-21 17:52:00,5865,
522004,Spiel,2010-11-21 18:02:00,9065,   I'm willing to be all ears as well.
522027,Dave Bailey,2010-11-21 19:26:00,1641," And there are no benefits to having thousands of chipmunks, or garter snakes, or trilliums, or yellow warblers. What's your point?"
522037,wkrp,2010-11-21 20:48:00,656,Which came first the Cormorant or the Egg?
522060,mercman,2010-11-21 22:09:00,7054,  what about the snakehead too.watched a show last nite that opened my eyes real wide.i'd never heard of them in north america before. where the heck do these cormarants come from anyways.I'm gathering they are an invasive species.
522066,Billy Bob,2010-11-21 22:22:00,5865," So, I have to ask, what's your favorite tree to hug....  Please tell me where in the world we are being over run with chipmunks, or garter snakes....never see more than a hand full at any one give time and I'm the woods hunting all fall long...maybe you're just a nut case..."
522086,Dave Bailey,2010-11-21 22:54:00,1641," Maples, I love the syrup.   And what classifies as being 'over run'? If cormorants had always been around here in the numbers they are now it would be considered normal. The fact is that the current range expansion is a natural event, species expand and contract their ranges all the time as environmental conditions change. And if you read my article carefully you would understand that I do not say that we should do nothing, but what I believe we should not do is a knee-jerk reaction. It should be obvious to anyone that something has changed to allow them to expand, so let's find out what it is. If we find out that they are chomping down on round gobies and the fry of asian carp, would you then still feel like exterminating them? And when P E T A comes calling, as they surely will, we may find ourselves fighting on three fronts - cormorants, P E T A, and public opinion."
520236,cwpowell,2010-11-15 19:33:00,265,
520242,Terry,2010-11-15 19:52:00,14456,"and they eat 2.5lb bass just as easy and for 30+ ft deep....they don't stand a chance  save a bass, kill a cormorant"
520977,mpt,2010-11-17 18:22:00,158,"The feds are in charge of cormorants here in the US and the cormorant lovers are using their influence to stop any control. Essentially there are no cormorants in lakes Huron, St. Clair or Erie because they have no records of sightings. To help change this everyone should go to the form on the DNRE web site (http://www.dnr.state.mi.us/cormorantobs/) and report any cormorants you observe.  Read more at Michigan-Sportsman.com: Cormorant Eat Perch - Page 2 - The Michigan Sportsman Forums http://www.michigan-sportsman.com/forum/showthread.php?t=355694&page=2#ixzz15Z6dvyFj Here are pics of a cormorants stomach full of perchies.     "
520985,Kwan,2010-11-17 18:37:00,132,wow!
521002,Smarty Pantz,2010-11-17 20:03:00,203,I hate those darn things!!! There is this one island on Nosbonsing that is full of those crapping lil buggers & probably is the reason why the fishing hasn't been so great out on that lake....I agree with Terry
521138,Stern Rules,2010-11-18 07:25:00,342,I saw 2 out at Waterford Ponds last year. Wish I had the camera. I saw them diving a couple times.
521160,Guest Johnny Bass,2010-11-18 13:17:00,0,"I still cant understand why the GOV protects these creatures. They not only destroy fish populations, but they destroy trees and habitat too. I guess the rich would like nothing more then to clean out our lakes of fish, so we could pay $20 a pound at the supermarket!"
521161,Dave Bailey,2010-11-18 13:36:00,1641,"Oooooh boy, this could lose me a few friends. Here is an article I wrote a few years ago, but never got around to submitting to anyone. If you decide to read it please do so from beginning to end before dashing off a critical diatribe, and take the time to digest it.  ===========  Cormorants are ugly! (but leave them alone)  Perched above a scrawny neck, on a head which waggles to and fro like a frenetic robot, are a pair of beady eyes which hardly seem adequate to peer past the inelegant hooked bill. The black feathers adorning the body are not particularly sleek or glossy, rather, they perpetually look as if the owner has just emerged from a sooty chimney. In flight they present a crooked profile, and when in the water they ride low, as if they are constantly on the verge of sinking. They waddle on land like an inebriated goose, and their unholy cackle is unmusical and grating. Their vast colonies are bleak guano covered rock piles denuded of vegetation, with stick nests adorning bare dead tree branches reaching in vain for sunlight from which they can no longer gain energy.  As you can probably guess I am not enamored of the double crested cormorant, not the least reason of which is that it seems to be having a negative effect on one of my favourite birds, the black crowned night heron. The heron is much prettier, but appears to have a preference for the same sort of nesting areas that are now being usurped by exploding cormorant populations. And it is that population growth which is being viewed with alarm by many in Ontario, an understandable reaction but one that may be misplaced in its proposals about how to handle the situation.  A few decades ago cormorants began expanding both in numbers and range at a staggering rate, and can now be seen in almost every body of water in southern and central Ontario, including urban ponds of only a few acres extent. Sportsmen are worried that they may have a debilitating effect on fish populations, and have been clamoring to have controls in place before fish stocks decline.  Is this level of concern warranted? Possibly, but in the rush to judgment let’s not simply think that lowering cormorant numbers will bring us back to the halcyon days when fish abounded in our lakes and rivers. Because they still are.  There are two misconceptions that I have heard directed at the cormorants, both of them so easily dismissed that if any of you are using them I advise you to stop before some kid fresh out of a grade 6 environmental studies class tears you to shreds. The first is the claim that cormorants are an introduced species. Balderdash! Nobody ever went out to a cormorant colony, fired a net over it, bundled some into a truck, and released them in Ontario. They have always been here, albeit in smaller numbers a few decades ago, and at one time that may have been much more numerous than they are today. The second accusation is that they will eat everything. No, they will not. As a predatory species with a rather catholic diet they may eat almost anything, but that is not the same as everything. Any predator exists in balance with its food resources, and once cormorant populations reach a certain level they will be kept naturally in check by the availability of prey, and there are indications that in some areas of the province they may have already reached that point, and may be declining slightly. Simply put, they cannot eat everything.  So what is the reason for the growth in numbers? Whatever it may be it isn’t the bird’s fault, cormorants just doin’ what cormorants gotta do, or for that matter what any animal has to do - eat, breed, and survive. There has obviously been some radical change in circumstance which is allowing them to do it better than before, and that is what we need to address. Have they benefited from the clearer waters brought about by the influence of a true introduced species, the zebra mussel? Cormorants are sight feeders which need to see their quarry, and anyone who grew up during the fifties and sixties will remember that trying to find your nose in front of your face underwater was well nigh impossible in those days when phosphate pollution had algae blooming so thick that you could almost walk from Toronto to Rochester without getting your ankles wet. Okay, an exaggeration maybe, but the water in the lower Great Lakes back then could charitably be described as ‘opaque’. Presuming that a hunting cormorant could even swim through the thick fibrous mats of algae, they would be hard-pressed to see the fish they were after.   What have we got to complain about?  Sport fishers have it better today than at any time in history. Fibreglass or carbon fibre rods are lightweight, exceptionally strong, and sensitive to the slightest nibble. Modern high-tech reels are on a par with anything NASA could produce for a mission to Mars, smooth in action and reliable, and they are spooled with monofilament or braided line that is light-years ahead of whatever primitive twine Izaak Walton used. Fish finders and hand-held gps units enable us to locate the best areas in a lake with hardly a glance at a map, and there are many resources available in print or on the web to help us before the season even starts. Step into a high powered boat that has a shallow draft, a live well, and a quiet 4-stroke engine, and get yourself to your honey-hole. Reach into your tackle box for the latest plastic grub, scented to attract fish better than live bait. Stocking programs by governments and sports clubs have ensured that desirable species are kept at sustainable levels. Halcyon days indeed, but we seem to be worried that cormorants are taking our fish. Well, they are not our fish any more than the cormorant’s fish (not even the stocked ones really, we went and poured them into a lake), and in fact they are a lot more important for a cormorant, which doesn’t have the luxury of a local supermarket. And if, as is often claimed, anglers are mostly practicing ‘catch and release’, then we’re obviously not doing this for the filéts.  Which is worse?  By picking on cormorants we may be playing into the hands of something more insidious and more of a threat – P E T A and its ilk. If we press for cormorant controls based on our own desire to remove them as competitors then they can more easily sway the public with the idea that we are heartless killers caring nothing for the other denizens of the wild, and we would need to expend resources fighting back. Why not save our energies by not giving them a battle that will have to be fought? Cormorants don’t care if we catch a fish or not, and they will never actively try to prevent us from fishing. They don’t care what we eat, and they will never try to force us to avoid food which our bodies have evolved to eat and turn us into vegetarians. Cormorants will never parade with placards at bass tournaments, handing out brochures slandering us and our lifestyle. Cormorants are blindly going about their business as part of the natural order, P E T A et al are willfully promoting an unnatural, unscientific, and indefensible agenda designed to further their rather twisted view of how we should behave.  =============="
521162,Billy Bob,2010-11-18 13:38:00,5865,There are THOUSANDS of Cormorants on Lake Erie around the Buffalo Harbor and on the round house just up river from the Peace Bridge. You would have to be blind not to see them.  I know duck hunters have take out some......
521166,jbailey,2010-11-18 13:50:00,866,good read... but i still hate cormorants
521169,Dave Bailey,2010-11-18 14:06:00,1641, So do I.
521173,perchslayer666,2010-11-18 14:20:00,280,At least they're controlling the dinks.
521185,Bob,2010-11-18 15:23:00,370,"Not an introduced species but an invasive species.  The first nesting pairs were recorded on the Great Lakes less than a hundred years ago at the west end of Lake Superior and they hit Lake Ontario in the thirties.  Here's what environment Canada has to say, it's a long read: http://www.on.ec.gc.ca/wildlife/factsheets/fs_cormorants-e.html"
521187,Gregoire,2010-11-18 15:41:00,1397,I find it funny that as humans we are constantly looking to place the blame on causes outside of ourselves. Accusing cormarants of lowering fish populations in lakes in Ontario is similar to accusing seals of wiping out the cod population on the Grand Banks. If we ever realize that humans are responsible for 99% of the changes that occur in ouor environment than maybe we will change the way we act as opposed to looking for scapegoats. I do not see how a rational person can blame poor fishing in an area on a bird. Just my two cents
521190,Terry,2010-11-18 16:02:00,14456,well I think everyone knows that humans are a/the major factor  but eliminating people just doesn't sit well with most  we are the dominate animal on earth and are self-aware so what is left is to control the numbers of animals to match today's environment and our needs  it is a balancing game..but we are top of the food chain
521196,hammercarp,2010-11-18 16:46:00,964,"I keep reading that cormorants have always been in the great lakes. This is not true. They arrived here in the last century. This persistent myth speaks volumes to me about the nonsense that has been put into peoples heads about the natural world/environment. The cormorants arrival here in the last century and their great success at exploiting the great lakes ecosystem is a perfect example that we (people) are not the only creatures to upset the balance of nature ( I believe that this whole idea of the balance of nature is simplistic hogwash ) . It was perfectly natural for the cormorants to migrate here and for them to exploit and effect the great lakes environment. It is also perfectly natural that we are concerned about this and take measures to control their population. An egg oiling campaign every spring would do this and provide work for people. I think cormorants have been studied enough.  By the way. Every spring one of the spots I fish for carp is about 50 m. from a cormorant nesting site. It stinks, but I get a kick out of watching them. They are here to stay."
521199,cwpowell,2010-11-18 16:53:00,265,  I think I know the spot you are talking about and boy is it an awful site and smell.
521250,Gregoire,2010-11-18 19:11:00,1397," I do not think anyone but the most radical environmentalist would recommend eliminating people. What I am saying is that instead of blaming animals, or anyone else, we need to take responsability for our actions. If we accept that the way we act inflences fish populations, we will be more likiely to change. If we balme somehting else, and do not accept that we are part of the problem, then we will keep finding scapegoats, because nothing will change and the problem will not go away. Arguing that cormorants are decimating fish populations in the great lakes is like arguing seal populations caused the collapse of the cod fishery in the grand banks."
521255,Billy Bob,2010-11-18 19:26:00,5865,:rolleyes:
521261,Lungelarry,2010-11-18 19:46:00,294,"By the way. Every spring one of the spots I fish for carp is about 50 m. from a cormorant nesting site. It stinks, but I get a kick out of watching them. They are here to stay.  The carp or the cormorants?????"
521266,cwpowell,2010-11-18 20:19:00,265," The carp or the cormorants?????     Probably both, ha. I wouldn't eat a carp even if I was a cormorant, especially from Hamilton."
521270,hammercarp,2010-11-18 20:54:00,964,Lungelarry  Both.   Get used to it.  cwpowell  You're right. Good idea.
521271,Guest Johnny Bass,2010-11-18 20:58:00,0," Terry is right. We cant stop the fishermen from fishing(only regulate), but we can stop the comorants.  Would you like it if fishermen started keeping everything they caught and that means 1 inch perch? Well that is what these comorants are doing. They are attacking the food chain at the bottom end. If they keep consuming the small fry, how will they grow up to spawn? Maybe we should put a slot limit for the comorants to follow.lol   Not to mention they are destroying trees(That's even worse then destroying ther fish). I wonder what I would prefer, nice leafy trees, nice shade and a healthy forage for the fish or comorants. Its a no brainer.  Death to the comorants!"
521272,Billy Bob,2010-11-18 21:07:00,5865,:good:
521306,blarg,2010-11-18 23:14:00,289,"  What i find funny is people like you are so quick to blame people but unwilling to consider the solutions that people come up with.  True, we have a greater impact on the environment that just about anything else but that doesn't mean we bury our heads in the sand and ignore the problems, even those we might have created.  Btw, the seals didn't decimate the cod stocks, but they could be making it recover more slowly or perhaps not at all, if we hadn't over fished the cod it wouldn't matter, but pretending that those cute cuddly seals don't eat a ton of fish won't make the problem go away."
