615322,Jds63,2011-08-25 02:03:00,1365,"torrential rain , heavy wind and lightning right now in the Shwa, power gone up and down 3 times"
615121,ccmtcanada,2011-08-24 16:26:00,7971,"Thanks for the heads up!  Interesting that they'd go straight to the tornado watch instead of a severe thunderstorm watch first.  They generally look at storm cells with rotation and a hook before issuing tornado watches and warnings.  The system hasn't even developed yet...they are ""expecting"" it to this afternoon as a cold front sweeps through."
615138,fishing n autograph,2011-08-24 17:24:00,2540,Better safe than sorry I guess. I don't think its a bad thing to be too prepared especially for the worst
615141,lookinforwalleye,2011-08-24 17:27:00,4399,Nothing on the radar yet!
615145,kickingfrog,2011-08-24 17:33:00,8333,"My perception (take that for what it might be worth) is that after a tornado they tend to issue watches/warnings a little more readily for a while. They run the risk of people not taking the warning seriously though, so they are darned if they do, and darned if they don't."
615160,ehg,2011-08-24 18:29:00,2666,I think you are right. After that F-3 hit Goderich last weekend they seem to have a larger area and way sooner warning of potential. The watch extends from Parry Sound down to Windsor and nothing is to happen still for hours. Maybe nothing will happen even?
615176,Headhunter,2011-08-24 19:11:00,5703,"Just got an email from my wife,who, with my kids, are visiting my father in law as his home in Grand Bend. Sunny right now, but the waves ""are crazy"". They should be one of the first areas to get hit. HH"
615181,ccmtcanada,2011-08-24 19:51:00,7971,"Tornado watch extended eastward now includes Toronto, Durham, Kawarthas, Bancroft, Belleville, Quinte.  Grey Bruce now has upgraded to severe thunderstorm warning.  Keep your eyes on the skies if you are out there!  If you are on the water and are reading the board with a smartphone, click on this link and your browser will open to environment canada's radar site...  http://www.weatheroffice.gc.ca/radar/index_e.html?id=WKR  Link to weather watches and warnings... http://www.weatheroffice.gc.ca/warnings/warnings_e.html"
615185,misfish,2011-08-24 19:58:00,29133,  You better check again. Thats one massive coverage coming our way. Smaller one is headed up to the muskokas.
615187,ehg,2011-08-24 19:58:00,2666,"Ya, all of southern Ontario east to Belleville/Pembroke now under Tornado watch. Never seen this before. That F-3 last weekend in Goderich really has made them cautious."
615188,ccmtcanada,2011-08-24 20:00:00,7971," I'm somewhat a weather buff and I agree, I haven't seen a Tornado watch that covers such a vast area.  Batten down the hatches just in case everyone!"
615206,lew,2011-08-24 20:26:00,12766," Hey Cliff, I remember posting this picture a few years back of a very strange cloud formation over my house that I'd never seen before, and you came up with a name for it right away.  Hafta admit I was pretty impressed  "
615207,fishing n autograph,2011-08-24 20:36:00,2540,clear and sunny here in KW...but the wind has really picked up
615209,ketchenany,2011-08-24 20:43:00,3229,
615216,fishing n autograph,2011-08-24 21:01:00,2540,i thought they were testicumilus! thats awesome!
615221,misfish,2011-08-24 21:15:00,29133,Thats where Ron hides his puff ball mushrooms.LOL
615228,DRIFTER_016,2011-08-24 21:33:00,10439,Looks pretty mellow out there. The worst of it has been staying to the North but there is a set of strong cells heading straight towards the Bruce. There's a nasty cell heading for Parry Sound too. Best be battening down the hatches!!!    
615234,newb09,2011-08-24 21:49:00,49, Wow. Amazing! What is the name of that kind of clouds?
615238,ehg,2011-08-24 22:11:00,2666,Those clouds are actually called mammatus. Mammatus are found on the back end of severe thunderstorm complexes only. You might see them today but they don't always occur.
615239,misfish,2011-08-24 22:16:00,29133,Back to the weather...........  Whtas happening in your area??
615243,GBW,2011-08-24 22:24:00,8460,sun and a bit o'wind in Brooklin.
615244,ehg,2011-08-24 22:25:00,2666,Now Tornado warnings for entire Lake Huron shoreline area. Severe thunderstorm warnings for Georgian Bay shores over to Huntsville. Looks like these storms came to fruition. Look out folks....
615245,Beans,2011-08-24 22:25:00,3339, 06:30 PM Light fluffy clouds and blue skies to the east...dark ominus looking clouds to the west and moving eastward in a hurry...   
