913224,Parnelly,2015-05-01 11:07:00,108,My 94 F150.    
912797,blaque,2015-04-28 20:28:00,2419,"a neighbour down the road has a GNX #117 I think,has 166 miles on it,he bought it in 1989 for 52,000 us,he has been offered 100,000 for it a couple times over the years and has refused.  Its insane aint it !! My buddies got 3 GN's and 3 T-TYPES between him and his dad. One of the t-type motors was replaced with a twin turbo.........i CANT count on one hand the number of times he took the boost to the limits and blew it up. Fortunately hes one of those guys that enjoys dismantling an entire motor and putting it back together in a weekend."
912814,musky666,2015-04-28 21:40:00,126,"Traded my '73 Cuda on this '66 Charger back in '85- my dream car. I dated my wife in her, my son dated a girl in her-same drive-in but a generation  apart! She's in the garage now waiting on a new power plant. "
912820,HTHM,2015-04-28 21:53:00,4082,"My older brother had one like that as well, if I recall the seats reclined all the way to make a great ""sleeping"" area"
912896,Freshtrax,2015-04-29 04:55:00,2215,
912897,Roy,2015-04-29 05:04:00,13728,Boss 302 mustang has my vote...I'm saving... I am a certified ford nut.  What's the tow package like on the Mustang?
912899,Freshtrax,2015-04-29 06:04:00,2215,"I have a f150 for that ....,the newer challengers  aree pretty sweet too, but do t tell my wife, she is a doge girl and I'd never live it down."
912900,Freshtrax,2015-04-29 06:11:00,2215,http://www.dodge.com/en/challenger/model_details/#model=dodge_challenger_srt%AE_hellcat&year=2015   60k for 700 hp super car.......
912905,DanD,2015-04-29 10:26:00,2223,"Yea those Challengers are nice cars, they kept to the true lines of the 60's vintage. But what was Dodge thinking when they came up with some of the sub model's names; I mean come on SCAT PACK SHAKER! LOL  Dan."
912914,206,2015-04-29 11:56:00,563,Here is my custom 83 Malibu wagon....she's a garage Queen these days I'd rather be baking in the hot sun on the wat.er than in a parking lot at a car show.  
912924,BillM,2015-04-29 12:56:00,17367,"http://www.dodge.com/en/challenger/model_details/#model=dodge_challenger_srt%AE_hellcat&year=2015   60k for 700 hp super car.......  Yeah but you're still driving a Dodge at the end of the day, lol.  C7 vette all day in that price range."
912929,HTHM,2015-04-29 13:20:00,4082,"Here is my Mustang, currently for sale.     "
912932,manitoubass2,2015-04-29 13:31:00,11391,"If I had the cash to blow on a car for fun, this is what it would be...  "
912935,DanD,2015-04-29 13:55:00,2223,"Appendage extension, like most specialty car. LOL  Dan."
912936,davew3,2015-04-29 14:36:00,430,"2011 Ram,  395 hp   can't even feel my boat behind it. "
912938,Freshtrax,2015-04-29 15:20:00,2215,"Love it....  I'd love to build a wagon...if I do it will be a sleeper steel wheels faded paint,  and a bad ass motor."
912942,manitoubass2,2015-04-29 15:29:00,11391,Hahahah
912966,steelhedrmatt,2015-04-29 17:41:00,278,"Not mine, but I've been helping my neighbour build these all winter. I've learned so much and am kinda proud of it.       Race season starts this Saturday and I'm pumped. Should be an exciting season with Barrie speedway closing down, and now our track is nascar sanctioned."
912969,CRUD150,2015-04-29 18:33:00,87,Had a few over the years I miss.  My current crisis. Vee power.  
912970,BillM,2015-04-29 18:43:00,17367,^----- Yes!!!!!!
912973,SlowPoke,2015-04-29 19:25:00,2984,"'12 Ram Sport It hibernates for the winter and pulls the yacht in the summer. It's a nice ride but not 'pride and joy' material; I'm still waiting for that ride!  Dan, I haven't seen Andy's car since he painted but I'm sure I'll recognize it when it rattles my windows driving by.  Any chance you could see my ride in person on Monday...maybe on the hoist? Spring service time. "
913033,DanD,2015-04-30 10:34:00,2223,No problem for Monday Brian; give me a shout and we'll set a time.  Dan
913101,Rich Clemens,2015-04-30 17:10:00,3131,Y'all (and me too) will have to wait intil late next year.  http://www.motortrend.com/roadtests/trucks/1501_2017_ford_f_150_raptor_first_look/
913105,BillM,2015-04-30 17:43:00,17367,"I wonder if those will bend in half like the old ones  To bad about the V8, they still haven't put the proper engine in that truck yet (Powerstroke)"
913114,Old Ironmaker,2015-04-30 18:54:00,8243,"You can call a Ford pickup truck anything cool gnarly sounding you want it's still a Ford pickup. Actually it has an appropriate name, a Raptor is after all a dinosaur."
912645,Raf,2015-04-27 23:26:00,3495,"nothing fancy, usually pretty muddy -- my diesel  "
912647,ketchenany,2015-04-27 23:29:00,3229,"I can't post pics which I have but I've owned a 65 Ford Galaxy 500 in 1970 a 69 Firebird in '72, got married and bought a 1976 Pontiac Ventura. A 1983 Ford LTD brougham, then a 1989 mini van and 1995 Jeep grand. back to a Jeep Compass in 2010. We did have a 55 Chevy 2-door which we played with in my dad's driveway util  he said ""get rid of it"" that was a mistake"
912648,blaque,2015-04-27 23:37:00,2419,"Shopped for one of these for years in the 90s.never lined up with the right car/deal.  Just saw an 87 GNX with 10.5 miles go for $96,000 on eBay last week"
912649,ketchenany,2015-04-27 23:38:00,3229,"B we all made mistakes, I konw what tou mean, had many happy rides Ina few but not mine.  A great friend of mine bought a 1972 Nova 327 2-door. We worked at Richmond and John CityTV corner . . . Working midnights we would drive down Spadina onto the Gardner at 4 am  And then drag to Bathurst, get off and back to work. What a noise this made  We all did it!"
912658,Gallie,2015-04-28 00:07:00,1215,
912659,Gallie,2015-04-28 00:12:00,1215," This is my old truck, 2003 ranger level 2 with a 6"" lift and 33"" pro comps. Also v6 but automatic. Had to trade it for a family car when the baby came. Still miss it but i look forward to my f150"
912660,irishfield,2015-04-28 00:15:00,26272,Brian.. they'll have to pry my keys from my cold dead hands! My ride since I was 17 years old. 
912671,Old Ironmaker,2015-04-28 01:34:00,8243,"A great NF thread, keep them coming folks. If only I could post pics easily I have a few to show. I can't even cut and paste on OFC any longer. Same goes for quote feature. Same thing on 2 different PC's.  My previous everyday driver was an 89' GMC Sierra, step side short box before I bought my 2011 Silverado which was my first ever brand new vehicle. The Hyundai Excel we got for my ex doesn't count. $7200,00 out of the showroom, all in.  Someone spent a lot of money on the engine before rust got to her, the GMC not the ex. Someone made up a dual exhaust for it and she had that old V8 growl you can't get anymore. I never washed it once in the 4 years I had it. I was going to give it a makeover. The 10K I was quoted wasn't in the budget."
912680,manitoubass2,2015-04-28 02:08:00,11391,"Send em to me OI, ill post em up for ya?"
912701,Old Ironmaker,2015-04-28 05:49:00,8243,"Hey that's an idea Rick. Now I have to scan them first after I find them, sounds like a plan thanks Rick."
912704,DanD,2015-04-28 10:38:00,2223,"Wayne there's nothing wrong with MOPAR power. Chevys are cheap to build up, compared to Chryslers; but a well built Chyco will be on the track, running flat out twice as long.Your video is down; it would be great to see the car fire up?  Dan."
912705,Old Ironmaker,2015-04-28 10:49:00,8243,"Dan you gotta love the window visor on that Chevy. You don't see those everyday, even back in the 50's they were not a common thing."
912707,DanD,2015-04-28 11:16:00,2223,"The visor is an original GM accessory; that was sold and installed at the dealer level. Yea I think it gives the car a bit of an attitude look. The Mexicans that work the fields on the way down to my trailer, love the car. Going through Delhi, I always get a bunch of thumbs up from them. LOL  This 86 Corvette was one of my customer's cars; that I had worked on it for at least 20 years. The lady that owned it (Original owner) came into the shop one day, about 6 or 7 years ago and asked if I wanted to buy it? She told me a crazy low price; but it came with a condition. I was not to sell it until she passes away; she didn't want to see the car go too someone that would destroy it. Her reason for selling it was that at 72 she couldn't get in or out of the car very easily. I kept true to my word; but I did give the car to my daughter, as a law school grad gift. Michelle had her first ride in the car when she was 7 years old. The owner had seen Michelle checking out the Vette and offered to take her around the block in it. Michelle was hooked and fell in love with it; so it was only fitting for her to have it. I keep telling her, she has to stop polishing it; she going to rub the paint off it.  "
912708,lew,2015-04-28 11:29:00,12766,"Forgot to mention Dan, but a friend of mine is also into old cars and rebuilt a 50 Chevy basically the same as yours including the color. He even went so far as to find the tail lights with the blue center dot. He kept the stock engine though, just rebuilt it.  Back when I was about 14 or 15 my buds older brother souped up a 47 Ford and put in a big motor, although I don't know what it was.  It had a 3 speed column shift and to be ""fancy"" he put a chrome ball on the end of the shifter. He took the pair of us out one day to show us how fast the car was. Took off from a light screaming in 1st gear, then when he slammed it up into 2nd the chrome ball flew off and busted his windshield.  Not sure what made him madder, whether it was him busting the windshield or us kids in the back seat laughing our fool heads off"
912709,BassMan11,2015-04-28 11:30:00,583,Just Picked this up last year.  2008 GMC Sierra 1500 All-Terrain extended cab 6.5 bed / 5.3L V8.  
912711,DanD,2015-04-28 11:36:00,2223,"While I'm at it; I may aswell post my son's 87 Mazda RX7/LS1. Yea we put a 340hp Corvette engine and and 6 speed manual in it. That wasn't enough for him, so he pulled the 5.7 heads off; ported & polished a set of 6lt heads and install a monster of a camshaft. The last time we dynoed the car there was 485hp at the wheels.    Yea my daughter in law is another car nut. LOL  Dan."
912717,Old Ironmaker,2015-04-28 12:27:00,8243,"This isn't the original 83 560SEC, but it's very close. "
912718,Old Ironmaker,2015-04-28 12:27:00,8243,"Wow, I actually posted a photo!!!!"
912719,manitoubass2,2015-04-28 12:34:00,11391,Woot woot!!!!  Nice pics everyone!
912721,Spiel,2015-04-28 12:39:00,9065,All I need for getaways with the Lund.     
912722,Joeytier,2015-04-28 12:39:00,3990,"That RX-7 is incredible, wow.  Always liked those cars, but a cammed 6 L is just nuts"
912724,HTHM,2015-04-28 12:44:00,4082,"nothing fancy, usually pretty muddy -- my diesel   I have one of those as well, in black, my favorite daily driver so far."
912726,manitoubass2,2015-04-28 12:44:00,11391,"Here is a question for you car nuts.  Out of all the newer cars, what would be your pick?"
912736,Raf,2015-04-28 13:29:00,3495,"impossible to answer without giving some criteria.  for sports car, without a 100k+ price tag, i'd take a c7 vette but it don't tow very well.  for suv, that's easy -- new grand cherokee diesel with all the fixins.  but my last 3 vehicles were Jeeps so consider the source.  for a truck, propably the ram diesel.  a tesla would be pretty sweet too!"
912738,DanD,2015-04-28 13:58:00,2223,"2016 Camaro with the ZL1 580hp supercharged engine and that's for two reasons. The power of course and the fact that my son designed, built and sold the contract to supply GM the engine mounts that are used on these Camaros and the Corvettes. He's an automotive engineer and works for Cooper Standard in their resource and development division and it's them (CS) that are making all the money from the mounts. Andy just takes his paycheque home; but it's a good sized one. LOL I know that an engine mount doesn't sound like much; but these are liquid filled and computer controlled for the firmness of the mount and infinite adjustability. I know shut up; but I'm a proud dad with both kids getting too their goals and still going.  Dan."
912559,DanD,2015-04-27 15:15:00,2223,"Here's my baby. 1950 Chevy Styleline Deluxe      Outside she looks stock; but there has been a few mods under the hood.    4.8Lt Vortec V8 with a 4L60E 4 speed automatic. Rewired the car to accommodate the fuel injection and computer controls. That turned the old girl into a nice cruiser out on the hwy; getting approx 34-35 mpg.  Just installed a class 3 receiver tow hitch, so this year's trip up to Elk Lake; she'll also be one of our tow vehicles.  What land vehicle is your pride and joy?  Dan.       "
912566,Old Ironmaker,2015-04-27 15:57:00,8243,"What a beauty of an everyday driver Dan. What was the original power plant Dan?  Dad had a 51 Chev when I was born, your's is very similar to the one I have seen pictures of. I remember chewing on the leather seats of his 55 Chev 2 door hard top, hey I was 4, Hunters green and white, what a beauty that was. He doesn't remember what exactly powered it but it was an 8, probably small block. I called him inside and the identical 55 was being sold on Barrett Jacksons auction many years ago while we were watching TV. It went for over 100K. He couldn't believe it  I've sold them all and am kicking my butt for it now. But that was at a time when I needed to buy a roof for over my head. I was well on my way to putting together a cool collection as I never sold a vehicle I ever had until I was 24 and got married. I had parked in my uncles barn, 63 Pontiac Parisian 2 door hard top, 65 Chev Impala 2 door SS, 65 Ford Galaxy 500,  67 MGB, 70 Ford T-Bird, 2 door hard top, 69 Mercedes Benz 280S, 70 Ford Econoline Van (shaggin waggin), 72 Triumph TR-6, 76 Chev Monte Carlo, 76 L-88 Corvette. Plus I had a 73 Harley Sportster and a Hard Tail that was 5 different bikes of different years. I sold them all in the summer of 79 to put the down stroke on my first matrimonial home. Then I bought a 79' Audi 5000s and drove it for 9 years as the family car. Then after I got divorced I started another collection and sold all of them in 1996 when I took my early pension and took that money to buy a cottage. The 2 cars I wish I still had was the 72 Triumph TR6 and 83 Benz 560 SEC 2 door 5.6 litre rocket (from my second collection), both were beauties, I was more into the European stuff for some crazy reason.  If I had a few of those first cars now I think 500K wouldn't be an exaggeration for what they are going for at auction. An identical 69 Benz went for over 100K USD last week on Barrett Jacksons, maybe more because that when I shut off the TV in disgust!  My 3rd vehicle is a 19 foot StarCraft now.  If I was smart enough to post pics I would. I am as far as getting a few on Photobucket, so I'm trying."
912568,blaque,2015-04-27 16:08:00,2419,"Shes no longer with us lol, but this was my chariot back in the day.  "
912570,Old Ironmaker,2015-04-27 16:17:00,8243,"She's a beauty too Blaque. I won't look at old pics of the cars I no longer have, it's too painful."
912578,lew,2015-04-27 16:43:00,12766,"My current ride is a 2013 Lariat and is without doubt the best vehicle I've ever owned. I had a 2010 before this one but decided it was time to upgrade and get one pretty well fully loaded and it was well worth the money.  Pulls my big ole glass boat like it's not even behind me.    Out of all my previous vehicles though, and there's been alot over the years, the one I wish I still had was my 1965 Parisienne. I bought it in '68 when it was only 3 years old and it was mint.  Mine was identical to this one 'cept it was green with white upholstery.  I drove it it for 5 years then sold it but have kicked my butt for selling it ever since.  They sure don't make them like this any more.  "
912584,Woodsman,2015-04-27 18:14:00,1286,Here's my current ride. 
912586,bare foot wader,2015-04-27 18:33:00,1354,"no boat pic handy, this is my truck last weekend  "
912590,DanD,2015-04-27 18:48:00,2223,"The original engine was an inline 6 cyl, 216 cu"" with 92 hp on its best day.    Three speed manual trans with a 4:11 gear in the differential. Halfway through an intersection, you'd be looking for second gear; out on the hwy trying to do 60mph, the tac was running about 4200 rpm. With today's type of driving, I knew that the poor old 6 wouldn't be around for long; not without blowing it up. Now at 60mph with the 290hp injected engine, overdrive trans and a 3:42 gear, the engine is running about 1200rpm. I love it pulling out onto the 401; everyone is trying there best to stay in front of me. (They don't want to get stuck behind an old car.) They give up most times, when they realize I'm 3 or 4 car lengths ahead of them before I leave the on ramp. LOL  Lew. I have a customer that has a 64 Chevy convertible with a 283cu"" in it. That car is a dream to drive below 70mph. Above that speed the car turns into a wing and starts to get lighter and lighter, until you know you had better let off the throttle. These older cars were not very aerodynamic; but a blast to drive.  Dan."
912592,Freshtrax,2015-04-27 18:57:00,2215,"Here's mine,  no recent pics, the doors are now chopped and fitted, the bed is sectioned and mounted,  was way to cold this winter to be out in the shop.  Will have a 390 and a c 6.   Slow and steady wind the race."
912594,lew,2015-04-27 19:04:00,12766,"       Lew, I have a customer that has a 64 Chevy convertible with a 283cu"" in it.  That's another one of my favorite cars Dan, I worked with a fella  that bought a brand new '64 convertible when they came out and still remember the day I 1st saw it. Red with black interior and just beautiful.  I say it all the time, new cars are obviously much safer and more reliable than the ""old days"" but they sure as heck don't have near the style or pizzaz of years ago.  Used to be a car would go down the street and you instantly new the year, the model and probably what engine was in it.  Today they all look the same going down the road and I don't know if it's a Honda or a Rolls Royce"
912596,DanD,2015-04-27 19:30:00,2223,"I know what you mean Lew. I'm a mechanic, working the trade and I have to go looking at the nameplate or run the VIN too see what the hell it is. Oh sure it's a Ford Focus; but what sub model is it. The 2Lt engine Focus has 10 different subs; that all carry different options for suspension, steering, brakes and body differences. LOL  Dan."
912603,Old Ironmaker,2015-04-27 20:26:00,8243,"As Lew said those were the days you knew exactly what year and model a car was going down the road. We lived at a stop and would play a game sitting on the front stoop. The first kid to call ""it"" won. Today my wife will ask me what type of car is this or that, until I can see the badge on the trunk I have no clue. Trucks are more recognizable but cars, who knows? A mass of plastic is just that. In the 60's an uncle had a Studebaker Avanti, now there was a car.  They say they don't make things the way they used to, in most cases that's definitely true. Cars today are light years ahead of those classics. My 63 Parisienne  didn't have power steering or power brakes. Turning the wheel was a workout and if you wanted to stop fast you better start a block ahead of where you want to stop. I have used the emergency brakes many times back in the day.. Most people today don't even know where the emergency break is. I was told by someone they didn't have an emergency brake but they have a parking brake, that would be my beautiful wife.  I don't want to hijack this thread so I will ask Dan, what was your favorite car over the years?"
912606,lew,2015-04-27 20:35:00,12766,"In the 60's an uncle had a Studebaker Avanti, now there was a car.   Studebaker had some really flashy cars back then and one of my favorites was the Hawk."
912614,DanD,2015-04-27 21:01:00,2223,"I don't want to hijack this thread so I will ask Dan, what was your favorite car over the years?  Oh that's easy. 1969 Chevelle Malibu SS 396 cu"", 4 speed manual and 3:73 gear. Back then you could special order cars and change up things as the car was being built. My dad would not help my brother finance this car; if he thought it was a ""sports car"". To dad anything with bucket seats was one; so my brother ordered this SS with a bench seat. LOL   Just an on-line pic.  That was my first car; I bought it off of my brother, when it was 6 years old and pretty tired from the beating he gave it. I was 15 then and spent the best part of the next year getting it ready for a safety and for me to get my driver's license. OH man the memories of the street racing and the view from the back seat at the drive-in (what movie was that?). I sold it and have never found another that I could afford to buy; but some day I'll find one. Hopefully, I;ll still be able to get into the back seat. LOL  Dan."
912619,DanD,2015-04-27 21:23:00,2223,"Sorry to double post. But studebakers were way too far ahead of the times, compared to the other manufactures; people didn't understand the cost difference. They were the first to make seat belts, double latching doors, safety hooks for hoods, reinforcement beams inside passenger doors, dual braking system as standard equipment; the list is long, with all their attempts to make their cars the safest ones out there.  Even my 50, seat belts were not even an option, when it left the factory; if you wanted them, you'd have the dealer install them at a large (relative terms) fee.  Dan."
912620,bow slayer,2015-04-27 21:24:00,1074,"still after all these years have not figured how to post pics or actually really try to.....so here is my ride 1987 Buick Grand National,bought brand new in june 1987 with my first real job,still own it today   https://www.google.ca/search?q=1987+buick+grand+national&source=lnms&tbm=isch&sa=X&ei=Dag-VbaaDIiHyATazIHQBw&ved=0CAcQ_AUoAQ&biw=1600&bih=775#imgrc=TZQPts1hKBumWM%253A%3BVi75NPBCvCPieM%3Bhttp%253A%252F%252Fimages.classiccars.com%252Fclassifieds%252F366850_14021686_1987_Buick_Grand%25252BNational.jpg%3Bhttp%253A%252F%252Fphotogallery.classiccars.com%252F%2523!v%253Dsearch%2526ssy%253D9999%2526sey%253D9999%2526sm%253DBuick%2526smo%253DGrand%2520National%2526sp%253D2%2526xo%253Dccn%3B700%3B525"
912621,DanD,2015-04-27 21:35:00,2223," GM's first real attempt in the 80's to put a reasonably priced muscle car out there for the working man. They went like stink compared to the other smoggers out there, during the big emissions crunch. Nice car.  Dan."
912622,Gallie,2015-04-27 21:38:00,1215, Nothing special here but its gotten the job done for 4 1/2 years. Hoping to get an f 150 within a couple years
912623,misfish,2015-04-27 21:42:00,29133,"This is not mine, But back when I was 16, I owned one.440 model. It was the yellow one.  The things that make you wish you hung on to it.  I have seen a few,but the dollar figure is way out of my range.  "
912626,FloatnFly,2015-04-27 22:02:00,1640,"2005 F-150, only has 92,000km on it, this was taken the day I brought it home almost 4 years ago!  "
912628,chris.brock,2015-04-27 22:14:00,4053,"Is your's an 08 Gallie, same truck?    Go ahead with the scooter jokes. I've heard them all before.  Hahaha, Brian \/ \/ \/"
912629,misfish,2015-04-27 22:20:00,29133,"Chris, I almost got the Harley E bike. Almost.LOL  IMO Scooters are cool. They save ya lots of cash."
912630,irishfield,2015-04-27 22:25:00,26272,"Yah had to ask eh Dan ! I actually found the time 2 Falls ago to get one of mine running.. well yah it is a Chrysler product, it required a battery and turning the key after sitting for 8 years!  I've ignored a good friend for way too long. It's been at least 7 years since we spent any quality time together. Today I made the effort and had an enjoyable few hours with her. The reward was hearing her sing again and in appreciation I gave her a nice sponge bath!"
912631,Joeytier,2015-04-27 22:27:00,3990,"My beast...'13 Sierra 5.3.  It's too bad its getting so hard to find a half ton in a extra cab/long bed configuration.  Guess I'll have to spend a lot of time with this one.    It's got a Flowmaster super 10 exhaust setup with Gibson headers and a custom Diablosport 91 octane tune, and just a 2"" front level and 33"" rubber for some extra clearance.  Think I'm done with the engine work but id like to add an extra leaf sometime soon.  Don't like the rear end sag when my snowmobiles in the box."
912632,misfish,2015-04-27 22:27:00,29133,"Wayne, I drool everytime I think of that bird you have up there.."
