731747,Fisherman,2012-09-22 16:35:00,7201,"There's one option missing from the poll choices, I would name it,  ""Don't give a"
731588,jedimaster,2012-09-21 17:23:00,3472,"But just to use the current pay scales.... 6 months as a corporal in the reservers, 2 weekends plus a half day for fridays, 4 half days per month at 129 per day comes out to...  903 per month, for 6 months... is $5418.00  Now add 4622 per month a for 6 months at reg force pay... thats 27.7k plus the 5418 thats 33,150 for the year, plus danger and seperation pay. I believe in afghanistan a corp was getting about 1,900 in danger pay per month. Added to that it used to be about 11 dollar per day for seperation pay.. thats 1980 for 6 months.. so thats an additional $13,380  dollars in danger and separatation for a 6 month tour. However we both know they won't be away for 6 months, maybe 5 months of that, but use the full 6 months anyway...  So 33.1k plus 13.4 is about 46k per year, for a reservist corporal, that has a 6 month tour in an actual danger zone.  Far from 60k per year as you suggest. Yes you are granted an extra 6k or so in tax free income, but at that tax bracket it doesn't amount to a whole lot.  Eiter way the whol point is that yes even though someone in the army make a tiny amount of money compared to a Project Manager or a Hockey Player, or a Gas Station owner, the jobs are not comparable, and I don't see the validity in that comparision.  Becuase some people choose to work harder for less in more danger it doesn't mean those that make more for doing less in less dangerous conditions shouldn't be paid that way.  Heck if that was ture I would make 10 times what my boss makes, but thats going to happen now is it.  and btw not everyone gets separation pay. Not everyone is married or common law. I know I wasn't when I was in."
731607,jedimaster,2012-09-21 19:02:00,3472,Here is a new one... from tsn     I find it interesting that the NHl would think that it should be allowed to operate a franchise in a jurisdiction without having to abide to local laws. Seems weird. I don't know of any companies that are allowed to pick and choose what law it has to abide by when operating in mulitple jurisdictions.
731682,Woodsman,2012-09-22 04:50:00,1286,"I guess letting the facts not confuse your point is not a strong point for you. Your first big mistake is the work up training is 9 - 12 months full time at full time pay plus the 6-10 month tour. No reservist leaves their reserve unit to proceed directly overseas without the possible extremely rare exception & this would never be a reserve Corporal. Maybe a medical Doctor but this would also be rare without some pre-deployment work up. You also forgot to add FOA (field operations allowance for the training periods out of posted location) plus separation allowance if the reservist has a spouse or dependent for the total time of the contract. I was actually underestimating the monetary compensation for a reserve Corporal for one year including the tour time. Total time required for tour would be a minimum of 15 months up to 20 months. Also you could add on free room & board for the total time as it is an attached posting. If the single reservist has furniture & effects & a vehicle these would also be packed and stored at no cost to the member.  Back to my previous statement ""Obviously you also have no clue on current pay rates and policies."""
731725,ch312,2012-09-22 15:09:00,1590,"jeez, some of you (biased hockey fans?) are looking into that picture WAAAAY too much. it's NOT the actual picture i wanted you guys to think about, it's the message behind it. clearly some of you lack the intellect to put two and two together, eh bill?   i hope you guys put as much thought into issues that actually matter to society..."
731726,ch312,2012-09-22 15:19:00,1590," biased fans can't grasp the concept that if the players really ""love the game and want to make the fans happy"" they'd gladly accept cuts to keep on playing. but, they wouldn't accept it as they'd prefer to negotiate while continuing on with the season to get as much money as possible.  like i said before, both sides are equally at fault. it's much easier to see this when your opinion is 100% unbiased"
731728,Roy,2012-09-22 15:27:00,13728,"In keeping with the original topic which is hockey, do the zamboni drivers get paid mileage? In the event of a full season lockout, will the zambonis need to be winterized? If so, who pays for that?"
731731,ch312,2012-09-22 15:42:00,1590," well, at least they'll have some time to play...    :P    seriously though, i don't think anyone has really thought about the rest of the people involved with the game that will be effected by the strike. anyone have some numbers on how many people in the ""other"" category are going to be jobless due to the strike?"
731732,Woodsman,2012-09-22 15:46:00,1286,Gee I was under the impression that EI was paid out of the EI fund which is paid into by both the workers & employers. If the taxpayers are paying the benefits I'll have to find out why I'm paying almost $15 a week (plus my employers contribution goes there also) to a fund that's not used.
731733,Woodsman,2012-09-22 15:51:00,1286,Again not letting the facts confuse your point. Why call it a strike when it is a lockout? A big difference due to who made the decision to halt the season.
731736,Woodsman,2012-09-22 15:58:00,1286,You must be wearing one heck of a set of blinders to have such a narrow view of the situation.
731738,Woodsman,2012-09-22 16:04:00,1286,Actually there is a separate EI fund which is in access of what is being paid out on EI claims. It is not a fund in individuals names but like any insurance a large fund of the whole which pays out the claims. The government has been known in the past to raid this fund for other reasons when the surplus gets larger. There is no interest being charged on the the money due to lack of funds.
731744,Woodsman,2012-09-22 16:19:00,1286,Our national debt is a fact which costs us big interest. This I agree with. The EI fund is not part of our national debt though and it's surpluses have been siphoned off in the past to service the national debt.
731746,Woodsman,2012-09-22 16:32:00,1286,"Not at all. Although I have not seen the actual contract the was in use before the lock out I have seen many in the past. Every contract I've ever seen included a clause to the effect of ""after the expiration date of this contract it will remain in effect unless either party notifies the other of their intention to cancel the existing contract"". This is what the NHL owners have done. The players were abiding by their existing contract so in no why did they refuse to work. The owners chose to stop the work (season)."
730152,danc,2012-09-16 03:16:00,4677," I hope that you're putting $300.00 a week away to realize what I already have done. That's a mortgage payment Bud. I never had to worry about it. It was paid above my weekly wages and not a deduction to my wages. That,s called a fully funded pension. You have 35 years to go? Good luck. I love how kids these days have everything figured out when they're so young. Get back to me in 35 years and let me know how it went."
730158,danc,2012-09-16 03:41:00,4677," Maybe I could have. But I've seen the time and stress that owning a business has put on my employers. A union working wage is enough for me. I'm not into the making more money thing. Just paying my bills and having some extra cash to do a few other things is good enough for me. This summer alone I went to a huge country music festival in Minnesota, went on a fly in fishing trip, and next month I'm going to Kansas City for a NASCAR race. Throw in a couple of fishing trips to Lake Nipigon. That's enough fun for me in a year. Oh. And I'm retiring at age 58 in a few years too. Tell me. What were the highlights of your year?"
730161,danc,2012-09-16 03:53:00,4677," Wow. You're 30? I would have guessed 22. So, at age 30, surely you have at least 15 grand per year pension built up by age 55? If not, you have some catching up to do. By the way. I'm only 54."
730165,danc,2012-09-16 04:04:00,4677," I always get carded at the Walmart in Cameron Missouri when I buy my beer on the way to the race.  Getting carded starts off as a bad thing, but ends up as a good thing with age.  Enough from me. Back to the greedy hockey union guys on this thread. Sorry guys."
730168,ch312,2012-09-16 04:23:00,1590," 1) just like every other business, that's how it's supposed to be??? 2) yes, this is why i said the NHL is nothing without money from fans. 3) who wouldn't? 4) he's the boss and it's his decision? as i've done before, i'd find a new job.   really? you mean the employee's aren't supposed to tell the boss what to do?   heh...i'm a ""kid"" that's mortgage free, i dislike unions, and i do have it figured out. you know what's more annoying than young people that think they have it figured out? old people that think younger people can't have it figured out before they did    money is good for two thing's. buying new toys and causing arguments"
730177,bigugli,2012-09-16 11:51:00,6138,I'll stick to watching the juniors. Far more entertaining.  The NHL and NHLPA have both outlived their usefulness. Let the league fold.
730194,kickingfrog,2012-09-16 14:01:00,8333,"There are few, if any, similarities between other unions and professional athlete associations/unions."
730196,kickingfrog,2012-09-16 14:07:00,8333,"In a system the owners claim does not work and must be fixed, again, this is what they have done when they didn't have to do a thing and if they get the deal they, or the players, proposed they would save more money.  The league’s 30 teams have handed out contracts worth $1.67 billion to 179 players since July 1, 2012."
730242,glen,2012-09-16 19:13:00,2641,The big thing for me is when the owners say they are losing money.  Cooking the books? Perfect way to get someone to work for less.
730486,woodenboater,2012-09-17 13:46:00,2277,I wouldn't trust an owner any further than I can throw a stick. MLSE ? don't get me started...
730490,jedimaster,2012-09-17 13:55:00,3472,We are losing moneym but lets just dump billions into contracts the second before there is a lockout.  I don't see anyone in any other industry where people get a raise before they get locked out becuase the company is losing money.
730494,BillM,2012-09-17 14:04:00,17367,"Yup, this isn't a surprise to anyone.."
730496,jedimaster,2012-09-17 14:05:00,3472,"They all knew there was going to be a lockout, but I don't think the players are expected a rollback."
730505,jedimaster,2012-09-17 14:33:00,3472,"Fehr has a pretty hefty resume that all points to there not being a rollback. He doesn't give back rights that were granted previously. If Fehr goes then there will be a rollback. but if Fehr is in, I doubt there will be. jmho... and yes the NHl will kill the whole season or more to get the rollback."
730507,manitoubass2,2012-09-17 14:36:00,11391,"Well, looks like I'll be watching alot of football this year ( when I'm not out fishing).  I really wish that fans of the game would make the owners/league pay, by boycotting the NHL for some time.  Some of this is just rediculous IMO. Like the salaries being handed out beforehand as previously mentioned.  Bettman vs Fehr, not a battle I really wanna watch for the next year"
730510,lookinforwalleye,2012-09-17 14:51:00,4399,"For me its hard to feel sorry for either side,after the last lock out the cap was 32 million or so now it is 75 or so million seems like a pretty decent wage increase, how many here have had their wage increase 130 plus percent? And seems some players are quite willing to say no to the offer but are quite willing to play in the KHL for 65% of their NHL salary.  To bad there`s a lock out cause the Habs were ready to kick some"
730512,jedimaster,2012-09-17 15:08:00,3472,"Well league revenue went from 2.2billion in 2003 to 3.3 billion last year. So an increase in salary cap seems logical. Especially given the players are the only reason people spend any money on the NHL at all. Personally I think the should just have a cap increase freeze until the revenue split is 50-50. Then increase the cap accordingly maintaining the 50-50 split.  That would mean no roll back. The Owners can start to increase there percentage of profit, and everyone goes back to playing hockey."
730528,kickingfrog,2012-09-17 16:28:00,8333,Lets say bettmen gets what he asked for. How does it address any of the actual problems some teams have?
730534,kickingfrog,2012-09-17 16:54:00,8333,"http://www.theglobeandmail.com/sports/hockey/analysis-the-most-unnecessary-lockout-of-them-all/article4548860/   ""The NHL owners really aren't that stupid. They're just not afraid of the fans. They don't even respect them. In their eyes, the fans are simply ATMs with arms and legs. They came back last time, the owners believe, and they'll come back this time, once we've rooted through the players' pockets for every nickel.""    Analysis: The most unnecessary lockout of them all  DAVID SHOALTS The Globe and Mail Published Monday, Sep. 17 2012, 9:11 AM EDT Last updated Monday, Sep. 17 2012, 10:57 AM EDT   Now that Gary Bettman and the NHL owners marked their irrelevant deadline by locking out the players on Saturday, all eyes turn to the next step.  Well, the league already took the next step with that ridiculous statement it issued following the lockout but more on that in a minute.  The really big next step, one that actually produces progress, is going to take some time. After all, the great deadline of Sept. 15 declared by the NHL commissioner only marked the expiry of the collective agreement, not the start of the season or even the start of training camps. No one in this mess will be inclined to get serious about labour negotiations until pay cheques and gate receipts are missed, which is almost four weeks away.  There is no reason for NHL Players' Association executive director Donald Fehr and the players to do anything right now. They know they have the moral high ground and are, for a change, winning the public relations battle. And the league is doing nothing except shooting itself in both feet right now with Sunday's statement as Exhibit A.  First of all, the NHL seems to be the only business in the world that thinks the expiry of a labour agreement means business must cease. This is the fourth time since 1992 the league ceased operations due to a labour dispute and it is the third time the owners locked out the players, all three of them coming on Gary Bettman's watch.  Where every other business carries on operations while a new labour agreement is being negotiated, with both labour and management rightly regarding a strike or lockout as the absolute last resort, Bettman and his chief labour strategist, outside counsel Bob Batterman, rush to lock the doors. As Ansar Khan of MichiganLive.com noted, the NHL has now lost 1,698 regular-season games due to labour disputes since 1992. That is more than Major League Baseball (938), the NBA (504) and the NFL (0) combined.  This is the most unnecessary lockout of them all. It is not about fighting for a new way of doing business like the last one. It is merely about how to slice up a billion-dollar pie.  Funny thing, though. You might think with all that practice Bettman and the owners would be a little smoother at trying to pull the wool over the fans' eyes. It was bad enough they spent the months leading up to the lockout bragging about record revenues in the seven years since the last lockout that saw the NHL grow from a $2.1-billion (all currency U.S.) business to a $3.3-billion one only to plead poverty a few days later. Not only that, one of the guys at the table demanding the players take a 24-per-cent pay cut because the salary cap system they demanded and won after an entire season was lost in 2004-05 is now not working, Minnesota Wild owner Craig Leipold, was fresh from signing two good but not great players to 13-year contracts worth $98-million each.  No, only these guys could compound that with the statement the league issued Sunday after it locked out the players: ""This is a time of year for all attention to be focused on the ice, not on a meeting room. The league, the clubs and the players all have a stake in resolving our bargaining issues appropriately and getting the puck dropped as soon as possible. We owe it to each other, to the game and, most of all, to the fans.""  Yes, that really was issued by the NHL public-relations department. It did not come from The Onion or any other satirical outlet.  No, the NHL owners really aren't that stupid. They're just not afraid of the fans. They don't even respect them. In their eyes, the fans are simply ATMs with arms and legs. They came back last time, the owners believe, and they'll come back this time, once we've rooted through the players' pockets for every nickel."
730543,jedimaster,2012-09-17 17:59:00,3472,"Yep I agree, they don't care, and they haven't learned.  Nothing will change for any of the owners. I think 5 teams should just get cancelled  2 could be relocated to quebec and markham/hamilton/KW and be done with it."
730553,Stoty,2012-09-17 18:57:00,2910," Agreed!  Or simply move all 5 to Canada....but the tiny bodied, big-eared American that runs the league would never go for that, even though he would make A LOT MORE money if he did.  Screw the LOCKOUT.... Bettman needs to be KNOCKED OUT!"
731379,ch312,2012-09-20 15:54:00,1590, the players should accept any cuts and be grateful they're still making way more than they deserve...    
731387,kickingfrog,2012-09-20 16:32:00,8333,Not on strike.  That made the rounds 8 years ago and was incorrect then.  But since I make more then $20k I guess I can't have an opinion.
731393,Jds63,2012-09-20 17:06:00,1365,  X2
731400,ch312,2012-09-20 17:52:00,1590," seeing as the players knew exactly what would happen if they wouldn't come to an agreement, half the blame goes on them. this is the thing that biased hockey fans are missing  as for your last comment, clearly you missed the point of the pic..."
728448,kickingfrog,2012-09-09 00:31:00,8333,"Yes and no.  In general most players under contract will not be payed. In a normal season they don't start to get paid until the regular season starts. In other words: The players don't start missing salary cheques until middle of October if there is a lock-out.  Some players have contracts that pay them bonuses in the summer. Some of these bonuses were put in contract offers by general managers to make the contract more difficult for other teams to match. The Flyers offer sheet for Weber this summer has such.  Some of the younger players can play in the ahl or chl and still get paid. Some of those deals would have a reduced salery (2 way contract) Higher drafted/better players are less likely to have 2 way deals.  The players who contributed to the escrow account last season will get most of the 10-12% (that they paid into it from their salary) in early October whether the players are locked-out or not.   Edit to add:  Wade Redden, who has been down in the minors for the Rangers for the last 2 (3?) years because the team that signed him, didn't want the cap hit will get paid 5 million dollars this year and 5 more next year playing for the Wolfpack."
728539,Cookslav,2012-09-09 19:12:00,1457,"  Heck ya... He'd be a good draw for the stands as well, plus playing junior is better then riding the bike during a lock out for sure."
728540,misfish,2012-09-09 19:21:00,29133,"   Side note. The Leafs made the, WORST TEAM LIST,on ESPN. Thats of all sports teams,not just hockey."
728542,BradMc76,2012-09-09 19:21:00,56,"I don't really mind. Last time NHL went on strike, poker became popular. I'm still getting paid because of that. If NHL doesn't play this year, then maybe poker will get popular again, and I can get even more money!"
728676,jedimaster,2012-09-10 15:22:00,3472,"Talked to an NHL'r this weekend, and if you're contract expires at the end of this season it doesn't get extended until the next one. P.S. he said its likely to be a lockout. The players wanted to play under the current deal until a new CBA got negotiated. It should be mentioned that every team(short of 3) were profitable last year. Clearly This is a LOCKOUT and not a strike. This has nothing to do with anything other than the @sshats at the league wanting to scrap the season to put more money in there pockets.  He said that if there is a lockout he is gonna go to play in europe and most guys he talked to will also go play in europe. If they lock the players out he will miss out on his last year of his contract and will come back as a UFA. I told him to play for the leafs when he comes back so he can get me tickets. haha. Plus I think he would be a great fit for the Blue and White. AND he LOVES to fish. Serious hard core bass guy."
728835,SirCranksalot,2012-09-10 22:57:00,3291,   Aren't they the same???? (At least according to some!!!)  Why would your friend play for the Leafs when he can play for a real NHL team??  
728837,davey buoy,2012-09-10 23:06:00,5505," What's that saying, Oh,real friends don't let friends play for the leafs.:lol:All kidding aside,send him over,I think we could use him:good:"
728847,jedimaster,2012-09-10 23:43:00,3472," baha, we actually talked about that and he said, ""Playing for the leafs would be awesome, there are alot of perks to play for a team like that but..."" I was like, I know I know.... but... you would be a freaking movie star if you played onthe leafs.  I dunno if he would but it would be so awesome if they did. They could use him. He is built like the Brick you know what house, tough and solid skater. He would be awesome in the corners. Not a superstar or anything but a good guy and he plays with his heart on every shift. You can see that every time he is on the ice. No floater shifts."
728877,moxie,2012-09-11 00:55:00,1566,My daughter has just started her first season of hockey two seasons removed from my sons' last playing season. Amature hockey of all stripes I have time for. NHL hockey on the other hand..... and especially that special Toronto Maple Leaf brand of inconsequential so-called hockey........WHO CARES!!!!!!!!!!!! hehehe.
