6188817,Golden Eagle,2018-05-12 17:29:00,2642,"Deep water lakes, way up yonder, might still be covered with ice when Saturday gets here."
6130314,Obabikon,2018-04-13 08:36:00,2370,"The long range forecast still isn't looking good... Right now it is predicting April 27th as the first day that it doesn't get bellow freezing at night. Only gets down to 33. We need that to change. We need wind, rain, and warmth."
6134553,prov1800,2018-04-15 10:04:00,5010,Might be out there.wife loves trout fishing and we usually fish for smallies with the fly rods.trout will be there.i don't troll much for them.we jig them them.
6141961,prov1800,2018-04-18 12:25:00,5010,"Have been out trout fishing the last few days.been 4 days since I posted here.whats happened on the lake is that most of the surface snow and slush is starting to melt.yesterday at around plus 7c was doing a good job off melting.still a few nights where we are below freezing but just barely.woll still tighten up the surface water a bit but good warm temps in the forecast.things are looking good.we have been taking the truck out and 30-40""of ice is still there so I feel pretty safe yet but it's amazing how fast that ice can go.on another note we have been doing great on lake trout and yesterday in our trout holes we caught smallmouths and walleyes to.walleyes really shouldn't be there as there far from there spawning areas.ill keep you updated on the ice every few days.got to take my son and his girlfriend out .enjoyed the finally warm weather."
6142049,tswoboda,2018-04-18 13:17:00,12,"Nice fish and I appreciate the ice reports, so thank you! I have a trip planned to chase lakers in your general area on the weekend of April 27-29 so I'm hoping the weather cooperates between now and then."
6142545,prov1800,2018-04-18 16:42:00,5010,Long range is looking good.cant see any problems.thats just over a week away.will get really wet this week already with the melt and ice should lift soon.that would get rid of surface water.where are you headed to.bites on if you know some good spots.ill give you a update next week or earlier.headed out tomorrow for some catch and release lakers.just going to look for some big ones.smoking some up today.
6106050,prov1800,2018-04-02 17:34:00,5010,Sounds perfect to me.will be guiding next week and looks like perfect ice fishing weather.
6106162,Rock Lobstar1,2018-04-02 18:48:00,134,I went across the ice road in Dryden today and it’s looking pretty healthy still. People are starting to pull their shacks off the lake but there are still lots out there. It’s been getting down to -20C at night still so my guess is you’ll be able to get your boat on the lake for opening weekend but you’ll likely be dodging icebergs. Like someone said before we need it to stay in plus temps overnight for things to really start melting.
6106938,stumcfar,2018-04-03 08:20:00,451,"Here on the Minnesota side of LOW, I will not be surprised if people were walking out and ice fishing on opener. It happened several years back and the ice is thick and making ice this morning as it is down to zero! 6 years ago we fished on the Rainy River and then went out in the lake and fished, in the boat on March 31st. The ice pack was out over a mile but it was funny watching people pull up to the ice pack with boats and some would hop out and take pictures. It is crazy the extremes that we see from here and north into Canada within just a few years."
6109154,DaBirdman,2018-04-04 08:04:00,164,"Wow, hindsight being 20/20, I'm so glad (right now) that we booked an August trip. I wanted so bad to do that last week in May, or first week in June, but my uncle's schedule didn't work for those time frames. Of course, that first week in August could be the other side of our current spectrum...hot hot hot! Fingers crossed for nice weather."
6119874,Rock Lobstar1,2018-04-08 21:37:00,134,Doesn’t look promising for the next 2 weeks. There are some highs of +7C for a couple days but no nights that will stay above 0. I remember spring 2013 I was hired to fly a group from red lake airport to a camp on Little Vermillion lake is the helicopter because there was too much ice for the float plane to land. I believe it was opening weekend or maybe a couple days before.
6121898,yoopertrout,2018-04-09 18:02:00,1172,"I'm in Northern Wisconsin, and as of today, April 9th, we have 16""= snow in the woods, 6""-10"" more coming on the weekend, and 30"" of ice. I doubt we'll have open water by the May 5th opener. So, I really wonder if N. Ontario will be open on the opener on May 19th. For those of you going to Ontario this spring, I hope you get a break and we get some warm weather."
6122050,prov1800,2018-04-09 19:39:00,5010,"Been ice fishing the vermilion bay area pretty steady and and have 25""-35"" of ice.today was the first day the snow layer on top got soft on our way home.yes there's a lot of ice but don't think anyone needs to panic yet.theres 6 plus weeks to go.ive never not had my boat in the water on the opener.close but always have had it in the week before for trout.give it till end of the month.if it gets warm,stays warm.it will be gone."
6125450,bones82,2018-04-11 09:07:00,121,I hope you're right. I believe there is 5 1/2 weeks left before opener correct? I was looking at a site that had the latest ice out ever recorded in the last 120 years up in that area and it was May 19th. And that was in the early 1900's I believe. In 2014 I believe it was May 14th or 16th for a point of reference.
6125882,johnboat,2018-04-11 11:58:00,2014,"4 days ago 36"" chainsaw went in the ice at Gullrock right up to the handle and came back dry. No water seeped up."
6126410,prov1800,2018-04-11 16:15:00,5010,well my 4 days of guiding is over.was a fantastic week.great weather and fish were cooperating on all days.fish are behaving different and not where they are supposed to be.crappies we found on main lake deep in some holes I know of and once found very easy to catch.not anywhere were ive caught them before in other years. walleyes 25 ft.we also found 45 inches of ice on the main lake where narrower ares stayed steady at 35 inches.today it got warm on the trout lake we were on and snow is melting pretty good today.but as someone mentioned opener not far off so its going to have to stay warm.seems today there was 6 inches of frozen slush so once that's gone the ice will start going a bit faster.iam not to worried I do have a plan B and C.good luck.
6100522,7thCrowWing,2018-03-31 19:24:00,132,"if there is a record late ice out, what will that mean for fishing? going to Tamarack Island on LOTW June 4th, would that put crappie spawn into play or mess with it around that time ?"
6100602,That Minnesota guy,2018-03-31 19:39:00,8293,I think fishing is more dependent on water temp then the calendar. I might be wrong tho.
6100866,prov1800,2018-03-31 21:18:00,5010,All about temps.
6101226,Bstar,2018-04-01 07:02:00,564,I hope it melts before our trip to Melchett in September! In the meantime you can get some good ice reports on the LOW area here https://icepatrol.wordpress.com/2018...ut-snow-cover/
6101658,BreezyPoint,2018-04-01 09:32:00,1581,"I would be surprised if ice is out by walleye opener on Lake of the Woods. Just the other day Mike (Red Wing Lodge) told me they were using augers with two extensions to get through the ice. My guess is by June, it will be out.Locally, I don't think ice will be out on some lakes in the Brainerd area by May 11. Guys have told me there is at least a foot of snow on top of the ice and the ice is about 28 inches thick. And we have another week's worth of temperature below freezing with lows in the single digits. But who knows, a good heat wave and some heavy rains could change things in a hurry.Sent from my iPad using Tapatalk"
6101738,prov1800,2018-04-01 09:51:00,5010,That just means a extended ice fishing season to me breezy.lol.but a lot can happen in the next 7 weeks till the opener.but iam betting it's gone.last time it was bad was I think 5 years ago.took a party out on eagle and headed to Osborn bay to find warmer water and we dodged huge ice flows on our way down there.but it can go very quick with the right days.i hope to be in my boat on the water before the opener for some lake trout trips and some pike.
6105178,Obabikon,2018-04-02 12:55:00,2370,"I hope you're wrong... lots of stuff to do to get resorts going, and losing the time would make the entire year more difficult. It also would be an ENORMOUS financial loss for lodge owners to lose two weeks worth of guests."
6105250,BreezyPoint,2018-04-02 13:07:00,1581,"I didn't mean to predict an ice out by June...I am sure it will be earlier than that...I just said by June because someone else said they were going up there the first week of June.That being said, where I am at, we have had 12 inches of snow since last Friday with another 2-5 predicted for today and another 3-5 in the forecast for next Sunday. All that snow is surely insulating the ice really well and I would be surprised is ice is out in Central MN by May 11 opener. In 2013 we had ice on the lakes here for opener.Of course a heat wave and some rain can change that quickly.Sent from my iPad using Tapatalk"
6105282,Obabikon,2018-04-02 13:16:00,2370,"Gotcha.... Looking at the 10 day forecast, the temp doesn't look like it will be above 30 on Lake of the Woods for another week. It can go out fast once it starts, but it certainly won't be out on Lake of the Woods before early May."
6105930,martinbns,2018-04-02 17:05:00,1520,Warmest day in the 14 day forecast is +4c. Here in Winnipeg it's supposed to get to 8-10c with some rain in the same period.
6098554,dschiebel,2018-03-31 02:52:00,85,"Anybody have an idea if ice will be gone for the ontario opener, red lake area Thanks"
6098586,onetimedave,2018-03-31 03:24:00,502,"Got a message from Nakina yesterday. Still cold, snowing and no sign of spring. If it doesn't change soon there will be ice flowing at opener."
6098682,fishin10,2018-03-31 05:17:00,2315,I've been watching the same area as I'll be joining a group on Little Vermillion (Sportsman Lodge) for the opener. I check the weather up there every day on the Weather Channel site. As of today @ 0600 -5 with a high projected @13. The next 10 day forecast does not look promising until the 9th of April.
6098722,Limeyangler,2018-03-31 06:33:00,563,Come visit me when you get here @ Simon's 2018 Walleye Opener Ice Auger Sales and Rental Service.
6098754,bigdaddyguns,2018-03-31 06:46:00,608,I pulled a satellite image from yesterday and eyeballed where the ice lines were for western great lakes and lower ontario. Right now everything north of a petosky mi to minneapolis mn line is iced in solid. we will see in weeks to come how much that line moves north.
6098834,prov1800,2018-03-31 07:24:00,5010,"The ice and opener should be interesting this spring.as usually there will be open water.some areas will have more.this first week of April coming up in the vermilion bay area will have night time temps that will be making ice.i have been ice fishing last few days and ice is rumbling and cracking meaning it's still making ice.going to need above 0 nights to start loosing some ice and daytime temps need to get higher to do any damage to snow pack.everywhere I have been seems like ice is 30-35""thick and up to a foot of hard snow on top with some slush frozen in.some of the best ice fishing yet to come.so 7 weeks to the opener.doesnt sound like much time but once the weather turns it's amazing how fast it goes."
6099242,martinbns,2018-03-31 10:02:00,1520,IT was -15C when I drove my wife to work this morning here in Winnipeg. Was ice fishing in a shallow bay on Lake Winnipeg two weeks ago and the ice was 5' thick. We had extreme cold for an extended period in December without snow which has made the ice really thick. Hopefully it will get warm.
6100266,Obabikon,2018-03-31 17:40:00,2370,"This is shaping up to be a record late ice out. Still more than 3 feet of ice on LOTW's and 20"" of compacted snow on top of it."
6100282,That Minnesota guy,2018-03-31 17:47:00,8293,"Start doing a rain dance! Nothing kills ice faster then rain, sun , light breeze."
6100418,pjshorthorn,2018-03-31 18:24:00,5654,"In 1996 we were on our way up to Lac Seul for the opening week. We got to Duluth and Lake Superior still had a lot of ice on it!!! We knew we were in trouble. Got to Sioux Lookout and although the bay where we picked up the houseboat in Hudson was open, the rest of the lake heading north wasn't navigable. We sat at the dock for two full days and on the second night , one heck of a storm came through throwing guys out of their top bunks in the middle of the night. We were able to leave the dock the next day as the ice quickly started to sink,but we only made it halfway up to our intended destination before we decided to tie off for the rest of the trip. It was really an errie feeling hearing the ice bounce off the houseboat pontoons. PjShorthorn"
