824496,hockeyplayerz_14,2013-12-16 03:25:00,160,nice report!
824569,ch312,2013-12-16 17:15:00,1590,"Great haul !!! Personally, I can see not posting specifics about small backwoods lakes and such. Small rivers, or little known ""spots"", but when you are talking about huge well known rivers and lakes, in and around metropolitain areas, well , it just doesn't strike me as being all that important to hide the background or access to this kind of location.  On multiple occasions I have went to Lake Simcoe to locations where few people tend to visit and parking/access was very easy to come by with no garbage blowing around. That all changes when someone decides to post the location on the internet and a few days later the number of fishermen visiting the spot goes from a dozen a day to literally over a hundred people. This results in people parking where they shouldn't and garbage everywhere which has resulted in no parking signs being posted due to frustrated residents having their driveways blocked, damaged lawns, and garbage on their property. You should see the access points to the laker and whitie grounds after someone posts a report of a successful outing.  Same goes for salmon and steelhead. Everything is all fine and dandy until someone decides to post on the internet and the next day the number of fishermen has went from 10-20 to over 150 at only one access point of a river. I also saw this while trolling Lake O this year where one report from someone results in dozens of boats working one small area.  How about bass, perch, or pike at Long Point? I fish the point often and the result is boats spaced casting distance apart because someone said they caught some fish there a few days prior. One awesome spot for pike is bad for this and the result is not even being able to troll the area due to increased traffic.   There's a reason the majority of fishing forums have rules against posting specifics."
824575,crappieperchhunter,2013-12-16 17:36:00,2582,"My eye opening internet experience happened about 15 years ago when I got my 1st computer. I posted on another fishing board...I wasn't aware of this board yet. Anyway I fished a first ice spot on a Saturday and absolutely hammered perch. It was a gorgeous day too and there was if I remember correctly only 2 or 3 other groups of fishermen out there.  So I go home clean my fish and afterwards make a very specific post on the internet. Then I pack it in early cause I wanna go back Sunday and do it all over again. I wake up Sunday morning and it is a blizzard outside and  I almost went right back to bed, but the fishing was sooooo good the day before I decided to get on the road for my 1.5 hour drive. All the way I'm thinking no one will be there today as I gotta be the only idiot driving in this weather. I pride myself in pretty much always being the first car there in the morning. Well was I in for a surprise  I get to the parking area and there are dozens of cars there....already...in this blizzard.  I ended up parking across a hiway about 1/2 KM from the lake rather then 50ft. I went out and hammered perch again so I had another good day. However in my post the night before I had specified a football field sized area that was producing. Well there was over 100 people out there in that area in that blizzard. I am 100% certain all those people where there because of my post.  That was the last specific report I ever made on any internet forum."
824579,ch312,2013-12-16 17:48:00,1590,"My eye opening internet experience happened about 15 years ago when I got my 1st computer. I posted on another fishing board...I wasn't aware of this board yet. Anyway I fished a first ice spot on a Saturday and absolutely hammered perch. It was a gorgeous day too and there was if I remember correctly only 2 or 3 other groups of fishermen out there.  So I go home clean my fish and afterwords make a very specific post on the internet. Then I pack it in early cause I wanna go back Sunday and do it all over again. I wake up Sunday morning and it is a blizzard outside and  I almost went right back to bed, but the fishing was sooooo good the day before I decided to get on the road for my 1.5 hour drive. All the way I'm thinking no one will be there today as I gotta be the only idiot driving in this weather. I pride myself in pretty much always being the first car there in the morning. Well was I in for a surprise  I get to the parking area and there are dozens of cars there....already...in this blizzard.  I ended up parking across a hiway about 1/2 KM from the lake rather then 50ft. I went out and hammered perch again so I had another good day. However in my post the night before I had specified a football field sized area that was producing. Well there was over 100 people out there in that area in that blizzard. I am 100% certain all those people where there because of my post.  That was the last specific report I ever made on any internet forum.  Sounds about right.  Look forward to a thread started by me in the near future showing just how bad the internet can be. I'm going to see how many suckers I can get to visit a ""hotspot"" where there is no access, no parking, and no fish."
824589,BillM,2013-12-16 18:36:00,17367,"Now that's funny, lol."
824592,misfish,2013-12-16 18:55:00,29133,"I use to like watching the ducks and geese from the legion window. That's many many years ago.  Also if you head north out of town,just a mile or so,I shot my first goose in that field to the right."
824595,Richie Razor,2013-12-16 19:06:00,536,"Lol it's been done, many times over......"
824608,davey buoy,2013-12-16 20:10:00,5505,"That's why I don't specific spots,but I have seen someones new portable hut out somewhere .lol. (never announced by me ) .I learned real fast,unless a close friend,I keep the background close,and mums the word.Heck,I don't even say the lake,river ,no matter how big it is ."
824668,nancur373,2013-12-16 23:34:00,1211,
824679,livinisfishin,2013-12-16 23:53:00,661,What lake is that..where the fish are already cleaned and cooking?
824724,nancur373,2013-12-17 01:18:00,1211,Ohhhhh.....just a little spot I know...
824730,livinisfishin,2013-12-17 01:27:00,661,Fair enough! Looks damn tasty though..cant wait until my first feed of crappie!
824743,nancur373,2013-12-17 01:56:00,1211,They were delicious.
824755,nancur373,2013-12-17 02:16:00,1211,Went again today for a few hours. Hammered them again. All released as I had enough from yesterday for the family for dinner tonight.
824792,fishindevil,2013-12-17 08:12:00,6254,
824427,nancur373,2013-12-15 21:58:00,1211,"Went to check out a lake this afternoon. Saw about 8 guys out there so out I went. Fished with a couple guys that I met last year...still don't know their names lol. We saw a newer ski-doo with two kids on it ripping up and down the lake and then they headed straight for the open water. when they hit the slush it bogged down but luckily the machine had enough power to overcome it and ride the water. Would have been real scary as there is a good undertow there to the dam. They went off the lake and had to ride the road to where ever and didn't see them anymore. Anyhoo, I got there around 1:30 and left around 4. Caught about a dozen and let most go as one of the other guys gave me some when he left. Got mine on a berkley 2"" minnow and a perch like tube. The other guys were using grubs. The bite was really hot before i got there and tapered off quickly lol. They stayed right below us and didn't have to move much. Was a good first ice day."
824428,kickingfrog,2013-12-15 22:03:00,8333,Nice haul of fish there.
824429,nancur373,2013-12-15 22:08:00,1211,Tomorrow nights dinner
824433,Burtess,2013-12-15 22:16:00,901,"Must be a good population of crappie on that pond, how much pressure does it get?  I might have to head up with my kid.  Any pike in there?  Strictly catch and release for us though as nobody else in the house eats fish but me  Burt"
824436,irishfield,2013-12-15 22:21:00,26272,You might wanna kill that lake and access description PDQ... Nice haul of fish!!
824441,nancur373,2013-12-15 22:52:00,1211,"Must be a good population of crappie on that pond, how much pressure does it get?  I might have to head up with my kid.  Any pike in there?  Strictly catch and release for us though as nobody else in the house eats fish but me  Burt I wouldn't say tons of pressure. today there were about 8-10 of us. In middle of winter you can see as many as 30-40. Pike yes and some nice ones too. Need live minnows for those guys.  You might wanna kill that lake and access description PDQ... Nice haul of fish!! I don't mind Wayne. Not like the lake is a secret. 3/4 of the shoreline is public access and you can see most of the lake from anywhere you enter and all the guys are in the one spot for the slabs. It's not hard to figure out."
824445,crappieperchhunter,2013-12-15 23:02:00,2582,You might wanna kill that lake and access description PDQ... Nice haul of fish!! I agree 100%. PURENEWF it's not a matter of it being well known by the locals. It might be able to sustain that fishing pressure. But once it gets on the internet ....the hordes that may have always gone elsewhere might just start going there instead.  I'm very jealous of your day as I have not been on the ice yet. Congrats on that. But for the sake of your local honey hole you might really wanna keep it on the down low.
824447,irishfield,2013-12-15 23:05:00,26272,At least the Tannery isn't pumping into it anymore...
824450,nancur373,2013-12-15 23:28:00,1211,At least the Tannery isn't pumping into it anymore... True that
824452,nancur373,2013-12-15 23:33:00,1211,Modified it just a little as I was getting the same vibes from other boards as well...
824453,Sinker,2013-12-15 23:33:00,8692,"This thread should be deleted. Sorry, but its against the rules to post detailed information and lake names.  I bet theres more guys out there now....in fact, I guarantee it!!  S."
824454,nancur373,2013-12-15 23:44:00,1211,Delete it if you must and I'll delete my profile. Didn't realize it was against the law to share info about fishing on a fishing forum and that there were secret lakes that no one knows about in southern Ontario. Think I'll take my info and advice elsewhere. Nice knowing you guys.
824455,irishfield,2013-12-15 23:52:00,26272,I think Sinker posted while you were editing.... nothing wrong with what's there now!
824457,davey buoy,2013-12-15 23:52:00,5505,Delete it if you must and I'll delete my profile. Didn't realize it was against the law to share info about fishing on a fishing forum and that there were secret lakes that no one knows about in southern Ontario. Think I'll take my info and advice elsewhere. Nice knowing you guys. I'm sure most of us have done this? including myself. Just delete some (wording) and no more harm done.It'll be forgotten in no time .  .
824459,nancur373,2013-12-15 23:54:00,1211,"Please do not post VERY SPECIFIC information on fishing spots, ie pinpoint locations and maps. It is our belief that sharing this type of knowledge to the general public is not at all good for the resource itself. When communicating info on spots, please keep it to email or a PM.  No where does it say no lake names and no where did I say exactly where I was on the lake nor how deep I was fishing."
824460,aplumma,2013-12-15 23:58:00,6896,The post is fine lets not let winternet get ahead of us yet . It is to early.   Thanks   Art
824461,NAW,2013-12-16 00:09:00,4022,"Delete it if you must and I'll delete my profile. Didn't realize it was against the law to share info about fishing on a fishing forum and that there were secret lakes that no one knows about in southern Ontario. Think I'll take my info and advice elsewhere. Nice knowing you guys. I don't believe profiles can be deleted from OFC.  I think we're all life'ers!   Nice haul by the way.  I never got to read your original pre-editted post...  But if you posted a name of a lake, for early ice crappies...  Your crazy.  Sorry man.  But that's just the way it is.  Some people really don't understand what the internet can do to a lake."
824475,nancur373,2013-12-16 01:36:00,1211,"I don't believe profiles can be deleted from OFC.  I think we're all life'ers!   Nice haul by the way.  I never got to read your original pre-editted post...  But if you posted a name of a lake, for early ice crappies...  Your crazy.  Sorry man.  But that's just the way it is.  Some people really don't understand what the internet can do to a lake. I realize the issue now. I was just pissed of the attitude towards me saying that the whole thread should be removed. I also realized we're lifers...so may as well stick around"
824476,Fisherman,2013-12-16 01:38:00,7201,"There was mention of ice on a small lake close to Barrie,  the next day you couldn't find a parking spot.."
824477,Acountdeleted,2013-12-16 01:39:00,2562,That is a pretty sweet haul. Nicely done.
824478,Acountdeleted,2013-12-16 01:39:00,2562,"There was mention of ice on a small lake close to Barrie,  the next day you couldn't find a parking spot..  Aw crud. I liked that lake too."
824485,e-z-out,2013-12-16 02:36:00,1052,Kurt no phone call or text thanks man lol
824486,nancur373,2013-12-16 02:45:00,1211,Kurt no phone call or text thanks man lol Wasn't planning on fishing. Went to check the ice and saw guys out there. When in Rome.........
824487,Richie Razor,2013-12-16 02:48:00,536,"Nice haul man, hopefully my spot is good by the end of the month when I'm able to get out!!!!  Crappies are one of my favorite fish to eat."
824495,nancur373,2013-12-16 03:01:00,1211,"Nice haul man, hopefully my spot is good by the end of the month when I'm able to get out!!!!  Crappies are one of my favorite fish to eat. My favorite white meat fresh water fish to eat."
