4805706,MN_Moose,2016-05-05 06:50:00,964,"The Ice Patrol declared LOTW ice free yesterday 5/4 May 4, 2016: Gone!"
4740466,fishnwo,2016-04-15 18:28:00,16,Click to read our ice report... finally some warm temperatures and melting snow I included a bunch of aerial pictures of Lac Seul and other lakes in the area. Enjoy!http://yournorthernconnection.com/ca...-april-15-2016
4656673,prov1800,2016-03-21 13:19:00,5010,"Well got out on the lake around 9:00 this morning.fantastic conditions.nice hard crust on about 5-6"" of snow.smooth ride to my spot.drilled 4 holes and have about 18"" still.plus 4-5"" of frozen slush under the snow.with thecweather we are having the ice will be in great shape for a couple of more weeks the way i look at it.cool nights forecated till the end of the month. fishing for lakers and they didnt dissapoint me.had a frenzy forca couple of hours then they just quit.home by noon.could have stayed or went for crappies but got some house projects going to."
4657041,rosh1,2016-03-21 14:49:00,275,On the way up Tuesday. Cant wait.
4700602,octanehi5,2016-04-03 15:13:00,1104,looks like northern Quebec is going to take a few more weeks
4700762,Freytown,2016-04-03 16:09:00,770,"Ron, yep. Many got fooled by the winter in the lower 48. This morning in NEPA I had 2-3 inches of snow and temps below freezing all day. Clova region will not see day time temps above freezing for over a week. -6F tonight and -4F tomorrow night. Patience."
4701354,115 optimax,2016-04-03 19:09:00,650,"More snow today and yesturday,not much melting and cool temps for the next 10 days.."
4701370,fishnwo,2016-04-03 19:14:00,16,We will be putting weekly ice reports with pictures on our blog at:http://yournorthernconnection.com/ca...t-april-1-2016
4702282,prov1800,2016-04-04 07:36:00,5010,"As of right now the ice conditions are excellent.Better of on a atv as the ice surface is pretty much solid ice and tough on sliders unless your running scratchers.Ice is still in good shape with ice around 12-13""on the trout lakes and a little more on the shallower lakes.Just been fishing on the trout lakes and fishing is still good and most fish caught in 60' plus but will chase the lure almost to just under the ice before they attempt to hit.Great time of the year to be fishing the last ice.Looks like it will be around a bit longer as the weather is staying cooler at night and is looking to continue to be cold for the rest of this week.Some hope next week as daytime highs are looking to be above 0c up to 10c so will see some melting happening then.Heading out for some crappies hopefully teusday. Weather isnt looking great with some more snow and possibly rain forecasted.No open water yet on the shorelines which would normally be a good sign but dont expect to see the ice gone sometime by the last few days of april."
4702298,115 optimax,2016-04-04 07:40:00,650,-19c last night.......
4704258,P&y only,2016-04-04 16:21:00,133,".-19? I don't get to go until May 27th. For me, this is good news. Sorry for the locals who want on the lakes"
4704962,prov1800,2016-04-04 20:02:00,5010,Like optimax said its all good.headed out for crappies tomorrow. As long as i can get out is fine with me.
4640785,Skywagon,2016-03-16 06:01:00,1106,"I was just called in for the rescue, was not part of the original fishing expedition. The incident occurred near Rice Bay. The point being, conditions are going south, not sure what last nights heavy rain and todays snow will do to improve things."
4640825,prov1800,2016-03-16 06:14:00,5010,Would think it will make conditions worse.
4640857,Obabikon,2016-03-16 06:29:00,2370,I'm going to go with April 9th for Lake of the Woods.
4641129,LOW1,2016-03-16 07:55:00,2828,What is the earliest LOTW ice out date that you have experienced?
4644753,prov1800,2016-03-17 10:15:00,5010,"Well this morning i fired up my grizzly and put the plow back on.this was probably the most snow ive had the push this winter, plus it was wet and sticky and very heavy.put my sled away last week and was going to use the atv to go fishing, but i am thinking ill have to get the sled out again to do that.the rain we had plys the 12"" or so of snow is going to be a mess on the lakes.i would think it will be nothing but slush.This week night time temps wil be around the -8 mark so there wont be a lot of melting going on meaning the ice will remain about the same as it has been.probably extending some ice fishing time.fine with me.someone mentioned ice out around april 9 th iam having doubts about that but hope hes right.either way i will be fishing somewhere either soaking off shore for lakers or catching some walleyes from shore.it will be all good."
4644817,rosh1,2016-03-17 10:36:00,275,Hate to hear you got that much snow. Hope may Polaris ranger can make it around the lake. Its already loaded in trailer for next week.
4644897,prov1800,2016-03-17 11:15:00,5010,I think youl be allright. All cold nights which should keep things tight.especially through bush trails.it will warm up during the days.if ice lifted it would be great.i dont know where your planning your fishing.i know you said eagle but irs 65 miles long.you might have read the pist somebody went swimming down at the east end.dont go there.sled is always the safer bet.it will go all over just need to make sure engine stays cool and get lubrication.last week the ice surface was ice.NOW it could be sloppy .screw a few self tapping screws into your tire lugs those work wonders.wont hurt your tires any.
4645721,Obabikon,2016-03-17 15:38:00,2370,4 years ago I think. It was the earliest ever (from what I've been told). Somewhere around April 10.
4645745,Skywagon,2016-03-17 15:43:00,1106,"I am estimating we got 8"" of snow yesterday. All morning was spent blowing snow with the skid-steer for myself and some lake neighbors. I went out on the lake with the snowmobile this afternoon to test it out, basically all slush, but that was no surprise. Had my Ranger on the lake fishing on Monday, but would not consider it today. Would guess (hope) the lakes will lift before long and all will be better, though good ice probably won't last long."
4646913,roscoe33,2016-03-17 21:54:00,653,http://ge.ssec.wisc.edu/modis-today/...esolution=250msatellite photo lotw april 5 2012and may 12 2013http://ge.ssec.wisc.edu/modis-today/...esolution=250m
4595441,pjshorthorn,2016-02-29 19:33:00,5654,Don't forget your Pocket Fisherman to land the big ones PjShorthorn.
4638457,octanehi5,2016-03-15 08:39:00,1104,"14 day trend shows slightly below normal temps, predict the gouin and north of that around the end of april for ice out"
4638473,LOW1,2016-03-15 08:45:00,2828,"https://icepatrol.wordpress.com/This is a link to a site where a pilot posts pictures showing the ice melt in the Lake of the Woods area, primarily the northern area by Kenora. He has started posting 2016 pictures."
4638489,prov1800,2016-03-15 08:47:00,5010,"Was out a few days.very hard ice surface.no snow left up top.ice is staying about where it has been all winter.deep trout lakes at about 15"" and the shallower akes at 18""-20"".rain forecasted today and could get a bunch of snow tomorrow. Night time temps will dip some with daytime temps above 0.so things arent going to change much. Must be all my fault.put my sled away to use my atv and took my plow off.never fails.but will ice fish a little longer.fishing is great.especially the crapies.they are on fire.."
4638529,rosh1,2016-03-15 08:58:00,275,I am glad to here still some ice. Things have changed and cant get up there until next wed. Hope it cools down until then.
4638545,prov1800,2016-03-15 09:21:00,5010,looks like your in luck.-5 for night temps and some above daytime.where are you going to be fishing.
4638617,rosh1,2016-03-15 09:45:00,275,eagle
4638745,Manitou,2016-03-15 10:26:00,125,"It's a great blog!The Winnipeg River is already open around Kenora, and it's been raining all night.Almost hit 60 degrees here yesterday. Crazy."
4639865,Skywagon,2016-03-15 18:20:00,1106,"I friend fell through the ice with his 4-wheeler near Bear Narrows on Eagle lake yesterday, we spent 4 hours today hoisting it out. I did get to test this year's new floater suit purchase after breaking through the ice, it seems to work pretty well, but the water is still cold. My words of wisdom: The ice is good except where it is not..... be careful."
4639937,prov1800,2016-03-15 18:54:00,5010,bear narrows has some current all year.you guys were lucky it turned out a bike drowned not a person.
4554593,123chadder,2016-02-17 08:06:00,429,what are your predictions for ice out? im going to white river may 20th and predict may 9th iceout
4558121,HeHooksHimself,2016-02-18 11:07:00,725,I think it is an early year. I will go with April 20 VBay area
4558873,bearfvr13,2016-02-18 15:37:00,174,Im gonna say May 3rd. We nay need to hear from V-bay Gord and Prov1800 to get the professional opinion !!!!! I bet they could guess pretty close!! bearfvr13
4586857,octanehi5,2016-02-27 05:52:00,1104,Ice out will be early april
4587057,prov1800,2016-02-27 07:24:00,5010,"I would think it will be earlier this spring.was out on a trout lake last week and dont think we had more than 15"" of ice.Lots of slush in spots and fairly heavy snow load. Of coarse everything will depend on how the weather will react.But if it turns warm it wont take long to get rid of that 15"" of ice compared to 30""of ice thats normallythere.iam thinking just toward the end of april.but a lot can happen within the next two months.this week is going to be somewhat cooler but next week is looking pretty warm.ill be on a few different lakes this week."
4587241,Fisherman Ted,2016-02-27 08:08:00,461,In LOTW area (NW Ontario) it will be late March. We had like 9 inches of ice on our lake. This time last year it was 3 feet. -FT
4587697,prov1800,2016-02-27 11:16:00,5010,Been a scary year fishing off the beaten path.
4589593,Skywagon,2016-02-28 06:28:00,1106,"There has been a few new air holes show up this week along my wife's ski trail that goes part way around the lake. There is not all that much snow on the lakes, but what there is has gotten heavy, pushing the ice down, cracking it, causing all the slush. We have fished 8 different lakes in the last two weeks, would guess the walleye lake we live on has the most ice of the bunch and it can't be over 2 feet, most of the rest were trout lakes and they certainly had less. Shaping up to be an early ice-out unless the weather patterns change."
4593705,Freytown,2016-02-29 10:23:00,770,"Some predictions are too early for the north. I guess it depends on what area you're predicting. The Reservoir Gouin area is still locked in winter and making ice, not losing any yet. Gouin went free last year May 9th so my ""guess"" for this spring May 1-2. Maybe in another 6 weeks, I'll guess again. lol FT"
4595393,v-bay gord,2016-02-29 19:20:00,3168,"I froze my arse off today on the lake. There isn't that much snow, and ice isn't that thick. Long range looks like a warmer trend, so I won't hold out much hope for the folk that like to drive their vehicles on the lake. Last week the rapids to a trout lake I fish were opening up......wondering how it will be tomorrow when I go. This could be my last post.."
