393733,anders,2009-10-16 18:01:00,1168, Thats the most sensible thing i read on this board all day.
393588,Guest ThisPlaceSucks,2009-10-16 04:10:00,0,"i'm glad some of you actually watched the video despite people trying to derail my thread.  about the mustache...the night before we went to a halloween party...his costume was freddie mercury! clearly after several wobbly pops and waking up at 6 am, shaving is on the bottom of the priority list...but man, all day, none of us could even look at him...it looked like a squirrel pelt across his lip..."
393589,GBW,2009-10-16 04:12:00,8460,"post a better pic then, HAHAHAHA"
393590,Sinker,2009-10-16 04:17:00,8692,"My subaru would go up that hill no prob. If you show me where it is, I'll show ya how to drive!!!  S."
393591,Guest ThisPlaceSucks,2009-10-16 04:25:00,0,my truck made it up the hill fine.  *cough*  
393593,Guest ThisPlaceSucks,2009-10-16 04:30:00,0,"i should mention that i also drive a pathfinder, and that the point of this video was more the shame of not making it up the hill, and of course the mustache comment for those who watched it to the end.  how embarrassing is it to have your friends watch as you fail?"
393594,holdfast,2009-10-16 04:30:00,1813," I Take Offense in what you say, STOP BAD MOUTHING ME other wise Im hitting the MOD Panic Button.  That is if I can find it.  My Ford Ranger Rocks, oil pan leak 75,999 KM, 3 x warning sensor replacements including the sensor for the sensor etc etc"
393599,Greencoachdog,2009-10-16 04:45:00,8163,  I'm sorry if I hurt your feelings son... come here and let Daddy put some ninny on it for you...
393600,holdfast,2009-10-16 04:49:00,1813," Yea, it is embarrassing to fail, but then again, I love a guy that has failed and can pick himself up.  Kind of reminds me of someone and the friends he has hung around with.  Was the Pathfinder squirming and shimming going up that steep incline?  My Ranger will just, well, slide"
393601,holdfast,2009-10-16 04:52:00,1813," Is there alcohol involved?  If there is, Im not allowed."
393629,BITEME,2009-10-16 12:32:00,1968,poo now I gotta get coffee out of my keyboard again
393634,mbac31,2009-10-16 12:46:00,904,"  I dont know if its just me or does something seem wrong with a bunch of guys and a giant moustache  going to a lake called ""Gangbang Lake"""
393638,blaque,2009-10-16 12:49:00,2419," How many times during the course of the night did you hear........""Uh, what exactly are you supposed to be"" I would have liked to hear some of the guesses LOL"
393645,holdfast,2009-10-16 13:19:00,1813,"Just a suggestion, I wouldnt be going to any Bar that I know of in Saskatchewan, especially Big River as your buddy would be lucky just to be laughed at.  Im still laughing at the picture.   Thanks."
393646,Raf,2009-10-16 13:23:00,3495,sez the guy with a pink ranger  
393649,Nemo,2009-10-16 13:32:00,727,Ouch !!
393655,troutologist,2009-10-16 13:56:00,951,"Ya Dave should take some driving course or something. The 1 wheel peel mazda made it up there a few times. Including a Bo Duke style culvert jump in front of a camp of tree planters.  Motorhead was a factor...    I'll jump in on the name of the lake. Since one of our best lakes got too much traffic all decent lakes, ponds etc are renamed. Search gangbang song by kenny cheecho on you tube."
393704,Guest ThisPlaceSucks,2009-10-16 15:37:00,0,"  this was actually station road, but i have complete faith even the old red toyota corolla you used to drive would have performed better than dave's smashfinder."
393726,Guest ThisPlaceSucks,2009-10-16 17:12:00,0,
393727,troutologist,2009-10-16 17:15:00,951,Dude why are you at home? Shouldn't you be fishing everyday with no work?
393460,Guest ThisPlaceSucks,2009-10-15 22:41:00,0,A buddy of mine insists his pathfinder can go where full size trucks can... listen for the sound of plastic bumper on rock..  nsfw due to cussin'  
393461,OhioFisherman,2009-10-15 22:46:00,6623,Nissan? like no sand?
393471,vinnimon,2009-10-15 23:14:00,2593,MY cherokee floats on what pathfinders sink in.
393472,Fisherman,2009-10-15 23:16:00,7201,"Maybe ya have to look twice and see that the Chev keeps both front tires on the rock surface, the Nissan just goes a bit too far to the right and his left front tire is off the rock on his first attempt which causes the loss of ground clearance...a no brainer."
393478,sturgman,2009-10-15 23:46:00,249,  What he said!!
393484,Pope29,2009-10-15 23:54:00,29,cmon...I could drive my wifes Saturn Sedan up those rocks. That dude should be ashamed to have to take two cracks at that. Pathfinders are awesome reliable trucks....till the frame rots out of them
393490,Guest ThisPlaceSucks,2009-10-16 00:10:00,0,seems most of y'all missed the point.  all we're supposed to be doing here is laugh at the EPIC FAIL that was his attempt at offroading after talking a lot of bull about his truck.
393491,Guest ThisPlaceSucks,2009-10-16 00:12:00,0,  this vid doesn't really do the steepness of the hill justice.  your wifes saturn is better off where it is...blocking your boat from getting out of the driveway!
393493,Daplumma,2009-10-16 00:16:00,1961,We usually miss the point here with you doc.We are just not so clever as you.We can only hope to get as smart as you one day.
393499,vinnimon,2009-10-16 00:22:00,2593,"pathfinders are excelent trucks, even when they rot out they still go.by the way is this a fishing forum or something else.truck tech here heelo!lets talk fishing shall we."
393504,Guest ThisPlaceSucks,2009-10-16 00:39:00,0," ""Things that will not be tolerated. Flaming, baiting, name calling, prejudice, racism, swearing, spam, and general boorishness.""  "
393511,danbouck,2009-10-16 00:59:00,4380,This post will go downhill as fast as the Nissan.  Thanks for the laugh Dr.!
393514,Guest ThisPlaceSucks,2009-10-16 01:01:00,0,pretty sad day when i have people following me around trying to pick fights because they don't like my opinions. this was just supposed to be a funny post about my friends crappy truck!
393516,Daplumma,2009-10-16 01:04:00,1961,"Nice edit after calling me a loser.Guess name calling is OK if you are doc.What name did I call you?I will say you have me pegged...Soy un perdedor.Just ask around here,most think I'm a loser for sure."
393519,Daplumma,2009-10-16 01:05:00,1961,You reap what you sow..get a clue..I speak for more people than you think.
393520,Pigeontroller,2009-10-16 01:08:00,2793,"Thats more about driving skill, or lack there of, than Chevy vs. Nissan.  I wanna know where Gangbang Lake is???"
393522,Guest ThisPlaceSucks,2009-10-16 01:12:00,0,"  While my opinions aren't always popular, at least they are found in context within a thread. All you are doing is trying to start trouble. Your people can speak for themselves."
393539,vinnimon,2009-10-16 01:41:00,2593,almost sounded like the tranny/tourque conv went for a crap. Had a transfer case blow while towing a heavy boat. conditions not far different.laughing about it now but not then.I hear where your coming from doc.youll joke about it later
393543,Daplumma,2009-10-16 01:51:00,1961,Like I said.get a clue.People have spoken.Read AND comprehend what you read after you post.There are concequences to opinions.Sometimes people think you are a an ass for what you say..Imagine that!
393545,Greencoachdog,2009-10-16 01:57:00,8163,  Define y'all!!!
393546,Dara,2009-10-16 01:57:00,3052,"I know that hill, and all Nissans have trouble getting up it.  What Doc didn't show is the Ford that was leading the way."
393551,Greencoachdog,2009-10-16 02:09:00,8163,  That is the second most intelligent thing you've ever said on this board!!!  ... it was a 250 Superdirty eh!!!
393553,holdfast,2009-10-16 02:13:00,1813," LOL ,I think the Barrack Room Lawyer meant YOU""ALL only I can say it with an Accent"
393554,danbouck,2009-10-16 02:14:00,4380, But it still had to be pushed up by the Chevy!
393559,Dara,2009-10-16 02:20:00,3052,"I had an 86 F150 workmate package with a 300,6 and 4 speed with bull low. I had chains for it. Didn't need any 4 wheel drive on that thing..just needed to know how to drive.  I'm skeert to take my truck off roading now...costs way too much money"
