493881,thefireman,2010-08-12 19:45:00,51,I can't believe that there is 3 pages to this thread! Gone fishing........
493572,bigfish1965,2010-08-11 16:01:00,3382, Agreed..which is one reason why many want to do away with the Conservation License.
493575,bare foot wader,2010-08-11 16:28:00,1354," I'm ON born and raised, fished all the waters you've mentioned, been in BC a year (and YES, things are a bit different out here, rivers are devoid of garbage, 99% of anglers respect the regs and there's certainly not many arguments how to keep a few extra fish by manipulating the regs)....and I seem to recall just a few yrs ago everybody whining about the state of the walleye fishery in kawartha lakes, where I lived for 4 yrs....MNR underfunded, over harvesting, crappies are eating the walleye fry, pike introduced, etc, etc...  I love ON fishing, don't get me wrong....my original post was in regards to bashing a US angler and implying that he needed to come to ON to catch walleye, they don't need to....perhaps my post could be creatively perceived as bashing ON, not my intentions....just saying I certainly wouldn't be bashing a US angler for fishing ON waters...last time I checked kawartha tourism would be pretty happy to keep the US dollars coming their way"
493579,wallyboss,2010-08-11 16:42:00,1095, Actually you don't need a license to possess fish.  The Conservation tag lower limit is only the Daily catch limit  not for the possession limit.
493651,northshore,2010-08-11 21:03:00,13," I think the point of a conservation license is that you are a conservation minded angler, who only wants to keep 2 fish and not kill a full limit. Yes a non-licensed person can keep more, but maybe they aren't interested in conservation or fishing, just eating. But of course most of us probably just buy conservation licenses for our girlfriends or wifes who only fish once a year to save us a few bucks, and forget that it's real purpose is for conservation minded anglers. In my defence, my girlfriend only fishes once a year (if i'm lucky) and is conservation minded - since when she catches a fish, she usually says ""Ewwwwwwwww! throw that slimey thing back, and no i don't want to touch it or hold it for a picture! ewwwww... """
493689,John Bacon,2010-08-11 23:36:00,3277, And if you forget to bring your license with you on a fishing trip you have to pay a bigger fine than a guy who doesn't even have a license to begin with.  Go figure.
493694,Guest gbfisher,2010-08-11 23:43:00,0,  Not anymore. They changed that as well... Lots of changes over the passed few years.
493707,Dave Bailey,2010-08-12 00:20:00,1641,"WHOA! Wait a minute... Don't the possession limits apply to each angler, not the boat? So technically a tournament with two-person teams could have a limit of 11 bass per team, right? I'm now officially more confused than ever."
493715,spincast,2010-08-12 00:53:00,3279,"Every charter captain I have been with asks at the limit less 1 - tell me if the next one is a keeper or release BEFORE we boat it. Cause once we boat the next one, we dont fish (or fish for that species) any more. They all seem to have some pretty good experience with how the CO's interpret the rules....... - all this debate is an interesting intellectual excercise - so long as that is all it is for. Really - what does a family of four need with 20 walleyes in the freezer? I have never kept my limit and used to have a conservation license until I went on charters cause I release almost everything. That's my choice. I dont expect anyone else to do so if they choose not to.  If I'm out fishing for a day, enough for tonight's supper / this afternoons lunch as the case may be  is enough. If I am on a Charter (it was because of these I upgraded to a sport license)  and dropping a few hundred dollars I may keep a few more - but then I generally give them away to friends and only keep 1 or 2 for myself. Leave them in the water - if we all do they will be there when we go looking for them. Can't catch a fish again once it bagged and frozen. My $0.02."
493734,John Bacon,2010-08-12 01:52:00,3277," There isn't one limit for the boat.  Each member of the team would have a seperate limit.  Each angler can possess six bass, but if they want to cull they can only keep five in the well.  A touranment could allow each angler on the boat keep a limit of five; they would have to be able to identify which angler each bass belongs to.  It would not be legal for one angler to keep seven and the other three.  But when there is money on the line and it is difficult to prove it's going to happen.  I think it's best if they keep the boat limit to five so there is no worry about who caught which fish."
493740,Guest gbfisher,2010-08-12 02:11:00,0,"  New regs have changed in regard to Bass anglers. They now say you can cull after you reach your limit if you have a live well with air. Same goes for Georgian Bay pickerel. You are allowed 2 under the slot ""or"" one over and one under the slot. If you catch 2 under the slot(which by the way will not feed any family...lol)You can keep them in a live well and cull with one over the slot.  Ya gotta love new regs.....   Generally, daily catch limits include all fish that are retained for any period of time and not immediately released. Anglers fishing from a boat may now catch, hold, and selectively live release, more walleye, northern pike, largemouth or smallmouth bass than the daily limit, provided: (a) the fish are held in a livewell with a mechanical aerator operating at all times, (see Anglers Guide, p. 8, for livewell requirements) ( the fish comply with any applicable size limits, © the Sport or Conservation Fishing Licence daily catch and retain limits for walleye or northern pike are not exceeded at any one time, (d) no more than six largemouth or smallmouth bass (or any combination) caught under a Sport Fishing Licence are retained at any one time, and (e) the Conservation Fishing Licence catch and retain limits for largemouth and smallmouth bass (or any combination) are not exceeded at any one time. Anglers are reminded to closely monitor the condition of fish held in a livewell. Only fish that are in such a condition that they will survive may be released (see Tips on Live Release of Fish, page 10). Releasing a fish that will not survive and allowing the flesh of that fish to be wasted is an offence. Any fish not live-released are part of your daily catch and retain limit   lol..so what happens when ya live release fish from deep water all day long in the slot and they all die?  Yup....Ya gotta love new regs."
493747,Dave Bailey,2010-08-12 02:30:00,1641,It's beginning to look as if you should always have a lawyer as a fishing partner.
493750,Michael_Brown,2010-08-12 02:32:00,411,You guys need a hobby. Like knitting....less rules.
493773,Sinker,2010-08-12 06:16:00,8692,"Frig, just go fish. Don't keep over your limit, and don't worry about the small stuff. Some of you guys are reading way too deep into the regs. Christ, how often do you actually catch a limit, let alone keeping one?? \  Get over it and go fishing!!!  S."
493796,Dave Bailey,2010-08-12 12:18:00,1641, Quoted for truthiness.
493802,mercman,2010-08-12 13:07:00,7054,"  ABSOTOOTLY !!! some people steal cars some steal money some steal fish. if ya cant do the time, then dont do the crime. fish, keep a few, photograph the rest and enjoy the brag. amen"
493348,Billy Bob,2010-08-10 22:44:00,5865,"Reading another thread here got me thinking about Ontario's possession limits......so here's the thing:  I catch my limit in say walleyes (4) and give said walleyes to say the owner of the camp (cottages,etc..) Can I now go out and catch 4 more walleyes tomorrow morning ? ? ? And if so, what if said camp owner doesn't fish and has no fishing license, can he legally accept said walleyes or would he be in violation of the law ? ? ?  Can I feed said walleyes to my cat and then go out and fish for more walleyes or would the cat be in violation of the law (eating fish without a fishing license) LOL..... the point is, the more I think about this law the more problems I can see with it. Like I'm out fishing for the weekend and come home with my limit of walleyes but the wife bought some walleye fillets at the fish market and now I'm over my limit. The list can go on and on.  BTW we have a double possession limit in NYS so that makes it a bit easier to stay legal AND there isn't a conservation officer hiding behind every bush here.  Bob"
493351,smally21,2010-08-10 22:58:00,993,"you raise some good points regarding interpretations.  my understanding is the 'possession' limit is just that. fish in your cooler, livewell, back at the camp, etc. all count. it would suggest you cant fish again until you eat.  i know a guy that fishes every day in the fall and spring for perch, and limits every day.  freezer is just jammed! however his daily limit is in his possession before his boat hits the water you know?  it gets more complicated when you read that you really cant share your catch with more that your immediate family, meaning your well meaning gift to your host is actually a violation.... im no help here of course just kind of agreeing, good news is 50 guys are gonna explain it to us hopefully.  ps bb smoked my first brisket today, a flat point around 3.5 lbs.  just smearing the sauce over the keyboard now."
493352,Pikeslayer,2010-08-10 22:59:00,1443,"If you take the time to read the regulations, you'll find the answers to your questions. BTW, we don't have CO's hiding behind every bush! Nice that you have double possession limits in ny state. Guess that's why you come to Ontario to catch walleye"
493355,timmeh,2010-08-10 23:06:00,609,The actual law - if you give fish away they count in your possession limit until they are consumed. If you have a limit in your freezer and go out fishing and keep any more you are poaching.  The reality - the law is very hard to enforce. Enforcement relies mostly on people have enough respect for the fishery and having the responsibility to follow the law. Many people do but unfortunately some people think they can do whatever they want and don't give a crap.
493361,canadadude,2010-08-10 23:22:00,769,"In fact if you catch your limit and eat the fish for shore lunch,it is illegle to go out and catch and keep more that same day.The consumed fish count as your daily limit"
493362,bare foot wader,2010-08-10 23:25:00,1354,"uh, oh....Symon's 9 posts vs 1854...ha...pretty sure most of us know the intention of his post isn't about cleaning out our lakes of walleye, it's a good question...and the state of ON fisheries isn't all that much to brag about bud....do some homework on that...  possession until consumption  store bought fish does not count towards possession....keep your receipt until consumed to play it safe - ie bringing store brought fish to the cabin if that species is found in the lake where your cabin is  it's not that easy to enforce and I don't see it happening without reason....ie you're caught well over your limit, CO might ask to escort you to your cabin and inspect your freezer...we had our limit of eyes for two guys in the boat so we switched to smallies for the afternoon, backwoods lake where it's popular to camp, CO escorted us to our campsite and inspected our cooler..."
493363,Terry,2010-08-10 23:28:00,14456, can you show me that in the regs I always read it as it counts against the days limit  and if you gave it to someone you just met you would have a heck of a time knowing when he ate it i have never seen that in the regs and i sent some time reading the real regs not just the summary
493365,bigfish1965,2010-08-10 23:37:00,3382,"Gifted fish do not count against possession....only daily. But looking for ways to keep more fish is not really good for the fishery. Our laws are tight, Billy, but they work. It only takes about 25 years to understand them. Its the only reason I went to college for Natural Resources, really."
493366,smally21,2010-08-10 23:39:00,993,not sure is this applies to the original post but the co's were stopping vehicles and searching coolers up hwy 11 last year.  some dudes were confused as they had each daily limit frozen in their cooler. 4 fish a day times 5 day trip yep there is 20 walleye in that there cooler officer....
493367,OhioFisherman,2010-08-10 23:44:00,6623,"no limit on carp and sheep head here, a wasted resource?"
493368,Pikeslayer,2010-08-10 23:44:00,1443,
493372,timmeh,2010-08-10 23:48:00,609,"Yes, Terry you are right, I was a little mixed up by Billy B question. Fish given away only count against that days limit not overall possession.  In the question about feeding fish to someone, or a cat, then going back out that day, that would be illegal."
493373,smally21,2010-08-10 23:53:00,993,could one of you clarify the regs regarding giving away fish?  you are allowed to share your catch provided it counts against your limit? can you just give this fish away to anyone?  also - the post 'reply from kevin lavers' gives a real life example of the possession law at work.  (sorry kl its just coincidence)
493376,Terry,2010-08-10 23:59:00,14456," yes you can give, not sell not trade your catch to anyone you want they do not have to have a license but it counts as part or all of their limit till they eat it and part or all of your limit till the next day....  if you give it to your wife and it's in your fridge. chances are they will still call it your limit"
493378,Billy Bob,2010-08-11 00:02:00,5865," The post I made was NOT for the purpose of looking for ways to keep more fish...I hardly keep many fish and never over my limit....BTW you can call me Bob.  It was for discussion purposes only.....isn't that what this forum is all about?  I was just reading another thread here on someone who got in trouble with the game laws and pondered how someone can get confused and make a mistake in Ontario or anywhere else you might hunt or fish.  INTERPRETATION of the law is sometimes much more important than understanding them if you get my ""drift""....  Bob"
493381,Billy Bob,2010-08-11 00:07:00,5865," OK, from what I have read then it must be every other bush because it seems like a lot of fines are given out....but that's neither here or there.  I come to Ontario for more reasons than just catch a few walleyes...if that was the only reason I would stay home as we have some GREAT fishing here in NYS including walleyes.  Bob"
493383,bare foot wader,2010-08-11 00:12:00,1354,"  my comment was in regards to this:   how many stops does the walleye tour have in Canada? I was just saying that you can catch plenty of walleyes, quantity and trophies, outside of ON...as great as northern ON is, I wouldn't be bragging about the state of walleye/any fisheries elsewhere in ON  and IMO the regs are far from clear cut and easy to understand for most people...I think it's been proven and argued too many times to start again here...just saying I thought buddy brought up a legit question...you'd rather somebody ask a good question proactively or just go out and catch and keep whatever they want..."
493443,cram,2010-08-11 03:17:00,1733,"Here`s one i`ve often wondered about --- its illegal to let a fish go to waste if it dies (or looks like it won`t survive), but what if the fish isn`t a legal size (in the slot, too small, whatever)?  You catch a walleye in the slot, it's gut-hooked, and you let it go knowing its almost for sure going to die.  Or you catch and unfortunately lose a small musky (i would never eat a musky regardless of size, but just another example)?  Aren't you theoretically guilty either way?"
493451,Dave Bailey,2010-08-11 03:57:00,1641,"In my opinion we have to keep in mind that there is a difference between the letter of the law and the spirit of the law. For instance, you have a tournament in which there is a six bass limit. You have six in your live well, the smallest is a two pounder. You catch three pounder, so technically you are now in possession of seven fish, plainly illegal. But since you immediately cull the two pounder you are now back in possession of your limit. For a couple of minutes at most you were in contravention of the letter of the law, but let's face it, the law was not intended to prevent that, it is intended to prevent people from loading up a freezer and taking off with a hundred fish. The spirit of the law was not broken. In my admittedly limited experience with the legal system the spirit of the law is often what is ruled upon.  I would be interested to know the opinions of the members on this subject. I run the Gals 'n' Pals tournament, and we currently allow a six-fish limit. I have been seriously thinking of dropping it to five to stay in strict compliance with the regulations, but some feedback would be nice."
493457,John Bacon,2010-08-11 06:06:00,3277, I believe that is why most tournaments have a five fish limit instead of six.  Generally speaking culled fish count towards your daily limit. I.e. any fish that is put in your livewell any released later in the day would count towards your daily limit.  The MNR recently added an exception to this rule for live release tournaments.  I am not sure if the exception applied to all tournaments or if there is some sort of approval process to be eligible for the exemption.
493464,Gerry,2010-08-11 10:49:00,257,"In answer to Dave, your tournament of 6 fish would also need to have a no-cull rule because, as you say, the 7th fish puts you in violation of the law. The law is clear, you now possess 1 fish over limit even if its for a few seconds. This is why all major bass tournaments have a 5 fish limit, the 6th fish caught and culled doesn't put you in violation."
493468,Billy Bob,2010-08-11 11:05:00,5865, SO in a non tournament situation let say you are anchored and fishing for whatever is biting......you start catching a few nice big perch and during this time you limit out on bass but you continue to fish for and catch more and more perch. But then you catch another bass. Now what ? Go directly to jail without passing GO right after you released that extra bass or can you continue to fish for more big perch ?
493472,Fisherman,2010-08-11 11:10:00,7201,Dump the bass you caught and continue fishing for perch.
493482,Terry,2010-08-11 11:41:00,14456,"if you down size your baits for perch or if you are catching far more perch than bass you are ok, but if the CO believes you are really there for the bass you will be charged and the courts decide who was right"
493492,Gerry,2010-08-11 12:24:00,257,"Terry has it right...its your responsibility to correct the situation. I all practicality, this wouldn't happen as bass and perch don't co-exist...bass are the predators and perch are the meals, unless you have a suicidal perch. But walleye and perch do co-exist and so you would have to make sure you discontinue whaterver method is attracting the over limit species....or go home. Ontario is different than New York in this aspect because in New York you can have your limit and still continue to fish for bigger fish. Confusing, huh?"
