2005561,bellbuoy,2013-08-04 19:12:00,490,Hilarious!!
2000481,CI_Guy,2013-08-02 08:26:00,2118,I think it depends on the agent working that day. About 3 years ago a 19 year old in our group had a copy of his birth certificate that didn't have the raised stamp & his drivers license. It took about an hour and 45 min. to get things worked out. The border agent did say the birth certificate copy without the raised stamp was of little value.
2000553,troutwater,2013-08-02 08:55:00,299,"Yep good point. You have to get the certified birth certificate from the county clerk, they stamp the seal on it right there in front of you(at least they did in the county I was born). When I got mine 5-6 years ago it was $15 for one copy and $20 for two. The birth certificate from the hospital is pretty much worthless to the government like CI said. I've known people to get burned by this when filing for their passport too."
2005313,rommel,2013-08-04 16:30:00,369,many states now offer the enhanced drivers license/ID. this is used to cross north american borders by ground. much easier to obtain than a passport just go to your local dot station
1994521,Guest,2013-07-31 06:38:00,0,"My son, a buddy and I are headed to Minaki on Friday, August 2nd. The problem is that my buddy's passport a was rejected about two weeks ago because the photo he submitted wasn't in compliance. He Went in the next day and expedited his new application. He has been in contact with the State Department the last few days and it doesn't look like his passport will be here in time. I did search on this site and it seems that they will let you through the border with a certified birth certificate and state drivers license. Does anybody have any personal experience with this?"
1994641,ret-ro,2013-07-31 08:01:00,41,"Have him bring a copy of the passport application docs, a certified copy of the birth certificate, current drivers license. Canada won't be much trouble, the U.S. could take a bit longer to get back in, but he will get back in. We had a similar issue with a youth who just turned seventeen in June. I called ahead and was told that they need to get ""comfortable"" with the identity of the person before they are allowed re-entry. They advised to bring all of the documentation possible as I listed above. This was at the Baudette, MN border crossing. I would call up there yourself and give them the facts and record the supervisors name."
1994785,LOW1,2013-07-31 08:46:00,2828,"You won't have any trouble getting into Canada, assuming there are no criminal records, etc.In addition to the documents others recommended, he should have as many photo id's as possible, preferably government issue. And make sure that the birth certificate is in fact certified and not just a photocopy. It should have a raised seal on it. And have the names and telephone numbers of some responsible people ""back home"" who could be available to vouch for your friend by phone if the border folks want to check his references. Even something as simple as a paystub from an employer or a tax return could help.Everyone in the car should understand that there may be a wait involved and no one should get grouchy. And you want to be upfront and completely honest about the matter.You might want to consider returning at a non-busy time or at Baudette."
1995065,Gary from Iowa,2013-07-31 09:58:00,74,It's too late now but another avenue when photos are rejected is using the expedited process and/or contacting your US Senator's Office. My grandnephew age 8 had a similar problem when the initial photograph was rejected. His parents had another photo taken and used the expedited process and also utilized Minnesota Senator Klobuchar's website and found a link that is helpful. My niece faxed the senator's office. I suspect your senator may have a similar link on his or her website. We don't know if the expedited application or the involvement of the senator's office resulted in the passport being received quickly and in time for our trip.
1995201,SinOrSwim,2013-07-31 10:33:00,1528,This is easy. When you get to the border have someone jump out and pretend to have a heart attack to create a diversion. Have him jump out the other side of the truck and dodge behind posts and cars until he is across the border. You are welcome.
1995369,Guest,2013-07-31 11:11:00,0,"Thanks for the replies. I feel better about getting through the border. He will have a certified birth certificate, two forms of picture ID, a pay stub and a couple utility bills. I will have him contact our state Senator's Office and see if something can be done. He pre-paid for overnight shipping on the passport both ways."
1995433,oldccm,2013-07-31 11:29:00,109,{off topic} where are you staying in Minaki? Curious as I'm up there a lot
1995473,Guest,2013-07-31 11:41:00,0,We are staying at Carol's Cabins (same bay as Paradise Cove). It's been about five years since I've been up there. Any tips or advice you can give would be greatly appreciated. I will post a report when we get back.
1995665,oldccm,2013-07-31 12:23:00,109,"Carrols is a great place for small groups. A buddy from work will also be at Carrols starting this Friday for a week. He's going to be in the Black Crestliner WT. I was there about 2 weeks ago. Fishing was slow but mayfly hatch was on. Walleye were pretty deep at about 35' on humps and points. Lots of people were fishing in Big Sand area, but there was a boat at pretty much every rock pile and point. Guys will be long lining with reef runners trying to cover big water. As for Muskie I can't help you as I'm usually a walleye guy. At the time I was there leeches were the ticket, but worms were starting to get more bites towards the end of our trip. Water was a bit high, there was a few islands with reefs hidden that are usually visible. The railway bridge can really produce, but be prepared to fight hard current. To find them on the reefs and points most guys were bottom bouncing 2-3oz with spinner rigs to track them down. If you get a bit of wind you should find them a little more stacked up on those reefs. Let me know how you did and maybe you'll have some good pointers for me..."
1995729,Guest,2013-07-31 12:53:00,0,"I will have to look your buddy up. We will be in a blue and white Skeeter WT with Ia tags on it. Is bait readily available at Jacks or the marina? We will be fishing for walleye also, but pull a lot of cranks, so we do connect with an occasional musky. Thanks for the info."
