974621,mepps,2016-06-23 17:37:00,1301,Mepps #5 FisherPete? Those lures lever catch anything!
974327,Tjames09,2016-06-20 21:45:00,664,"ya it will handle the fish somewhat, but any serious fight with a 40+ inch musky on that rod is putting you at serious risk of killing the fish.  Trust me, the last musky i caught took half an hour to revive after a fight with all the right gear. dont half ass it, even if you think you can get by, ya sure you will catch some but you will kill too many.  Could you explain how the rod would kill a fish? I imagine if you caught a larger fish by accident you could adjust drag to accommodate for the larger fish and not break line. I'm not sure how the rod size or stiffness could impact a fishes life?"
974346,OhioFisherman,2016-06-20 22:50:00,6623,"Muskie have a hard time recovering from a lengthy fight, you want to land and release as quickly as possible. That bass was on the small size for muskie bait!"
974347,kickingfrog,2016-06-20 22:55:00,8333,Had the same thing happen. Quite the fight on walleye gear.  They also like smallies.  
974351,Fisherpete,2016-06-20 23:06:00,1814,"Muskies, despite being large toothy beasts are wusses when it comes to long, drawn out fights. Especially in warmer water. The fight takes so much out of them that they can and do die. The heavy rod, reel and line is designed to cast and retrieve huge baits properly, but just as importantly shortens the battle. Having proper muskie gear also gives you a fighting chance to land that fish of a lifetime when she decides to chomp your bait. The huge nets are are for the same reason - to keep the fish in the water for the unhooking process. They are a low population density predator - and treating them with care is important for the future of the fishery. The Kawarthas are an exception to most muskie fisheries in that there is a pretty healthy population in there, but still - treat them with care and they will grow up to be giants. Cutting the hooks is yet another way to expedite the release process - and not tear the fishes jaws up.  At a bare minimum - I would say these are the essentials : long pliers (11""+), hook/bolt cutters (look up Knipex, expensive but there is no better) and a large net. Large means large - not bass fishing large! Keep that fish in the net for the unhooking, and if the fish looks stressed at all keep it in the water until it has regained it's strength before any photos.  As for lures in the Kawarthas - that you can cast on your current setup - try these lures before going nuts and spending a fortune...  a Mepps #5 inline spinner tipped with a 3 or 4"" twister tail, a Rapala Super Shad Rap in perch (although this lure would push the limits of your setup) and a Rapala J-13 in your favourite colour. Also have a Northland Reed Runner spinnerbait in some sort of bright colour. You don't always have to catch giant baits to catch big fish! Let us know how it goes!  Pete"
974353,OhioFisherman,2016-06-20 23:15:00,6623,"I saw a guy at Pointe Au Baril one time with a 19-20 inch largemouth a muskie grabbed, it was ripped from it's gill plates back. He didn't get a hook in it and when he got it near the boat it let go and swam away, he said it was huge, I believed him!"
974354,sauce,2016-06-20 23:35:00,219,"You don't necessarily need to spend a ton of money to get into musky fishing. You can probably pick up a new heavy action rod in the $100 range. Get a good reel. No matter what! Buying a new reel will eat up a lot of cash... But there's good deals to be had on quality used gear.  Guys are always upgrading. Keep that in mind if you plan on fishing musky as a way to mix things up. You can always add to and upgrade your arsenal as you go. I would suggest having some kind of a plan for how you will net, unhook and release a giant if you manage to get one on the line. I don't target musky because I'm not equipped and I would feel awful if I killed one because I wasn't prepared. Your gentle release of the injured bass tells me you feel the same way."
974364,Tjames09,2016-06-21 02:23:00,664,"Muskies, despite being large toothy beasts are wusses when it comes to long, drawn out fights. Especially in warmer water. The fight takes so much out of them that they can and do die. The heavy rod, reel and line is designed to cast and retrieve huge baits properly, but just as importantly shortens the battle. Having proper muskie gear also gives you a fighting chance to land that fish of a lifetime when she decides to chomp your bait. The huge nets are are for the same reason - to keep the fish in the water for the unhooking process. They are a low population density predator - and treating them with care is important for the future of the fishery. The Kawarthas are an exception to most muskie fisheries in that there is a pretty healthy population in there, but still - treat them with care and they will grow up to be giants. Cutting the hooks is yet another way to expedite the release process - and not tear the fishes jaws up.  At a bare minimum - I would say these are the essentials : long pliers (11""+), hook/bolt cutters (look up Knipex, expensive but there is no better) and a large net. Large means large - not bass fishing large! Keep that fish in the net for the unhooking, and if the fish looks stressed at all keep it in the water until it has regained it's strength before any photos.  As for lures in the Kawarthas - that you can cast on your current setup - try these lures before going nuts and spending a fortune... a Mepps #5 inline spinner tipped with a 3 or 4"" twister tail, a Rapala Super Shad Rap in perch (although this lure would push the limits of your setup) and a Rapala J-13 in your favourite colour. Also have a Northland Reed Runner spinnerbait in some sort of bright colour. You don't always have to catch giant baits to catch big fish! Let us know how it goes!  Pete   Thanks for the tips, all look like great options. I have most of what you listed already other than the hook cutters.  Are musky predominately a shallow water fish? the one I found was only in 4' of water on the outside of a weed bed, is that a normal hideout?"
974388,Fisherpete,2016-06-21 10:28:00,1814,"They will hang out in shallower water at times, more than pike for sure, but I would say the best spot to find numbers of Kawarthas skis would be deeper weed edges and beds in the 8-14' range."
974389,Hank Jr,2016-06-21 10:43:00,146,Looks like you got bit by the Muskie bug once you catch a few you won't be fishing for bait fish anymore :good:I sent you are Pm Sturgeon is one of my favorite lakes for Muskie
974403,Dontcryformejanhrdina,2016-06-21 12:11:00,535,"Don't do it. Save yourself a ton of money and time lol.  Get the proper gear before you go. Maybe some members here will offer to take you out, show you the ropes.  A list of must haves: -proper musky rod -proper musky reel -musky net -long handled pliers of some sort -hook cutters, knipex are about $50 and worth every penny -80lb+ braid -100lb+ flouro leaders -polarized sunglasses, see those follows -spare hooks for the ones you cut -hook sharpener  As for baits, black is a staple, combined with orange is classic and should work anywhere. Get yourself a buck tail, a large bass style spinnerbait, a jerkbait (suick or sledge), crankbait, big soft plastic and a top water and that should cover pretty much all bases. Don't go crazy buying baits, most will rarely see the water anyway. You'll end up with 4-5 you use 90% of the time while the rest just sit there."
974405,AKRISONER,2016-06-21 13:00:00,5558,"I saw a guy at Pointe Au Baril one time with a 19-20 inch largemouth a muskie grabbed, it was ripped from it's gill plates back. He didn't get a hook in it and when he got it near the boat it let go and swam away, he said it was huge, I believed him!  when you see a fish swimming by your dock thats easily 4 and a half feet long and as wide as a person, in Pointe au Baril...i believe this 100%.  These fish eat the 5lb fish I catch, i guarantee it.   TJAMES I very very very highly recommend you PM fisherpete...he will guide you for a musky day in the kawarthas at a fantastic price. He will show you all of the ropes, he will put you on big fish and hes one of the nicest guys I have ever met in my life to boot so spending a day in the boat with him is a great time.  I couldn't provide you with a higher recommendation."
974409,jimmer,2016-06-21 13:17:00,2730,"I have a muskie fanatic friend who won't fish for them during the summer, because of the threat that the fight will kill a fish.  As mentioned, they don't revive well after a long battle (tire the fish out approach). I have spent numerous times reviving a muskie for 1/2 hour before it was able to swim away (that's on proper tackle).  Never a good feeling to see such a magnificent fish struggle. They don't do well in warmer water. That being said, start with a Mepps Muskie Killer in silver blade and black bucktail on a heavy rod and reel combo. You can probably find a used rod and reel combo for a decent price. Avoid investing in too many baits that look good, they will empty your pocket quickly and sometimes sit idle in your tackle box. Good luck with your next muskie encounter!"
974411,Tjames09,2016-06-21 13:29:00,664,"I have a muskie fanatic friend who won't fish for them during the summer, because of the threat that the fight will kill a fish.  As mentioned, they don't revive well after a long battle (tire the fish out approach). I have spent numerous times reviving a muskie for 1/2 hour before it was able to swim away (that's on proper tackle).  Never a good feeling to see such a magnificent fish struggle. They don't do well in warmer water. That being said, start with a Mepps Muskie Killer in silver blade and black bucktail on a heavy rod and reel combo. You can probably find a used rod and reel combo for a decent price. Avoid investing in too many baits that look good, they will empty your pocket quickly and sometimes sit idle in your tackle box. Good luck with your next muskie encounter!  Thanks for the advice. The water is quite warm in the shallows right now too, boat said it was 24*c in the 4 foot range. I wonder why Musky fishing opens in June if the summer is the hardest on them."
974412,Gregoire,2016-06-21 13:31:00,1397,"They will hang out in shallower water at times, more than pike for sure, but I would say the best spot to find numbers of Kawarthas skis would be deeper weed edges and beds in the 8-14' range.  They also occasionally chase Senko's in shallow water."
974414,OhioFisherman,2016-06-21 14:14:00,6623," Thanks for the advice. The water is quite warm in the shallows right now too, boat said it was 24*c in the 4 foot range. I wonder why Musky fishing opens in June if the summer is the hardest on them. Spawning season is over, nice to see them reproduce and continue the musky stories and catches?"
974429,Fisherpete,2016-06-21 16:45:00,1814,Hahaha yes they do! Jaws snapping in mid air!  That fish was a maniac. Was cool to catch him on the follow up cast with the spinnerbait!
974440,Gregoire,2016-06-21 18:29:00,1397,Hahaha yes they do! Jaws snapping in mid air!  That fish was a maniac. Was cool to catch him on the follow up cast with the spinnerbait!  The one's that you remember are funny. I'm sure that I will never forget that fish.
