2747545,Fisherman Ted,2014-05-01 14:35:00,461,Odd you would make that comment seeing as you have never been to my lodge.
2740706,SinOrSwim,2014-04-30 07:20:00,1528,"Thanks!!! Seems whenever my schedule allows for travel the fishing is never as good. LOL But, with work, kids sports etc I have small windows. Our other trip we have done for years with all the guys is always in september. CAn be hit or miss then too."
2740842,prov1800,2014-04-30 07:40:00,5010,"Hey sin, sounds like you and your crew need to hook up with me at some point, definetly have to try it when your here in sept, would be a blast."
2741058,tjandy,2014-04-30 08:36:00,107,These look like some great places. We like to try something new every 3 or 4 years. Will definitely try one of these. I will also give you a call sometime.
2742425,Aaron-IN,2014-04-30 13:40:00,500,"If you like to troll cranks you have a pretty good chance of catching a 30+ incher on Big Sand Lake (Minaki) in late summer, Just sayin."
2742697,fshfktry,2014-04-30 14:52:00,6,"Last season, we had multiple groups that caught walleyes over 32"". Unexpected lake has awesome walleye and northern pike fishing. Cabin holds up to 8 http://www.gopickerel.com/pages/unexpected-lake.php"
2746617,jambi,2014-05-01 10:15:00,504,"I haven't been to Unexpected Lake, but these operators are first class."
2733417,tjandy,2014-04-28 15:08:00,107,Have you been there since 2007? Sent from my iPhone using Tapatalk
2733665,camp chef,2014-04-28 15:59:00,915,"No , We plan on going back again though. There is just so much cool water that we haven't fished. We are going back to Stokes Bay on Rainy lake this spring. It is a boat in from Minnesota with a portage into Canada. We hammered the Big Females coming off the spawn last year and have to go take another look."
2733689,LoDo,2014-04-28 16:02:00,721,"We do a fly-in west of Red Lake in the Woodland Caribou Prov Park. Our party is always 8-10 deep. Each of us put $60 in the kitty for the following bets: Largest walleye (length) - $20 Largest northern (length) - $20 Combined walleye & northern (length) - $20 The largest walleye is usually in the 28-29"" range Largest northern is usually 40"". A few years back we had a 46""."
2733897,tjandy,2014-04-28 16:47:00,107,"Seems the big fish numbers have been down a bit over the last 3 years. We haven't boated a fish over 27"". Sent from my iPhone using Tapatalk"
2734137,GNO,2014-04-28 17:42:00,153,"Lac Seul is a top destination for big walleyes. I am partial to the area around Hudson and the NE section of the lake. I would recommend Lost Island for that end of the lake. Other lakes that are great for big walleyes are LOW, Pipestone, White Otter, and Rainy Lake. Not necessarily always big numbers, but they produce big fish. Rainy Lake is often being referred to by many as the new Lac Seul. It also has a strict slot and reduced limit which contributes to Rainy's improving fishery. I am sure there are many others out there also."
2734353,pale ryder,2014-04-28 18:47:00,1937,"As much as I love fishing in Canada, if I wanted a monster walleye I would go to Bay De Noc or lake erie."
2734465,NWwalleye,2014-04-28 19:02:00,223,2 Words......Lac Seul !!!
2735594,wpg_snowboarder,2014-04-29 06:35:00,6,"i have a cabin on hawk lake ont. i've fished many places and yet to find a lake that has more big pig eyes. my best evening was between 3 of us 12 eyes 27-30.5"" in 1.5 hrs plus a couple eaters. it is a beauty lodge but quite pricey for what it is in my opinion."
2735698,prov1800,2014-04-29 06:49:00,5010,"I would have to say in the cliff lake, but you wont catch a lot.lac seul will give up a lot of 24-26"" and the odd 28"" per day, eagle lake toward the evening hrs will also give up 30-34"" girls but only in certain places just before you have to stop fishing as there is no night fishing there.if you like hunting for muskies you will like hunting for big walleyes, just need patience and enjoy fishing with out the need to catch a hundred a day."
2735738,prov1800,2014-04-29 07:00:00,5010,"I envy you,, youll have to invite me over one evening, iam only half hr from there.lol.definately the evening hours seem to be the best.the deep trout lakes seem to hold the biggest fish.but as nwwalleye said lac suel is tough to beat and i know he has fished hawk lake."
2732473,tjandy,2014-04-28 11:24:00,107,"Does anyone know of a lake with huge walleyes, like Hawk Lake? My group doesn't need all the amenities. We enjoy cooking and taking care of ourselves. I would really like to get my dad on a week long trip of monster walleyes before he isn't able to go anymore. Thanks"
2732689,prov1800,2014-04-28 12:13:00,5010,"Every lake in our area has fish like hawk lake.just harder to find them as the lakes are larger.lac seul has though on the other hand has them and can be caught on a regular bases.another good lake for large walleye is cliff lake but are hard to find as it is a deep trout lake.just need to figure out out if you want quantity or quality, lac seul has both."
2732785,tjandy,2014-04-28 12:49:00,107,"Can you recommend lodges? We fish Nungesser almost every year, its an awesome lake. I would like to go after some monsters with dad before he can't make it anymore. thanks"
2732961,prov1800,2014-04-28 13:26:00,5010,"These are the camps I have guided for, so I feel I can recommend them. evergreen lodge earfalls Lost bay resort cliff lake clarkes northern lights cedar lake north star lodge clay lake sportsman lodge eagle lake Would also look up vermilion bay lodge on eagle. if you need more info your welcome to call me 1-807-227-2438 Could take a look at my blog to. johnsoutdooradventures"
2733073,tjandy,2014-04-28 14:02:00,107,"Thank you, very much appreciated. Of those, which one would you say has the biggest fish in it?"
2733097,camp chef,2014-04-28 14:09:00,915,Nungesser is as good a lake for big fish as I have fished anywhere in NW Ontario.
2733121,tjandy,2014-04-28 14:13:00,107,"Me too, but we don't boat any over 30"". I know there are a few caught each year, I think it's a rarity. Sent from my iPhone using Tapatalk"
2733185,camp chef,2014-04-28 14:28:00,915,"30 inch fish in NW Canada is a rarity on any lake,but I like my chances on Nungesser."
2733249,tjandy,2014-04-28 14:38:00,107,Maybe I will get one there this year. Sent from my iPhone using Tapatalk
2733281,camp chef,2014-04-28 14:43:00,915,"I can't think of a better place for a big pig. 6 of us had 3 over 29"" ,one of which was 30 plus on a trip in 2007 and Many BIG ones we never got to the boat."
