621077,asdve23rveavwa,2011-09-13 16:09:00,2690,"How about ""dem"" apples, eh, Jacques??  Nice crop, enjoy!!"
620409,Leecher,2011-09-12 00:11:00,7832,"Found a good recipe this afternoon for converting the not so good looking apples, the ones that are not appetizing looking into apple sauce....  Here's the recipe for those interested, here's the link but it's in French  Cinnamon Apple Sauce  you will need:  6 medium size apples 1 cup brown sugar 1 cup water 1/2 tea spoon of cinnamon  Peel apples and cut into quarters.  Remove the heart and cut into little cubes.  Place cubes into a large cooking container and add the sugar, cinnamon and water.  Cook for 10 minutes stirring often.  Remove from heat and let cool.  I just finished my batch that I multiplied this recipe by 8.... I used 48 apples, 8 cups of sugar, 8 cups of water and 4 tea spoon of cinnamon    Took about 1/2 hour to cook and when it was cool down, used a patato masher to reach a thinner consistancy.  Here's the results:    It's real good ummmmmm!!!!"
620411,Leecher,2011-09-12 00:14:00,7832," You sure can manjo and when I do prune it, I apply a bees wax on the fresh cut to protect it"
620548,corvette1,2011-09-12 12:22:00,1765,with all those apples you will have a lot of pie
620622,chessy,2011-09-12 15:00:00,610,just came back from my friends orchard.. they informed me that the apple crop is based on the fall .. the buds for next years crops are already set and on your tree.when picking apples be sure not to injure the bud beside it . when the prune in the dead of winter they or summer pruning .. growing apples is simply not putting a seed in the ground and walking away
620644,ehg,2011-09-12 15:52:00,2666,That is quite the bounty there Jacques. Homemade apple pie is a must! I have an apricot and nectarine tree. The apricot barely produced this year but the nectarines were aplenty. Looked much like your tree there.
620848,Leecher,2011-09-13 01:00:00,7832," I sure will Corvy   That's great information chessy!!!  Thanks   Thanks Erik!!!  That little tree was loaded to the bones.... Hector the ground hog took care of the bottom ones... had he not eaten any, would most likely had around 300 apples  I also had to tie some branches to the main stem to avoid breakage    The fruits were concentrated into clusters this year, just amazing    Nectarine must be nice to grow... do you fine that the birds pick at them?"
620902,chessy,2011-09-13 02:18:00,610,leechman next year about 2 weeks before harvest .. put tinfoil on the lawn under neath tree it reflects the light and turns the bottom of the apples red.... makes a nice looking apple
620907,Leecher,2011-09-13 02:21:00,7832, Thanks for the tip chessy
620911,mercman,2011-09-13 02:36:00,7054,"  It also keeps the Aliens away from the crops.Kinda like a ""ScareET""  Well......you can never be too careful ya know"
620912,chessy,2011-09-13 02:37:00,610, yes when i seen it stretched for hundreds of yards on both sides of trees i would have said the same thing
620921,ehg,2011-09-13 02:51:00,2666," Usually apricots fruit in late spring/early summer but it was cloudy, cool spring. Nectarines just ripened perfectly now.  My neighbour just picked plums from his trees which grew in clusters like you described. Great season for the later fruits."
621065,chessy,2011-09-13 15:28:00,610,leechman... here is a picture so you dont think i am nuts lol   
