983677,manitoubass2,2016-10-16 19:40:00,11391,Whatta great pic!!!!
983774,misfish,2016-10-17 21:04:00,29133,"Is the old Harvey wallbangers still in business? I still remember my subway/bus/street car rides with my grandfather, when we went to Honest Eds. We would stop in there for lunch. He said next to my grandmothers hot roast beef sandwich plate, Harvys was the best . I was probly 8-9 yoa then. long time ago.  Also remember when TTC ,s had thier lot at Lansdown and Bloor. Kept thier electric street cars and buss,s there. Loblaws was on the corner. Many days I dragged the shopping buggy for my grandmother from the house to the store and back. The thing that comes back to me back then is food stamps.  Books and books of them. I never understood what it was about. I was a kid, being a kid. 5 cents for a small pop out of a cold bath of water. 2 cents for a black cat gum. Now that was a gum."
983785,bigugli,2016-10-17 22:41:00,6138,"Is the old Harvey wallbangers still in business? I still remember my subway/bus/street car rides with my grandfather, when we went to Honest Eds. We would stop in there for lunch. He said next to my grandmothers hot roast beef sandwich plate, Harvys was the best . I was probly 8-9 yoa then. long time ago.  Also remember when TTC ,s had thier lot at Lansdown and Bloor. Kept thier electric street cars and buss,s there. Loblaws was on the corner. Many days I dragged the shopping buggy for my grandmother from the house to the store and back. The thing that comes back to me back then is food stamps.  Books and books of them. I never understood what it was about. I was a kid, being a kid. 5 cents for a small pop out of a cold bath of water. 2 cents for a black cat gum. Now that was a gum. The old Lansdowne trolley yard is long gone. Stepfather drove buses and trolleys out of there for 10 years.  I remember my Gram's big stack of green stamp books. Oh yeah,Brian! You forgot the one cent deposit on the glass bottles. I would collect a wagon full of the bottles every week for spending money at the corner store."
983788,bigugli,2016-10-17 22:46:00,6138,"Akrisoner, I feel badly for your generation. It is why so many young families continue to live with their parents. Mine included. In 1975 1 hours minimum wage would buy 14 loaves of bread. Today's minimum wage buys 5 1/2 loaves. Buying power for the working family has been cut by more than half due to corporate greed and government taxation. Plain and simple."
983803,pics,2016-10-18 02:00:00,1268,
983806,Old Ironmaker,2016-10-18 03:01:00,8243,"It definitely was better for a working man back then, by far. We were able to buy a home no matter what age, regardless of 19% interest rates in 81. If you didn't have a net worth of 100K by the time you were 30 you were a looser in the early 80's. Many of us bought homes in the 70's before you were 25. All you needed was 5% down through Canada Mortgage and Housing Corp, CMHC. And a job that paid enough that 33% of your gross covered the mortgage. Your wife's earnings didn't count.  Pics I hear you and have empathy. I never in my life reached into my pocket at a Dentists or Pharmacy, ever. I always shook my head when I saw families use a Visa card at those places and thanked my lucky stars. My health care is about 20% of my pension now a month and growing. That wasn't the deal I signed up and worked for, you either. People used to tell me, you are so lucky to have that pension and benefits, luck? I f%^%$^ed earned it, that was the deal. I risk my life, as do you and every person that walk's down that laneway every shift and that was the deal, especially where you are, I do this dirty dangerous job and you pay me.  It feels like after you sign off for your pension you get a letter in the mail saying, oops we made a mistake we over paid you a few hundred thousand bucks over the last 30 years and we are now deducting it from your monthly pension. What's the difference?"
983808,Old Ironmaker,2016-10-18 03:07:00,8243,"Bruce you buy cheap bread. Me too, that what the budget tells me I'm eating. Actually I bought a bread maker on the weekend. Better than the Styrofoam they sell now."
983510,Old Ironmaker,2016-10-15 01:09:00,8243,"Trying to watch the Jays and the Cats at the same time while talking on the phone with my buddy doing the same. I have the cottage to myself as my lady is working a late shift. So here I sit eating a piece of Bday cake all by my lonesome. Poor me, I have it made really. I  just posted on a thread how much I paid for insurance on a year old Vette  before I was married and buddy and myself stated talking about the price of potatoes in 79'.  Thinking back this was the cost of stuff then. Remember Big Cliff?  I went from Accounting to training as an Operations front line Foreman that year and my salary went up from 12 grand a year to 22Ka year. I thought I won the Lottario of which 1st prize was an entire $100,000.00, enough to retire for life.  I have no idea why I posted this other than I'm feeling older."
983533,wormdunker,2016-10-15 09:54:00,1711,We paid 10 cents for a glass off draft beer at the Holiday Inn on Lake St. in St. Catharines as we sat on the men's side!  The waiter would deliver 10 glasses of beer at a time.  My brand new 1974 Ford pick up cost $3668.00 out the door!  A single scoop ice cream cone was 12 cents at Avondale dairy in St. Catharines.  Last year while at Avondale my wife & I paid $12.00 for 2 cones & now they weigh your ice cream cone!
983534,Tjames09,2016-10-15 10:16:00,664,"The more nostalgic part is 10k a year salary. Minimum wage is triple that now. I suppose it's all relative, average salary today is probably well above 50k a year."
983538,npt1,2016-10-15 10:57:00,220,"I went to the Brewers Retail store with my Dad at Christmas time in 1963, He said to me on the way back to the car with 2 cases of Red Cap Ale, "" Jes## Chri##, what the he## is going on in this world,  $7.00 for 2 cases of beer. LOL. If only he could see what is cost today, he would really have a fit."
983539,lew,2016-10-15 11:00:00,12766,We got married in '66 and spent out 1st year in an apartment in Scarboro and payed a whopping $125 per month in rent.  When I joined the Fire Dept in Toronto in '68 my starting salary was $5200 a year and that was pretty decent money back then.  Dad bought a new Chevy pick-up in 61 for $1800  
983543,dave524,2016-10-15 12:01:00,4508,"Went to U of T in 69. My residence on campus was $328 for the year with no meals, we bought meal tickets for a nice dinner at the Great Hall across the road at Hart House for 6 bucks for 5 dinner tickets. Tuition was 5 something for 1st year Forestry and books were about 200 for all your texts. You were fine if you went with 2 grand for the year with even some spending money left over for entertainment. Beer was $4.95 for a 24 including deposit and cheap whisky like Walker's Special Old was $4.80, and cheap wine for sports events was $1.05, wineskins were a must for football and hockey games, living a 5 minute walk from Varsity Stadium and Varsity arena, we hit most of them as a group from the residence. The cost of a university education today"
983544,Woodsman,2016-10-15 12:06:00,1286,I joined the army in 1978. Starting salary was $500 per month. A bottle of beer or a pack of smokes was 70 cents in the mess.
983568,Big Cliff,2016-10-15 18:56:00,6899,"When I joined the army in 65 I was making $90.00 a month. I took every course I could and by the time my term was up (3 years) I was making almost $300.00 a month and thought I was rich.  Yup, beer in 65: $0.10 a glass. Smokes $0.35 a pack. A tattoo $20.00 (I have the ship on my arm to prove it ) LONG STORY LOL!  I can still remember gas at $0.25 a gallon, a movie with chips and a pop was $1.25, a train ride from Hudson Heights to Como (might have been 10 miles) cost $0.05 (if you got caught and had to pay).  Sure things have changed, back in those days there was no such thing as ""mothers allowance"". My dad died, my mother went out and got a job and raised her two boys. At 12 years old I knew how to do laundry, make dinner, shovel a driveway and path, thaw water pipes in a crawl space using a blow torch.......  At 15 I was working full time, $3.00 a day was good money back then, I started at 2 am and if everything went well I would get home in time to start supper for my brother, my mom, and I. They were the good old days (I am not being sarcastic here, they were GOOD)."
983570,leaf4,2016-10-15 19:45:00,2466,I'd be looking at the provincial government for most of the issues raised there before Justin who's been in office like 3 weeks shy of a year... Rome wasn't built in a day was it?
983572,misfish,2016-10-15 19:58:00,29133,"When I joined the army in 65 I was making $90.00 a month. I took every course I could and by the time my term was up (3 years) I was making almost $300.00 a month and thought I was rich.  Yup, beer in 65: $0.10 a glass. Smokes $0.35 a pack. A tattoo $20.00 (I have the ship on my arm to prove it ) LONG STORY LOL!  I can still remember gas at $0.25 a gallon, a movie with chips and a pop was $1.25, a train ride from Hudson Heights to Como (might have been 10 miles) cost $0.05 (if you got caught and had to pay).  Sure things have changed, back in those days there was no such thing as ""mothers allowance"". My dad died, my mother went out and got a job and raised her two boys. At 12 years old I knew how to do laundry, make dinner, shovel a driveway and path, thaw water pipes in a crawl space using a blow torch.......  At 15 I was working full time, $3.00 a day was good money back then, I started at 2 am and if everything went well I would get home in time to start supper for my brother, my mom, and I. They were the good old days (I am not being sarcastic here, they were GOOD).  Today, everyone wants everything given to them, they ""have a right""! Our beloved Justin thinks that we need to do more to ""save the world because it's the right thing to do!"" Ok, anyone that knows me knows I'd give the shirt off my back (as would many on here) to help someone that needs help. BUT!!!!!!!  Our problem is that Justin is TAKING the shirt off our back, food off our table, the ability to take care of ourselves from us so CANADIANS can look good in the eyes of the world.  I like Justin, I think he is a bright young man (look at how he has conned the majority), but if he was my son I'd give him a smack along side the head and tell him to take care of family first then help the rest! What about the OIM's, What about the Lew's, what about all the other people that have worked their whole lives to make this day happen ????????  I'd be looking at the provincial government for most of the issues raised there before Justin who's been in office like 3 weeks shy of a year... Rome wasn't built in a day was it?   And I was just enjoying this NF thread, til you guys brought the political s  hit into it. Thanks."
983574,misfish,2016-10-15 20:00:00,29133,"Trying to watch the Jays and the Cats at the same time while talking on the phone with my buddy doing the same. I have the cottage to myself as my lady is working a late shift. So here I sit eating a piece of Bday cake all by my lonesome. Poor me, I have it made really. I  just posted on a thread how much I paid for insurance on a year old Vette  before I was married and buddy and myself stated talking about the price of potatoes in 79'.  Thinking back this was the cost of stuff then. Remember Big Cliff?  I went from Accounting to training as an Operations front line Foreman that year and my salary went up from 12 grand a year to 22Ka year. I thought I won the Lottario of which 1st prize was an entire $100,000.00, enough to retire for life.  I have no idea why I posted this other than I'm feeling older.  Thanks Johnny. Enjoyed.  I was buyng drafts at 16 for .75 cents in a strip club 1979. That was a bargin since I wasnt to be in one.LOL"
983576,Big Cliff,2016-10-15 20:50:00,6899,"Sorry, my bad! Won't happen again!"
983577,Big Cliff,2016-10-15 21:00:00,6899,"   And I was just enjoying this NF thread, til you guys brought the political s  hit into it. Thanks. From now on the only thing I'll post about is catching fish/not catching fish. Never post pictures anymore because some people got offended because it might give up a spot. now I shouldn't speak my mind! Easiest way is to say nothing, do nothing, be a zombie!"
983578,Canuck2fan,2016-10-15 22:06:00,1444,"From now on the only thing I'll post about is catching fish/not catching fish. Never post pictures anymore because some people got offended because it might give up a spot. now I shouldn't speak my mind! Easiest way is to say nothing, do nothing, be a zombie!  Cliff your political rant is fine... Just wonder why you NEVER make any mention of HOW many billions in corporate welfare were given away to nameless faceless entities, during the last emperor's reign? Along with the fact that those same corporations just keep out sourcing our jobs after cashing in on the welfare train.  It is all a matter of perspective LOL.  http://business.financialpost.com/executive/not-much-bang-for-the-buck-harpers-60b-corporate-tax-cuts-under-fire"
983581,SirCranksalot,2016-10-15 23:16:00,3291,"From now on the only thing I'll post about is catching fish/not catching fish. Never post pictures anymore because some people got offended because it might give up a spot. now I shouldn't speak my mind! Easiest way is to say nothing, do nothing, be a zombie!  Aw, c'mon BC, you know how quickly political threads go downhill."
983592,bigugli,2016-10-16 01:02:00,6138,"In ""75"" minimum wage was 2.25 hr. For that you could buy a premium mickey of rum. Cheapest place for beer in Toronto was the Brunz.  You handed the waitress a deuce, which bought you a tray of 19 drafts and a tip for the girl.  Wintario had just begun with Fay Dance. Subway fare was a quarter. Loaf of bread was .17 cents"
983599,Old Ironmaker,2016-10-16 02:36:00,8243,"I was a summer student working for Canada Gunite out of Aldershot between grade 10 and 11, 17 years old. We sprayed the big pool at Marine Land in Niagara Falls that summer. Some how I was paid brick layers rate that summer. $10.00 an hour. I somehow was making almost as much money as my father that summer who was a Shift General Foreman at Stelco. I got spoiled. I bought a new TR 6 in 72'. Show me a high school kid that can buy a new car today at 18. We had it made for sure except for Bell Bottoms. But I was 3"" taller with those Fat Albert platform shoes. (Getting back to the point of the thread.)  The summer of 72' I got on as a summer student at Stelco shovelling red hot Sinter in Ironmaking. (It was strange 12 years latter most of my Foremen back then were reporting to me.) The CBA was up that August 1st and job class 1, lowest rate, went to 4 bucks an hour, I couldn't get back on at Canada Gunite. A case of 24 was around 7 bucks a case I think, less than 10 bucks for sure. So it is about the same in todays wages if the average hourly labourers rate is 20 bucks an hour.  Big Cliff you post anything you want to, as long as we don't break the rules and get out of hand I think anyone's opinion is welcome. I don't always agree with you old buggers but I respect your opinions. I can't believe there isn't a The Donald thread yet with less than a month to go in the US election. But this thread might not be the place for political stuff unless you want to talk about Nixon and Trudeau Sr.  I also pumped gas in the late 60's, 39.9 a gallon and an oil change with bulk oil and filter was around 5 bucks.  These numbers I remember are as accurate as they can be after 47 years. 47 years holey shamokey."
983600,Dara,2016-10-16 02:38:00,3052,"I don't remember all the prices back then but what I do remember is that money with my mom and dad having 5 kids was tight. I think the numbers have gotten bigger but we are better off now. When I got out of school in 79 I got a new truck for 6000.00 and made 12 bucks an hour. I have a better new truck now that cost a bigger number and I also make a bigger number.  It's all good. Now I go political cliff. In 79 I filled my gas tank for 17 bucks and we elected joe Clark pc. Minority govt. he brought out a budget that raised the price to 24 bucks.  All the babies kicked him out, called an election, elected Justin's dad a majority. Gas went back to 17 bucks a tank.  Smiles everywhere.  9 months later it had creeped up to 26 bucks a tank and nobody said boo. The smiles covered it all. I can still go fishing any time I want to so life is good"
983607,Old Ironmaker,2016-10-16 03:02:00,8243,"When my 2 brothers and I were kids growing up in the 60's we were always told money was tight and that's one reason we went on exactly 1 family vacation in all those years growing up. It was a 5 day trip to Ottawa and The 1000 Islands in the Centennial year. My brother put all the Super 8 movies on a DVD years ago, gave all family members a copy and I have to say he did an amazing job of it with the help of my niece that has a degree in Graphic Arts and Computer Sciences. It is professionally done complete with digital Dolby Surround Sound music, sub titles and credits at the end. So we put the movie in the DVD player that Christmas Eve. One of the kids asked my mother ""Nani, how much would that fancy movie camera, projector, screen and lights cost back then?"" Another nephew who owns a Bar commented "" Nono in todays money that hi test you have on that table is all top shelf booze and would cost over $1000.00 today, that's $100.00 a bottle Courvoisier not Brandy."" Now you serve Rye from the Rez bus.  My father didn't get it Mom walked out of the room."
983629,outllaw,2016-10-16 10:58:00,1232,wow. sunday was family day. stores closed. churc.h was attended..i remember 1.25 hour wage. unloading boxcars of lumber.. paid in a brwn envelope..then the hippie days. long hair. got none now. levis orange tag 10 bucks.. 260 Sunoco gas 43 cents a gallon.. trudeau came in lowered drinkin age. mmmmm beer. 15 cents a draft.. yep them were the days of good times.
983631,dave524,2016-10-16 11:15:00,4508,"In ""75"" minimum wage was 2.25 hr. For that you could buy a premium mickey of rum. Cheapest place for beer in Toronto was the Brunz.  You handed the waitress a deuce, which bought you a tray of 19 drafts and a tip for the girl.  Wintario had just begun with Fay Dance. Subway fare was a quarter. Loaf of bread was .17 cents  I lived not far from the Brunswick House when going to U of T, drank cheap in the men's room downstairs but occasionally upstairs with the "" Climax Jazz Band "" the house band in the early 70's, ladies and escorts were welcome there."
983632,davey buoy,2016-10-16 12:00:00,5505,"tray of 20 glasses of draft at the Conroy,men's room for $10,included tip. Smoke so thick you could not see across the room lol.1982 or so"
983668,bigugli,2016-10-16 18:56:00,6138," I lived not far from the Brunswick House when going to U of T, drank cheap in the men's room downstairs but occasionally upstairs with the "" Climax Jazz Band "" the house band in the early 70's, ladies and escorts were welcome there. Getting kicked out of the Brunz was a rite of passage back then. Two weeks later you were back in and all was forgiven."
983671,Old Ironmaker,2016-10-16 18:59:00,8243,"I commandeered an lit exterior entrance sign from a pals old bar on Barton Street in Hamilton. It says ""Ladies and Escorts Only""."
983673,dave524,2016-10-16 19:06:00,4508,"Getting kicked out of the Brunz was a rite of passage back then. Two weeks later you were back in and all was forgiven.  I remember seeing it finally closed after 140 years earlier this spring, Boston Pizza is interested in the space, welcome to the new freaking Canada  http://toronto.ctvnews.ca/brunswick-house-closing-down-after-140-years-1.2801475"
