456193,douG,2010-04-15 02:49:00,2693,Who the heck is that glory hound posing with Spiel?  He is for sure some lucky.  That pic is gold.
457711,rippinlipsfishingteam,2010-04-19 03:23:00,76,Got my first ballot in today.....  Question....after I dropped it in the box i noticed a 'skill testing question' on the back of my buddy's ballot....I didn't even see it !....any idea if this has to be filled out to be eligble ?
457714,GBW,2010-04-19 03:34:00,8460,"Yup, it' a PITA that they must do, sorry."
457715,skeeter,2010-04-19 03:40:00,1907,Doesnt matter !!!!!! cause SKEETER is going to win the SKEETER boat........ ~~~~~~~~~~~~~~~  ~~~~~~~~~~~~~~~~~
457771,GBW,2010-04-19 13:30:00,8460,And the winner or winners are....  drum roll....
453786,lookinforwalleye,2010-04-09 11:37:00,4399,"  LOL Mini Me, I mean Dave!!!"
453828,Roy,2010-04-09 13:45:00,13728,I just glanced at Dave as I passed by. You'd be amazed at how thin that guy is!
453836,Toronto_Angler,2010-04-09 13:51:00,698, How many times a day do you tell kids to stay off your lawn?
454074,misfish,2010-04-10 00:01:00,29133,"I asked the wife if she would like to have dinner with Dave tonight,she said Dave who? I said to her,Mercer,you know the big guy you met at BPS.She said,Hell ya.Ok this had me worried.  So off we head for dinner.She says Subway,I say why sure,Daves waiting inside.In we enter and shes all happy happy.A kiss is just a kiss,so they say right    Looking like Dave has been underfed,I thought a good ol toasted parma bread and salamie sub would do the trick.    As we were leaving, the wife looks back with those misty eyes.I say no way this is going anywhere.So I have a talk with Dave,and alls well.     LOL  All in fun.  Best of luck to the winner."
454079,GBW,2010-04-10 00:10:00,8460,"AHHH, HAHAHA   Good one."
454174,misfish,2010-04-10 02:57:00,29133,All that was missing was the octagon.  Daves a class act.
454204,BillM,2010-04-10 05:50:00,17367,"Ok, well I guess they do have the stuff up at the Essa/Ferndale Subway after all  :)"
454401,JPD,2010-04-10 21:22:00,296,Had it in Angus today.
454421,vinnimon,2010-04-10 22:06:00,2593,Daves looking a little slim on the side.Should of fed him the doudle decker.LOL
455185,Spiel,2010-04-12 22:54:00,9065,"Hey, you keep'n tabs on this Dave.    I'm in.  "
455230,Ron,2010-04-13 00:04:00,1683, And here I thought a Pocket Pal was an old folding fishing rod.
455233,Dave Mercer,2010-04-13 00:08:00,148,These shots are awesome guys! Brian I think you may get extra points for being creative lol.
455234,irishfield,2010-04-13 00:09:00,26272,So what's the deal with Midland and Penetang Dave??
455237,danbouck,2010-04-13 00:15:00,4380,Extra points for creativity eh!
455258,GBW,2010-04-13 00:44:00,8460,"Uh oh, what Dave going to eat now?!?!?!"
455312,Dave Mercer,2010-04-13 02:29:00,148, Not Sure why is there no info in those stores yet? They should all have it up at this point if not please send me the store address and I will look into it for you.
455319,irishfield,2010-04-13 02:35:00,26272,"Okay,, we'll look again before officially snitchen on them.. but there was nothing last week in Midland on King... and Son says nothing in Penetang store either. I'll have a look if I get up town tomorrow or Wednesday."
455334,Dave Mercer,2010-04-13 03:05:00,148,"Hey Irish, They should be there now if not let me know."
455335,Cudz,2010-04-13 03:07:00,2652,I was in the Penetang store Friday and there was nothing.  I will go tomorrow and check.  I will bring my camera too.
455336,Cudz,2010-04-13 03:10:00,2652,What are you doing in Angus??? Did you have a meeting with Helena Guergius?
455417,JPD,2010-04-13 13:42:00,296," Heading up to Wasaga to pick up the boat from it's winter sleep plus taking a washing machine home from the cottage, ours at home decided to blow a bearing 1 month before we move out and had to leave it with the new owners!"
455571,irishfield,2010-04-13 21:05:00,26272,Well.. looks like you finally made it to town Dave!!  Son can't bear to look at you.. but none the less!!! 
455590,Ron,2010-04-13 22:01:00,1683,"No luck here in Cobourg,  Lloyd faithfully goes to Subway for lunch every day for close to a year now I think. I went there to meet up with him and there is no Dave there for us to get a photo of...  Say la vie.....   Cheers, Ron...."
455591,irishfield,2010-04-13 22:03:00,26272, No wonder my airplane had trouble taking off last September....
456183,ld17,2010-04-15 02:21:00,319,"I had to drive to a few locations, but I finally found Dave and had dinner with him.  I even have a bass pro tee on...lol  Cheers "
453478,danbouck,2010-04-08 11:29:00,4380, Get the healthy ones    Subway helped me lose 50lbs
453484,ColdH20guy,2010-04-08 11:54:00,312,You going to be in Orillia next Friday Dave? Rich
453490,lookinforwalleye,2010-04-08 12:20:00,4399, Ya it looks like they are doing wonders for Mr.Mercer as well he`s looking a little thin!!!LOL
453496,pics,2010-04-08 12:54:00,1268,"If Subway is a big sponsor, why dosen't Dave look more like Jared. NO MAYO for Dave!!!!...lol"
453512,kickingfrog,2010-04-08 13:35:00,8333,  Me want boat!  I'll look for him in the Dominican Rebuplic. The way I'm eating food down here I'm going need Jared's Subway diet.
453523,danbouck,2010-04-08 14:16:00,4380,Had Breakfast with Dave this morning!  
453533,Roy,2010-04-08 14:32:00,13728,"Hey Dan....what the heck does ""in my oat"" mean? Also, would you mind moving your head? I can't read the menu."
453548,danbouck,2010-04-08 15:02:00,4380," I asked him the very same question and he never spoke back to me  Sorry about the menu my head is far too big, others we complaining there too"
453552,Dara,2010-04-08 15:11:00,3052,$75k for a used boat?  ok
453579,irishfield,2010-04-08 16:50:00,26272,Don't see Dave in the Midland store....
453587,Roy,2010-04-08 17:04:00,13728, At least you went to Subway Wayne. Good boy......here's a cookie.
453591,mahman,2010-04-08 17:20:00,16,"The subway peeps in Dundas, Ontario don't have a clue about this contest! Its sad; went in the other day and only got a sub! It was tasty though. I want one of those cut-outs for the cottage!"
453603,lookinforwalleye,2010-04-08 17:56:00,4399,  Ya and I don`t like where he`s pointing either!!!
453609,John,2010-04-08 18:11:00,2956," No, no Roy ""Goat"" not ""Oat"".......they'll eat anything...lol"
453610,John,2010-04-08 18:12:00,2956," Yeah Dave, I agree with ""mahman"", we seem to be in the dark ages here in Dundas.......no Dave cutout here unless they added it today..."
453631,fish-miester,2010-04-08 19:38:00,864,haha I was so jealous of you. until i opened and saw the picture lol now Im thinking of goin for lunch with him
453637,BUSTER,2010-04-08 20:18:00,1336,"I went yesturday , but then didnt have the contest  still got a sub..."
453653,GBW,2010-04-08 21:14:00,8460,"Lunch was good today, thanks Dave  "
453658,GBW,2010-04-08 21:27:00,8460,"So far it's just TJ, Dan and me to post our pics on here and facebook.  So let's just call it now and Dan and I can split the card.  Sorry TJ..."
453662,danbouck,2010-04-08 21:38:00,4380, I like the way you think
453664,GBW,2010-04-08 21:41:00,8460,To bad the pic sucks.  The guy working came out to do it for me and I was laughing to my self so hard all I could do to keep a semi-straight face was to sip my drink.  AAAAHHHHH HAHAHAHA  About 6 or 7 people looking at me like WTH is this guys doing?!?!?!
453673,irishfield,2010-04-08 22:05:00,26272, NAAAA.. I just drove by after the lawyers this morning. You can see right in the store while sitting at the lights! NO Dave !!
453722,skinny,2010-04-09 01:16:00,442,well here we go i hope it counts our Subway doesn't have the big Dave so I settled for mini Dave 
453742,TJQ,2010-04-09 02:12:00,7806,LOL.. im sure it counts!
453783,Jewelbee,2010-04-09 11:24:00,422,"OMG>>>I love it, you know your famous when somebody puts you on cardboard. LOL!"
453225,TJQ,2010-04-07 23:55:00,7806,He's everywhere!!   
453233,bucktail,2010-04-08 00:04:00,1857,I hope he picked up the tab!!!
453236,TJQ,2010-04-08 00:09:00,7806,Im thinking that this is one contest I can win!!.. we stop in Temagami for subs every time we go to camp!!
453237,lookinforwalleye,2010-04-08 00:09:00,4399,He looks pretty one dimensional!!!
453240,Daplumma,2010-04-08 00:17:00,1961,"Thats some get up he has,Who does he drive for?Looks a bit like Biffle. Joe"
453241,TJQ,2010-04-08 00:18:00,7806, LOL.. thats funny.
453247,TC1OZ,2010-04-08 00:26:00,987,"lol TJ, I'm going searching for Dave in St. Catharines tomorrow."
453248,Daplumma,2010-04-08 00:29:00,1961,That would be cool.I think that everyone here should try to get a pic of them and Dave with an OFC hat on.Maybe a random drawing to win something for those who enter their pic.Gerrit...no teabag pics. Joe
453257,misfish,2010-04-08 00:41:00,29133,"  I have a 5 dollar ft long three times a week.So good.   I was wondering though ,why  are they trying to make him look like Carwin?"
453258,aplumma,2010-04-08 00:42:00,6896,It seems Dave needs to eat a little more he looks kind of thin from the side. If you decide to take Joe up on his idea I think the Southern Contingency should be entered automatically.   Art
453259,Ron,2010-04-08 00:42:00,1683,"Geesh, I never realized how SHORT Dave Mercer is!"
453261,danbouck,2010-04-08 00:47:00,4380,lol I was thinking about doing that this morning.
453262,vinnimon,2010-04-08 00:48:00,2593,How about an OFC mug cheering dave at subway.
453263,lookinforwalleye,2010-04-08 00:49:00,4399,Insert Dave Mercer jokes here.............!
453265,vinnimon,2010-04-08 00:50:00,2593,Oh! and the kids praying in front of him.
453266,danbouck,2010-04-08 00:54:00,4380,"A blind man once stepped on Dave Mercer's shoe. Dave replied, ""Don't you know who I am? I'm Dave Mercer!"" The mere mention of his name cured this man blindness. Sadly the first, last, and only thing this man ever saw, was a fatal roundhouse delivered by Dave Mercer."
453276,misfish,2010-04-08 01:12:00,29133,Dave cant move that fast.LOL
453330,Dave Mercer,2010-04-08 02:30:00,148,Sounds like a great contest guys! Here is what we will do for each person that posts a picture on here with them and my Subway cutout. I will give ticket for a draw to win a $200 Bass Pro Shops gift card. If you also post it on our facebook fan page I will give you two tickets in the draw. http://www.facebook.com/pages/Dave-Mercers-Facts-of-Fishing/358291215630?ref=mf . We will draw it next Friday the 16th. How does that sound?
453345,Daplumma,2010-04-08 02:44:00,1961,"Sounds great to me..Can you ship us down a cut out to Virginia?Better yet,bring one down and get a day of Smallie fishing on the upper Potomac and a big dog catfish day on the lower Potomac. Joe"
453351,TJQ,2010-04-08 02:47:00,7806,Hey plumma's... i got ya covered!!
453382,GBW,2010-04-08 03:23:00,8460,"I know where I'm going tomorrow (again) for lunch.  Frozen-Fire, you going to be around that bait shop tomorrow?  LOL"
453392,Lunatic,2010-04-08 03:37:00,536,"Seems like a boring dinner,it looks like all he talked about was his boat"
453420,Moosebunk,2010-04-08 04:28:00,3970,"Rick's cooler than Jared, but I wouldn't say he's a better poster boy for the Subway diet. Haha!!!"
453457,vinnimon,2010-04-08 06:33:00,2593,"Well dave, All I have is an OFC mug and a facts of fishing shirt so far.Ill figure something out,should be fun though.MMMMMMMMM subway.Your boat, my driveway."
453476,lookinforwalleye,2010-04-08 11:27:00,4399,Hey Dave now that ya gotta us all eating subs 24/7 I think Subway should throw in a membership to Jenny Craig!!
