819702,lew,2013-11-22 23:38:00,12766,"Started off as an interesting discussion, too bad it went down the drain."
819631,tb4me,2013-11-22 20:31:00,3295,"Love the good comeback that's full of fact and informed information.   Lol I have tried with the intelligent come back but when you know everything and were nothing more then ""activists"" that know nothing , an intellectual debate is like peeing into the wind my friend.. I mentioned the Roundup or Glyphosate showing up in ground water on my Grandparents old farm, you say nothing other then ""Your reply is full of emotion but lacks any truth other that spouting off anti GMO reteoric and lies. Not to sound arrogant, but I am vastly more qualified in both experience and education to comment on this issue then anyone else that has posted here. Have a good day."" witch to me  translates to laymen terms ,I know it all your you know nothing. So please explain to me this ever rapidly growing list of contries that are opposed to GMO?  I wont  go on all day with you on this but its something im extremely passionate about.. So i could. The information is out there folks learn for yourselves and think outside the box.  Here's a list of countries (and U.S. counties) that have banned genetically modified crops in one way or another. In the United States: Only the California counties of Mendocino, Trinity and Marin have successfully banned GM crops. Voters in other Calilfornia counties have tried to pass similar measures but failed. In Australia:  Several Australian states had bans on GM crops but most of them have since lifted them. Only South Australia still has a ban on GM crops, though Tasmania has a moratorium on them until November of 2014. In Japan:  The Japanese people are staunchly opposed to genetically modified crops and no GM seeds are planted in the country. However, large quantities of canola are imported from Canada (which is one of the world's largest producers of GM canola) and there is now GM canola growing wild around Japanese ports and roads to major food oil companies. Genetically modified canola such as Monsanto's Roundup Ready canola have been found growing around 5 of the 6 ports that were tested for GM contamination. In New Zealand: No GM foods are grown in the country. In Germany: There is a ban on the cultivation or sale of GMO maize. In Ireland: All GM crops were banned for cultivation in 2009, and there is a voluntary labeling system for foods containing GM foods to be identified as such. In Austria, Hungary, Greece, Bulgaria and Luxembourg: There are bans on the cultivation and sale of GMOs. In France:  Monsanto's MON810 GM corn had been approved but its cultivation was forbidden in 2008. There is widespread public mistrust of GMOsthat has been successful in keeping GM crops out of the country. In Madeira: This small autonomous Portugese island requested a country-wide ban on genetically modified crops last year and was permitted to do so by the EU. In Switzerland:  The country banned all GM crops, animals, and plants on its fields and farms in a public referendum in 2005, but the initial ban was for only five years. The ban has since been extended through 2013. In India:  The government placed a last-minute ban on GM eggplant just before it was scheduled to begin being planted in 2010. However, farmers were widely encouraged to plant Monsanto's GM cotton and it has led to devastating results. The UK's Daily Mail reports that an estimated 125,000 farmers have committed suicide because of crop failure and massive debt since planting GM seeds. In Thailand:  The country has zigzagged in its support and opposition of GM crops. The country had widespread trials of GM papayas from Hawaii but reversed its plans when the seeds got wild and began contaminating nearby crops. Several countries such as Japan moved to restrict the importation of Thailand's papayas as a result, not wanting to import any GM foods. Thailand is currently trying to embrace both sides -- producing organic foods for some countries at a high price while moving towards embracing more and more GM crops. The country has also tried declaring some areas GMO-free zones in order to encourage other countries to trust their foods."
819644,Old Man,2013-11-22 21:09:00,822,"So your comeback is to post an out of date list of countries that have or have had in past GMO bans. Bans brought about by fear mongering organizations and a lack of understanding of the science by politicians. When you say ""growing list"", this list has actually shrunk over the years as common sense prevails and the facts are known and proved.  And when I say out of date, I mean by several years. For example ""Only South Australia still has a ban on GM crops,"". Not true, the ban on GMO's was lifted there well before my retirement. We've conducted our winter nursery in South Australia for many years.  Good cut and paste off the internet, but you should check how current the information you're cutting and pasting is.  Then we come ot this; ""witch to me  translates to laymen terms ,I know it all your you know nothing"" No, it translates into, I know a lot more about the science then you do. Just as your family doctor knows a lot more about medical science then you do. That's why you consult them for health issues.  And as far as your claim that glycophate has contaminated the ground water on your grandparents farm. Really, because glycophate won't persit in the environment long enough to ever filter down into the ground water. Now if you claimed their ground water was contaminated by atrazine, I'd probably agree that there was a chance it was. Good thing farmers don't use atrazine any more."
819655,Rich,2013-11-22 22:01:00,3927,"No such thing as GMO beef?   Go back to school, you're out of the times.  Unless you think this ""corn fed beef"" program push is for some human health benefit?"
819659,Old Man,2013-11-22 22:09:00,822," Buddy, go learn what the term GMO means. It has nothing to do with what the animal is fed. Cattle have been fed corn during the finishing process for years. Long before GMO's. Most beef in Canada are finished with barley. Your ignorance about agriculture is readily apparent from your reply."
819662,Rich,2013-11-22 22:11:00,3927,And what are they feeding cattle? Organic fresh corn? NO that species doesn't exist thanks to folks like you. You are what you eat.  If you think paying attention to livestock feed is ignorance .... GO BACK TO SCHOOL.
819663,Rich,2013-11-22 22:13:00,3927,"You dont have to tell me how beef is raised. Ive been a butcher for 10 years. You need some education on meat, apparently."
819668,tb4me,2013-11-22 22:23:00,3295,"Yes it is glycophate I have seen the test results with my own eyes..But,  .Yup peeing into the wind defiantly comes to mind..Im done..Use your own heads folks..Not someone that thinks he knows it all..I wouldn't argue with my grandfather for same reason.."
819670,Old Man,2013-11-22 22:32:00,822,"You dont have to tell me how beef is raised. Ive been a butcher for 10 years. You need some education on meat, apparently.  Good for you. I was raised on a mixed farm in Minnedosa Manitoba. We had beef, dairy, hogs, grain and forage crops. I spent 7 years studying agriculture at the University of Manitoba including several courses in animal science. Don't try to tell me I know nothing about raising beef. I've done it. What does knowing how to cut up a carcass have to do with animal husbandry?"
819671,Old Man,2013-11-22 22:33:00,822,"Yes it is glycophate I have seen the test results with my own eyes..But,  .Yup peeing into the wind defiantly comes to mind..Im done..Use your own heads folks..Not someone that thinks he knows it all..I wouldn't argue with my grandfather for same reason.. So they successfully sued Monsanto then?"
819673,leaf4,2013-11-22 22:36:00,2466,"not to be rude but a career devoted to the study of agricultural science sounds a lot more prominent than being a butcher for 10 years, both of my uncles are butchers for 25+ years each and they both said I just cut the meat I could care less where it comes from, they are both hunters and fisherman and lead a similar life to many of the people on this board, but they are not impartial to organic or gmo when I asked the one if gmo beef was a thing or not he laughed and said no.  all in all it's these people we depend on as a population not just you and your family but the millions of others out there, if they have the capability of increasing yield,resistances etc all the better to me and 36million other people, it's the closed minded attitude to scientific fact that the groups feed off of to send across a negative connotation to the GMO industry, and I'm not partial to any side, I'm a sheet metal worker before someone tells me the man is signing my pay LOL"
819674,tb4me,2013-11-22 22:41:00,3295,So they successfully sued Monsanto then? Ya good luck with that..Very few can afford to successfully sue Monsanto..
819677,Old Man,2013-11-22 22:44:00,822,Thank you leaf4. You obviously see the whole picture.
819679,tb4me,2013-11-22 22:44:00,3295,"This all starts in the White House, where Monsanto often got its way by exerting disproportionate influence over policymakers via the “revolving door”. One example is Michael Taylor, who worked for Monsanto as an attorney before being appointed as deputy commissioner of the US Food and Drug Administration (FDA) in 1991. While at the FDA, the authority that deals with all US food approvals, Taylor made crucial decisions that led to the approval of GE foods and crops. Then he returned to Monsanto, becoming the company’s vice president for public policy. These are the people that feed you your information. So am I to take the word of a man from Ontario Canada that's its ok to feed this garbage to my kids?lol I think not."
819686,Old Man,2013-11-22 22:54:00,822,"This all starts in the White House, where Monsanto often got its way by exerting disproportionate influence over policymakers via the “revolving door”. One example is Michael Taylor, who worked for Monsanto as an attorney before being appointed as deputy commissioner of the US Food and Drug Administration (FDA) in 1991. While at the FDA, the authority that deals with all US food approvals, Taylor made crucial decisions that led to the approval of GE foods and crops. Then he returned to Monsanto, becoming the company’s vice president for public policy. These are the people that feed you your information. So am I to take the word of a man from Ontario Canada that's its ok to feed this garbage to my kids?lol I think not.   So one quick question. Wha does the FDA have to do with Canadian Agriculture? Our Ag industry in regulated by Agriculture Canada, the Canadian Food Inspection Agency (CFIA), Health Canada, and The Pesticide Managament Regulator Agency (PMRA). Canada and Canadian scientests control our food regulation and policies, not the FDA.I just love how you personally know what has gone on behind the scenes at the White House."
819689,12footspringbok,2013-11-22 23:05:00,459, Lots of info and documentaries out there on GMO. People should read up on the subject for themselves and decide. All I know is the grass fed organic beef I just ate tastes ten times better than the GMO corn fed crap they sell at the grocery store.
819690,aplumma,2013-11-22 23:06:00,6896,I will let this continue if we get back to being civil.   Art
819691,tb4me,2013-11-22 23:07:00,3295," So one quick question. Wha does the FDA have to do with Canadian Agriculture? Our Ag industry in regulated by Agriculture Canada, the Canadian Food Inspection Agency (CFIA), Health Canada, and The Pesticide Managament Regulator Agency (PMRA). Canada and Canadian scientests control our food regulation and policies, not the FDA.I just love how you personally know what has gone on behind the scenes at the White House. Money talks...I have no clue what goes on in the White hose but it sure is all over the world wide web..Keep deflecting facts with spew Time will tell who is right and wrong..I don't plan on being a statistic 20 years down the road nor will my family..We all know organic wont pollute or kill us in the long run.."
819692,tb4me,2013-11-22 23:08:00,3295,"I will let this continue if we get back to being civil.   Art Art IMO this should be locked..The Old timer here is not going to play nice, nor will I"
819696,tb4me,2013-11-22 23:24:00,3295,Here is a full length film made in part by the film board of Canada..Educate yourselves  
819698,Rich,2013-11-22 23:29:00,3927,"Stew in your self loathing. I'll eat healthy and not have cancer, and not fund billionaire corps that kill small time farmers and local industry.  You'll do the opposite. You're old and know everything, how dare I?"
819700,Old Man,2013-11-22 23:31:00,822,"Yes, tb4me. When you're losing lock it"
819701,Rich,2013-11-22 23:36:00,3927,"Nobody loses or wins arguments, genius. Go back to school. Learn how to socialize and debate civilly. thnx"
819308,Afraz,2013-11-20 22:24:00,250,"Hello Folks,For the guys who are in the know, how does one go about sourcing white corn for human consumption GMO and regular ?I need a substantially large amount of this Corn, who can i speak to / where can i get it ?Thanks"
819310,Richie Razor,2013-11-20 22:37:00,536,Looks like the barrier is down.
819317,tb4me,2013-11-20 23:19:00,3295,Im not to sure how you would go about this.. Just about all corn grown around here is GMO. The only way you could guarantee yourself of non GMO is to purchase heritage seeds and grow it yourself or ask a local organic grower to do it for you..Good luck with your search and please by all means keep us in the loop as to what you come up with.
819323,Big Cliff,2013-11-21 00:17:00,6899,Please forgive an old man but what is GMO corn?
819326,tb4me,2013-11-21 00:55:00,3295,"Please forgive an old man but what is GMO corn? Big Cliff , if you eat vegetables you better google GMO's and educate yourself.. Its a total new war on the food we eat..  Start by reading this.. If this doesnt get you interested I dont know what will  http://isupportorganic.blogspot.ca/2013/11/failed-monsanto-gmo-corn-pushed-on.html"
819329,Richie Razor,2013-11-21 01:05:00,536,"I'm all for gmo foods if it all checks out health wise for humans. Higher yield, and favourable charteristics .... I mean we could end world hunger..."
819332,bigugli,2013-11-21 01:16:00,6138,"Genetically modified crops have been around for some time now. Most mainstream supplies of grains are GMO. Look to traditional and organic farmers for sources outside growing your own. You would be looking for ""heritage"" and ""heirloom"" strains like Stowells, Truckers Favorite White, White Silver King, Whipples White. GMO livestock has been around for over 20 years. They are big in the dairy industry. One Corp headquartered outside of Guelph specializes in dairy herds, and has since expanded into the cheese industry."
819333,bigugli,2013-11-21 01:25:00,6138,"However, with GMO in particular, streamlining the gene pool may just be far more harmful in the long term if the diversity of the gene pool is diminished."
819334,Rich,2013-11-21 01:40:00,3927,"None of it checks out healthwise for humans.  But Monsanto is a multi billion dollar corporation.  By the way, Monsanto - frontrunners in genetic modification of food - brought us great things like DDT, Round Up, aspartame and Ethanol added fuel."
819341,tb4me,2013-11-21 02:31:00,3295,Here watch this and decide for yourselves..  
819357,Afraz,2013-11-21 04:40:00,250,"Not really the types of replies i was looking for, but i am glad that it started a conversation that everyone needs to have.As to the politics of GMO, i mean we as North Americans are the biggest living experiment in world history, the effects of GMO's have not been documented and will be as such upon our retiring years.  Unlike in Europe where you have a choice by virtue of government promoted labeling of GMO's and Organic.  To put it in context one of my Prof, who is retired from the Military will only use Tomatoes from Italy, specifically because ""if a fish was meant to have sex with a Tomato, nature would have made it so"".- Walter Perchal.Moreover, i need to acquire tonneage, for the purposes of milling white flour. I need both standard GMO white kernel, as well as non GMO and for that i thank you bigugli, i shall do further research on those types of corn."
819389,adempsey,2013-11-21 15:58:00,1498,I'd start here: http://www.gfo.ca/
819391,lakerguy,2013-11-21 16:16:00,224,Try these guys. Their just down the rd from me. Hope it helps  http://www.foodlink.ca/index.php?p=food_maps/outlets.ViewOutlet&outlet=10093
819534,Old Man,2013-11-22 13:06:00,822,"Having spent most of my life and career in agriculture and as a plant breeder, I find the amount of misinformation and disinformation commonly expressed by the general public just shows how great a job these activist have done at sucking people in and spreading their lies.  First of all, development and licenceing of GMO products is strictly regulated and tested by PMRA, Health Canada and CFIA.  There is no GMO products that contains animal DNA. Pure Bull made up by the activists to scare people and promote their ""franken food"" image. Most GMO's plants grown, have traits that have been transfered from weedy relatives that have lead to a reduction in pesticide use by producers.  GMO traits such as Round up Ready and Liberty Link has reduced herbicide use and contributed to better managagement and soil conservation through reduction in tillage require.  Bt corn alone has eliminated the need for application of 1,000,000's acres annually of insecticide to control the european corn borer. These are just a few on the input benifits the industry has seen as a result of GMO technology.  Output traits such Golden Rice have improved peoples health and life through better nutrtion in the third world. Eye sight issues due to poor nutrition is common in some countries. The introduction of beta carotene precursors into their rice has helped reduce these health issues.  GMO's traits have also helped improve yields in most crops. The hybridization of canola has lead to an almost doubling of yields produced by farmers. With old open polinated canola varieties 35 bushel and acre has aveage, new hybrid varieties are averaging in the 50 - 60 bus/ac range.  If anyone thinks thats organic is the way too go, here are a few facts about the organic movement. People die every year from organic foods tainted with listeria or e. coli, no one has die from eating GMO's.  Organic production practices produces  vastly lower yields, so if this was adopted as a wide spread production system, the price of food would sky rocket and the amount of starvation world wide would be massive.  So if anyone thinks the organic is ""socially responsible"" give your head a shake."
819544,Rich,2013-11-22 13:55:00,3927,"That must be why Monsanto is killing off organic and unlicensed GMO crops (aka farmers that didn't buy THEIR product) worldwide eh??  There has been two lysteria recalls, and one E. coli recall at my work this year.  GMO beef.  Activists spread propoganda to open the mind from crushing government propoganda."
819545,DropShot'r,2013-11-22 14:01:00,62,"Having spent most of my life and career in agriculture and as a plant breeder, I find the amount of misinformation and disinformation commonly expressed by the general public just shows how great a job these activist have done at sucking people in and spreading their lies.  First of all, development and licenceing of GMO products is strictly regulated and tested by PMRA, Health Canada and CFIA.  There is no GMO products that contains animal DNA. Pure Bull made up by the activists to scare people and promote their ""franken food"" image. Most GMO's plants grown, have traits that have been transfered from weedy relatives that have lead to a reduction in pesticide use by producers.  GMO traits such as Round up Ready and Liberty Link has reduced herbicide use and contributed to better managagement and soil conservation through reduction in tillage require.  Bt corn alone has eliminated the need for application of 1,000,000's acres annually of insecticide to control the european corn borer. These are just a few on the input benifits the industry has seen as a result of GMO technology.  Output traits such Golden Rice have improved peoples health and life through better nutrtion in the third world. Eye sight issues due to poor nutrition is common in some countries. The introduction of beta carotene precursors into their rice has helped reduce these health issues.  GMO's traits have also helped improve yields in most crops. The hybridization of canola has lead to an almost doubling of yields produced by farmers. With old open polinated canola varieties 35 bushel and acre has aveage, new hybrid varieties are averaging in the 50 - 60 bus/ac range.  If anyone thinks thats organic is the way too go, here are a few facts about the organic movement. People die every year from organic foods tainted with listeria or e. coli, no one has die from eating GMO's.  Organic production practices produces  vastly lower yields, so if this was adopted as a wide spread production system, the price of food would sky rocket and the amount of starvation world wide would be massive.  So if anyone thinks the organic is ""socially responsible"" give your head a shake. Do not believe this crap!!!  If GMO's are so stinking good how come Monsanto has spent millions of dollars to defeat GMO labeling?  People do you own research into GMO."
819547,Old Man,2013-11-22 14:06:00,822,"That must be why Monsanto is killing off organic and unlicensed GMO crops (aka farmers that didn't buy THEIR product) worldwide eh??  There has been two lysteria recalls, and one E. coli recall at my work this year.  GMO beef.  Activists spread propoganda to open the mind from crushing government propoganda. Number one, there is no such thing as GMO beef. Just laughable. And by the way, animals and e. coli go hand in hand that's why organic produce can be tainted by it, it's fertilized with manure. That Monsanto statement is just pure Bull."
819548,DropShot'r,2013-11-22 14:07:00,62,"Hello Folks,  For the guys who are in the know, how does one go about sourcing white corn for human consumption GMO and regular ?  I need a substantially large amount of this Corn, who can i speak to / where can i get it ?  Thanks Check out William Dam seeds. They do not sell GMO garbage seeds:  http://www.damseeds.ca/productcart/pc/home.asp"
819551,Old Man,2013-11-22 14:18:00,822,"Do not believe this crap!!!  If GMO's are so stinking good how come Monsanto has spent millions of dollars to defeat GMO labeling?  People do you own research into GMO. Funny thing, you activists always talk about money Monsanto makes or spends to defend it's products but you never talk about the money your organizations raise from gulible people. I remember seeing and ad in the Careers section of the Saskatoon Star Pheonix in 1999. Greenpeace was looking to hire a comptroller for their Western Canadian operations. The ad stated that this person would be responsible for a 38 million dollar annual budget, that's when I realized how big a business this packaging and selling of fear is. When one product line slows down, you can always count on them to find a new fear to market. It keeps those dollars from the gulible masses flowing in."
819583,John Bacon,2013-11-22 17:33:00,3277," GMO traits such as Round up Ready and Liberty Link has reduced herbicide use and contributed to better managagement and soil conservation through reduction in tillage require.   By no means am I an anti GMO fanatic; but, my understanding of 'Roundup ready' crops was that they were more tolerant of Round Up which allowed farmers to use higher doses of Roundup on the crops.  How does this lead to lower use of herbicides?"
819589,Old Man,2013-11-22 18:16:00,822," By no means am I an anti GMO fanatic; but, my understanding of 'Roundup ready' crops was that they were more tolerant of Round Up which allowed farmers to use higher doses of Roundup on the crops.  How does this lead to lower use of herbicides?  Round Up Ready lowers the amount and variety of herbicies applies to crops. Prior to RR crops, on crops such as corn, a large amount of atrazine, banvel, bladex and other such compounds were applied to control the wide spectrum of weeds. Now with RR corn, rates as low as half a litre an acre and lower are used to control all the weeds. So yes, it's less in amount and also less in the variety of active ingredients used. Also in such crops as corn and soyabean, inter row cultivation was necessary to control hard to kill weeds, this amount of inter row cultivation has decreased with RR and this decrease is good for long term soil conservation."
819597,dave524,2013-11-22 18:47:00,4508,"Inter row cultivation   I hate to think how many hours I spent driving a Farmall Cub with the cultivators between the wheels, weeding the few acres of sweet corn we had in the sixties. As soon as the corn was done got to hill the potatoes with the same machine    There was atrazine at that time but we didn't use it, once you put it on  you could only grow corn on that land for at least 3 years, pretty persistent stuff ecologically."
819598,Old Man,2013-11-22 18:56:00,822,"You're right Dave. The other down side to some of the old technology. Atrazine, Bladex, etc. all had recropping restrictions if used. No restrictions with Round as the active ingredient biodegrades quickly.   Ahhh yes...the days spent row cropping. If you were doing a field planted by someone else and they were wiggly when planting, you'd curse them all day."
819600,tb4me,2013-11-22 19:02:00,3295,"Having spent most of my life and career in agriculture and as a plant breeder, I find the amount of misinformation and disinformation commonly expressed by the general public just shows how great a job these activist have done at sucking people in and spreading their lies.  First of all, development and licenceing of GMO products is strictly regulated and tested by PMRA, Health Canada and CFIA.  There is no GMO products that contains animal DNA. Pure Bull made up by the activists to scare people and promote their ""franken food"" image. Most GMO's plants grown, have traits that have been transfered from weedy relatives that have lead to a reduction in pesticide use by producers.  GMO traits such as Round up Ready and Liberty Link has reduced herbicide use and contributed to better managagement and soil conservation through reduction in tillage require.  Bt corn alone has eliminated the need for application of 1,000,000's acres annually of insecticide to control the european corn borer. These are just a few on the input benifits the industry has seen as a result of GMO technology.  Output traits such Golden Rice have improved peoples health and life through better nutrtion in the third world. Eye sight issues due to poor nutrition is common in some countries. The introduction of beta carotene precursors into their rice has helped reduce these health issues.  GMO's traits have also helped improve yields in most crops. The hybridization of canola has lead to an almost doubling of yields produced by farmers. With old open polinated canola varieties 35 bushel and acre has aveage, new hybrid varieties are averaging in the 50 - 60 bus/ac range.  If anyone thinks thats organic is the way too go, here are a few facts about the organic movement. People die every year from organic foods tainted with listeria or e. coli, no one has die from eating GMO's.  Organic production practices produces  vastly lower yields, so if this was adopted as a wide spread production system, the price of food would sky rocket and the amount of starvation world wide would be massive.  So if anyone thinks the organic is ""socially responsible"" give your head a shake. Wow this type of thinking is whats wrong with the Agri industry. No offense Old Man but your wrong on so many counts..I can clearly see who has been signing your pay. I can post up hundreds of links of what is wrong with GMO. There is a reason the majority of  Europe has either limited or out-wright banned them.. If GMO's are so good for us then , please by all means tell me why ""they"" (monsanto, dupont ect ect) fight so hard to keep GMO's off the labels on our foods. Untill there is actual proof that GMO is indeed not harmfull im not willing to risk my children's future health on what Monsanto says.. Label the foods let us decide for ourselves..Yes I grow organic no my family has not been sick. As a youngster I helped my grandparents farm what we called cattle corn. There was no sprays what so ever and you know what? The grain bins were always full come October. Now these same farm fields are being sprayed 2 to 3 times a year by the new land owner. Roundup is not biodegradable and its now showing up in the ground water in the same area. So please pay close attention as to whats really going on here..If your really an ""Old Man"" Your grandkids future depends on it."
819604,Old Man,2013-11-22 19:15:00,822,"Number one , no one signs my pay check, I'm retired and have nothing to gain by sharing the truth with anyone that want's to know the real truth. Not like these activist groups who raise millions for their own benefit by spreading disinformation and fear. Your reply is full of emotion but lacks any truth other that spouting off anti GMO reteoric and lies. Not to sound arrogant, but I am vastly more qualified in both experience and education to comment on this issue then anyone else that has posted here. Have a good day."
