1300588,Further North,2011-04-28 20:15:00,2008,$$$$$$$$$$$$$$$$$$$$$
1300429,cast_and_blast,2011-04-28 12:55:00,1098,"Almost... ""Whiskey Plates"" are black on white in MN and start with 2 letters, the first of which is ""W"". Used to be that law enforcement could pull the vehicles over at anytime, but that was overturned and no longer applies. Not sure how many DWI/DUI's it takes to require you to get a set. Scott"
1300438,tv4fish,2011-04-28 13:14:00,2694,"168.0422 STOP OF VEHICLES BEARING SPECIAL SERIES PLATES.A peace officer who observes the operation of a motor vehicle within this state bearing special series registration plates issued under section 168.041, subdivision 6, or 169A.60, subdivision 13, may stop the vehicle for the purpose of determining whether the driver is operating the vehicle lawfully under a valid driver's license. History: 1Sp1997 c 2 s 20; 2000 c 478 art 2 s 7 NOTE: This section was found unconstitutional in State v. Henning, 666 N.W.2d 379 (Minn. 2003)."
1299570,JinxCanada,2011-04-26 15:10:00,1306,"No...if over 10 years and no other convictions you may be deemed ""rehabilitated"" and allowed into Canada."
1299582,jswinter40,2011-04-26 15:43:00,127,"Jinx,Question for you, if you don't mind. So you had a DUI 10+ years ago and in year 11 you get a speeding ticket, is the convicton you speek of? Is it only the same crime WITHIN the first 10 years or is it any misdemeaner or petty misdemeanor AFTER those first 10 years? I don't understand what what be classified as a ""suitable"" offense to be turned away after 10 years of a DUI?secondly, after you have gone through the entrance process and ""rehabilitated"" do you have to go throught the same thing at the border each time afterward or is ""rehabilitated"" in your Canadian file at a touch of a button at the border?Jinx, Do you really believe that there isn't any vigilante patrols that are taking money on there own or is there really a hard fast rule and process when dealing with all people crossing the border with these rules? seems hard to believe with what seems of hundreds of storys of different processes depending an what border patrol you get. be careful who you condemn. not everybodies story is of grossly drunk people driving down the wrong sides of roads. with 0.08, really means who can't have any alcohol and drive home, not even 1-2 while having a meal with your wife on your anniversary. 0.08 is really minimal. Hold on before you blow your top. i am not making excuses for people as dead loved ones is a serious matter, but just saying a am willing to bet 90% of DUI's Canada is turning away are of people who don't pose any more threat than a bus of Prohibitionists"
1299589,gowrlop,2011-04-26 15:49:00,109,Thanks Jinx.
1299690,Andre (wallyandre),2011-04-26 20:12:00,2274,"For JinxCanada,I fish Lake Champlain and this lake is 2/3 in the US and the other 1/3 is in Quebec.Let's say that I want to fish on the US side with the proper license, do I have to report to a US Custom Officer? even if I don't touch ground and on my way back do I have to report to CBSA?Thanks"
1299814,GNO,2011-04-27 07:16:00,153,"This is ridiculous. I am Canadian and am in the tourism industry. I talk with people from both sides of the border. Drinking and driving is not a good thing and no one condones it. That being said, I would guess that most everyone has done it at one point or another. They might not admit it and were lucky enough not to get caught. We do not want hardened criminals crossing the border, but to classify DUI's in that category is crazy. If the penalties and sentences are fullfilled, they have paid their dues. I know many locals(Canadians) that get pulled over and are over the legal limit and are told to go home immediately or even followed home by the OPP. It seems that the penalties are so stiff that not all OPP want to issue a DUI unless the person is severly intoxicated. Do I think this is wrong, not the common senses part of it, but if the penalties are to severe that not all the law enforcement wants to issue the citation is. I would have to say that I know just a many Canadians that drink and drive as Americans. If the law was the same crossing the border for DUIs going each way, it would more than likely make some changes. The worst is that there are no strict guidelines that are followed when crossing the border. It is up to the discretion of the officer handling the case. Should be a simple list to follow, then no one would get confused. I would just like to know how all the hardened criminals that have DUI's and play profeesional sports are allowed into the country, I would bet there is another set of rules for them."
1299829,GNO,2011-04-27 07:39:00,153,"I almost forgot, Charlie Sheen was in Toronto recently. He has some interesting charges, how the **** does he get into Canada????"
1299879,tv4fish,2011-04-27 09:21:00,2694,GNO: You make some very good points. SOOO- Who do YOU think is responsible for your strict border crossing rules?? It certainly can't be the resort owners??
1299910,Guest,2011-04-27 10:04:00,0,"Well the Canadian Gvernment decides on what consitutes a infraction that puts Canadians at risk. Same as the American government decides what border rules apply to Canadians when we enter or fly over your country.....and considering the airport rules that now apply (because Canadian governments want to cooperate with American concerns for 'terrorism"") despite some of the flight rules being ridiculous , we do our best to understand. I guess we hope the same understanding would occur from American tourists coming here."
1299921,Fisherman Ted,2011-04-27 10:47:00,461,"I just lost a reservation today because one of the two guys realized he had a DWI in the last 3 years and would have a huge hassle getting in, if he could at all. Cost me nearly $3,000 or to put it another way, two months of my electric bill. But its not just me that gets hurt. The crown lost all the revenue they would have generated from HST and fishing licenses. Sad thing is other companies lost too: the airline, car rental, tackle store, beer store etc. Multiply one reservation by say 3 or 4 and now I hire one less Canadian to work at my lodge this summer. Nearly ALL of that lost revenue would have been re-invested back into the Canadian economy. From motors to food to staff. Economically, turning away guests at the border hurts many more than just the lodge owner. It also affects the Canadians themselves. The crown is just shooting themselves in the foot. Ted"
1299925,Mohleye,2011-04-27 10:52:00,368,"I think GNO hit the nail on the head. I have no time for those who complain about the rules and laws when they travel to another country. If you don't like it, stay home. The problem here is no one seems to know what the heck the rules are...you may be this, you might be that.... who decides? And based on what? If the Canadians want to take such a hard line, then just say no admittance for 10 years (or forever or whatever) and be done with it."
1298365,Trailhound,2011-04-23 08:08:00,48,"Individual RehabilitationYou can apply for individual rehabilitation if at least five years have passed since you have completed all your criminal sentences and probation.To apply for individual rehabilitation, you must submit an application, and pay a processing fee.Applications for rehabilitation can take over a year to process, so make sure you plan for your visit far enough in advance.Deemed RehabilitationYou may be deemed rehabilitated if at least 10 years have passed since you completed the sentence imposed for your crime. Some requirements for deemed rehabilitation include:* You have only been convicted of one offence; and* The offence would be punishable in Canada by a maximum term of imprisonment of less than 10 years.You are not required to submit an application to be deemed rehabilitated.this info is from the Canadian web site canadawelcomesyou.net Tells you what you can and can't do"
1298367,Leeches,2011-04-23 08:12:00,106,"I would think resort owners would like a few more clients/customers which would happen if there were a more clear cut process, if it booked them full through the summer.Americans should be viewed by you and your government as a source of income via tourism, oh wait, that is the only way some of you see us!"
1298413,JinxCanada,2011-04-23 10:17:00,1306,you are forgetting about the costs of the salaries for the employees to RUN those checks and send those letters out. A better idea would be all these people would smarten up and stop driving drunk.
1298416,Outfitter17,2011-04-23 10:31:00,127,"Jinx, I think in this statement esox made yesterday:I find it amusing, no, lets say it is more a pathetic, blatant money grab. If one pays a sufficient amount of money, he is then considered ""rehabilitated"". No psychological exams administered by The Crown or anything of that nature, just pay your money and magically you are an acceptable person. He is referring to a person pulled into the customs building and being told he can't come to canada because of a Dwi 6 years ago and then the guys asks ""isn't there anyway I can go"" and then the immigration officer says if you pay $200-$250 you will be deemed rehabilitated and let him go on his way fishing for a week. I have seem this happen a few times over the past 7 years at the Fort Frances Customs while paying duty on goods. It only takes a few minutes.I believe this is what he is calling a money grab, there are not tests or exams - its a couple hundred bucks and you are through. Now it doesn't happen all the time, but why can some guys pay and get through and others don't have the option and are just turned away?"
1298774,orchard frank,2011-04-24 14:02:00,1900,"These threads always deteriorate into personal attacks. Somebody comes on asking a perfectly reasonable question and before you know it, somebody ""holier than thou"" starts with the lectures, judgements, and condemnations. Nobody seems to be in favor of drunk driving, just wants to go fishing. Accept that we are guests in Canada, and if not welcome, move on. I hope the poster finds somewhere else to enjoy a trip with his son, plenty of choices without crossing the boarder."
1298781,jignminow,2011-04-24 14:57:00,168,"yes because Canadians don't drink and drive? Or, Maybe they are just better at not being caught!"
1299309,Leeches,2011-04-25 22:40:00,106,"Humbled by experience, if you are looking for a good experience with your son there are a lot of U.S options in MN. such as rainy lake gives you nice scenery and good fishing, maybe give other options a try till the five years and paperwork smoke clears.I don't know how far you have to travel but hope you and your son have a lot of fishing ahead of you."
1299382,Guest,2011-04-26 07:31:00,0,"I find it amuzing how many times the SAME question gets asked and discussed on here. You did the crime now you have to do the time......there are ways to get across, they may cost you money, too **** bad, you chose to drink and get behind the wheel and put my family's life at risk. You were wrong I don't care if it was yesterday or 50 years ago. Do what you need to do or stay home."
1299443,gowrlop,2011-04-26 09:07:00,109,"Jinx, If I have a DUI in the States on my record from over 10 years ago will I not be allowed to enter Canada?"
1299481,Outfitter17,2011-04-26 10:39:00,127,"gowrlop,Could happen depending on if you get pulled in and have your background checked. With it being 10 years you should be able to get in, but I have seen guys get turned around with older ones than yours, alot of it depends on which immigration officer you get and what mood he/she are in."
1298164,v-bay gord,2011-04-22 14:58:00,3168,"......and there is the real question......why not? A tourist with a 4 year old DUI, nothing else, is refused entry to Canada to come and fish.......contribute to the economy. Nobody can show statistics proving the ""apparent rampage"" that existed before this crackdown. Was NW Ontario awash in drunken US tourists raising cain and endangering the lives of the local residents? I don't believe so. I do know the results of this has caused a decline in tourism revenues for NW Ontario businesses. Of course, this doesn't impact the major centres where politicians can spin this crack-down on crime to their own advantage. So back to your question.....""who wants US tourists here who are convicted criminals""? If there only crime is a fresh DUI, or several in fact, I would say YES. When you can prove to me how they are a danger to Canadians, then I may reconsider."
1298169,Bowhuntnsteve,2011-04-22 15:12:00,275,"My buddy got refused since he had a DUI and it was almost 8 yrs since the incident and was still refused into Canada. They were quite pissy towards him even though it was way beyond their 5 yr plan but guess no need to go to Lake Simcoe to ice fish, save the money & spend it here."
1298292,fishforlife,2011-04-23 02:42:00,77,"V Bay Gord,First I would owe you an apology for my opinion that you were were a jerk for your past responses. Being quick to judge, I apologize. You make very clear and concise sense on the heart of the subject about why it makes sense for the Canadian Gov. to rethink it's position concerning DUI and their # 1 tourism trade being the USA fisherman. "" We"" need to understand that politicians will always put the dollar ahead of the common sense approach reasoning. We are one people on both sides of the border that drink alcohol but differ about the severity of the punishment. I personally think it hypocritical that that the severity of the crime of a USA citizen is taken more seriously than a Canadian. The punishment doesn't fit the ""crime"". I have a very personal issue with this being ,my son can't come fishing with me because of one mistake that didn't hurt a soul 2 years ago. By the time the Canadian Gov. forgives him, I'll be gone, and so will the memories we could have made while I was here. Too bad. Ok, i'm finished, but thanks for listening. Good Fishing to all !!!"
1298293,Esoxchaser,2011-04-23 04:35:00,1576,"Quote: Originally Posted by JinxCanadaYes you would be held and put on the next flight back....technicallybtw. the application for ""rehabilitation"" for minor offenses such as this can be done right at the border. NOt always, but it can be.I find it amusing, no, lets say it is more a pathetic, blatant money grab. If one pays a sufficient amount of money, he is then considered ""rehabilitated"". No psychological exams administered by The Crown or anything of that nature, just pay your money and magically you are an acceptable person."
1298307,tv4fish,2011-04-23 05:49:00,2694,"Eso - excellent point --- makes you kinda wonder about their true motives for this, doesn't it ???"
1298316,JinxCanada,2011-04-23 06:12:00,1306,This is not a new law....this has been law for decades.
1298318,JinxCanada,2011-04-23 06:15:00,1306,"That is not true. You really should know your facts. There is not guarantee of ""rehabilitation"" status being granted. The money they pay is a fee for the application and time it takes to investigate each person. You'd rather CANADIANS pay the fee from our already outrageous taxes so some idiot with no common sense can come fishing here and buy a few worms? Give me a freakin break.There is NO excuse for drinking and driving in this day and age. Cabs are available, common sense is available if you choose to use it, and if you do something so stupid in your own country what would prevent you from getting hammered and behind the wheel of your boat only to either kill some poor kid or themselves. Either way we then have to pay for a rescue or search to find bodies. Our police and coast guard have to respond on OUR tax dollars for their stupidity. I have no sympathy at all."
1298348,v-bay gord,2011-04-23 07:29:00,3168,"You are right, it has been a law for decades, but it has only been enforced to the extent it has since the advent of Canadian access to U.S. data. Before that no one at the border was looking for a 4 year old DUI. Now they (you) can......and what does it accomplish? I'm sure you are now able to identify rapists, murders etc more easily. Turning those people back makes sense. Someone with a 4 year old DUI and nothing else gets turned back? Come on.....that is foolish."
1298350,Esoxchaser,2011-04-23 07:36:00,1576,"The scope of the ""Investigation"" is the exact same ""investigation"" that is performed at the border in under a minute. They swipe the guys license, run him through the same database as at the border. There is no other LEIN network. The only difference is the pricey ""application fee"". It is a money grab, pure and simple."
1298354,Leeches,2011-04-23 07:45:00,106,"Jinx, you missed Esox point! I think what he's saying is if you go through the paperwork process doing everything right and STILL run the risk of being turned down at the border that is just assanine.I think if you go through the process, Canada should send you a simple letter back telling you if you get in or not, it would cost canada the price of the letter, printer ink and postage, the applicant already paid for the paperwork.I do not have a DUI, I have fished in Canada and have friends that have DUI'S that would like to go but won't go through the paperwork, they made mistakes very true, but I have too.I agree your laws are in place so that guys aren't smashing boats up and hurting or killing people, I'm up there to fish and save the booze for the cabin.I do have a point, finally, not all Americans with a DUI are coming to Canada to act like complete IDIOTS, most of them just want that one trip with family or friends.Respectfully, Bill."
1297614,Outfitter17,2011-04-21 09:29:00,127,"The DWI issue is a big deal accross NW ont. for many resorts. It's not just the 1 guy they turn around at the border, it's the 5 other guys in the group that get pi##ed and stay in the US also. So now you loose a party of 6 instead of just 1. Now most of the time it's just the 1 guy that stays back but I have heard many stories of the entire group staying back. Over the past 7 years, the resorts on the us side of rainy like Thurderbird Lodge, Island View, and Sha Sha have really benefited from the DWI rule at the border, the guys still want to fish - so they just fish in the US.I agree that if the US border would stop canadians with DWI from coming into the US (especially now that canadians are crossing like crazy in I. Falls to go to menards, get groceries, buy gas - being their dollar is strong), the rule would be quickly changed on the CA side."
1297615,Dacotah Eye,2011-04-21 09:30:00,2722,"If you think about it, a Canadian citizen coming into the USA with a DUI has a felony on his or her record so what makes you think we are easier on them? When I have mentioned crossing the border while talking to people in Canada, they tell me that crossing the border to the states is harder for them than us going the other way. I have more problems coming back to the states than going north, but I have very few problems either way. I have had a border guard ask for the key to my truck cap when coming home and when I got out of my truck she put her hand on her pistol and told me to get back in the truck and stay there unless told to get out. She also made me take the key off of the key ring and hand it out the window. The last time I went to Canada was on 9/11 and I very glad to be going north after seeing the vehicles lined up for a half mile going to the USA."
1297677,Mike Kansas,2011-04-21 11:52:00,1463,I believe that the law is fair. I have no pity for those who drink and drive and get caught. Drinking and driving is a personal choice and if done it is a poor one. It is the type of crime that effects other peoples lives. If you don't believe me come to the Funeral of a 5 year old boy with me this Saturday...KILLED BY A DRUNK DRIVER.
1297733,Jig A Lowe,2011-04-21 14:40:00,87,"Just wondering how Canadian customs handle a US citizen with a DUI who flies into thier country? Are they put on the next flight back to the states? If not, this may be an option for some people."
1298008,JinxCanada,2011-04-22 08:40:00,1306,Or you could try not drinking and driving. It sure seems a lot of Americans do this. I just don't get it.
1298011,JinxCanada,2011-04-22 08:43:00,1306,"Yes you would be held and put on the next flight back....technicallybtw. the application for ""rehabilitation"" for minor offenses such as this can be done right at the border. NOt always, but it can be."
1298055,v-bay gord,2011-04-22 10:26:00,3168,"Check out this site www.gregrickford.ca . There is information on applying to the citizen and immigration office in Thunder Bay, which apparently has a faster turn around time for dealing with these applications. I think this might speed things up for you. By the way, Greg Rickford is our local member of parliament and he is concerned about this issue and it's affects on tourism in our region. Like anything else though, it is political and not easy to resolve."
1298066,Esoxchaser,2011-04-22 10:59:00,1576,"It would seem to me that if one has a conviction in the US, and the government is sufficiently satisfied of rehabilitation that it has issues the person a drivers license that should be sufficient. Canada is taking the conviction at the US governments word. They should take the evidence of rehabilitation using the same criteria( the US Govts word). Oh, wait, then they wouldn't be able to charge a fee for ""rehabilatition"". That fee costs tourisim untold amounts of US tourism a year."
1298073,Outfitter17,2011-04-22 11:05:00,127,"Great point Esoxchaser! I don't condone drinking and driving - I don't do it personally, but I am just saying it should be treated the same at both borders."
1298156,JinxCanada,2011-04-22 14:40:00,1306,Who wants US Tourists here who are convicted criminals? I certainly don't.
1122103,humbledbyexperience,2009-07-19 08:19:00,2,"Hi All,This may have been discussed, but I am new to this message board. My son and I have been going to Canada to fish since he was nine years old. He is 28 now, but three years ago he had his first and hopefully last DWI. He completed all the community service, is paying $100 more a month for insurance, etc. etc. The official policy is that anyone with a DWI conviction in the U.S. may not be admitted until 5 years has elapsed and the lengthy certificate of rehabilation has been completed. This is the same application which a murderer or rapist would use, so you can imagine how labor lntensive it is. We actually tried it and stopped halfway through the process because eventhe Canadian government was confused and after we had photos, signatures, etc. they sent us the wrong form and we would have needed to start the process all over again .So for the last two years we hold our breath, I drive and then we have made it across the border, but this has really added a level of stress to the trip.Does anyone know of anyone who has been turned away for this? I could see where they would not allow him to drive in Canada, but this seems extreme. He knows he made a mistake and has totally changed his behavior and it is the only time he has ever done anything like that. Awaiting others answers...."
1122144,Obabikon,2009-07-19 11:05:00,2370,"I have heard of people being turned away. It depends on the officer, but it is within his right to do so. My cousin hired a lawfirm to fix the issue for him. All said and done, it cost $450 (US) for him to get it removed. However, the firm did all the paper work for him. All he had to do was find three character witnesses to write a paragraph about him."
1122173,Guest,2009-07-19 14:15:00,0,I was first turned away when riding on a bus to a concert in Winnipeg. there was two busses of 45 people but they ran all the ID's through the computer. I found out that a DUI in Canada is a felony. I paide a lawyer $500 to fix this only to be turn down the next time when I went to training school in Winnepeg. It is simple I think as the Canadians don't care to have us come and spend all that money up there anymore. I also think they are tired of us showing them how to catch their own walleyes!!!!MJV
1122199,WalleyeWally28,2009-07-19 16:32:00,298,I have heard of several people being turned back at the border. Several years ago 3 guys I know had a bear hunt and fishing trip planned and mostly paid for. Two of them had DWIs and were not allowed into Canada. The customs official told them not to try another crossing as they were in the computer and would not make it their ether. Two years ago the owner of our camp told me that so far that summer a dozen of his guests had been turned back. Sounds like it's just the luck of the draw if you get caught or not.
1122210,JayM5209,2009-07-19 17:39:00,1050,"I'm a citizen of the USA who's been going to NW Ontario once or twice per year for more than 30 years. Our group of five or six fishermen always takes a couple cases of beer. I always take my Old Grandad and have one on the rocks when we get back to camp in the evening and before heading to the fish cleaning house. I have absolutely no problems with Canada's policy on DWIs. There is nothing unreasonable about barring entry for five years to noncitizens who have what is defined as a felony by the host country. I wish first offense DWIs were a felony in every state in the US, with mandatory jail time that escalates with each offense. No problem to me if the third offense means lifetime forfeiture of the driver's license. Humbledbyexperience, my comments are not directed to you and your son. I hope things work out and you have a great trip together. I just need to rant occasionally when I keep reading about how import alcohol is to many people's fishing experiences (just count the number of threads and posts in this forum on the subject), and how many people think we Americans are so much wiser than our good neighbors to the north....or to the south or the west or the east for that matter."
1122315,Guest,2009-07-20 07:22:00,0,Excellent post....Our laws have been tightened even more. The limit now is .05 for a suspension of 12 hrs and a fine. This is 1 or two beers for the average person. Over .08 is DUI. Impaired boating brings the same penalties as DUI.
1123783,humbledbyexperience,2009-07-25 10:16:00,2,"Hi, Thanks for responding. I agree that people shouldn't drive drunk and that there should be penalties, but the whole idea is to change behavior and the punishment should fit the crime. Especially when one is young and makes a mistake and has paid for it. After all, this is just about a kid wanting to fish with his father. I could see where he wouldn't be allowed to drive in Canada, post a bond, pay more for a fishing license (to have proceeds to to educate people on the hazards of drinking and driving, etc.) I just think that one DWI should have the same status of other felonies and even so, there should be a way to prove that one has changed. To me, it is about a measured and sensible reponse. Not to mention that there are lots of dollars at stake for local communities. I'll let you know if we make it this year. We have for the last two. Thanks for the respectful discussion."
1123786,JayM5209,2009-07-25 10:58:00,1050,"Humbledbyexperience, PM sent to you."
1297578,Guest,2011-04-21 08:04:00,0,Since the Canadians prevent American tourist with a DUI from entering their country I would like to see the United States institute the same law for Canadian tourists entering the US and see how they like it! I bet they would repeal their law then.
1297590,orchard frank,2011-04-21 08:27:00,1900,"I can understand your frustration. There are instances where the policies seem to be pretty harsh, but we are visitors there, privilege to cross border going in either direstion, for citizens of both countries. I also know a few folks who have attempted the paperwork, often just giving up. Doesn't seem to be a clear-cut procedure. Two of the groups that have been affected by the DUI situation have just changed destinations, and are staying in the US. One group goes to Devils Lake, ND, loves it there. The other has tried different locales from Minnesota, Great Lakes, and even the Gulf Coast of Texas, had lots of fun and good fishing. It is not the fly-in experience, but it is still about friends, family, and a road trip, without the stress of the border."
